Date-time;Type;Metadato grafico storico;SER006 - Colle - Misura livello vasca sinistra (m);SER006 - Colle - Misura livello vasca destra (m);SER006 - Colle - Portata acqua uscita serbatoio (l/s)
2025/03/19 17:45:00;P;;4,38;4,38;0,2
2025/03/19 18:00:00;P;;4,38;4,38;0,2
2025/03/19 18:15:00;P;;4,37;4,37;0,3
2025/03/19 18:20:00;S;;;;0,1
2025/03/19 18:30:00;P;;4,37;4,37;0,1
2025/03/19 18:45:00;P;;4,37;4,37;0,1
2025/03/19 19:00:00;P;;4,36;4,36;0,1
2025/03/19 19:15:00;P;;4,36;4,36;0,1
2025/03/19 19:30:00;P;;4,35;4,36;0,1
2025/03/19 19:45:00;P;;4,35;4,35;0,1
2025/03/19 20:00:00;P;;4,35;4,35;0,1
2025/03/19 20:15:00;P;;4,34;4,34;0,1
2025/03/19 20:20:00;S;;;;0,3
2025/03/19 20:30:00;P;;4,34;4,34;0,3
2025/03/19 20:35:00;S;;;;0,1
2025/03/19 20:45:00;A;;4,33;4,33;0,5
2025/03/19 20:45:01;P;;;;0,5
2025/03/19 21:00:00;A;;4,33;4,33;0,1
2025/03/19 21:00:01;P;;;;0,1
2025/03/19 21:10:00;A;;;;0,8
2025/03/19 21:15:00;A;;4,32;4,33;0,2
2025/03/19 21:15:01;P;;;;0,2
2025/03/19 21:30:00;P;;4,31;4,32;0,3
2025/03/19 21:35:00;S;;;;0,1
2025/03/19 21:45:00;P;;4,31;4,31;0,1
2025/03/19 22:00:00;P;;4,31;4,31;0,1
2025/03/19 22:05:00;S;;;;0,3
2025/03/19 22:15:00;P;;4,31;4,31;0,2
2025/03/19 22:30:00;P;;4,31;4,30;0,1
2025/03/19 22:45:00;P;;4,30;4,31;0,2
2025/03/19 23:00:00;P;;4,30;4,30;0,1
2025/03/19 23:15:00;P;;4,30;4,30;0,2
2025/03/19 23:30:00;P;;4,30;4,30;0,2
2025/03/19 23:45:00;P;;4,30;4,30;0,1
2025/03/20 00:00:00;P;;4,29;4,29;0,1
2025/03/20 00:15:00;P;;4,29;4,29;0,1
2025/03/20 00:30:00;P;;4,29;4,29;0,0
2025/03/20 00:45:00;P;;4,28;4,29;0,0
2025/03/20 01:00:00;P;;4,28;4,29;0,0
2025/03/20 01:15:00;P;;4,28;4,28;0,1
2025/03/20 01:30:00;P;;4,28;4,28;0,0
2025/03/20 01:45:00;P;;4,28;4,28;0,1
2025/03/20 02:00:00;P;;4,28;4,28;0,0
2025/03/20 02:15:00;P;;4,28;4,28;0,1
2025/03/20 02:30:00;P;;4,27;4,27;0,0
2025/03/20 02:45:00;P;;4,27;4,27;0,2
2025/03/20 03:00:00;P;;4,27;4,27;0,0
2025/03/20 03:15:00;P;;4,27;4,27;0,0
2025/03/20 03:30:00;P;;4,27;4,27;0,0
2025/03/20 03:45:00;P;;4,26;4,27;0,1
2025/03/20 04:00:00;P;;4,26;4,27;0,0
2025/03/20 04:15:00;P;;4,26;4,26;0,0
2025/03/20 04:30:00;P;;4,26;4,26;0,1
2025/03/20 04:45:00;P;;4,26;4,26;0,1
2025/03/20 05:00:00;P;;4,25;4,25;0,1
2025/03/20 05:15:00;P;;4,25;4,25;0,1
2025/03/20 05:30:00;P;;4,25;4,25;0,1
2025/03/20 05:45:00;P;;4,25;4,25;0,1
2025/03/20 06:00:00;P;;4,25;4,25;0,1
2025/03/20 06:15:00;P;;4,25;4,25;0,1
2025/03/20 06:20:00;A;;;;0,4
2025/03/20 06:30:00;A;;4,24;4,24;0,1
2025/03/20 06:30:01;P;;;;0,1
2025/03/20 06:45:00;A;;4,24;4,24;0,6
2025/03/20 06:45:01;P;;;;0,6
2025/03/20 06:50:00;A;;;;0,3
2025/03/20 06:55:00;S;;;;0,1
2025/03/20 07:00:00;P;;4,23;4,23;0,2
2025/03/20 07:15:00;P;;4,22;4,23;0,3
2025/03/20 07:20:00;S;;;;0,1
2025/03/20 07:30:00;P;;4,22;4,22;0,1
2025/03/20 07:45:00;P;;4,21;4,21;0,1
2025/03/20 08:00:00;P;;4,21;4,21;0,2
2025/03/20 08:15:00;P;;4,21;4,21;0,2
2025/03/20 08:20:00;A;;;;0,6
2025/03/20 08:30:00;A;;4,20;4,20;0,2
2025/03/20 08:30:01;P;;;;0,2
2025/03/20 08:45:00;P;;4,20;4,20;0,2
2025/03/20 09:00:00;P;;4,19;4,19;0,2
2025/03/20 09:05:00;A;;;;0,6
2025/03/20 09:15:00;P;;4,18;4,18;0,6
2025/03/20 09:25:00;A;;;;0,2
2025/03/20 09:30:00;A;;4,18;4,18;0,6
2025/03/20 09:30:01;P;;;;0,6
2025/03/20 09:35:00;A;;;;0,3
2025/03/20 09:45:00;A;;4,17;4,17;0,5
2025/03/20 09:55:00;A;;;;0,2
2025/03/20 10:00:00;P;;4,16;4,16;0,2
2025/03/20 10:15:00;P;;4,15;4,15;0,2
2025/03/20 10:30:00;P;;4,15;4,15;0,1
2025/03/20 10:45:00;P;;4,15;4,15;0,3
2025/03/20 10:45:01;P;;;;0,3
2025/03/20 10:55:00;S;;;;0,1
2025/03/20 11:00:00;P;;4,14;4,14;0,3
2025/03/20 11:00:01;P;;;;0,3
2025/03/20 11:15:00;P;;4,13;4,13;0,3
2025/03/20 11:30:00;P;;4,13;4,13;0,1
2025/03/20 11:30:01;P;;;;0,1
2025/03/20 11:45:00;P;;4,13;4,13;0,1
2025/03/20 11:50:00;A;;;;0,3
2025/03/20 11:55:00;S;;;;0,1
2025/03/20 12:00:00;P;;4,12;4,12;0,2
2025/03/20 12:15:00;P;;4,12;4,12;0,2
2025/03/20 12:30:00;P;;4,11;4,11;0,1
2025/03/20 12:45:00;P;;4,10;4,11;0,1
2025/03/20 12:50:00;S;;;;0,3
2025/03/20 13:00:00;P;;4,10;4,10;0,3
2025/03/20 13:05:00;S;;;;0,1
2025/03/20 13:15:00;P;;4,10;4,10;0,1
2025/03/20 13:25:00;S;;;;0,3
2025/03/20 13:30:00;P;;4,09;4,10;0,4
2025/03/20 13:35:00;A;;;;0,2
2025/03/20 13:45:00;P;;4,09;4,09;0,3
2025/03/20 13:55:00;S;;;;0,1
2025/03/20 14:00:00;A;;4,08;4,09;0,4
2025/03/20 14:00:01;P;;;;0,4
2025/03/20 14:15:00;A;;4,08;4,08;0,2
2025/03/20 14:15:01;P;;;;0,2
2025/03/20 14:30:00;P;;4,07;4,08;0,3
2025/03/20 14:35:00;S;;;;0,1
2025/03/20 14:45:00;P;;4,07;4,07;0,2
2025/03/20 15:00:00;P;;4,06;4,06;0,1
2025/03/20 15:10:00;S;;;;0,3
2025/03/20 15:15:00;A;;4,06;4,06;0,1
2025/03/20 15:15:01;P;;;;0,1
2025/03/20 15:30:00;P;;4,06;4,06;0,1
2025/03/20 15:45:00;P;;4,06;4,06;0,1
2025/03/20 16:00:00;P;;4,05;4,05;0,2
2025/03/20 16:15:00;P;;4,05;4,05;0,3
2025/03/20 16:30:00;P;;4,05;4,05;0,1
2025/03/20 16:30:01;P;;;;0,1
2025/03/20 16:40:00;A;;;;0,5
2025/03/20 16:45:00;A;;4,04;4,05;0,1
2025/03/20 16:45:01;P;;;;0,1
2025/03/20 16:50:00;S;;;;0,3
2025/03/20 17:00:00;P;;4,04;4,04;0,1
2025/03/20 17:00:01;P;;;;0,1
2025/03/20 17:15:00;P;;4,04;4,04;0,1
2025/03/20 17:20:00;A;;;;0,3
2025/03/20 17:25:00;S;;;;0,1
2025/03/20 17:30:00;P;;4,03;4,03;0,2
2025/03/20 17:45:00;P;;4,03;4,03;0,1
2025/03/20 18:00:00;P;;4,02;4,03;0,1
2025/03/20 18:15:00;P;;4,02;4,02;0,1
2025/03/20 18:30:00;P;;4,02;4,02;0,1
2025/03/20 18:40:00;S;;;;0,3
2025/03/20 18:45:00;P;;4,01;4,02;0,3
2025/03/20 18:55:00;S;;;;0,1
2025/03/20 19:00:00;P;;4,01;4,01;0,2
2025/03/20 19:15:00;P;;4,00;4,01;0,1
2025/03/20 19:30:00;P;;4,00;4,00;0,3
2025/03/20 19:30:01;P;;;;0,3
2025/03/20 19:45:00;A;;4,05;4,05;0,4
2025/03/20 19:45:01;P;;;4,05;
2025/03/20 20:00:00;A;;4,09;4,09;0,2
2025/03/20 20:00:01;P;;;;0,2
2025/03/20 20:05:00;A;;;;0,5
2025/03/20 20:14:00;A;;4,14;4,15;
2025/03/20 20:15:00;A;;4,15;4,15;0,3
2025/03/20 20:20:00;A;;;;0,6
2025/03/20 20:25:00;A;;;;0,3
2025/03/20 20:28:00;A;;;4,20;
2025/03/20 20:29:00;A;;4,20;;
2025/03/20 20:30:00;P;;4,21;4,21;0,1
2025/03/20 20:30:01;P;;;;0,1
2025/03/20 20:40:00;A;;;;0,4
2025/03/20 20:43:00;A;;4,26;4,26;
2025/03/20 20:45:00;P;;4,26;4,27;0,3
2025/03/20 20:55:00;S;;;;0,1
2025/03/20 20:58:00;A;;4,32;;
2025/03/20 20:59:00;A;;;4,32;
2025/03/20 21:00:00;P;;4,33;4,33;0,1
2025/03/20 21:12:00;A;;;4,38;
2025/03/20 21:13:00;A;;4,38;;
2025/03/20 21:15:00;P;;4,39;4,39;0,1
2025/03/20 21:30:00;P;;4,39;4,39;0,2
2025/03/20 21:45:00;P;;4,39;4,39;0,1
2025/03/20 22:00:00;P;;4,39;4,39;0,1
2025/03/20 22:15:00;P;;4,38;4,38;0,1
2025/03/20 22:30:00;P;;4,37;4,38;0,1
2025/03/20 22:45:00;A;;4,37;4,37;0,3
2025/03/20 22:45:01;P;;;;0,3
2025/03/20 22:50:00;S;;;;0,1
2025/03/20 23:00:00;P;;4,37;4,37;0,2
2025/03/20 23:15:00;P;;4,37;4,37;0,2
2025/03/20 23:30:00;P;;4,37;4,37;0,1
2025/03/20 23:45:00;P;;4,36;4,37;0,1
2025/03/21 00:00:00;P;;4,36;4,36;0,0
