Date-time;Type;Metadato grafico storico;SER006 - Colle - Misura livello vasca sinistra (m);SER006 - Colle - Misura livello vasca destra (m);SER006 - Colle - Portata acqua uscita serbatoio (l/s)
2025/03/01 00:00:00;P;;4,09;4,09;0,1
2025/03/01 00:05:00;A;;;;0,3
2025/03/01 00:10:00;S;;;;0,1
2025/03/01 00:15:00;P;;4,09;4,09;0,2
2025/03/01 00:30:00;P;;4,08;4,08;0,1
2025/03/01 00:45:00;P;;4,08;4,08;0,1
2025/03/01 01:00:00;P;;4,08;4,08;0,2
2025/03/01 01:15:00;P;;4,08;4,08;0,1
2025/03/01 01:30:00;P;;4,08;4,07;0,1
2025/03/01 01:45:00;P;;4,08;4,07;0,1
2025/03/01 02:00:00;P;;4,07;4,07;0,1
2025/03/01 02:15:00;P;;4,07;4,07;0,1
2025/03/01 02:30:00;P;;4,07;4,07;0,1
2025/03/01 02:45:00;P;;4,07;4,07;0,1
2025/03/01 03:00:00;P;;4,06;4,06;0,1
2025/03/01 03:15:00;P;;4,06;4,06;0,1
2025/03/01 03:30:00;P;;4,06;4,06;0,1
2025/03/01 03:45:00;P;;4,06;4,06;0,1
2025/03/01 04:00:00;P;;4,06;4,05;0,1
2025/03/01 04:15:00;P;;4,05;4,05;0,1
2025/03/01 04:30:00;P;;4,05;4,05;0,1
2025/03/01 04:45:00;P;;4,05;4,05;0,1
2025/03/01 05:00:00;P;;4,05;4,05;0,1
2025/03/01 05:15:00;P;;4,05;4,04;0,1
2025/03/01 05:30:00;P;;4,04;4,04;0,1
2025/03/01 05:45:00;P;;4,04;4,04;0,1
2025/03/01 06:00:00;P;;4,03;4,03;0,1
2025/03/01 06:15:00;P;;4,03;4,03;0,1
2025/03/01 06:30:00;P;;4,03;4,03;0,1
2025/03/01 06:45:00;P;;4,03;4,03;0,2
2025/03/01 07:00:00;P;;4,02;4,02;0,2
2025/03/01 07:15:00;P;;4,02;4,02;0,1
2025/03/01 07:30:00;P;;4,02;4,01;0,1
2025/03/01 07:45:00;P;;4,01;4,01;0,1
2025/03/01 08:00:00;P;;4,00;4,00;0,3
2025/03/01 08:00:01;P;;;;0,3
2025/03/01 08:15:00;P;;4,04;4,04;0,3
2025/03/01 08:25:00;A;;;;0,6
2025/03/01 08:28:00;A;;4,09;4,09;
2025/03/01 08:30:00;A;;4,10;4,10;0,2
2025/03/01 08:30:01;P;;;;0,2
2025/03/01 08:35:00;A;;;;0,4
2025/03/01 08:43:00;A;;4,15;;
2025/03/01 08:44:00;A;;;4,15;
2025/03/01 08:45:00;A;;4,16;4,15;0,7
2025/03/01 08:45:01;P;;;;0,7
2025/03/01 08:59:00;A;;4,21;4,21;
2025/03/01 09:00:00;A;;4,21;4,21;0,2
2025/03/01 09:00:01;P;;;;0,2
2025/03/01 09:10:00;A;;;;0,5
2025/03/01 09:13:00;A;;4,26;4,26;
2025/03/01 09:15:00;A;;4,27;4,27;0,3
2025/03/01 09:28:00;A;;4,32;;
2025/03/01 09:29:00;A;;;4,32;
2025/03/01 09:30:00;P;;4,33;4,33;0,1
2025/03/01 09:30:01;P;;;;0,1
2025/03/01 09:35:00;S;;;;0,3
2025/03/01 09:40:00;S;;;;0,1
2025/03/01 09:43:00;A;;4,38;4,38;
2025/03/01 09:45:00;P;;4,39;4,39;0,2
2025/03/01 09:55:00;A;;;;0,5
2025/03/01 10:00:00;A;;4,40;4,39;0,8
2025/03/01 10:00:01;P;;;;0,8
2025/03/01 10:05:00;A;;;;0,5
2025/03/01 10:15:00;A;;4,39;4,39;0,1
2025/03/01 10:15:01;P;;;;0,1
2025/03/01 10:25:00;S;;;;0,3
2025/03/01 10:30:00;P;;4,38;4,38;0,1
2025/03/01 10:30:01;P;;;;0,1
2025/03/01 10:45:00;P;;4,38;4,38;0,2
2025/03/01 11:00:00;P;;4,37;4,37;0,3
2025/03/01 11:05:00;S;;;;0,1
2025/03/01 11:10:00;A;;;;0,4
2025/03/01 11:15:00;A;;4,37;4,37;0,1
2025/03/01 11:15:01;P;;;;0,1
2025/03/01 11:30:00;P;;4,37;4,36;0,3
2025/03/01 11:30:01;P;;;;0,3
2025/03/01 11:45:00;P;;4,36;4,36;0,2
2025/03/01 12:00:00;P;;4,36;4,36;0,2
2025/03/01 12:15:00;P;;4,36;4,35;0,1
2025/03/01 12:30:00;P;;4,35;4,35;0,1
2025/03/01 12:45:00;P;;4,35;4,35;0,1
2025/03/01 12:50:00;S;;;;0,3
2025/03/01 13:00:00;P;;4,34;4,34;0,2
2025/03/01 13:15:00;P;;4,34;4,33;0,1
2025/03/01 13:20:00;S;;;;0,3
2025/03/01 13:30:00;P;;4,33;4,33;0,4
2025/03/01 13:35:00;A;;;;0,2
2025/03/01 13:45:00;P;;4,33;4,33;0,1
2025/03/01 14:00:00;P;;4,33;4,32;0,1
2025/03/01 14:15:00;P;;4,32;4,32;0,1
2025/03/01 14:30:00;P;;4,32;4,32;0,1
2025/03/01 14:35:00;S;;;;0,3
2025/03/01 14:45:00;P;;4,32;4,31;0,1
2025/03/01 14:45:01;P;;;;0,1
2025/03/01 15:00:00;P;;4,31;4,31;0,1
2025/03/01 15:15:00;P;;4,31;4,31;0,1
2025/03/01 15:30:00;P;;4,30;4,30;0,2
2025/03/01 15:45:00;P;;4,30;4,30;0,1
2025/03/01 16:00:00;P;;4,30;4,30;0,1
2025/03/01 16:15:00;P;;4,29;4,29;0,1
2025/03/01 16:30:00;P;;4,29;4,29;0,2
2025/03/01 16:45:00;P;;4,29;4,29;0,1
2025/03/01 16:50:00;S;;;;0,3
2025/03/01 16:55:00;S;;;;0,1
2025/03/01 17:00:00;P;;4,28;4,28;0,2
2025/03/01 17:05:00;A;;;;0,4
2025/03/01 17:15:00;P;;4,28;4,28;0,3
2025/03/01 17:20:00;S;;;;0,1
2025/03/01 17:30:00;P;;4,27;4,28;0,1
2025/03/01 17:45:00;A;;4,27;4,27;0,6
2025/03/01 17:45:01;P;;;;0,6
2025/03/01 17:50:00;A;;;;0,3
2025/03/01 18:00:00;P;;4,26;4,26;0,2
2025/03/01 18:15:00;P;;4,26;4,26;0,1
2025/03/01 18:30:00;P;;4,25;4,25;0,2
2025/03/01 18:45:00;P;;4,25;4,25;0,2
2025/03/01 19:00:00;P;;4,25;4,25;0,3
2025/03/01 19:15:00;P;;4,24;4,24;0,3
2025/03/01 19:20:00;S;;;;0,1
2025/03/01 19:25:00;S;;;;0,3
2025/03/01 19:30:00;P;;4,24;4,24;0,4
2025/03/01 19:45:00;P;;4,23;4,23;0,4
2025/03/01 19:55:00;A;;;;0,7
2025/03/01 20:00:00;P;;4,22;4,22;0,5
2025/03/01 20:00:01;P;;;;0,5
2025/03/01 20:15:00;P;;4,22;4,22;0,4
2025/03/01 20:20:00;A;;;;0,1
2025/03/01 20:25:00;A;;;;0,5
2025/03/01 20:30:00;P;;4,21;4,20;0,7
2025/03/01 20:30:01;P;;;;0,7
2025/03/01 20:35:00;A;;;;0,2
2025/03/01 20:40:00;A;;;;0,4
2025/03/01 20:45:00;A;;4,20;4,20;0,2
2025/03/01 20:45:01;P;;;;0,2
2025/03/01 21:00:00;P;;4,20;4,19;0,1
2025/03/01 21:15:00;P;;4,19;4,19;0,1
2025/03/01 21:30:00;P;;4,19;4,19;0,2
2025/03/01 21:45:00;P;;4,19;4,19;0,1
2025/03/01 22:00:00;P;;4,19;4,18;0,2
2025/03/01 22:15:00;P;;4,18;4,18;0,2
2025/03/01 22:30:00;P;;4,18;4,18;0,1
2025/03/01 22:40:00;A;;;;0,3
2025/03/01 22:45:00;P;;4,18;4,18;0,1
2025/03/01 22:45:01;P;;;;0,1
2025/03/01 23:00:00;P;;4,18;4,18;0,2
2025/03/01 23:15:00;P;;4,17;4,17;0,1
2025/03/01 23:30:00;P;;4,17;4,16;0,1
2025/03/01 23:45:00;P;;4,17;4,16;0,1
2025/03/01 23:55:00;A;;;;0,3
2025/03/02 00:00:00;P;;4,16;4,16;0,1
2025/03/02 00:00:01;P;;;;0,1
2025/03/02 00:15:00;P;;4,16;4,16;0,1
2025/03/02 00:30:00;P;;4,16;4,16;0,1
2025/03/02 00:45:00;P;;4,16;4,16;0,1
2025/03/02 01:00:00;P;;4,16;4,15;0,1
2025/03/02 01:15:00;P;;4,16;4,15;0,1
2025/03/02 01:30:00;P;;4,15;4,15;0,1
2025/03/02 01:45:00;P;;4,15;4,14;0,1
2025/03/02 02:00:00;P;;4,14;4,14;0,1
2025/03/02 02:15:00;P;;4,14;4,14;0,1
2025/03/02 02:30:00;P;;4,14;4,14;0,1
2025/03/02 02:45:00;P;;4,14;4,14;0,1
2025/03/02 03:00:00;P;;4,14;4,13;0,1
2025/03/02 03:15:00;P;;4,14;4,13;0,1
2025/03/02 03:30:00;P;;4,14;4,13;0,1
2025/03/02 03:45:00;P;;4,13;4,13;0,1
2025/03/02 04:00:00;P;;4,13;4,13;0,1
2025/03/02 04:15:00;P;;4,12;4,12;0,1
2025/03/02 04:30:00;P;;4,12;4,12;0,1
2025/03/02 04:45:00;P;;4,12;4,12;0,1
2025/03/02 05:00:00;P;;4,12;4,12;0,1
2025/03/02 05:15:00;P;;4,12;4,11;0,1
2025/03/02 05:30:00;P;;4,12;4,11;0,1
2025/03/02 05:45:00;P;;4,11;4,11;0,1
2025/03/02 06:00:00;P;;4,11;4,11;0,1
2025/03/02 06:15:00;P;;4,11;4,11;0,1
2025/03/02 06:30:00;P;;4,11;4,10;0,1
2025/03/02 06:45:00;P;;4,10;4,10;0,2
2025/03/02 07:00:00;P;;4,10;4,10;0,1
2025/03/02 07:05:00;S;;;;0,3
2025/03/02 07:10:00;S;;;;0,1
2025/03/02 07:15:00;P;;4,09;4,09;0,1
2025/03/02 07:25:00;A;;;;0,3
2025/03/02 07:30:00;P;;4,09;4,09;0,1
2025/03/02 07:30:01;P;;;;0,1
2025/03/02 07:45:00;P;;4,09;4,09;0,1
2025/03/02 07:50:00;S;;;;0,3
2025/03/02 07:55:00;S;;;;0,1
2025/03/02 08:00:00;P;;4,08;4,08;0,2
2025/03/02 08:10:00;A;;;;0,7
2025/03/02 08:15:00;A;;4,08;4,08;0,2
2025/03/02 08:15:01;P;;;;0,2
2025/03/02 08:20:00;A;;;;0,6
2025/03/02 08:25:00;A;;;;0,2
2025/03/02 08:30:00;A;;4,07;4,07;0,6
2025/03/02 08:30:01;P;;;;0,6
2025/03/02 08:45:00;A;;4,06;4,06;0,3
2025/03/02 08:45:01;P;;;;0,3
2025/03/02 08:55:00;A;;;;0,6
2025/03/02 09:00:00;A;;4,06;4,05;0,2
2025/03/02 09:00:01;P;;;;0,2
2025/03/02 09:10:00;A;;;;0,4
2025/03/02 09:15:00;P;;4,04;4,04;0,4
2025/03/02 09:20:00;A;;;;0,2
2025/03/02 09:30:00;P;;4,04;4,04;0,3
2025/03/02 09:45:00;P;;4,03;4,03;0,3
2025/03/02 10:00:00;P;;4,03;4,02;0,3
2025/03/02 10:15:00;P;;4,02;4,02;0,4
2025/03/02 10:25:00;A;;;;0,2
2025/03/02 10:30:00;P;;4,02;4,02;0,3
2025/03/02 10:45:00;P;;4,01;4,01;0,2
2025/03/02 11:00:00;P;;4,01;4,01;0,3
2025/03/02 11:10:00;A;;;;0,6
2025/03/02 11:15:00;A;;4,00;4,00;0,3
2025/03/02 11:15:01;P;;;;0,3
2025/03/02 11:30:00;A;;4,05;4,05;0,5
2025/03/02 11:35:00;A;;;;0,2
2025/03/02 11:45:00;P;;4,09;4,09;0,1
2025/03/02 11:58:00;A;;4,15;4,14;
2025/03/02 12:00:00;P;;4,16;4,15;0,1
2025/03/02 12:05:00;S;;;;0,3
2025/03/02 12:12:00;A;;;4,20;
2025/03/02 12:13:00;A;;4,21;;
2025/03/02 12:15:00;P;;4,22;4,21;0,2
2025/03/02 12:28:00;A;;4,27;4,27;
2025/03/02 12:30:00;A;;4,27;4,27;0,4
2025/03/02 12:30:01;P;;;;0,4
2025/03/02 12:35:00;A;;;;0,1
2025/03/02 12:43:00;A;;4,33;;
2025/03/02 12:44:00;A;;;4,33;
2025/03/02 12:45:00;P;;4,33;4,33;0,3
2025/03/02 12:45:01;P;;;;0,3
2025/03/02 12:50:00;S;;;;0,1
2025/03/02 12:55:00;A;;;;0,4
2025/03/02 12:58:00;A;;4,39;4,38;
2025/03/02 13:00:00;A;;4,39;4,39;0,1
2025/03/02 13:00:01;P;;;;0,1
2025/03/02 13:15:00;P;;4,40;4,40;0,2
2025/03/02 13:30:00;P;;4,40;4,40;0,1
2025/03/02 13:45:00;P;;4,39;4,39;0,2
2025/03/02 14:00:00;P;;4,39;4,39;0,1
2025/03/02 14:15:00;P;;4,38;4,38;0,2
2025/03/02 14:30:00;P;;4,38;4,38;0,1
2025/03/02 14:45:00;P;;4,38;4,38;0,1
2025/03/02 15:00:00;P;;4,38;4,38;0,1
2025/03/02 15:15:00;A;;4,37;4,37;0,4
2025/03/02 15:15:01;P;;;;0,4
2025/03/02 15:20:00;A;;;;0,1
2025/03/02 15:30:00;P;;4,37;4,37;0,2
2025/03/02 15:45:00;P;;4,37;4,37;0,1
2025/03/02 16:00:00;P;;4,37;4,36;0,1
2025/03/02 16:15:00;P;;4,37;4,36;0,1
2025/03/02 16:30:00;P;;4,36;4,36;0,1
2025/03/02 16:45:00;P;;4,35;4,35;0,2
2025/03/02 17:00:00;P;;4,35;4,35;0,1
2025/03/02 17:15:00;P;;4,35;4,35;0,1
2025/03/02 17:30:00;P;;4,34;4,34;0,1
2025/03/02 17:40:00;A;;;;0,4
2025/03/02 17:45:00;A;;4,34;4,34;0,1
2025/03/02 17:45:01;P;;;;0,1
2025/03/02 17:50:00;A;;;;0,3
2025/03/02 18:00:00;P;;4,34;4,34;0,1
2025/03/02 18:00:01;P;;;;0,1
2025/03/02 18:15:00;P;;4,34;4,33;0,1
2025/03/02 18:30:00;P;;4,33;4,33;0,2
2025/03/02 18:35:00;A;;;;0,4
2025/03/02 18:40:00;A;;;;0,2
2025/03/02 18:45:00;P;;4,33;4,32;0,1
2025/03/02 18:50:00;S;;;;0,3
2025/03/02 18:55:00;S;;;;0,1
2025/03/02 19:00:00;P;;4,32;4,32;0,1
2025/03/02 19:15:00;P;;4,31;4,31;0,1
2025/03/02 19:20:00;S;;;;0,3
2025/03/02 19:25:00;A;;;;0,6
2025/03/02 19:30:00;A;;4,31;4,30;0,1
2025/03/02 19:30:01;P;;;;0,1
2025/03/02 19:45:00;P;;4,30;4,30;0,2
2025/03/02 19:55:00;A;;;;0,6
2025/03/02 20:00:00;A;;4,30;4,30;0,2
2025/03/02 20:00:01;P;;;;0,2
2025/03/02 20:15:00;P;;4,29;4,29;0,2
2025/03/02 20:30:00;P;;4,28;4,28;0,3
2025/03/02 20:35:00;S;;;;0,1
2025/03/02 20:40:00;S;;;;0,3
2025/03/02 20:45:00;P;;4,28;4,28;0,4
2025/03/02 20:55:00;A;;;;0,1
2025/03/02 21:00:00;P;;4,28;4,27;0,1
2025/03/02 21:15:00;P;;4,27;4,27;0,1
2025/03/02 21:25:00;S;;;;0,3
2025/03/02 21:30:00;P;;4,27;4,27;0,1
2025/03/02 21:30:01;P;;;;0,1
2025/03/02 21:45:00;P;;4,26;4,26;0,1
2025/03/02 22:00:00;P;;4,26;4,26;0,1
2025/03/02 22:15:00;P;;4,25;4,25;0,2
2025/03/02 22:30:00;P;;4,25;4,25;0,1
2025/03/02 22:45:00;P;;4,25;4,25;0,1
2025/03/02 23:00:00;P;;4,25;4,25;0,1
2025/03/02 23:15:00;P;;4,25;4,25;0,2
2025/03/02 23:30:00;P;;4,25;4,24;0,1
2025/03/02 23:45:00;P;;4,24;4,24;0,1
2025/03/03 00:00:00;P;;4,24;4,24;0,2
2025/03/03 00:15:00;P;;4,23;4,23;0,1
2025/03/03 00:30:00;P;;4,23;4,23;0,1
2025/03/03 00:45:00;P;;4,23;4,23;0,1
2025/03/03 01:00:00;P;;4,23;4,23;0,1
2025/03/03 01:15:00;P;;4,23;4,23;0,1
2025/03/03 01:30:00;P;;4,23;4,22;0,1
2025/03/03 01:45:00;P;;4,23;4,22;0,1
2025/03/03 02:00:00;P;;4,22;4,22;0,1
2025/03/03 02:15:00;P;;4,22;4,22;0,1
2025/03/03 02:30:00;P;;4,22;4,22;0,1
2025/03/03 02:45:00;P;;4,21;4,21;0,1
2025/03/03 03:00:00;P;;4,21;4,21;0,1
2025/03/03 03:15:00;P;;4,21;4,21;0,1
2025/03/03 03:30:00;P;;4,21;4,20;0,1
2025/03/03 03:45:00;P;;4,21;4,20;0,1
2025/03/03 04:00:00;P;;4,20;4,20;0,1
2025/03/03 04:15:00;P;;4,20;4,20;0,1
2025/03/03 04:30:00;P;;4,20;4,20;0,1
2025/03/03 04:45:00;P;;4,20;4,20;0,1
2025/03/03 05:00:00;P;;4,20;4,20;0,1
2025/03/03 05:15:00;P;;4,19;4,19;0,1
2025/03/03 05:30:00;P;;4,19;4,18;0,2
2025/03/03 05:45:00;P;;4,19;4,18;0,1
2025/03/03 06:00:00;P;;4,18;4,18;0,1
2025/03/03 06:15:00;P;;4,18;4,18;0,1
2025/03/03 06:25:00;A;;;;0,5
2025/03/03 06:30:00;A;;4,18;4,17;0,2
2025/03/03 06:30:01;P;;;;0,2
2025/03/03 06:45:00;P;;4,17;4,17;0,3
2025/03/03 07:00:00;P;;4,17;4,17;0,3
2025/03/03 07:10:00;S;;;;0,1
2025/03/03 07:15:00;P;;4,17;4,16;0,2
2025/03/03 07:30:00;A;;4,16;4,16;0,4
2025/03/03 07:30:01;P;;;;0,4
2025/03/03 07:45:00;P;;4,15;4,14;0,4
2025/03/03 07:50:00;A;;;;0,2
2025/03/03 07:55:00;A;;;;0,4
2025/03/03 08:00:00;P;;4,14;4,14;0,3
2025/03/03 08:15:00;P;;4,13;4,13;0,3
2025/03/03 08:20:00;S;;;;0,1
2025/03/03 08:25:00;S;;;;0,3
2025/03/03 08:30:00;A;;4,13;4,13;0,6
2025/03/03 08:30:01;P;;;;0,6
2025/03/03 08:35:00;A;;;;0,3
2025/03/03 08:40:00;S;;;;0,1
2025/03/03 08:45:00;P;;4,13;4,12;0,3
2025/03/03 08:45:01;P;;;;0,3
2025/03/03 08:50:00;S;;;;0,1
2025/03/03 09:00:00;P;;4,12;4,12;0,3
2025/03/03 09:00:01;P;;;;0,3
2025/03/03 09:10:00;S;;;;0,1
2025/03/03 09:15:00;A;;4,12;4,12;0,5
2025/03/03 09:15:01;P;;;;0,5
2025/03/03 09:20:00;A;;;;0,1
2025/03/03 09:30:00;P;;4,11;4,11;0,2
2025/03/03 09:35:00;A;;;;0,4
2025/03/03 09:40:00;A;;;;0,2
2025/03/03 09:45:00;P;;4,11;4,11;0,3
2025/03/03 09:55:00;S;;;;0,1
2025/03/03 10:00:00;P;;4,11;4,10;0,2
2025/03/03 10:15:00;P;;4,10;4,09;0,1
2025/03/03 10:20:00;A;;;;0,5
2025/03/03 10:30:00;A;;4,09;4,09;0,2
2025/03/03 10:30:01;P;;;;0,2
2025/03/03 10:31:00;A;;;0,02;
2025/03/03 10:43:00;A;;4,14;;
2025/03/03 10:45:00;P;;4,15;0,01;0,2
2025/03/03 10:46:00;S;;;0,01;
2025/03/03 10:57:00;A;;4,20;;
2025/03/03 11:00:00;P;;4,21;0,01;0,1
2025/03/03 11:05:00;A;;;;0,4
2025/03/03 11:13:00;A;;4,27;;
2025/03/03 11:15:00;P;;4,27;0,02;0,3
2025/03/03 11:20:00;S;;;;0,1
2025/03/03 11:28:00;A;;4,33;;
2025/03/03 11:30:00;P;;4,33;0,01;0,3
2025/03/03 11:30:01;P;;;;0,3
2025/03/03 11:40:00;S;;;;0,1
2025/03/03 11:43:00;A;;4,39;;
2025/03/03 11:45:00;P;;4,40;0,01;0,1
2025/03/03 11:50:00;S;;;;0,3
2025/03/03 11:55:00;S;;;;0,1
2025/03/03 11:58:00;A;;4,45;;
2025/03/03 12:00:00;A;;4,46;0,02;0,2
2025/03/03 12:13:00;A;;4,51;;
2025/03/03 12:14:00;S;;4,51;;
2025/03/03 12:15:00;P;;4,52;0,01;0,1
2025/03/03 12:27:00;A;;4,57;;
2025/03/03 12:30:00;P;;4,58;0,01;0,1
2025/03/03 12:43:00;A;;4,63;;
2025/03/03 12:45:00;P;;4,63;0,02;0,2
2025/03/03 12:55:00;A;;;;0,4
2025/03/03 13:00:00;A;;4,68;0,02;0,1
2025/03/03 13:00:01;P;;;;0,1
2025/03/03 13:13:00;A;;4,73;;
2025/03/03 13:15:00;P;;4,74;0,01;0,1
2025/03/03 13:28:18;S;;4,78;0,02;0,1
2025/03/03 13:30:00;P;;4,78;0,02;0,1
2025/03/03 13:45:00;P;;4,80;0,02;0,1
2025/03/03 13:50:00;A;;;;0,4
2025/03/03 13:55:00;A;;;;0,1
2025/03/03 14:00:00;P;;4,80;0,02;0,1
2025/03/03 14:01:00;A;;;4,80;
2025/03/03 14:15:00;P;;4,77;4,77;0,2
2025/03/03 14:16:00;S;;;4,77;
2025/03/03 14:30:00;P;;4,76;4,76;0,3
2025/03/03 14:45:00;P;;4,75;4,75;0,2
2025/03/03 15:00:00;P;;4,74;4,75;0,1
2025/03/03 15:15:00;P;;4,74;4,74;0,1
2025/03/03 15:30:00;P;;4,73;4,73;0,1
2025/03/03 15:45:00;P;;4,73;4,73;0,1
2025/03/03 16:00:00;P;;4,72;4,72;0,2
2025/03/03 16:15:00;P;;4,72;4,72;0,2
2025/03/03 16:30:00;P;;4,72;4,72;0,2
2025/03/03 16:45:00;P;;4,72;4,72;0,1
2025/03/03 16:55:00;S;;;;0,3
2025/03/03 17:00:00;P;;4,71;4,71;0,3
2025/03/03 17:05:00;S;;;;0,1
2025/03/03 17:15:00;P;;4,71;4,71;0,2
2025/03/03 17:30:00;P;;4,71;4,71;0,1
2025/03/03 17:45:00;P;;4,71;4,71;0,1
2025/03/03 18:00:00;P;;4,70;4,70;0,1
2025/03/03 18:15:35;P;;4,69;4,70;0,2
2025/03/03 18:30:00;P;;4,69;4,69;0,3
2025/03/03 18:45:00;P;;4,69;4,69;0,1
2025/03/03 18:45:01;P;;;;0,1
2025/03/03 18:50:00;S;;;;0,3
2025/03/03 18:55:00;A;;;;0,1
2025/03/03 19:00:00;P;;4,69;4,69;0,1
2025/03/03 19:15:00;P;;4,68;4,68;0,3
2025/03/03 19:15:01;P;;;;0,3
2025/03/03 19:30:00;P;;4,68;4,68;0,3
2025/03/03 19:45:00;P;;4,67;4,67;0,1
2025/03/03 19:45:01;P;;;;0,1
2025/03/03 20:00:00;P;;4,67;4,67;0,1
2025/03/03 20:15:00;P;;4,67;4,67;0,2
2025/03/03 20:30:00;P;;4,66;4,66;0,2
2025/03/03 20:45:00;P;;4,65;4,65;0,2
2025/03/03 20:50:00;A;;;;0,4
2025/03/03 20:55:00;A;;;;0,8
2025/03/03 21:00:00;A;;4,64;4,64;0,5
2025/03/03 21:00:01;P;;;;0,5
2025/03/03 21:05:00;A;;;;0,2
2025/03/03 21:15:00;P;;4,64;4,64;0,2
2025/03/03 21:30:00;P;;4,63;4,63;0,1
2025/03/03 21:35:00;S;;;;0,3
2025/03/03 21:45:00;P;;4,63;4,63;0,1
2025/03/03 21:45:01;P;;;;0,1
2025/03/03 22:00:00;P;;4,63;4,63;0,1
2025/03/03 22:15:00;P;;4,62;4,63;0,3
2025/03/03 22:15:01;P;;;;0,3
2025/03/03 22:20:00;S;;;;0,1
2025/03/03 22:30:00;P;;4,62;4,62;0,1
2025/03/03 22:45:00;P;;4,62;4,62;0,1
2025/03/03 23:00:00;P;;4,61;4,61;0,2
2025/03/03 23:15:00;P;;4,61;4,61;0,1
2025/03/03 23:30:00;P;;4,61;4,61;0,1
2025/03/03 23:45:00;P;;4,60;4,61;0,2
2025/03/04 00:00:00;P;;4,60;4,60;0,1
2025/03/04 00:15:00;P;;4,60;4,60;0,1
2025/03/04 00:30:00;P;;4,60;4,60;0,1
2025/03/04 00:45:00;P;;4,59;4,60;0,1
2025/03/04 01:00:00;A;;4,59;4,59;0,3
2025/03/04 01:00:01;P;;;;0,3
2025/03/04 01:05:00;A;;;;0,1
2025/03/04 01:15:00;P;;4,59;4,59;0,1
2025/03/04 01:30:00;P;;4,58;4,58;0,1
2025/03/04 01:45:00;P;;4,58;4,58;0,1
2025/03/04 02:00:00;P;;4,58;4,58;0,1
2025/03/04 02:15:00;P;;4,59;4,58;0,1
2025/03/04 02:30:00;P;;4,58;4,58;0,1
2025/03/04 02:45:00;P;;4,58;4,58;0,1
2025/03/04 03:00:00;P;;4,57;4,58;0,1
2025/03/04 03:15:00;P;;4,57;4,57;0,1
2025/03/04 03:30:00;P;;4,57;4,57;0,1
2025/03/04 03:45:00;P;;4,57;4,57;0,1
2025/03/04 04:00:00;P;;4,56;4,56;0,1
2025/03/04 04:15:00;P;;4,56;4,56;0,1
2025/03/04 04:30:00;P;;4,56;4,56;0,1
2025/03/04 04:45:00;P;;4,56;4,56;0,1
2025/03/04 05:00:00;P;;4,55;4,56;0,1
2025/03/04 05:15:00;P;;4,55;4,55;0,1
2025/03/04 05:30:00;P;;4,55;4,55;0,2
2025/03/04 05:45:00;P;;4,55;4,55;0,1
2025/03/04 06:00:00;P;;4,55;4,55;0,1
2025/03/04 06:15:00;P;;4,55;4,55;0,1
2025/03/04 06:30:00;P;;4,54;4,54;0,1
2025/03/04 06:40:00;S;;;;0,3
2025/03/04 06:45:00;P;;4,53;4,53;0,4
2025/03/04 07:00:00;P;;4,53;4,53;0,3
2025/03/04 07:15:00;P;;4,52;4,52;0,2
2025/03/04 07:30:00;P;;4,52;4,52;0,2
2025/03/04 07:40:00;A;;;;0,4
2025/03/04 07:45:00;A;;4,52;4,52;0,1
2025/03/04 07:45:01;P;;;;0,1
2025/03/04 07:50:00;S;;;;0,3
2025/03/04 08:00:00;P;;4,51;4,51;0,3
2025/03/04 08:15:00;A;;4,50;4,51;0,5
2025/03/04 08:20:00;A;;;;0,2
2025/03/04 08:30:00;P;;4,50;4,50;0,3
2025/03/04 08:35:00;S;;;;0,1
2025/03/04 08:35:34;S;;4,50;4,50;0,2
2025/03/04 08:45:00;P;;4,50;4,50;0,2
2025/03/04 08:55:00;A;;;;0,4
2025/03/04 09:00:00;A;;4,48;4,49;0,1
2025/03/04 09:00:01;P;;;;0,1
2025/03/04 09:10:00;S;;;;0,3
2025/03/04 09:15:00;P;;4,48;4,48;0,1
2025/03/04 09:15:01;P;;;;0,1
2025/03/04 09:25:00;A;;;;0,6
2025/03/04 09:30:00;A;;4,48;4,48;0,2
2025/03/04 09:30:01;P;;;;0,2
2025/03/04 09:45:00;P;;4,48;4,48;0,1
2025/03/04 10:00:00;P;;4,47;4,48;0,1
2025/03/04 10:15:00;P;;4,47;4,47;0,2
2025/03/04 10:30:00;P;;4,47;4,47;0,1
2025/03/04 10:45:00;P;;4,47;4,47;0,1
2025/03/04 10:50:00;S;;;;0,3
2025/03/04 10:55:00;S;;;;0,1
2025/03/04 11:00:00;P;;4,46;4,46;0,2
2025/03/04 11:15:00;P;;4,46;4,46;0,1
2025/03/04 11:30:00;A;;4,45;4,45;0,3
2025/03/04 11:30:01;P;;;;0,3
2025/03/04 11:40:00;S;;;;0,1
2025/03/04 11:45:00;A;;4,45;4,45;0,1
2025/03/04 12:00:00;P;;4,45;4,45;0,1
2025/03/04 12:15:00;P;;4,44;4,44;0,2
2025/03/04 12:30:00;P;;4,44;4,44;0,1
2025/03/04 12:40:00;S;;;;0,3
2025/03/04 12:45:00;P;;4,44;4,44;0,1
2025/03/04 12:45:01;P;;;;0,1
2025/03/04 13:00:00;P;;4,44;4,44;0,1
2025/03/04 13:15:00;P;;4,43;4,44;0,1
2025/03/04 13:30:00;P;;4,43;4,43;0,3
2025/03/04 13:30:01;P;;;;0,3
