Date-time;Type;Metadato grafico storico;SER008/11-RIL002 - S Pietro - Portata uscita Città Vecchia (l/s);SER008/11-RIL002 - S Pietro - Portata ingresso serb. S. Pietro (l/s);SER008/11-RIL002 - S Pietro - Portata uscita serb. S. Pietro (l/s);SER008/11-RIL002 - S Pietro - Portata uscita Prato Volpe (l/s)
2025/03/16 07:00:00;P;;-0,4;0,0;17,4;0,9
2025/03/16 07:05:00;A;;;;27,0;2,0
2025/03/16 07:10:00;A;;;;31,1;
2025/03/16 07:15:00;A;;0,9;0,0;35,8;3,3
2025/03/16 07:15:01;P;;0,9;;35,8;3,3
2025/03/16 07:20:00;A;;;;41,9;
2025/03/16 07:25:00;A;;2,7;;45,7;
2025/03/16 07:30:00;A;;2,9;0,0;48,2;3,4
2025/03/16 07:30:01;P;;;;48,2;
2025/03/16 07:35:00;A;;4,1;;56,4;
2025/03/16 07:40:00;A;;;;58,4;
2025/03/16 07:45:00;A;;6,9;0,0;64,8;4,6
2025/03/16 07:45:01;P;;6,9;;64,8;4,6
2025/03/16 07:50:00;A;;;;68,1;
2025/03/16 07:55:00;A;;;;69,3;
2025/03/16 08:00:00;A;;7,2;0,0;77,2;5,1
2025/03/16 08:00:01;P;;;;77,2;
2025/03/16 08:05:00;A;;;;82,7;
2025/03/16 08:10:00;A;;8,6;;92,0;
2025/03/16 08:15:00;A;;9,2;0,0;93,2;6,1
2025/03/16 08:15:01;P;;;;93,2;6,1
2025/03/16 08:20:00;A;;6,9;;71,7;
2025/03/16 08:30:00;A;;7,6;0,0;76,5;5,5
2025/03/16 08:30:01;P;;;;76,5;
2025/03/16 08:40:00;A;;8,7;;81,5;
2025/03/16 08:45:00;A;;6,2;0,0;22,5;4,6
2025/03/16 08:45:01;P;;6,2;;22,5;
2025/03/16 08:50:00;A;;;;28,8;
2025/03/16 08:55:00;A;;;;31,0;
2025/03/16 09:00:00;A;;6,3;0,0;28,9;4,5
2025/03/16 09:00:01;P;;;;28,9;
2025/03/16 09:05:00;A;;;;34,4;
2025/03/16 09:10:00;A;;;;33,4;
2025/03/16 09:15:00;P;;6,7;0,0;33,7;5,1
2025/03/16 09:25:00;A;;7,8;;43,8;
2025/03/16 09:30:00;A;;7,3;0,0;41,9;5,2
2025/03/16 09:30:01;P;;;;41,9;
2025/03/16 09:35:00;A;;;;43,2;
2025/03/16 09:40:00;A;;;;44,3;
2025/03/16 09:45:00;A;;7,0;0,0;39,9;5,3
2025/03/16 09:45:01;P;;;;39,9;
2025/03/16 09:50:00;A;;;;34,3;
2025/03/16 09:55:00;A;;;;32,9;
2025/03/16 10:00:00;A;;6,8;0,0;38,9;5,0
2025/03/16 10:00:01;P;;;;38,9;
2025/03/16 10:05:00;A;;;;41,6;
2025/03/16 10:10:00;A;;;;40,5;
2025/03/16 10:15:00;P;;6,8;0,0;41,0;5,1
2025/03/16 10:20:00;A;;;;36,1;
2025/03/16 10:25:00;A;;;;38,8;
2025/03/16 10:30:00;A;;6,3;0,0;33,4;4,6
2025/03/16 10:30:01;P;;;;33,4;
2025/03/16 10:35:00;A;;;;34,8;
2025/03/16 10:40:00;A;;;;38,8;
2025/03/16 10:45:00;A;;6,5;0,0;33,5;4,5
2025/03/16 10:45:01;P;;;;33,5;
2025/03/16 10:50:00;A;;;;30,6;
2025/03/16 10:55:00;A;;;;32,0;
2025/03/16 11:00:00;A;;5,7;0,0;27,9;4,4
2025/03/16 11:00:01;P;;;;27,9;
2025/03/16 11:05:00;A;;;;30,1;
2025/03/16 11:10:00;A;;;;29,1;
2025/03/16 11:15:00;A;;6,0;0,0;33,3;4,5
2025/03/16 11:15:01;P;;;;33,3;
2025/03/16 11:20:00;A;;;;30,3;
2025/03/16 11:30:00;A;;4,9;0,0;24,1;4,1
2025/03/16 11:30:01;P;;4,9;;24,1;
2025/03/16 11:35:00;A;;;;26,5;
2025/03/16 11:40:00;A;;;;19,0;
2025/03/16 11:45:00;A;;4,7;0,0;23,8;4,0
2025/03/16 11:45:01;P;;;;23,8;
2025/03/16 12:00:00;P;;5,2;0,0;23,7;4,1
2025/03/16 12:05:00;A;;;;29,3;
2025/03/16 12:10:00;A;;;;20,8;
2025/03/16 12:15:00;A;;4,6;0,0;23,9;4,0
2025/03/16 12:15:01;P;;;;23,9;
2025/03/16 12:20:00;A;;;;21,1;
2025/03/16 12:25:00;A;;;;26,6;
2025/03/16 12:30:00;A;;4,8;0,0;24,8;3,9
2025/03/16 12:30:01;P;;;;24,8;
2025/03/16 12:35:00;A;;;;22,0;
2025/03/16 12:40:00;A;;3,2;;16,7;
2025/03/16 12:45:00;A;;3,9;0,0;21,5;3,8
2025/03/16 12:45:01;P;;;;21,5;
2025/03/16 12:50:00;A;;;;26,5;
2025/03/16 12:55:00;A;;;;23,3;
2025/03/16 13:00:00;A;;2,6;0,0;17,5;3,4
2025/03/16 13:00:01;P;;2,6;;17,5;
2025/03/16 13:05:00;A;;;;19,7;
2025/03/16 13:10:00;A;;;;17,0;
2025/03/16 13:15:00;A;;3,1;0,0;18,6;3,4
2025/03/16 13:15:01;P;;;;18,6;
2025/03/16 13:20:00;A;;;;16,5;
2025/03/16 13:30:00;A;;2,1;0,0;15,1;3,0
2025/03/16 13:30:01;P;;;;15,1;
2025/03/16 13:45:00;A;;2,8;0,0;18,0;3,4
2025/03/16 13:45:01;P;;;;18,0;
2025/03/16 13:50:00;A;;1,5;;13,2;
2025/03/16 13:55:00;A;;2,7;;16,8;
2025/03/16 14:00:00;A;;2,0;0,0;13,3;3,3
2025/03/16 14:00:01;P;;;;13,3;
2025/03/16 14:05:00;A;;;;10,2;
2025/03/16 14:10:00;A;;0,7;;6,5;
2025/03/16 14:15:00;A;;0,6;0,0;7,9;2,9
2025/03/16 14:15:01;P;;;;7,9;
2025/03/16 14:20:00;A;;;;4,1;
2025/03/16 14:25:00;A;;;;9,2;
2025/03/16 14:30:00;A;;-0,1;0,0;3,3;2,5
2025/03/16 14:30:01;P;;;;3,3;
2025/03/16 14:35:00;A;;;;6,2;
2025/03/16 14:40:00;A;;;;3,6;
2025/03/16 14:45:00;A;;0,6;0,0;8,2;2,9
2025/03/16 14:45:01;P;;;;8,2;
2025/03/16 14:50:00;A;;-0,5;;4,9;
2025/03/16 14:55:00;A;;;;2,4;1,5
2025/03/16 15:00:00;A;;-0,5;0,0;1,0;1,1
2025/03/16 15:00:01;P;;;;1,0;
2025/03/16 15:05:00;A;;;;7,3;2,7
2025/03/16 15:10:00;A;;;;4,4;
2025/03/16 15:15:00;A;;0,0;0,0;6,4;2,3
2025/03/16 15:15:01;P;;;;6,4;
2025/03/16 15:20:00;A;;;;5,1;0,9
2025/03/16 15:30:00;A;;-0,5;0,0;2,7;0,0
2025/03/16 15:30:01;P;;;;2,7;
2025/03/16 15:40:00;A;;;1,4;0,0;
2025/03/16 15:45:00;A;;-0,2;0,0;16,0;1,7
2025/03/16 15:45:01;P;;;0,0;16,0;1,7
2025/03/16 15:50:00;A;;;;23,9;3,0
2025/03/16 15:55:00;A;;1,1;;26,8;
2025/03/16 16:00:00;A;;0,3;0,0;23,4;2,9
2025/03/16 16:00:01;P;;;;23,4;
2025/03/16 16:05:00;A;;;;26,3;
2025/03/16 16:10:00;A;;;;19,7;
2025/03/16 16:15:00;A;;-0,4;0,0;19,6;1,8
2025/03/16 16:15:01;P;;;;;1,8
2025/03/16 16:20:00;A;;;;23,9;3,0
2025/03/16 16:25:00;A;;1,1;;;
2025/03/16 16:30:00;A;;0,2;0,0;15,6;2,4
2025/03/16 16:30:01;P;;;;15,6;
2025/03/16 16:35:00;A;;;;22,4;
2025/03/16 16:40:00;A;;1,7;;29,2;
2025/03/16 16:45:00;A;;0,3;0,0;18,9;2,4
2025/03/16 16:45:01;P;;0,3;;18,9;
2025/03/16 16:55:00;A;;;;21,1;
2025/03/16 17:00:00;A;;0,2;0,0;22,6;2,9
2025/03/16 17:00:01;P;;;;22,6;
2025/03/16 17:05:00;A;;2,4;;28,2;
2025/03/16 17:10:00;A;;3,6;;36,0;3,9
2025/03/16 17:15:00;A;;3,2;0,0;32,6;3,4
2025/03/16 17:15:01;P;;;;32,6;
2025/03/16 17:25:00;A;;2,1;;;
2025/03/16 17:30:00;A;;1,3;0,0;28,2;3,0
2025/03/16 17:30:01;P;;;;28,2;
2025/03/16 17:35:00;A;;4,0;;38,0;
2025/03/16 17:40:00;A;;3,0;;;
2025/03/16 17:45:00;A;;3,6;0,0;36,5;3,6
2025/03/16 17:45:01;P;;;;36,5;
2025/03/16 17:50:00;A;;1,0;;13,3;
2025/03/16 17:55:00;A;;;;14,9;
2025/03/16 18:00:00;P;;0,8;0,0;13,9;3,0
2025/03/16 18:05:00;A;;;;17,9;
2025/03/16 18:10:00;A;;2,4;;;
2025/03/16 18:15:00;A;;2,1;0,0;13,6;3,2
2025/03/16 18:15:01;P;;;;13,6;
2025/03/16 18:20:00;A;;;;18,2;
2025/03/16 18:25:00;A;;;;15,2;
2025/03/16 18:30:00;A;;0,9;0,0;11,8;3,1
2025/03/16 18:30:01;P;;0,9;;11,8;
2025/03/16 18:35:00;A;;2,1;;15,5;
2025/03/16 18:40:00;A;;;;19,2;
2025/03/16 18:45:00;A;;2,3;0,0;18,2;3,4
2025/03/16 18:45:01;P;;;;18,2;
2025/03/16 18:50:00;A;;;;22,4;
2025/03/16 18:55:00;A;;;;27,1;
2025/03/16 19:00:00;P;;3,3;0,0;26,5;3,6
2025/03/16 19:15:00;A;;3,3;0,0;23,9;3,6
2025/03/16 19:15:01;P;;;;23,9;
2025/03/16 19:20:00;A;;;;26,5;
2025/03/16 19:25:00;A;;4,6;;30,7;
2025/03/16 19:30:00;A;;2,6;0,0;20,7;3,4
2025/03/16 19:30:01;P;;2,6;;20,7;
2025/03/16 19:35:00;A;;;;23,8;
2025/03/16 19:40:00;A;;;;21,9;
2025/03/16 19:45:00;P;;2,1;0,0;21,9;3,0
2025/03/16 19:55:00;A;;3,6;;25,4;
2025/03/16 20:00:00;A;;2,4;0,0;23,8;3,6
2025/03/16 20:00:01;P;;2,4;;23,8;
2025/03/16 20:10:00;A;;;;22,3;
2025/03/16 20:15:00;A;;0,2;0,0;12,7;2,1
2025/03/16 20:15:01;P;;0,2;;12,7;2,1
2025/03/16 20:20:00;A;;;;18,6;
2025/03/16 20:25:00;A;;;;16,3;
2025/03/16 20:30:00;A;;0,6;0,0;15,2;2,7
2025/03/16 20:30:01;P;;;;15,2;
2025/03/16 20:40:00;A;;;;13,9;
2025/03/16 20:45:00;A;;0,0;0,0;12,5;2,6
2025/03/16 20:45:01;P;;;;12,5;
2025/03/16 20:50:00;A;;;;11,0;
2025/03/16 20:55:00;A;;;;5,9;1,3
2025/03/16 21:00:00;A;;0,0;0,0;1,0;0,9
2025/03/16 21:00:01;P;;;;1,0;
2025/03/16 21:05:00;A;;;;0,0;
2025/03/16 21:10:00;A;;;;1,2;-0,3
2025/03/16 21:15:00;A;;-0,3;0,0;2,4;0,0
2025/03/16 21:15:01;P;;;;2,4;
2025/03/16 21:25:00;A;;;;14,5;1,2
2025/03/16 21:30:00;A;;-0,2;0,0;9,0;0,9
2025/03/16 21:30:01;P;;;;9,0;
2025/03/16 21:35:00;A;;;;19,9;
2025/03/16 21:40:00;A;;;;8,7;
2025/03/16 21:45:00;A;;-0,1;0,0;11,0;2,0
2025/03/16 21:45:01;P;;;;11,0;2,0
2025/03/16 21:50:00;A;;;;7,7;
2025/03/16 21:55:00;A;;;;3,7;0,5
2025/03/16 22:00:00;A;;-0,6;0,0;1,5;-0,4
2025/03/16 22:00:01;P;;;;1,5;
2025/03/16 22:05:00;A;;;;0,4;
2025/03/16 22:10:00;A;;;;;-1,6
2025/03/16 22:15:00;A;;-0,6;5,2;0,0;-1,8
2025/03/16 22:15:01;P;;;5,2;;
2025/03/16 22:25:00;A;;;12,6;;
2025/03/16 22:30:00;A;;-0,3;19,1;0,0;-2,3
2025/03/16 22:30:01;P;;;19,1;;
2025/03/16 22:35:00;A;;;12,7;;
2025/03/16 22:40:00;A;;;15,9;;
2025/03/16 22:45:00;A;;-0,3;18,8;0,0;-2,3
2025/03/16 22:45:01;P;;;18,8;;
2025/03/16 22:50:00;A;;;21,6;;
2025/03/16 22:55:00;A;;;22,7;;
2025/03/16 23:00:00;A;;-0,3;29,1;0,0;-2,4
2025/03/16 23:00:01;P;;;29,1;;
2025/03/16 23:05:00;A;;;30,6;;
2025/03/16 23:15:00;A;;-0,4;32,3;0,0;-2,7
2025/03/16 23:15:01;P;;;32,3;;
2025/03/16 23:20:00;A;;;39,1;;
2025/03/16 23:30:00;A;;-0,5;41,1;0,0;-2,9
2025/03/16 23:30:01;P;;;41,1;;
2025/03/16 23:35:00;A;;;42,1;;
2025/03/16 23:40:00;A;;;38,9;;
2025/03/16 23:45:00;A;;-0,4;41,6;0,0;-2,9
2025/03/16 23:45:01;P;;;41,6;;
2025/03/16 23:50:00;A;;;45,0;;
2025/03/16 23:55:00;A;;;43,5;;
2025/03/17 00:00:00;A;;-0,7;50,6;0,0;-2,9
2025/03/17 00:00:01;P;;;50,6;;
2025/03/17 00:05:00;A;;;43,0;;
2025/03/17 00:10:00;A;;;45,7;;
2025/03/17 00:15:00;A;;-0,4;51,6;0,0;-2,9
2025/03/17 00:15:01;P;;;51,6;;
2025/03/17 00:20:00;A;;;53,9;;
2025/03/17 00:25:00;A;;;55,3;;
2025/03/17 00:30:00;P;;-0,3;56,2;0,0;-3,1
2025/03/17 00:35:00;A;;;59,0;;
2025/03/17 00:40:00;A;;;56,5;;
2025/03/17 00:45:00;P;;-0,6;57,2;0,0;-3,1
2025/03/17 00:50:00;A;;;59,3;;
2025/03/17 00:55:00;A;;;61,9;;
2025/03/17 01:00:00;A;;-0,6;60,6;0,0;-3,2
2025/03/17 01:00:01;P;;;60,6;;
2025/03/17 01:05:00;A;;;62,5;;
2025/03/17 01:10:00;A;;;59,8;;
2025/03/17 01:15:00;A;;-0,5;63,3;0,0;-3,3
2025/03/17 01:15:01;P;;;63,3;;
2025/03/17 01:25:00;A;;;61,2;;
2025/03/17 01:30:00;A;;-0,5;63,7;0,0;-3,1
2025/03/17 01:30:01;P;;;63,7;;
2025/03/17 01:35:00;A;;;65,5;;
2025/03/17 01:40:00;A;;;66,6;;
2025/03/17 01:45:00;A;;-0,4;67,9;0,0;-3,5
2025/03/17 01:45:01;P;;;67,9;;
2025/03/17 01:55:00;A;;;69,2;;
2025/03/17 02:00:00;A;;-0,4;62,7;0,0;-3,3
2025/03/17 02:00:01;P;;;62,7;;
2025/03/17 02:10:00;A;;;66,0;;
2025/03/17 02:15:00;A;;-0,5;64,5;0,0;-3,1
2025/03/17 02:15:01;P;;;64,5;;
2025/03/17 02:25:00;A;;;67,6;;
2025/03/17 02:30:00;P;;-0,4;67,9;0,0;-3,0
2025/03/17 02:35:00;A;;;64,3;;
2025/03/17 02:40:00;A;;;67,8;;
2025/03/17 02:45:00;A;;-0,4;70,5;0,0;-3,2
2025/03/17 02:45:01;P;;;70,5;;
2025/03/17 02:55:00;A;;;68,4;;
2025/03/17 03:00:00;A;;-0,3;70,6;0,0;-3,0
2025/03/17 03:00:01;P;;;70,6;;
2025/03/17 03:05:00;A;;;64,8;;
2025/03/17 03:10:00;A;;;69,1;;
2025/03/17 03:15:00;P;;-0,4;68,6;0,0;-3,0
2025/03/17 03:20:00;A;;;66,3;;
2025/03/17 03:25:00;A;;;67,9;;
2025/03/17 03:30:00;P;;-0,4;68,0;0,0;-2,8
2025/03/17 03:35:00;A;;;66,5;;
2025/03/17 03:40:00;A;;;64,9;;
2025/03/17 03:45:00;P;;-0,3;65,0;0,0;-2,4
2025/03/17 03:55:00;A;;;66,4;;
2025/03/17 04:00:00;A;;-0,3;65,0;0,0;-2,5
2025/03/17 04:00:01;P;;;65,0;;
2025/03/17 04:05:00;A;;;60,1;;
2025/03/17 04:10:00;A;;;62,3;;
2025/03/17 04:15:00;A;;-0,6;60,8;0,0;-2,5
2025/03/17 04:15:01;P;;;60,8;;
2025/03/17 04:20:00;A;;;59,5;;
2025/03/17 04:30:00;A;;-0,6;60,7;0,0;-2,4
2025/03/17 04:30:01;P;;;60,7;;
2025/03/17 04:35:00;A;;;55,0;;
2025/03/17 04:45:00;P;;-0,3;54,1;0,0;-2,0
2025/03/17 04:50:00;A;;;55,1;;
2025/03/17 04:55:00;A;;;57,2;;
2025/03/17 05:00:00;A;;-0,4;55,9;0,0;-1,9
2025/03/17 05:00:01;P;;;55,9;;
2025/03/17 05:05:00;A;;;52,1;;
2025/03/17 05:10:00;A;;;57,7;;
2025/03/17 05:15:00;A;;-0,6;59,3;0,0;-2,2
2025/03/17 05:15:01;P;;;59,3;;
2025/03/17 05:20:00;A;;;55,3;;
2025/03/17 05:25:00;A;;;56,6;;
2025/03/17 05:30:00;A;;-0,5;55,4;0,0;-1,6
2025/03/17 05:30:01;P;;;55,4;;
2025/03/17 05:35:00;A;;;51,8;;
2025/03/17 05:40:00;A;;;49,5;;
2025/03/17 05:45:00;P;;-0,3;48,9;0,0;-1,3
2025/03/17 05:50:00;A;;;44,7;;
2025/03/17 05:55:00;A;;;42,2;;
2025/03/17 06:00:00;A;;-0,5;39,9;0,0;-1,0
2025/03/17 06:00:01;P;;;39,9;;
2025/03/17 06:05:00;A;;;26,4;;
2025/03/17 06:10:00;A;;;19,8;;
2025/03/17 06:15:00;A;;-0,3;10,5;0,0;1,1
2025/03/17 06:15:01;P;;;10,5;;1,1
2025/03/17 06:20:00;A;;1,5;0,4;;3,3
2025/03/17 06:25:00;A;;3,9;;12,2;
2025/03/17 06:30:00;A;;5,5;0,0;19,9;4,2
2025/03/17 06:30:01;P;;5,5;;19,9;
2025/03/17 06:35:00;A;;7,2;;41,5;5,4
2025/03/17 06:40:00;A;;5,1;;24,4;3,7
2025/03/17 06:45:00;A;;6,4;0,0;23,3;4,9
2025/03/17 06:45:01;P;;6,4;;23,3;4,9
2025/03/17 06:50:00;A;;;;31,3;
2025/03/17 06:55:00;A;;;;30,1;
2025/03/17 07:00:00;A;;8,0;0,0;46,3;5,6
2025/03/17 07:00:01;P;;8,0;;46,3;
2025/03/17 07:05:00;A;;9,7;;53,2;
2025/03/17 07:10:00;A;;;;62,9;
2025/03/17 07:15:00;A;;10,9;0,0;69,3;6,8
2025/03/17 07:15:01;P;;10,9;;69,3;6,8
2025/03/17 07:30:00;P;;10,6;0,0;69,7;7,0
2025/03/17 07:35:00;A;;;;66,4;
2025/03/17 07:40:00;A;;;;61,5;
2025/03/17 07:45:00;A;;9,7;0,0;54,7;6,3
2025/03/17 07:45:01;P;;;;54,7;
2025/03/17 07:50:00;A;;8,7;;50,8;
2025/03/17 07:55:00;A;;;;48,9;
2025/03/17 08:00:00;A;;8,6;0,0;44,3;5,4
2025/03/17 08:00:01;P;;;;44,3;
2025/03/17 08:05:00;A;;;;50,3;
2025/03/17 08:10:00;A;;;;47,5;
2025/03/17 08:15:00;A;;8,6;0,0;42,8;5,6
2025/03/17 08:15:01;P;;;;42,8;
2025/03/17 08:20:00;A;;;;46,3;
2025/03/17 08:25:00;A;;6,6;;37,8;
2025/03/17 08:30:00;A;;7,8;0,0;41,2;5,7
2025/03/17 08:30:01;P;;7,8;;41,2;
2025/03/17 08:35:00;A;;;;46,6;
2025/03/17 08:40:00;A;;6,7;;36,8;
2025/03/17 08:45:00;P;;6,8;0,0;37,0;4,9
2025/03/17 08:50:00;A;;;;31,6;
2025/03/17 08:55:00;A;;;;35,5;
2025/03/17 09:00:00;P;;7,1;0,0;34,5;4,9
2025/03/17 09:05:00;A;;6,1;;27,7;
2025/03/17 09:10:00;A;;;;31,4;
2025/03/17 09:15:00;A;;6,3;0,0;29,5;4,7
2025/03/17 09:15:01;P;;;;29,5;
2025/03/17 09:20:00;A;;5,2;;22,6;
2025/03/17 09:25:00;A;;;;27,5;
2025/03/17 09:30:00;A;;5,5;0,0;25,9;4,3
2025/03/17 09:30:01;P;;;;25,9;
2025/03/17 09:35:00;A;;;;23,3;
2025/03/17 09:45:00;A;;5,8;0,0;27,4;4,7
2025/03/17 09:45:01;P;;;;27,4;
2025/03/17 09:50:00;A;;;;21,0;
2025/03/17 09:55:00;A;;;;28,5;
2025/03/17 10:00:00;P;;5,8;0,0;27,9;4,3
2025/03/17 10:05:00;A;;;;23,7;
2025/03/17 10:10:00;A;;;;16,6;
2025/03/17 10:15:00;A;;5,6;0,0;23,6;4,3
2025/03/17 10:15:01;P;;;;23,6;
2025/03/17 10:20:00;A;;;;18,9;
2025/03/17 10:25:00;A;;;;22,6;
2025/03/17 10:30:00;A;;5,5;0,0;19,4;4,2
2025/03/17 10:30:01;P;;;;19,4;
2025/03/17 10:40:00;A;;4,4;;18,3;
2025/03/17 10:45:00;A;;4,4;0,0;15,5;3,8
2025/03/17 10:45:01;P;;;;15,5;
2025/03/17 11:00:00;A;;2,9;0,0;12,8;3,6
2025/03/17 11:00:01;P;;2,9;;12,8;
2025/03/17 11:05:00;A;;;;11,2;
2025/03/17 11:10:00;A;;;;17,7;
2025/03/17 11:15:00;A;;2,2;0,0;9,4;3,5
2025/03/17 11:15:01;P;;;;9,4;
2025/03/17 11:20:00;A;;3,3;;14,5;
2025/03/17 11:25:00;A;;;;11,9;
2025/03/17 11:30:00;A;;3,0;0,0;16,0;3,4
2025/03/17 11:30:01;P;;;;16,0;
2025/03/17 11:35:00;A;;;;12,9;
2025/03/17 11:40:00;A;;;;14,8;
2025/03/17 11:45:00;A;;3,0;0,0;12,7;3,5
2025/03/17 11:45:01;P;;;;12,7;
2025/03/17 11:55:00;A;;;;18,1;
2025/03/17 12:00:00;A;;3,2;0,0;14,9;3,5
2025/03/17 12:00:01;P;;;;14,9;
2025/03/17 12:05:00;A;;;;18,1;
2025/03/17 12:15:00;A;;3,4;0,0;19,1;3,6
2025/03/17 12:15:01;P;;;;19,1;
2025/03/17 12:20:00;A;;;;23,2;
2025/03/17 12:30:00;P;;3,6;0,0;23,1;3,8
2025/03/17 12:35:00;A;;;;19,1;
2025/03/17 12:40:00;A;;;;18,0;
2025/03/17 12:45:00;A;;3,4;0,0;21,5;3,8
2025/03/17 12:45:01;P;;;;21,5;
2025/03/17 13:00:00;A;;4,3;0,0;25,3;4,1
2025/03/17 13:00:01;P;;;;25,3;
2025/03/17 13:10:00;A;;2,3;;18,2;
2025/03/17 13:15:00;A;;3,3;0,0;22,5;3,4
2025/03/17 13:15:01;P;;3,3;;22,5;
2025/03/17 13:20:00;A;;;;18,6;
2025/03/17 13:30:00;P;;2,4;0,0;19,4;3,1
2025/03/17 13:35:00;A;;3,7;;24,1;
2025/03/17 13:40:00;A;;2,7;;17,8;
2025/03/17 13:45:00;P;;2,8;0,0;18,3;3,3
2025/03/17 13:50:00;A;;;;21,8;
2025/03/17 14:00:00;A;;4,1;0,0;24,0;4,0
2025/03/17 14:00:01;P;;4,1;;24,0;
2025/03/17 14:05:00;A;;2,9;;19,0;
2025/03/17 14:10:00;A;;;;15,5;
2025/03/17 14:15:00;A;;1,8;0,0;14,9;3,2
2025/03/17 14:15:01;P;;1,8;;;
2025/03/17 14:25:00;A;;0,2;;10,8;
2025/03/17 14:30:00;A;;1,1;0,0;14,0;3,0
2025/03/17 14:30:01;P;;;;14,0;
2025/03/17 14:35:00;A;;-0,2;;9,5;
2025/03/17 14:40:00;A;;;;6,5;
2025/03/17 14:45:00;A;;0,2;0,0;11,3;3,1
2025/03/17 14:45:01;P;;;;11,3;
2025/03/17 14:50:00;A;;;;6,7;
2025/03/17 14:55:00;A;;;;7,8;
2025/03/17 15:00:00;A;;-0,4;0,0;2,2;0,5
2025/03/17 15:00:01;P;;;;2,2;0,5
2025/03/17 15:05:00;A;;;;0,9;
2025/03/17 15:10:00;A;;;;15,6;2,4
2025/03/17 15:15:00;A;;0,1;0,0;18,4;2,6
2025/03/17 15:15:01;P;;;;18,4;
2025/03/17 15:20:00;A;;;;11,6;1,3
2025/03/17 15:25:00;A;;;;18,7;2,4
2025/03/17 15:30:00;A;;-0,1;0,0;15,0;2,4
2025/03/17 15:30:01;P;;;;15,0;
2025/03/17 15:35:00;A;;;;21,2;
2025/03/17 15:40:00;A;;;;19,8;
2025/03/17 15:45:00;P;;0,0;0,0;19,7;2,1
2025/03/17 15:55:00;A;;;;15,5;
2025/03/17 16:00:00;A;;-0,3;0,0;19,3;2,4
2025/03/17 16:00:01;P;;;;19,3;
2025/03/17 16:10:00;A;;;;11,0;1,1
2025/03/17 16:15:00;A;;-0,5;0,0;13,7;1,4
2025/03/17 16:15:01;P;;;;13,7;
2025/03/17 16:20:00;A;;;;18,1;
2025/03/17 16:25:00;A;;;;16,7;
2025/03/17 16:30:00;P;;0,1;0,0;17,2;2,4
2025/03/17 16:35:00;A;;;;23,7;
2025/03/17 16:40:00;A;;;;21,7;
2025/03/17 16:45:00;A;;1,6;0,0;27,4;3,2
2025/03/17 16:45:01;P;;1,6;;27,4;
2025/03/17 16:50:00;A;;;;26,2;
2025/03/17 16:55:00;A;;3,3;;33,5;
2025/03/17 17:00:00;A;;2,0;0,0;33,8;3,7
2025/03/17 17:00:01;P;;2,0;;;
2025/03/17 17:05:00;A;;;;30,4;
2025/03/17 17:10:00;A;;;;25,5;
2025/03/17 17:15:00;A;;0,8;0,0;27,5;2,9
2025/03/17 17:15:01;P;;0,8;;27,5;
2025/03/17 17:25:00;A;;;;26,2;
2025/03/17 17:30:00;A;;1,1;0,0;24,3;2,8
2025/03/17 17:30:01;P;;;;24,3;
2025/03/17 17:35:00;A;;2,9;;32,7;
2025/03/17 17:40:00;A;;4,1;;39,5;4,2
2025/03/17 17:45:00;A;;3,0;0,0;33,0;3,2
2025/03/17 17:45:01;P;;3,0;;33,0;
2025/03/17 17:50:00;A;;5,4;;44,0;4,3
2025/03/17 17:55:00;A;;0,4;;13,8;2,8
2025/03/17 18:00:00;A;;-0,1;0,0;12,1;1,5
2025/03/17 18:00:01;P;;;;12,1;1,5
2025/03/17 18:05:00;A;;;;11,0;
2025/03/17 18:10:00;A;;;;16,2;2,7
2025/03/17 18:15:00;A;;0,8;0,0;12,8;2,6
2025/03/17 18:15:01;P;;;;12,8;
2025/03/17 18:20:00;A;;;;14,0;
2025/03/17 18:25:00;A;;;;16,6;
2025/03/17 18:30:00;A;;-0,3;0,0;11,6;2,5
2025/03/17 18:30:01;P;;-0,3;;11,6;
2025/03/17 18:35:00;A;;1,0;;15,9;
2025/03/17 18:40:00;A;;;;19,9;
2025/03/17 18:45:00;A;;0,9;0,0;18,6;2,8
2025/03/17 18:45:01;P;;;;18,6;
2025/03/17 18:50:00;A;;;;23,2;
2025/03/17 18:55:00;A;;;;26,2;
2025/03/17 19:00:00;A;;1,6;0,0;22,3;3,2
2025/03/17 19:00:01;P;;;;22,3;
2025/03/17 19:05:00;A;;3,7;;31,2;
2025/03/17 19:15:00;A;;3,1;0,0;27,9;3,5
2025/03/17 19:15:01;P;;;;27,9;
2025/03/17 19:20:00;A;;5,1;;36,9;
2025/03/17 19:25:00;A;;3,2;;30,7;
2025/03/17 19:30:00;A;;3,6;0,0;27,5;3,8
2025/03/17 19:30:01;P;;;;27,5;
2025/03/17 19:35:00;A;;1,9;;;
2025/03/17 19:40:00;A;;;;23,4;
2025/03/17 19:45:00;A;;2,9;0,0;28,1;3,3
2025/03/17 19:45:01;P;;2,9;;28,1;
2025/03/17 19:50:00;A;;1,1;;21,9;
2025/03/17 19:55:00;A;;3,4;;26,4;
2025/03/17 20:00:00;A;;4,0;0,0;31,9;3,7
2025/03/17 20:00:01;P;;;;31,9;
2025/03/17 20:05:00;A;;;;29,9;
2025/03/17 20:10:00;A;;2,3;;25,6;
2025/03/17 20:15:00;A;;0,9;0,0;22,3;2,5
