Date-time;Type;Metadato grafico storico;SER008/11-RIL002 - S Pietro - Portata uscita Città Vecchia (l/s);SER008/11-RIL002 - S Pietro - Portata ingresso serb. S. Pietro (l/s);SER008/11-RIL002 - S Pietro - Portata uscita serb. S. Pietro (l/s);SER008/11-RIL002 - S Pietro - Portata uscita Prato Volpe (l/s)
2025/03/05 10:15:00;A;;5,9;2,3;0,0;5,0
2025/03/05 10:15:01;P;;;2,3;;
2025/03/05 10:20:00;A;;;0,0;;
2025/03/05 10:25:00;A;;4,9;2,8;;
2025/03/05 10:30:00;A;;5,9;0,0;0,6;4,7
2025/03/05 10:30:01;P;;;0,0;;
2025/03/05 10:45:00;A;;6,3;0,0;2,9;4,9
2025/03/05 10:45:01;P;;;;2,9;
2025/03/05 10:50:00;A;;;;0,0;
2025/03/05 10:55:00;A;;;2,6;;
2025/03/05 11:00:00;A;;5,9;0,2;0,0;4,6
2025/03/05 11:00:01;P;;;0,2;;
2025/03/05 11:05:00;A;;4,4;6,6;;
2025/03/05 11:10:00;A;;2,7;;;
2025/03/05 11:15:00;A;;2,7;8,9;0,0;3,5
2025/03/05 11:15:01;P;;;8,9;;3,5
2025/03/05 11:30:00;A;;1,5;10,8;0,0;3,5
2025/03/05 11:30:01;P;;1,5;10,8;;
2025/03/05 11:35:00;A;;;7,8;;
2025/03/05 11:40:00;A;;3,0;;;
2025/03/05 11:45:00;A;;3,1;5,8;0,0;3,7
2025/03/05 11:45:01;P;;;5,8;;
2025/03/05 11:50:00;A;;;7,2;;
2025/03/05 11:55:00;A;;;9,7;;
2025/03/05 12:00:00;A;;3,7;4,9;0,0;4,1
2025/03/05 12:00:01;P;;;4,9;;
2025/03/05 12:05:00;A;;;7,4;;
2025/03/05 12:10:00;A;;5,6;0,0;1,3;
2025/03/05 12:15:00;A;;5,8;0,0;3,4;4,6
2025/03/05 12:15:01;P;;;;3,4;
2025/03/05 12:20:00;A;;;;0,2;
2025/03/05 12:25:00;A;;;;2,6;
2025/03/05 12:30:00;A;;5,8;0,0;0,9;4,6
2025/03/05 12:30:01;P;;;;0,9;
2025/03/05 12:35:00;A;;;;3,0;
2025/03/05 12:45:00;A;;6,4;0,0;4,1;4,8
2025/03/05 12:45:01;P;;;;4,1;
2025/03/05 12:50:00;A;;;;0,0;
2025/03/05 12:55:00;A;;;;1,9;
2025/03/05 13:00:00;P;;5,4;0,0;2,1;4,5
2025/03/05 13:10:00;A;;;;0,0;
2025/03/05 13:15:00;P;;4,4;0,0;0,2;4,3
2025/03/05 13:20:00;A;;;;3,7;
2025/03/05 13:25:00;A;;6,1;;6,2;
2025/03/05 13:30:00;A;;6,3;0,0;4,5;4,9
2025/03/05 13:30:01;P;;;;4,5;
2025/03/05 13:35:00;A;;;;6,9;
2025/03/05 13:40:00;A;;;;4,4;
2025/03/05 13:45:00;A;;5,3;0,0;3,5;4,4
2025/03/05 13:45:01;P;;5,3;;;
2025/03/05 14:00:00;A;;5,9;0,0;1,4;4,5
2025/03/05 14:00:01;P;;;;1,4;
2025/03/05 14:05:00;A;;;;0,0;
2025/03/05 14:10:00;A;;4,1;;1,7;
2025/03/05 14:15:00;P;;3,3;0,0;1,5;3,7
2025/03/05 14:20:00;A;;2,1;1,4;0,0;
2025/03/05 14:30:00;A;;2,4;2,9;0,0;3,5
2025/03/05 14:30:01;P;;;2,9;;
2025/03/05 14:35:00;A;;;1,7;;
2025/03/05 14:45:00;P;;2,8;1,6;0,0;3,7
2025/03/05 14:50:00;A;;;0,3;;
2025/03/05 14:55:00;A;;1,5;3,2;;
2025/03/05 15:00:00;P;;1,9;2,7;0,0;3,0
2025/03/05 15:05:00;A;;0,8;8,0;;
2025/03/05 15:10:00;A;;;6,6;;
2025/03/05 15:15:00;P;;0,9;6,5;0,0;3,0
2025/03/05 15:20:00;A;;-0,4;7,5;;1,9
2025/03/05 15:30:00;P;;-0,5;7,5;0,0;1,5
2025/03/05 15:40:00;A;;;5,4;;
2025/03/05 15:45:00;P;;-0,3;4,9;0,0;2,0
2025/03/05 15:50:00;A;;;7,7;;
2025/03/05 15:55:00;A;;;6,5;;
2025/03/05 16:00:00;P;;0,4;6,0;0,0;2,8
2025/03/05 16:05:00;A;;;24,8;;0,6
2025/03/05 16:10:00;A;;;26,1;;
2025/03/05 16:15:00;A;;-0,4;29,1;0,0;-0,3
2025/03/05 16:15:01;P;;;29,1;;
2025/03/05 16:20:00;A;;;24,4;;
2025/03/05 16:30:00;A;;-0,4;20,9;0,0;0,6
2025/03/05 16:30:01;P;;;20,9;;
2025/03/05 16:35:00;A;;;25,8;;
2025/03/05 16:40:00;A;;;21,2;;1,7
2025/03/05 16:45:00;A;;-0,5;22,4;0,0;0,5
2025/03/05 16:45:01;P;;;22,4;;0,5
2025/03/05 16:50:00;A;;;13,3;;1,7
2025/03/05 17:00:00;A;;-0,5;19,5;0,0;1,0
2025/03/05 17:00:01;P;;;19,5;;
2025/03/05 17:15:00;A;;-0,5;16,4;0,0;1,7
2025/03/05 17:15:01;P;;;16,4;;
2025/03/05 17:25:00;A;;;19,4;;
2025/03/05 17:30:00;A;;0,3;10,7;0,0;2,9
2025/03/05 17:30:01;P;;;10,7;;2,9
2025/03/05 17:40:00;A;;;13,5;;
2025/03/05 17:45:00;A;;1,1;10,9;0,0;3,1
2025/03/05 17:45:01;P;;;10,9;;
2025/03/05 17:50:00;A;;;9,2;;
2025/03/05 18:00:00;A;;2,9;4,7;0,0;3,6
2025/03/05 18:00:01;P;;2,9;4,7;;
2025/03/05 18:10:00;A;;;8,4;;
2025/03/05 18:15:00;P;;2,4;8,3;0,0;3,6
2025/03/05 18:20:00;A;;;5,7;;
2025/03/05 18:25:00;A;;3,8;2,4;;
2025/03/05 18:30:00;P;;3,7;2,3;0,0;3,7
2025/03/05 18:35:00;A;;;3,8;;
2025/03/05 18:45:00;A;;4,6;0,6;0,0;3,9
2025/03/05 18:45:01;P;;;0,6;;
2025/03/05 18:50:00;A;;;;1,2;
2025/03/05 18:55:00;A;;;;2,4;
2025/03/05 19:00:00;A;;5,9;0,0;3,1;4,4
2025/03/05 19:00:01;P;;5,9;;;
2025/03/05 19:05:00;A;;;;1,8;
2025/03/05 19:10:00;A;;;;4,4;
2025/03/05 19:15:00;A;;5,9;0,0;6,0;4,6
2025/03/05 19:15:01;P;;;;6,0;
2025/03/05 19:20:00;A;;;;2,7;
2025/03/05 19:25:00;A;;;;1,2;
2025/03/05 19:30:00;A;;4,7;0,0;0,5;4,1
2025/03/05 19:30:01;P;;4,7;;;
2025/03/05 19:35:00;A;;;;2,0;
2025/03/05 19:45:00;A;;3,7;0,8;0,0;4,2
2025/03/05 19:45:01;P;;3,7;;0,0;
2025/03/05 20:00:00;P;;3,9;0,1;0,0;3,9
2025/03/05 20:05:00;A;;5,3;;47,0;
2025/03/05 20:10:00;A;;;;49,6;
2025/03/05 20:15:00;A;;5,2;0,0;40,8;4,2
2025/03/05 20:15:01;P;;;;40,8;
2025/03/05 20:20:00;A;;;;44,6;
2025/03/05 20:25:00;A;;;;42,4;
2025/03/05 20:30:00;P;;5,5;0,0;41,4;4,5
2025/03/05 20:35:00;A;;;;39,5;
2025/03/05 20:45:00;A;;4,2;0,0;40,9;4,0
2025/03/05 20:45:01;P;;4,2;;40,9;
2025/03/05 20:50:00;A;;;;39,6;
2025/03/05 20:55:00;A;;2,6;;27,2;
2025/03/05 21:00:00;A;;1,6;0,0;22,7;3,0
2025/03/05 21:00:01;P;;;;22,7;
2025/03/05 21:05:00;A;;8,2;;78,7;5,8
2025/03/05 21:15:00;A;;7,9;0,0;75,0;5,2
2025/03/05 21:15:01;P;;;;75,0;
2025/03/05 21:20:00;A;;6,6;;;
2025/03/05 21:25:00;A;;;;76,3;
2025/03/05 21:30:00;A;;6,7;0,0;71,3;5,1
2025/03/05 21:30:01;P;;;;71,3;
2025/03/05 21:35:00;A;;;;75,2;
2025/03/05 21:40:00;A;;;;70,8;
2025/03/05 21:45:00;A;;7,3;0,0;78,4;5,4
2025/03/05 21:45:01;P;;;;78,4;
2025/03/05 21:50:00;A;;;;74,0;
2025/03/05 21:55:00;A;;;;72,1;
2025/03/05 22:00:00;A;;6,3;0,0;69,4;4,9
2025/03/05 22:00:01;P;;;;69,4;
2025/03/05 22:05:00;A;;;;67,5;
2025/03/05 22:10:00;A;;;;66,1;
2025/03/05 22:15:00;A;;5,3;0,0;62,0;4,4
2025/03/05 22:15:01;P;;;;62,0;
2025/03/05 22:20:00;A;;;;58,7;
2025/03/05 22:25:00;A;;;;57,2;
2025/03/05 22:30:00;A;;3,1;0,0;50,4;3,4
2025/03/05 22:30:01;P;;3,1;;50,4;3,4
2025/03/05 22:35:00;A;;;;54,6;
2025/03/05 22:40:00;A;;;;47,3;
2025/03/05 22:45:00;A;;0,8;0,0;45,0;3,1
2025/03/05 22:45:01;P;;0,8;;45,0;
2025/03/05 22:50:00;A;;;;36,1;1,4
2025/03/05 22:55:00;A;;-0,4;;30,3;
2025/03/05 23:00:00;A;;-0,6;0,0;28,5;0,5
2025/03/05 23:00:01;P;;;;28,5;
2025/03/05 23:05:00;A;;;;26,4;
2025/03/05 23:10:00;A;;;;28,6;
2025/03/05 23:15:00;A;;-0,5;0,0;19,2;0,1
2025/03/05 23:15:01;P;;;;19,2;
2025/03/05 23:20:00;A;;;;15,1;
2025/03/05 23:25:00;A;;;;11,8;
2025/03/05 23:30:00;P;;-0,5;0,0;11,6;-0,4
2025/03/05 23:35:00;A;;;;8,1;
2025/03/05 23:40:00;A;;;;6,6;
2025/03/05 23:45:00;A;;-0,6;0,0;1,8;-1,2
2025/03/05 23:45:01;P;;;;1,8;
2025/03/06 00:00:00;A;;-0,3;0,3;0,0;-1,7
2025/03/06 00:00:01;P;;;;0,0;
2025/03/06 00:05:00;A;;;2,3;;
2025/03/06 00:15:00;A;;-0,5;3,4;0,0;-2,2
2025/03/06 00:15:01;P;;;3,4;;
2025/03/06 00:20:00;A;;;6,9;;
2025/03/06 00:25:00;A;;;10,1;;
2025/03/06 00:30:00;A;;-0,5;14,8;0,0;-2,3
2025/03/06 00:30:01;P;;;14,8;;
2025/03/06 00:35:00;A;;;13,6;;
2025/03/06 00:40:00;A;;;15,4;;
2025/03/06 00:45:00;A;;-0,3;11,5;0,0;-1,9
2025/03/06 00:45:01;P;;;11,5;;
2025/03/06 00:50:00;A;;;17,5;;
2025/03/06 00:55:00;A;;;19,3;;
2025/03/06 01:00:00;A;;-0,3;22,0;0,0;-2,5
2025/03/06 01:00:01;P;;;22,0;;
2025/03/06 01:05:00;A;;;20,2;;
2025/03/06 01:10:00;A;;;22,1;;
2025/03/06 01:15:00;P;;-0,3;21,6;0,0;-2,6
2025/03/06 01:20:00;A;;;23,0;;
2025/03/06 01:30:00;A;;-0,3;25,7;0,0;-2,5
2025/03/06 01:30:01;P;;;25,7;;
2025/03/06 01:40:00;A;;;23,2;;
2025/03/06 01:45:00;A;;-0,3;26,0;0,0;-2,8
2025/03/06 01:45:01;P;;;26,0;;
2025/03/06 01:50:00;A;;;27,6;;
2025/03/06 02:00:00;P;;-0,4;27,6;0,0;-2,5
2025/03/06 02:15:00;A;;-0,3;31,2;0,0;-2,5
2025/03/06 02:15:01;P;;;31,2;;
2025/03/06 02:30:00;P;;-0,6;30,7;0,0;-2,6
2025/03/06 02:40:00;A;;;32,8;;
2025/03/06 02:45:00;P;;-0,3;33,6;0,0;-2,3
2025/03/06 02:50:00;A;;;30,2;;
2025/03/06 02:55:00;A;;;32,7;;
2025/03/06 03:00:00;P;;-0,3;32,4;0,0;-2,2
2025/03/06 03:05:00;A;;;30,6;;
2025/03/06 03:15:00;A;;-0,4;32,3;0,0;-2,4
2025/03/06 03:15:01;P;;;32,3;;
2025/03/06 03:20:00;A;;;30,8;;
2025/03/06 03:30:00;A;;-0,7;28,7;0,0;-2,4
2025/03/06 03:30:01;P;;;28,7;;
2025/03/06 03:35:00;A;;;30,0;;
2025/03/06 03:40:00;A;;;28,5;;
2025/03/06 03:45:00;A;;-0,5;19,3;0,0;-1,6
2025/03/06 03:45:01;P;;;19,3;;
2025/03/06 03:50:00;A;;;29,0;;
2025/03/06 04:00:00;A;;-0,4;30,8;0,0;-1,9
2025/03/06 04:00:01;P;;;30,8;;
2025/03/06 04:05:00;A;;;25,3;;
2025/03/06 04:10:00;A;;;26,4;;
2025/03/06 04:15:00;A;;-0,4;24,5;0,0;-1,7
2025/03/06 04:15:01;P;;;24,5;;
2025/03/06 04:25:00;A;;;19,2;;
2025/03/06 04:30:00;A;;-0,3;20,9;0,0;-1,6
2025/03/06 04:30:01;P;;;20,9;;
2025/03/06 04:35:00;A;;;18,6;;
2025/03/06 04:45:00;P;;-0,5;18,7;0,0;-1,6
2025/03/06 04:55:00;A;;;14,3;;
2025/03/06 05:00:00;A;;-0,3;12,3;0,0;-1,2
2025/03/06 05:00:01;P;;;12,3;;
2025/03/06 05:05:00;A;;;28,9;;
2025/03/06 05:10:00;A;;;27,5;;
2025/03/06 05:15:00;P;;-0,5;26,8;0,0;-1,9
2025/03/06 05:25:00;A;;;25,7;;
2025/03/06 05:30:00;P;;-0,3;26,5;0,0;-1,6
2025/03/06 05:40:00;A;;;25,4;;
2025/03/06 05:45:00;P;;-0,3;26,0;0,0;-1,1
2025/03/06 05:50:00;A;;;20,1;;
2025/03/06 05:55:00;A;;;14,2;;
2025/03/06 06:00:00;A;;-0,4;12,6;0,0;-0,8
2025/03/06 06:00:01;P;;;12,6;;
2025/03/06 06:05:00;A;;;46,7;;
2025/03/06 06:10:00;A;;;43,1;;
2025/03/06 06:15:00;P;;-0,7;43,7;0,0;-1,2
2025/03/06 06:20:00;A;;;36,0;;
2025/03/06 06:25:00;A;;;29,9;;
2025/03/06 06:30:00;A;;-0,5;21,3;0,0;1,1
2025/03/06 06:30:01;P;;;21,3;;1,1
2025/03/06 06:35:00;A;;;15,4;;
2025/03/06 06:40:00;A;;0,9;5,8;;3,1
2025/03/06 06:45:00;A;;2,9;1,2;0,0;3,7
2025/03/06 06:45:01;P;;2,9;1,2;;
2025/03/06 06:50:00;A;;6,3;0,0;6,4;
2025/03/06 06:55:00;A;;;;14,3;4,9
2025/03/06 07:00:00;A;;7,4;0,0;24,8;5,5
2025/03/06 07:00:01;P;;7,4;;24,8;
2025/03/06 07:05:00;A;;5,1;2,3;0,0;
2025/03/06 07:10:00;A;;6,1;0,0;3,5;
2025/03/06 07:15:00;A;;6,6;0,0;4,8;5,2
2025/03/06 07:15:01;P;;;;4,8;
2025/03/06 07:20:00;A;;;;2,4;
2025/03/06 07:25:00;A;;8,0;;9,4;
2025/03/06 07:30:00;A;;8,4;0,0;8,2;5,7
2025/03/06 07:30:01;P;;;;8,2;
2025/03/06 07:35:00;A;;;;11,7;
2025/03/06 07:40:00;A;;;;10,2;
2025/03/06 07:45:00;A;;8,4;0,0;12,2;5,7
2025/03/06 07:45:01;P;;;;12,2;
2025/03/06 07:50:00;A;;;;15,8;
2025/03/06 07:55:00;A;;;;17,7;
2025/03/06 08:00:00;A;;8,8;0,0;8,5;6,1
2025/03/06 08:00:01;P;;;;8,5;
2025/03/06 08:05:00;A;;;;13,1;
2025/03/06 08:10:00;A;;;;12,1;
2025/03/06 08:15:00;P;;8,3;0,0;11,5;6,0
2025/03/06 08:25:00;A;;;;18,8;
2025/03/06 08:30:00;A;;8,7;0,0;13,6;5,7
2025/03/06 08:30:01;P;;;;13,6;
2025/03/06 08:35:00;A;;;;19,5;
2025/03/06 08:40:00;A;;;;13,0;
2025/03/06 08:45:00;A;;8,8;0,0;11,5;5,8
2025/03/06 08:45:01;P;;;;11,5;
2025/03/06 08:50:00;A;;7,6;;10,4;
2025/03/06 09:00:00;A;;7,0;0,0;8,3;5,5
2025/03/06 09:00:01;P;;;;8,3;
2025/03/06 09:05:00;A;;;;6,6;
2025/03/06 09:10:00;A;;;;3,9;
2025/03/06 09:15:00;A;;6,9;0,0;11,4;5,5
2025/03/06 09:15:01;P;;;;11,4;
2025/03/06 09:20:00;A;;5,8;;2,0;
2025/03/06 09:25:00;A;;;2,1;0,0;3,8
2025/03/06 09:30:00;A;;6,7;0,0;4,6;5,0
2025/03/06 09:30:01;P;;;0,0;4,6;5,0
2025/03/06 09:35:00;A;;4,3;;0,0;3,9
2025/03/06 09:45:00;A;;4,9;0,0;2,7;4,5
2025/03/06 09:45:01;P;;;;2,7;
2025/03/06 09:50:00;A;;2,9;5,2;0,0;3,4
2025/03/06 09:55:00;A;;;4,1;;
2025/03/06 10:00:00;A;;4,2;1,3;0,0;4,0
2025/03/06 10:00:01;P;;4,2;1,3;;
2025/03/06 10:05:00;A;;;3,4;;
2025/03/06 10:10:00;A;;;0,0;;
2025/03/06 10:15:00;P;;3,6;0,0;0,8;4,1
2025/03/06 10:25:00;A;;;1,0;;
2025/03/06 10:30:00;A;;5,4;0,1;0,0;4,6
2025/03/06 10:30:01;P;;5,4;;;
2025/03/06 10:35:00;A;;2,3;4,1;;3,4
2025/03/06 10:40:00;A;;3,3;;;
2025/03/06 10:45:00;A;;0,6;10,8;0,0;2,7
2025/03/06 10:45:01;P;;0,6;10,8;;
2025/03/06 10:50:00;A;;;8,8;;
2025/03/06 10:55:00;A;;2,2;4,5;;
2025/03/06 11:00:00;A;;2,7;8,0;0,0;3,4
2025/03/06 11:00:01;P;;;8,0;;
2025/03/06 11:05:00;A;;;11,4;;
2025/03/06 11:10:00;A;;0,9;;;
2025/03/06 11:15:00;A;;0,8;15,0;0,0;2,4
2025/03/06 11:15:01;P;;;15,0;;
2025/03/06 11:20:00;A;;3,5;8,3;;3,6
2025/03/06 11:25:00;A;;2,1;;;
2025/03/06 11:30:00;A;;0,8;13,0;0,0;2,7
2025/03/06 11:30:01;P;;0,8;13,0;;
2025/03/06 11:35:00;A;;;10,9;;
2025/03/06 11:45:00;A;;1,6;5,4;0,0;3,6
2025/03/06 11:45:01;P;;;5,4;;
2025/03/06 11:55:00;A;;;10,0;;
2025/03/06 12:00:00;A;;3,7;0,9;0,0;3,8
2025/03/06 12:00:01;P;;3,7;0,9;;
2025/03/06 12:05:00;A;;2,4;4,6;;
2025/03/06 12:15:00;A;;3,1;2,1;0,0;3,8
2025/03/06 12:15:01;P;;;2,1;;
2025/03/06 12:20:00;A;;;4,0;;
2025/03/06 12:25:00;A;;;5,5;;
2025/03/06 12:30:00;A;;3,3;0,0;1,1;3,8
2025/03/06 12:30:01;P;;;0,0;1,1;
2025/03/06 12:35:00;A;;;3,4;0,0;
2025/03/06 12:40:00;A;;1,1;7,3;;
2025/03/06 12:45:00;A;;2,2;4,1;0,0;3,4
2025/03/06 12:45:01;P;;2,2;4,1;;
2025/03/06 12:50:00;A;;3,3;0,0;1,3;
2025/03/06 12:55:00;A;;;4,0;0,0;
2025/03/06 13:00:00;A;;3,8;0,0;1,3;3,8
2025/03/06 13:00:01;P;;;0,0;1,3;
2025/03/06 13:05:00;A;;2,6;;;
2025/03/06 13:10:00;A;;;2,5;0,0;
2025/03/06 13:15:00;A;;2,6;5,7;0,0;3,4
2025/03/06 13:15:01;P;;;5,7;;
2025/03/06 13:25:00;A;;1,6;10,1;;
2025/03/06 13:30:00;A;;2,9;2,3;0,0;3,7
2025/03/06 13:30:01;P;;2,9;2,3;;
2025/03/06 13:35:00;A;;;0,0;1,1;
2025/03/06 13:40:00;A;;;5,4;0,0;
2025/03/06 13:45:00;A;;5,0;0,0;5,6;4,2
2025/03/06 13:45:01;P;;5,0;0,0;5,6;
2025/03/06 13:50:00;A;;;;2,6;
2025/03/06 13:55:00;A;;;;0,3;
2025/03/06 14:00:00;A;;5,5;0,0;2,9;4,5
2025/03/06 14:00:01;P;;;;2,9;
2025/03/06 14:05:00;A;;3,5;1,4;0,0;
2025/03/06 14:15:00;A;;0,7;5,9;0,0;2,9
2025/03/06 14:15:01;P;;0,7;5,9;;2,9
2025/03/06 14:25:00;A;;2,8;0,2;;
2025/03/06 14:30:00;A;;0,0;5,4;0,0;2,2
2025/03/06 14:30:01;P;;0,0;5,4;;
2025/03/06 14:35:00;A;;;11,0;;
2025/03/06 14:40:00;A;;;;;1,2
2025/03/06 14:45:00;A;;-0,5;18,8;0,0;0,8
2025/03/06 14:45:01;P;;;18,8;;
2025/03/06 14:50:00;A;;;16,2;;
2025/03/06 14:55:00;A;;;14,7;;
2025/03/06 15:00:00;A;;-0,3;18,8;0,0;0,3
2025/03/06 15:00:01;P;;;18,8;;
2025/03/06 15:05:00;A;;;20,1;;
2025/03/06 15:10:00;A;;;26,5;;
2025/03/06 15:15:00;P;;-0,3;25,7;0,0;-0,3
2025/03/06 15:20:00;A;;;21,9;;
2025/03/06 15:25:00;A;;;19,8;;
2025/03/06 15:30:00;A;;-0,3;23,7;0,0;-0,4
2025/03/06 15:30:01;P;;;23,7;;
2025/03/06 15:35:00;A;;;20,4;;
2025/03/06 15:40:00;A;;0,8;18,6;;2,6
2025/03/06 15:45:00;A;;0,4;14,6;0,0;2,9
2025/03/06 15:45:01;P;;;14,6;;
2025/03/06 15:50:00;A;;;18,4;;
2025/03/06 15:55:00;A;;;21,2;;
2025/03/06 16:00:00;A;;-0,3;22,8;0,0;2,0
2025/03/06 16:00:01;P;;;22,8;;
2025/03/06 16:10:00;A;;0,9;16,5;;
2025/03/06 16:15:00;A;;1,1;16,7;0,0;3,1
2025/03/06 16:15:01;P;;;;;3,1
2025/03/06 16:20:00;A;;;10,7;;
2025/03/06 16:25:00;A;;;13,0;;
2025/03/06 16:30:00;P;;0,8;13,9;0,0;3,0
2025/03/06 16:35:00;A;;;21,9;;
2025/03/06 16:40:00;A;;;13,8;;
2025/03/06 16:45:00;A;;-0,1;17,9;0,0;2,7
2025/03/06 16:45:01;P;;;17,9;;
2025/03/06 16:50:00;A;;;16,1;;
2025/03/06 16:55:00;A;;;18,3;;1,3
2025/03/06 17:00:00;A;;1,7;14,1;0,0;3,1
2025/03/06 17:00:01;P;;1,7;14,1;;3,1
2025/03/06 17:05:00;A;;;10,6;;
2025/03/06 17:10:00;A;;;17,7;;
2025/03/06 17:15:00;A;;3,2;11,3;0,0;3,7
2025/03/06 17:15:01;P;;3,2;11,3;;
2025/03/06 17:20:00;A;;;14,2;;
2025/03/06 17:25:00;A;;;12,7;;
2025/03/06 17:30:00;P;;3,0;11,7;0,0;3,9
2025/03/06 17:40:00;A;;;6,7;;
2025/03/06 17:45:00;A;;3,1;9,4;0,0;3,7
2025/03/06 17:45:01;P;;;9,4;;
2025/03/06 17:50:00;A;;4,4;5,7;;
2025/03/06 17:55:00;A;;;4,5;;
2025/03/06 18:00:00;A;;5,7;1,4;0,0;4,8
2025/03/06 18:00:01;P;;5,7;1,4;;4,8
2025/03/06 18:05:00;A;;6,8;0,1;;
2025/03/06 18:10:00;A;;;1,8;;
2025/03/06 18:15:00;A;;5,3;2,8;0,0;4,4
2025/03/06 18:15:01;P;;5,3;2,8;;
2025/03/06 18:20:00;A;;;4,3;;
2025/03/06 18:25:00;A;;6,3;0,0;3,8;
2025/03/06 18:30:00;A;;5,7;0,0;5,3;4,8
2025/03/06 18:30:01;P;;;;5,3;
2025/03/06 18:35:00;A;;;;2,3;
2025/03/06 18:40:00;A;;4,2;;1,1;
2025/03/06 18:45:00;A;;4,1;0,0;3,8;4,3
2025/03/06 18:45:01;P;;;;3,8;
2025/03/06 18:50:00;A;;2,6;2,1;0,0;
2025/03/06 18:55:00;A;;;0,0;;
2025/03/06 19:00:00;A;;4,4;0,0;3,4;4,2
2025/03/06 19:00:01;P;;4,4;;3,4;
2025/03/06 19:10:00;A;;;;0,3;
2025/03/06 19:15:00;P;;4,0;0,9;0,0;4,0
2025/03/06 19:25:00;A;;;;4,8;
2025/03/06 19:30:00;A;;3,5;0,5;0,0;3,9
2025/03/06 19:30:01;P;;;;0,0;
2025/03/06 19:45:00;A;;1,5;2,3;0,0;3,2
2025/03/06 19:45:01;P;;1,5;2,3;;
2025/03/06 19:50:00;A;;;0,0;1,1;
2025/03/06 19:55:00;A;;;;0,0;
2025/03/06 20:00:00;A;;3,0;0,0;0,4;3,8
2025/03/06 20:00:01;P;;3,0;;;
2025/03/06 20:05:00;A;;6,2;;55,1;4,9
2025/03/06 20:10:00;A;;;;51,3;
2025/03/06 20:15:00;P;;6,0;0,0;50,7;4,7
2025/03/06 20:20:00;A;;;;48,8;
2025/03/06 20:30:00;A;;4,9;0,0;42,5;4,2
2025/03/06 20:30:01;P;;4,9;;42,5;
2025/03/06 20:35:00;A;;3,2;;35,7;
2025/03/06 20:40:00;A;;;;38,7;
2025/03/06 20:45:00;A;;4,3;0,0;38,5;4,1
2025/03/06 20:45:01;P;;4,3;;;
2025/03/06 20:50:00;A;;2,1;;32,7;
2025/03/06 20:55:00;A;;;;26,7;
2025/03/06 21:00:00;A;;0,1;0,0;19,8;2,2
2025/03/06 21:00:01;P;;0,1;;19,8;2,2
2025/03/06 21:05:00;A;;8,2;;81,1;5,8
2025/03/06 21:10:00;A;;6,8;;75,3;
2025/03/06 21:15:00;A;;6,6;0,0;71,6;5,4
2025/03/06 21:15:01;P;;;;71,6;
2025/03/06 21:25:00;A;;;;69,9;
2025/03/06 21:30:00;A;;5,8;0,0;67,1;4,6
2025/03/06 21:30:01;P;;;;67,1;
2025/03/06 21:35:00;A;;;;68,9;
2025/03/06 21:40:00;A;;;;66,5;
2025/03/06 21:45:00;A;;6,3;0,0;69,2;4,9
2025/03/06 21:45:01;P;;;;69,2;
2025/03/06 21:50:00;A;;5,1;;61,0;
2025/03/06 21:55:00;A;;;;57,6;
2025/03/06 22:00:00;P;;5,0;0,0;57,2;4,4
2025/03/06 22:05:00;A;;3,6;;53,6;
2025/03/06 22:10:00;A;;4,6;;;
2025/03/06 22:15:00;A;;3,7;0,0;54,7;4,1
2025/03/06 22:15:01;P;;;;54,7;
2025/03/06 22:20:00;A;;;;51,5;
2025/03/06 22:25:00;A;;1,1;;42,3;2,9
2025/03/06 22:30:00;P;;1,0;0,0;43,1;3,1
2025/03/06 22:35:00;A;;-0,2;;38,0;
2025/03/06 22:40:00;A;;;;40,4;
2025/03/06 22:45:00;A;;-0,5;0,0;31,3;0,9
2025/03/06 22:45:01;P;;;;31,3;0,9
2025/03/06 22:55:00;A;;;;29,7;
2025/03/06 23:00:00;A;;0,0;0,0;31,4;0,7
2025/03/06 23:00:01;P;;;;31,4;
2025/03/06 23:05:00;A;;;;29,3;
2025/03/06 23:10:00;A;;;;24,5;
2025/03/06 23:15:00;A;;-0,5;0,0;15,4;0,1
2025/03/06 23:15:01;P;;;;15,4;
2025/03/06 23:20:00;A;;;;12,8;
2025/03/06 23:30:00;P;;-0,4;0,0;12,8;-0,2
2025/03/06 23:35:00;A;;;;7,6;
2025/03/06 23:40:00;A;;;;2,2;-1,2
2025/03/06 23:45:00;A;;-0,6;0,2;0,0;-1,7
2025/03/06 23:45:01;P;;;;0,0;
2025/03/06 23:50:00;A;;;1,6;;
2025/03/06 23:55:00;A;;;2,7;;
2025/03/07 00:00:00;P;;-0,3;1,9;0,0;-1,8
2025/03/07 00:15:00;A;;-0,4;7,9;0,0;-2,4
2025/03/07 00:15:01;P;;;7,9;;
2025/03/07 00:25:00;A;;;14,7;;
2025/03/07 00:30:00;A;;-0,6;13,2;0,0;-2,3
2025/03/07 00:30:01;P;;;13,2;;
2025/03/07 00:35:00;A;;;16,0;;
2025/03/07 00:40:00;A;;;18,6;;
2025/03/07 00:45:00;A;;-0,3;15,3;0,0;-2,1
2025/03/07 00:45:01;P;;;15,3;;
2025/03/07 00:50:00;A;;;20,0;;
2025/03/07 00:55:00;A;;;17,8;;
2025/03/07 01:00:00;A;;-0,3;22,0;0,0;-2,5
2025/03/07 01:00:01;P;;;22,0;;
2025/03/07 01:05:00;A;;;23,7;;
