Date-time;Type;Metadato grafico storico;SER007 - San Giorgio - Misura livello vasca sinistra (m);SER007 - San Giorgio - Misura livello vasca destra (m);SER007 - San Giorgio - Portata ingresso vasca (l/s);SER007 - San Giorgio - Portata uscita Guncina (l/s);SER007 - San Giorgio - Portata uscita Rafenstein (l/s)
2025/03/01 21:30:00;P;;3,04;2,99;0,0;0,0;0,2
2025/03/01 21:40:00;A;;;;;;0,0
2025/03/01 21:45:00;P;;3,03;2,98;0,0;0,0;0,0
2025/03/01 22:00:00;P;;3,02;2,97;0,0;0,0;0,0
2025/03/01 22:10:00;A;;;;;0,5;
2025/03/01 22:15:00;A;;3,01;2,97;0,0;0,6;0,3
2025/03/01 22:15:01;P;;;;;;0,3
2025/03/01 22:20:00;A;;;;;0,2;
2025/03/01 22:25:00;A;;;;;;0,5
2025/03/01 22:30:00;A;;3,00;2,95;0,0;0,0;0,5
2025/03/01 22:30:01;P;;;;;0,0;
2025/03/01 22:40:00;A;;;;;;0,3
2025/03/01 22:45:00;P;;2,99;2,94;0,0;0,0;0,2
2025/03/01 23:00:00;P;;2,98;2,93;0,0;0,0;0,2
2025/03/01 23:15:00;P;;2,98;2,93;0,0;0,0;0,0
2025/03/01 23:30:00;A;;2,97;2,92;0,0;0,5;0,0
2025/03/01 23:30:01;P;;;;;0,5;
2025/03/01 23:35:00;A;;;;;0,0;
2025/03/01 23:45:00;P;;2,96;2,91;0,0;0,0;0,0
2025/03/01 23:50:00;A;;;;;;0,3
2025/03/02 00:00:00;P;;2,96;2,91;0,0;0,0;0,2
2025/03/02 00:15:00;P;;2,95;2,90;0,0;0,0;0,0
2025/03/02 00:30:00;P;;2,94;2,90;0,0;0,0;0,0
2025/03/02 00:45:00;P;;2,94;2,89;0,0;0,0;0,0
2025/03/02 01:00:00;P;;2,94;2,89;0,0;0,0;0,0
2025/03/02 01:15:00;P;;2,93;2,88;0,0;0,0;0,0
2025/03/02 01:30:00;P;;2,93;2,88;0,0;0,0;0,0
2025/03/02 01:45:00;P;;2,92;2,87;0,0;0,0;0,0
2025/03/02 02:00:00;P;;2,92;2,87;0,0;0,0;0,0
2025/03/02 02:15:00;P;;2,91;2,87;0,0;0,0;0,0
2025/03/02 02:30:00;P;;2,91;2,86;0,0;0,0;0,0
2025/03/02 02:45:00;P;;2,91;2,86;0,0;0,0;0,0
2025/03/02 03:00:00;P;;2,90;2,86;0,0;0,0;0,0
2025/03/02 03:15:00;P;;2,90;2,85;0,0;0,0;0,0
2025/03/02 03:30:00;P;;2,90;2,85;0,0;0,0;0,0
2025/03/02 03:45:00;P;;2,90;2,85;0,0;0,0;0,0
2025/03/02 03:50:00;A;;;;;;0,3
2025/03/02 04:00:00;A;;2,89;2,84;0,0;0,0;0,0
2025/03/02 04:00:01;P;;;;;;0,0
2025/03/02 04:15:00;P;;2,88;2,84;0,0;0,0;0,0
2025/03/02 04:30:00;P;;2,88;2,83;0,0;0,0;0,0
2025/03/02 04:45:00;P;;2,87;2,83;0,0;0,0;0,0
2025/03/02 05:00:00;P;;2,88;2,83;0,0;0,0;0,0
2025/03/02 05:15:00;P;;2,87;2,82;0,0;0,0;0,0
2025/03/02 05:30:00;A;;2,87;2,82;0,0;0,0;0,3
2025/03/02 05:30:01;P;;;;;;0,3
2025/03/02 05:45:00;P;;2,86;2,81;0,0;0,0;0,2
2025/03/02 06:00:00;P;;2,85;2,81;0,0;0,0;0,0
2025/03/02 06:15:00;P;;2,85;2,80;0,0;0,0;0,0
2025/03/02 06:25:00;A;;;;;;0,4
2025/03/02 06:30:00;P;;2,85;2,80;0,0;0,0;0,4
2025/03/02 06:45:00;P;;2,83;2,79;0,0;0,0;0,3
2025/03/02 07:00:00;P;;2,83;2,78;0,0;0,0;0,3
2025/03/02 07:10:00;A;;;;;;0,6
2025/03/02 07:15:00;P;;2,81;2,77;0,0;0,0;0,5
2025/03/02 07:25:00;A;;;;;0,5;0,3
2025/03/02 07:30:00;P;;2,80;2,76;0,0;0,7;0,4
2025/03/02 07:45:00;A;;2,78;2,74;0,0;0,9;0,7
2025/03/02 07:45:01;P;;;;;0,9;0,7
2025/03/02 07:50:00;A;;;;;0,5;
2025/03/02 08:00:00;A;;2,76;2,72;0,0;0,5;0,4
2025/03/02 08:00:01;P;;;;;;0,4
2025/03/02 08:10:00;A;;;;;;0,9
2025/03/02 08:15:00;A;;2,75;2,70;0,0;0,7;0,7
2025/03/02 08:15:01;P;;;;;;0,7
2025/03/02 08:30:00;P;;2,72;2,67;0,0;0,8;0,9
2025/03/02 08:35:00;A;;;;;;0,6
2025/03/02 08:45:00;A;;2,70;2,65;0,0;0,6;0,4
2025/03/02 08:45:01;P;;;;;0,6;0,4
2025/03/02 09:00:00;P;;2,68;2,64;0,0;0,6;0,4
2025/03/02 09:10:00;A;;;;;;0,6
2025/03/02 09:15:00;A;;2,67;2,62;0,0;0,5;0,4
2025/03/02 09:15:01;P;;;;;;0,4
2025/03/02 09:30:00;A;;2,65;2,60;0,0;0,7;0,6
2025/03/02 09:30:01;P;;;;;;0,6
2025/03/02 09:40:00;A;;;;;;0,3
2025/03/02 09:45:00;P;;2,64;2,59;0,0;0,5;0,4
2025/03/02 09:55:00;A;;;;;0,0;
2025/03/02 10:00:00;A;;2,62;2,57;0,0;0,6;0,4
2025/03/02 10:00:01;P;;;;;0,6;
2025/03/02 10:15:00;P;;2,61;2,56;0,0;0,5;0,3
2025/03/02 10:30:00;P;;2,59;2,54;0,0;0,5;0,4
2025/03/02 10:45:00;P;;2,58;2,53;0,0;0,6;0,3
2025/03/02 10:50:00;A;;;;;0,0;
2025/03/02 10:55:00;A;;;;;;0,6
2025/03/02 11:00:00;A;;2,57;2,52;0,0;0,0;0,9
2025/03/02 11:00:01;P;;;;;;0,9
2025/03/02 11:10:00;A;;;;;;0,6
2025/03/02 11:15:00;P;;2,55;2,50;0,0;0,0;0,5
2025/03/02 11:20:00;A;;;;;0,6;
2025/03/02 11:30:00;A;;2,53;2,48;0,0;0,0;0,6
2025/03/02 11:30:01;P;;;;;0,0;
2025/03/02 11:45:00;A;;2,52;2,47;0,0;0,0;0,3
2025/03/02 11:45:01;P;;;;;;0,3
2025/03/02 12:00:00;P;;2,51;2,46;0,0;0,0;0,3
2025/03/02 12:15:00;P;;2,50;2,45;0,0;0,0;0,3
2025/03/02 12:23:00;A;;2,55;2,50;;;
2025/03/02 12:30:00;A;;2,60;2,56;0,0;0,0;0,3
2025/03/02 12:30:01;P;;2,60;2,56;;;
2025/03/02 12:37:00;A;;2,66;2,61;;;
2025/03/02 12:43:00;A;;2,71;;;;
2025/03/02 12:44:00;A;;;2,67;;;
2025/03/02 12:45:00;P;;2,73;2,68;0,0;0,0;0,3
2025/03/02 12:52:00;A;;2,78;2,74;;;
2025/03/02 12:59:00;A;;2,84;2,79;;;
2025/03/02 13:00:00;P;;2,84;2,80;0,0;0,0;0,2
2025/03/02 13:06:00;A;;2,89;;;;
2025/03/02 13:07:00;A;;;2,85;;;
2025/03/02 13:10:00;A;;;;;;0,6
2025/03/02 13:14:00;A;;2,95;2,90;;;
2025/03/02 13:15:00;A;;2,96;2,91;0,0;0,0;0,3
2025/03/02 13:15:01;P;;;;;;0,3
2025/03/02 13:22:00;A;;3,02;2,97;;;
2025/03/02 13:30:00;P;;3,04;3,00;0,0;0,0;0,3
2025/03/02 13:45:00;P;;3,04;2,99;0,0;0,0;0,5
2025/03/02 14:00:00;P;;3,02;2,98;0,0;0,0;0,3
2025/03/02 14:15:00;A;;3,01;2,97;0,0;0,0;0,0
2025/03/02 14:15:01;P;;;;;;0,0
2025/03/02 14:30:00;P;;3,01;2,96;0,0;0,0;0,0
2025/03/02 14:45:00;P;;3,00;2,95;0,0;0,0;0,0
2025/03/02 15:00:00;P;;2,99;2,94;0,0;0,0;0,0
2025/03/02 15:15:00;P;;2,99;2,94;0,0;0,0;0,0
2025/03/02 15:30:00;A;;2,98;2,93;0,0;0,0;0,2
2025/03/02 15:30:01;P;;;;;;0,2
2025/03/02 15:45:00;P;;2,96;2,92;0,0;0,0;0,2
2025/03/02 15:55:00;A;;;;;0,5;
2025/03/02 16:00:00;P;;2,96;2,91;0,0;0,7;0,2
2025/03/02 16:05:00;A;;;;;0,0;
2025/03/02 16:15:00;A;;2,94;2,90;0,0;0,0;0,0
2025/03/02 16:15:01;P;;;;;;0,0
2025/03/02 16:30:00;P;;2,94;2,89;0,0;0,0;0,0
2025/03/02 16:45:00;A;;2,93;2,88;0,0;0,0;0,2
2025/03/02 16:45:01;P;;;;;;0,2
2025/03/02 16:55:00;A;;;;;0,6;
2025/03/02 17:00:00;P;;2,92;2,87;0,0;0,5;0,2
2025/03/02 17:15:00;A;;2,91;2,86;0,0;0,5;0,0
2025/03/02 17:15:01;P;;;;;;0,0
2025/03/02 17:25:00;A;;;;;;0,5
2025/03/02 17:30:00;P;;2,88;2,84;0,0;0,7;0,6
2025/03/02 17:45:00;A;;2,86;2,82;0,0;0,5;0,8
2025/03/02 17:45:01;P;;;;;0,5;0,8
2025/03/02 17:50:00;A;;;;;;0,5
2025/03/02 17:55:00;A;;;;;0,0;
2025/03/02 18:00:00;P;;2,85;2,80;0,0;0,0;0,4
2025/03/02 18:10:00;A;;;;;0,7;
2025/03/02 18:15:00;A;;2,83;2,78;0,0;0,9;0,3
2025/03/02 18:15:01;P;;;;;0,9;
2025/03/02 18:25:00;A;;;;;;0,7
2025/03/02 18:30:00;P;;2,81;2,76;0,0;0,7;0,6
2025/03/02 18:35:00;A;;;;;;0,4
2025/03/02 18:45:00;A;;2,79;2,75;0,0;0,5;0,5
2025/03/02 18:45:01;P;;;;;0,5;
2025/03/02 18:50:00;A;;;;;0,0;
2025/03/02 19:00:00;A;;2,77;2,73;0,0;0,7;0,4
2025/03/02 19:00:01;P;;;;;0,7;
2025/03/02 19:05:00;A;;;;;0,9;
2025/03/02 19:15:00;A;;2,75;2,71;0,0;0,6;0,4
2025/03/02 19:15:01;P;;;;;0,6;
2025/03/02 19:30:00;P;;2,73;2,69;0,0;0,5;0,3
2025/03/02 19:45:00;A;;2,72;2,67;0,0;0,8;0,6
2025/03/02 19:45:01;P;;;;;0,8;0,6
2025/03/02 19:55:00;A;;;;;;0,3
2025/03/02 20:00:00;P;;2,70;2,65;0,0;0,6;0,3
2025/03/02 20:10:00;A;;;;;0,0;
2025/03/02 20:15:00;A;;2,69;2,64;0,0;0,0;0,0
2025/03/02 20:15:01;P;;;;;;0,0
2025/03/02 20:30:00;P;;2,68;2,63;0,0;0,0;0,0
2025/03/02 20:35:00;A;;;;;;0,2
2025/03/02 20:45:00;P;;2,67;2,62;0,0;0,0;0,4
2025/03/02 21:00:00;P;;2,66;2,61;0,0;0,0;0,2
2025/03/02 21:10:00;A;;;;;;0,0
2025/03/02 21:15:00;P;;2,65;2,60;0,0;0,0;0,2
2025/03/02 21:20:00;A;;;;;0,6;
2025/03/02 21:30:00;P;;2,64;2,59;0,0;0,6;0,2
2025/03/02 21:45:00;A;;2,62;2,58;0,0;0,0;0,2
2025/03/02 21:45:01;P;;;;;0,0;
2025/03/02 22:00:00;P;;2,61;2,57;0,0;0,0;0,3
2025/03/02 22:15:00;P;;2,60;2,55;0,0;0,0;0,3
2025/03/02 22:30:00;A;;2,59;2,55;0,0;0,0;0,0
2025/03/02 22:30:01;P;;;;;;0,0
2025/03/02 22:45:00;A;;2,59;2,54;0,0;0,0;0,2
2025/03/02 22:45:01;P;;;;;;0,2
2025/03/02 23:00:00;P;;2,58;2,53;0,0;0,0;0,3
2025/03/02 23:15:00;A;;2,57;2,52;0,0;0,0;0,0
2025/03/02 23:15:01;P;;;;;;0,0
2025/03/02 23:30:00;P;;2,57;2,52;0,0;0,0;0,0
2025/03/02 23:45:00;P;;2,56;2,51;0,0;0,0;0,0
2025/03/03 00:00:00;P;;2,55;2,51;0,0;0,0;0,0
2025/03/03 00:15:00;P;;2,54;2,50;0,0;0,0;0,0
2025/03/03 00:30:00;P;;2,54;2,50;0,0;0,0;0,0
2025/03/03 00:45:00;P;;2,54;2,49;0,0;0,0;0,0
2025/03/03 01:00:00;P;;2,54;2,49;0,0;0,0;0,0
2025/03/03 01:15:00;P;;2,53;2,49;0,0;0,0;0,0
2025/03/03 01:30:00;P;;2,53;2,48;0,0;0,0;0,0
2025/03/03 01:45:00;P;;2,53;2,48;0,0;0,0;0,0
2025/03/03 02:00:00;P;;2,52;2,47;0,0;0,0;0,0
2025/03/03 02:15:00;P;;2,52;2,47;0,0;0,0;0,0
2025/03/03 02:30:00;P;;2,52;2,47;0,0;0,0;0,0
2025/03/03 02:45:00;P;;2,51;2,46;0,0;0,0;0,0
2025/03/03 03:00:00;P;;2,51;2,46;0,0;0,0;0,0
2025/03/03 03:15:00;P;;2,50;2,46;0,0;0,0;0,0
2025/03/03 03:30:00;P;;2,51;2,45;0,0;0,0;0,0
2025/03/03 03:45:00;P;;2,50;2,45;0,0;0,0;0,0
2025/03/03 03:54:00;A;;2,56;2,51;;;
2025/03/03 04:00:00;P;;2,60;2,55;0,0;0,0;0,0
2025/03/03 04:07:00;A;;2,66;2,61;;;
2025/03/03 04:14:00;A;;;2,66;;;
2025/03/03 04:15:00;A;;2,72;2,67;0,0;0,0;0,0
2025/03/03 04:15:01;P;;2,72;;;;
2025/03/03 04:22:00;A;;2,77;2,72;;;
2025/03/03 04:29:00;A;;2,82;2,78;;;
2025/03/03 04:30:00;P;;2,83;2,78;0,0;0,0;0,0
2025/03/03 04:37:00;A;;;2,84;;;
2025/03/03 04:38:00;A;;2,89;;;;
2025/03/03 04:44:00;A;;;2,89;;;
2025/03/03 04:45:00;A;;2,94;2,90;0,0;0,0;0,0
2025/03/03 04:45:01;P;;2,94;;;;
2025/03/03 04:52:00;A;;3,00;2,95;;;
2025/03/03 05:00:00;P;;3,03;2,99;0,0;0,0;0,0
2025/03/03 05:15:00;P;;3,02;2,98;0,0;0,0;0,0
2025/03/03 05:30:00;P;;3,02;2,98;0,0;0,0;0,0
2025/03/03 05:40:00;A;;;;;;0,2
2025/03/03 05:45:00;P;;3,02;2,97;0,0;0,0;0,2
2025/03/03 06:00:00;P;;3,01;2,96;0,0;0,0;0,2
2025/03/03 06:15:00;P;;3,00;2,96;0,0;0,0;0,2
2025/03/03 06:25:00;A;;;;;0,7;
2025/03/03 06:30:00;A;;2,99;2,94;0,0;0,9;0,3
2025/03/03 06:30:01;P;;;;;0,9;
2025/03/03 06:40:00;A;;;;;0,7;0,8
2025/03/03 06:45:00;P;;2,96;2,92;0,0;0,7;0,8
2025/03/03 06:55:00;A;;;;;;0,4
2025/03/03 07:00:00;P;;2,94;2,90;0,0;0,6;0,4
2025/03/03 07:10:00;A;;;;;0,9;
2025/03/03 07:15:00;A;;2,92;2,87;0,0;0,7;0,5
2025/03/03 07:15:01;P;;;;;0,7;
2025/03/03 07:30:00;P;;2,90;2,86;0,0;0,5;0,4
2025/03/03 07:45:00;A;;2,89;2,84;0,0;0,6;0,8
2025/03/03 07:45:01;P;;;;;;0,8
2025/03/03 07:50:00;A;;;;;0,9;
2025/03/03 07:55:00;A;;;;;0,4;
2025/03/03 08:00:00;A;;2,86;2,82;0,0;0,0;0,5
2025/03/03 08:00:01;P;;;;;0,0;0,5
2025/03/03 08:10:00;A;;;;;0,5;
2025/03/03 08:15:00;A;;2,85;2,80;0,0;0,8;0,6
2025/03/03 08:15:01;P;;;;;0,8;
2025/03/03 08:20:00;A;;;;;0,6;
2025/03/03 08:25:00;A;;;;;0,0;
2025/03/03 08:30:00;P;;2,83;2,78;0,0;0,0;0,5
2025/03/03 08:45:00;A;;2,82;2,77;0,0;0,5;0,3
2025/03/03 08:45:01;P;;;;;0,5;
2025/03/03 08:55:00;A;;;;;0,8;0,8
2025/03/03 09:00:00;A;;2,79;2,75;0,0;0,6;1,2
2025/03/03 09:00:01;P;;;;;0,6;1,2
2025/03/03 09:05:00;A;;;;;;0,7
2025/03/03 09:15:00;P;;2,77;2,72;0,0;0,5;0,5
2025/03/03 09:30:00;A;;2,75;2,71;0,0;0,0;0,5
2025/03/03 09:30:01;P;;;;;0,0;
2025/03/03 09:35:00;A;;;;;0,5;
2025/03/03 09:40:00;A;;;;;0,0;
2025/03/03 09:45:00;A;;2,74;2,69;0,0;0,5;0,5
2025/03/03 09:45:01;P;;;;;0,5;
2025/03/03 09:50:00;A;;;;;0,0;
2025/03/03 10:00:00;P;;2,72;2,68;0,0;0,0;0,5
2025/03/03 10:15:00;P;;2,70;2,66;0,0;0,0;0,3
2025/03/03 10:20:00;A;;;;;0,5;
2025/03/03 10:30:00;A;;2,69;2,65;0,0;0,0;0,4
2025/03/03 10:30:01;P;;;;;0,0;
2025/03/03 10:45:00;P;;2,68;2,64;0,0;0,0;0,2
2025/03/03 11:00:00;P;;2,68;2,63;0,0;0,0;0,2
2025/03/03 11:15:00;P;;2,67;2,62;0,0;0,0;0,2
2025/03/03 11:25:00;A;;;;;;0,5
2025/03/03 11:30:00;P;;2,66;2,61;0,0;0,0;0,5
2025/03/03 11:45:00;P;;2,65;2,59;0,0;0,0;0,4
2025/03/03 11:50:00;A;;;;;0,5;
2025/03/03 12:00:00;P;;2,62;2,58;0,0;0,5;0,2
2025/03/03 12:05:00;A;;;;;0,0;
2025/03/03 12:15:00;A;;2,61;2,57;0,0;0,0;0,5
2025/03/03 12:15:01;P;;;;;;0,5
2025/03/03 12:20:00;A;;;;;;0,7
2025/03/03 12:30:00;P;;2,60;2,55;0,0;0,0;0,9
2025/03/03 12:35:00;A;;;;;;0,5
2025/03/03 12:45:00;P;;2,58;2,53;0,0;0,0;0,4
2025/03/03 13:00:00;P;;2,57;2,52;0,0;0,0;0,4
2025/03/03 13:15:00;P;;2,56;2,52;0,0;0,0;0,2
2025/03/03 13:20:00;A;;;;;0,6;
2025/03/03 13:30:00;A;;2,55;2,50;0,0;0,0;0,2
2025/03/03 13:30:01;P;;;;;0,0;
2025/03/03 13:40:00;A;;;;;;0,5
2025/03/03 13:45:00;P;;2,54;2,49;0,0;0,0;0,5
2025/03/03 14:00:00;P;;2,52;2,48;0,0;0,0;0,3
2025/03/03 14:15:00;P;;2,52;2,47;0,0;0,0;0,2
2025/03/03 14:30:00;A;;2,52;2,46;0,0;0,0;0,0
2025/03/03 14:30:01;P;;;;;;0,0
2025/03/03 14:45:00;P;;2,51;2,46;0,0;0,0;0,0
2025/03/03 15:00:00;A;;2,52;2,47;0,0;0,0;0,3
2025/03/03 15:00:01;P;;;;;;0,3
2025/03/03 15:07:00;A;;2,57;2,52;;;
2025/03/03 15:14:00;A;;2,62;2,58;;;
2025/03/03 15:15:00;P;;2,63;2,59;0,0;0,0;0,2
2025/03/03 15:20:00;A;;;;;;0,0
2025/03/03 15:22:00;A;;2,69;2,64;;;
2025/03/03 15:29:00;A;;2,75;2,70;;;
2025/03/03 15:30:00;A;;2,75;2,71;0,0;0,0;0,3
2025/03/03 15:30:01;P;;;;;;0,3
2025/03/03 15:37:00;A;;2,81;2,76;;;
2025/03/03 15:44:00;A;;2,86;2,81;;;
2025/03/03 15:45:00;P;;2,87;2,82;0,0;0,0;0,3
2025/03/03 15:52:00;A;;2,92;2,87;;;
2025/03/03 15:55:00;A;;;;;0,7;
2025/03/03 15:59:00;A;;;2,93;;;
2025/03/03 16:00:00;A;;2,98;2,93;0,0;1,2;0,0
2025/03/03 16:00:01;P;;2,98;;;1,2;0,0
2025/03/03 16:05:00;A;;;;;0,6;
2025/03/03 16:07:00;A;;3,03;;;;
2025/03/03 16:08:00;A;;;2,99;;;
2025/03/03 16:15:00;A;;3,03;2,98;0,0;0,9;0,0
2025/03/03 16:15:01;P;;;;;0,9;
2025/03/03 16:30:00;P;;3,01;2,96;0,0;0,8;0,0
2025/03/03 16:35:00;A;;;;;;0,3
2025/03/03 16:45:00;P;;2,99;2,95;0,0;1,0;0,2
2025/03/03 17:00:00;P;;2,97;2,92;0,0;1,1;0,2
2025/03/03 17:05:00;A;;;;;0,7;
2025/03/03 17:10:00;A;;;;;;0,4
2025/03/03 17:15:00;P;;2,95;2,90;0,0;0,9;0,5
2025/03/03 17:25:00;A;;;;;0,5;
2025/03/03 17:30:00;A;;2,93;2,88;0,0;0,0;0,2
2025/03/03 17:30:01;P;;;;;0,0;0,2
2025/03/03 17:40:00;A;;;;;0,5;
2025/03/03 17:45:00;P;;2,92;2,87;0,0;0,5;0,2
2025/03/03 18:00:00;P;;2,91;2,86;0,0;0,6;0,2
2025/03/03 18:05:00;A;;;;;0,0;
2025/03/03 18:15:00;A;;2,89;2,85;0,0;0,6;0,4
2025/03/03 18:15:01;P;;;;;0,6;
2025/03/03 18:20:00;A;;;;;0,9;0,6
2025/03/03 18:25:00;A;;;;;0,6;
2025/03/03 18:30:00;P;;2,88;2,83;0,0;0,6;0,5
2025/03/03 18:35:00;A;;;;;0,0;
2025/03/03 18:45:00;P;;2,86;2,81;0,0;0,0;0,4
2025/03/03 18:55:00;A;;;;;0,6;1,2
2025/03/03 19:00:00;A;;2,84;2,79;0,0;0,6;0,6
2025/03/03 19:00:01;P;;;;;;0,6
2025/03/03 19:05:00;A;;;;;1,0;0,3
2025/03/03 19:10:00;A;;;;;;0,6
2025/03/03 19:15:00;A;;2,81;2,77;0,0;0,7;0,8
2025/03/03 19:15:01;P;;;;;0,7;
2025/03/03 19:30:00;P;;2,79;2,75;0,0;0,6;0,9
2025/03/03 19:35:00;A;;;;;;0,6
2025/03/03 19:45:00;A;;2,77;2,73;0,0;0,8;0,5
2025/03/03 19:45:01;P;;;;;0,8;
2025/03/03 20:00:00;P;;2,75;2,70;0,0;0,7;0,4
2025/03/03 20:05:00;A;;;;;0,0;
2025/03/03 20:10:00;A;;;;;;0,2
2025/03/03 20:15:00;P;;2,74;2,69;0,0;0,0;0,2
2025/03/03 20:30:00;P;;2,73;2,68;0,0;0,0;0,2
2025/03/03 20:45:00;A;;2,72;2,67;0,0;0,5;0,2
2025/03/03 20:45:01;P;;;;;0,5;
2025/03/03 20:50:00;A;;;;;0,8;
2025/03/03 20:55:00;A;;;;;0,0;
2025/03/03 21:00:00;P;;2,71;2,66;0,0;0,0;0,3
2025/03/03 21:15:00;P;;2,69;2,65;0,0;0,0;0,2
2025/03/03 21:20:00;A;;;;;0,5;
2025/03/03 21:30:00;A;;2,68;2,64;0,0;0,0;0,2
2025/03/03 21:30:01;P;;;;;0,0;
2025/03/03 21:45:00;P;;2,68;2,63;0,0;0,0;0,3
2025/03/03 22:00:00;P;;2,67;2,62;0,0;0,0;0,3
2025/03/03 22:15:00;P;;2,66;2,61;0,0;0,0;0,2
2025/03/03 22:30:00;P;;2,64;2,60;0,0;0,0;0,2
2025/03/03 22:45:00;P;;2,64;2,59;0,0;0,0;0,2
2025/03/03 23:00:00;P;;2,62;2,58;0,0;0,0;0,2
2025/03/03 23:15:00;A;;2,62;2,57;0,0;0,0;0,0
2025/03/03 23:15:01;P;;;;;;0,0
2025/03/03 23:30:00;P;;2,62;2,57;0,0;0,0;0,0
2025/03/03 23:45:00;P;;2,60;2,56;0,0;0,0;0,0
2025/03/03 23:55:00;A;;;;;;0,3
2025/03/04 00:00:00;P;;2,61;2,55;0,0;0,0;0,2
2025/03/04 00:10:00;A;;;;;;0,0
2025/03/04 00:15:00;P;;2,59;2,55;0,0;0,0;0,0
2025/03/04 00:30:00;P;;2,59;2,54;0,0;0,0;0,0
2025/03/04 00:45:00;P;;2,58;2,54;0,0;0,0;0,0
2025/03/04 01:00:00;P;;2,58;2,53;0,0;0,0;0,0
2025/03/04 01:15:00;P;;2,58;2,53;0,0;0,0;0,0
2025/03/04 01:30:00;P;;2,58;2,53;0,0;0,0;0,0
2025/03/04 01:45:00;P;;2,57;2,52;0,0;0,0;0,0
2025/03/04 02:00:00;P;;2,57;2,52;0,0;0,0;0,0
2025/03/04 02:15:00;A;;2,56;2,52;0,0;0,0;0,2
2025/03/04 02:15:01;P;;;;;;0,2
2025/03/04 02:25:00;A;;;;;;0,0
2025/03/04 02:30:00;P;;2,56;2,51;0,0;0,0;0,0
2025/03/04 02:45:00;P;;2,55;2,51;0,0;0,0;0,0
2025/03/04 03:00:00;P;;2,55;2,50;0,0;0,0;0,0
2025/03/04 03:15:00;P;;2,54;2,50;0,0;0,0;0,0
2025/03/04 03:30:00;P;;2,55;2,50;0,0;0,0;0,0
2025/03/04 03:45:00;P;;2,54;2,49;0,0;0,0;0,0
2025/03/04 04:00:00;P;;2,54;2,49;0,0;0,0;0,0
2025/03/04 04:15:00;P;;2,53;2,48;0,0;0,0;0,0
2025/03/04 04:30:00;P;;2,53;2,48;0,0;0,0;0,0
2025/03/04 04:45:00;P;;2,53;2,48;0,0;0,0;0,0
2025/03/04 05:00:00;P;;2,52;2,48;0,0;0,0;0,0
2025/03/04 05:15:00;P;;2,52;2,47;0,0;0,0;0,0
2025/03/04 05:30:00;A;;2,51;2,47;0,0;0,0;0,2
2025/03/04 05:30:01;P;;;;;;0,2
2025/03/04 05:35:00;A;;;;;;0,0
2025/03/04 05:45:00;P;;2,51;2,46;0,0;0,0;0,0
2025/03/04 05:55:00;A;;;;;;0,2
2025/03/04 06:00:00;P;;2,50;2,45;0,0;0,0;0,2
2025/03/04 06:15:00;P;;2,50;2,45;0,0;0,0;0,2
2025/03/04 06:20:00;A;;;;;0,5;
2025/03/04 06:22:00;A;;2,55;;;;
2025/03/04 06:23:00;A;;;2,51;;;
2025/03/04 06:25:00;A;;;;;0,0;
2025/03/04 06:30:00;A;;2,61;2,56;0,0;0,7;0,2
2025/03/04 06:30:01;P;;2,61;2,56;;0,7;
2025/03/04 06:38:00;A;;2,66;2,61;;;
2025/03/04 06:40:00;A;;;;;0,0;0,7
2025/03/04 06:45:00;P;;2,71;2,66;0,0;0,0;0,6
2025/03/04 06:53:00;A;;2,76;2,71;;;
2025/03/04 07:00:00;A;;2,80;2,76;0,0;0,6;0,6
2025/03/04 07:00:01;P;;;;;0,6;
2025/03/04 07:05:00;A;;;;;;0,4
2025/03/04 07:07:00;A;;2,85;;;;
2025/03/04 07:09:00;A;;;2,81;;;
2025/03/04 07:10:00;A;;;;;0,8;
2025/03/04 07:15:00;A;;2,89;2,85;0,0;1,1;0,3
2025/03/04 07:15:01;P;;;;;1,1;
2025/03/04 07:20:00;A;;;;;;0,5
2025/03/04 07:24:00;A;;2,95;2,90;;;
2025/03/04 07:25:00;A;;;;;0,5;
2025/03/04 07:30:00;P;;2,98;2,94;0,0;0,5;0,4
2025/03/04 07:38:00;A;;3,04;3,00;;;
2025/03/04 07:40:00;A;;;;;1,0;0,7
2025/03/04 07:45:00;P;;3,03;2,99;0,0;1,1;0,7
2025/03/04 07:50:00;A;;;;;0,9;
2025/03/04 07:55:00;A;;;;;0,7;0,5
2025/03/04 08:00:00;P;;3,01;2,97;0,0;0,7;0,4
2025/03/04 08:15:00;A;;2,99;2,95;0,0;0,1;0,3
2025/03/04 08:15:01;P;;;;;0,1;
2025/03/04 08:30:00;A;;2,98;2,94;0,0;0,5;0,3
2025/03/04 08:30:01;P;;;;;0,5;
2025/03/04 08:45:00;P;;2,98;2,92;0,0;0,6;0,3
2025/03/04 08:50:00;A;;;;;0,0;
2025/03/04 09:00:00;A;;2,96;2,91;0,0;0,6;0,3
2025/03/04 09:00:01;P;;;;;0,6;
2025/03/04 09:15:00;A;;2,94;2,90;0,0;0,0;0,5
2025/03/04 09:15:01;P;;;;;0,0;0,5
2025/03/04 09:30:00;A;;2,93;2,88;0,0;0,6;0,3
2025/03/04 09:30:01;P;;;;;0,6;0,3
2025/03/04 09:40:00;A;;;;;0,0;
2025/03/04 09:45:00;P;;2,91;2,87;0,0;0,0;0,2
2025/03/04 10:00:00;P;;2,90;2,86;0,0;0,0;0,2
