Date-time;Type;Metadato grafico storico;POZ007 - Mazzini - Misura pressione rete (bar);POZ007 - Mazzini - Misura portata rete modbus (l/s);POZ007 - Mazzini - Misura livello falda (m)
2025/03/03 15:23:00;A;;;;26,09
2025/03/03 15:24:00;A;;;;26,52
2025/03/03 15:25:00;A;;;;25,09
2025/03/03 15:26:00;A;;;;28,28
2025/03/03 15:27:00;A;;;;27,39
2025/03/03 15:28:00;A;;;;27,11
2025/03/03 15:30:00;P;;6,7;70,5;26,92
2025/03/03 15:33:00;A;;;;27,17
2025/03/03 15:34:00;A;;;;27,49
2025/03/03 15:35:00;A;;;;26,97
2025/03/03 15:38:00;A;;;;26,74
2025/03/03 15:39:00;A;;;;27,14
2025/03/03 15:40:00;A;;;;27,83
2025/03/03 15:41:00;A;;;;27,59
2025/03/03 15:42:00;A;;;;26,92
2025/03/03 15:43:00;A;;;;27,31
2025/03/03 15:44:00;A;;;;26,60
2025/03/03 15:45:00;A;;6,8;70,4;27,38
2025/03/03 15:45:01;P;;;;27,38
2025/03/03 15:46:00;A;;;;26,94
2025/03/03 15:47:00;A;;;;27,28
2025/03/03 15:48:00;A;;;;27,65
2025/03/03 15:49:00;A;;;;26,01
2025/03/03 15:50:00;A;;;;27,16
2025/03/03 15:52:00;A;;;;26,60
2025/03/03 15:53:00;A;;;;27,16
2025/03/03 15:54:00;A;;;;28,11
2025/03/03 15:55:00;A;;;;26,79
2025/03/03 15:57:00;A;;;;27,11
2025/03/03 15:59:00;A;;;;28,92
2025/03/03 16:00:00;A;;6,7;70,6;28,15
2025/03/03 16:00:01;P;;;;28,15
2025/03/03 16:01:00;A;;;;27,05
2025/03/03 16:02:00;A;;;;29,29
2025/03/03 16:03:00;A;;;;27,77
2025/03/03 16:04:00;A;;;;27,32
2025/03/03 16:05:00;A;;;;25,80
2025/03/03 16:06:00;A;;;;26,80
2025/03/03 16:09:00;A;;;;26,46
2025/03/03 16:10:00;A;;;;26,93
2025/03/03 16:15:00;P;;6,9;69,6;26,97
2025/03/03 16:16:00;A;;;;27,23
2025/03/03 16:17:00;A;;;;25,90
2025/03/03 16:18:00;A;;;;27,07
2025/03/03 16:19:00;A;;;;26,75
2025/03/03 16:21:00;A;;;;27,01
2025/03/03 16:22:00;A;;;;27,55
2025/03/03 16:23:00;A;;;;24,97
2025/03/03 16:24:00;A;;;;26,90
2025/03/03 16:25:00;A;;;;25,49
2025/03/03 16:26:00;A;;;;26,79
2025/03/03 16:27:00;A;;;;27,53
2025/03/03 16:28:00;A;;;;27,16
2025/03/03 16:30:00;A;;6,8;70,5;26,85
2025/03/03 16:30:01;P;;;;26,85
2025/03/03 16:31:00;A;;;;27,18
2025/03/03 16:32:00;A;;;;26,82
2025/03/03 16:34:00;A;;;;26,61
2025/03/03 16:35:00;A;;;;25,89
2025/03/03 16:36:00;A;;;;26,96
2025/03/03 16:38:00;A;;;;27,17
2025/03/03 16:39:00;A;;;;26,93
2025/03/03 16:40:00;A;;;;27,15
2025/03/03 16:41:00;A;;;;28,87
2025/03/03 16:42:00;A;;;;26,35
2025/03/03 16:43:00;A;;;;27,20
2025/03/03 16:45:00;A;;6,8;70,5;25,25
2025/03/03 16:45:01;P;;;;25,25
2025/03/03 16:46:00;A;;;;26,70
2025/03/03 16:47:00;A;;;;25,95
2025/03/03 16:48:00;A;;;;26,63
2025/03/03 16:49:00;A;;;;26,42
2025/03/03 16:51:00;A;;;;27,13
2025/03/03 16:52:00;A;;;;27,57
2025/03/03 16:53:00;A;;;;26,81
2025/03/03 16:54:00;A;;;;27,35
2025/03/03 16:55:00;A;;;;26,71
2025/03/03 16:56:00;A;;;;26,35
2025/03/03 16:57:00;A;;;;26,83
2025/03/03 16:59:00;A;;;;27,82
2025/03/03 17:00:00;A;;6,7;71,6;26,90
2025/03/03 17:00:01;P;;;;26,90
2025/03/03 17:01:00;A;;;;26,56
2025/03/03 17:02:00;A;;;;27,13
2025/03/03 17:03:00;A;;;;26,74
2025/03/03 17:04:00;A;;;;26,98
2025/03/03 17:06:00;A;;;;27,25
2025/03/03 17:07:00;A;;;;26,86
2025/03/03 17:08:00;A;;;;27,27
2025/03/03 17:09:00;A;;;;26,52
2025/03/03 17:10:00;A;;;;26,76
2025/03/03 17:11:00;A;;;;26,30
2025/03/03 17:12:00;A;;;;27,13
2025/03/03 17:15:00;A;;6,8;70,2;24,87
2025/03/03 17:15:01;P;;;;24,87
2025/03/03 17:16:00;A;;;;27,10
2025/03/03 17:17:00;A;;;;26,89
2025/03/03 17:18:00;A;;;;27,09
2025/03/03 17:20:00;A;;;;28,54
2025/03/03 17:21:00;A;;;;27,05
2025/03/03 17:26:00;A;;;;25,57
2025/03/03 17:27:00;A;;;;26,66
2025/03/03 17:29:00;A;;;;26,97
2025/03/03 17:30:00;P;;6,7;70,4;26,92
2025/03/03 17:33:00;A;;;;27,28
2025/03/03 17:34:00;A;;;;27,08
2025/03/03 17:35:00;A;;;;26,87
2025/03/03 17:37:00;A;;;;27,12
2025/03/03 17:38:00;A;;;;27,53
2025/03/03 17:39:00;A;;;;26,91
2025/03/03 17:40:00;A;;;;25,38
2025/03/03 17:41:00;A;;;;27,00
2025/03/03 17:43:00;A;;;;26,21
2025/03/03 17:44:00;A;;;;26,88
2025/03/03 17:45:00;A;;6,6;70,7;27,11
2025/03/03 17:45:01;P;;;;27,11
2025/03/03 17:47:00;A;;;;27,68
2025/03/03 17:48:00;A;;;;25,67
2025/03/03 17:49:00;A;;;;27,37
2025/03/03 17:50:00;A;;;;26,69
2025/03/03 17:51:00;A;;;;26,31
2025/03/03 17:52:00;A;;;;27,59
2025/03/03 17:53:00;A;;;;27,29
2025/03/03 17:55:00;A;;;;24,51
2025/03/03 17:56:00;A;;;;27,48
2025/03/03 17:57:00;A;;;;27,04
2025/03/03 17:58:00;A;;;;24,52
2025/03/03 17:59:00;A;;;;26,53
2025/03/03 18:00:00;P;;6,7;71,9;26,59
2025/03/03 18:01:00;A;;;;26,80
2025/03/03 18:02:00;A;;;;27,15
2025/03/03 18:04:00;A;;;;25,48
2025/03/03 18:05:00;A;;6,5;;26,57
2025/03/03 18:06:00;A;;;;27,27
2025/03/03 18:09:00;A;;;;26,71
2025/03/03 18:10:00;A;;6,8;;26,94
2025/03/03 18:11:00;A;;;;26,40
2025/03/03 18:12:00;A;;;;26,95
2025/03/03 18:13:00;A;;;;27,17
2025/03/03 18:14:00;A;;;;26,78
2025/03/03 18:15:00;A;;6,7;69,7;29,94
2025/03/03 18:15:01;P;;;;29,94
2025/03/03 18:16:00;A;;;;26,70
2025/03/03 18:17:00;A;;;;25,28
2025/03/03 18:18:00;A;;;;26,83
2025/03/03 18:19:00;A;;;;24,09
2025/03/03 18:20:00;A;;;;25,52
2025/03/03 18:21:00;A;;;;26,87
2025/03/03 18:24:00;A;;;;27,22
2025/03/03 18:25:00;A;;;;27,69
2025/03/03 18:26:00;A;;;;26,71
2025/03/03 18:27:00;A;;;;25,71
2025/03/03 18:28:00;A;;;;25,11
2025/03/03 18:29:00;A;;;;27,02
2025/03/03 18:30:00;P;;6,7;71,8;27,08
2025/03/03 18:33:00;A;;;;26,76
2025/03/03 18:38:00;A;;;;27,03
2025/03/03 18:39:00;A;;;;26,71
2025/03/03 18:41:00;A;;;;27,02
2025/03/03 18:42:00;A;;;;26,75
2025/03/03 18:45:00;A;;6,7;71,0;27,04
2025/03/03 18:45:01;P;;;;27,04
2025/03/03 18:46:00;A;;;;26,70
2025/03/03 18:47:00;A;;;;27,61
2025/03/03 18:48:00;A;;;;25,97
2025/03/03 18:49:00;A;;;;27,42
2025/03/03 18:50:00;A;;;;26,60
2025/03/03 18:51:00;A;;;;26,91
2025/03/03 18:54:00;A;;;;27,28
2025/03/03 18:55:00;A;;;;26,30
2025/03/03 18:56:00;A;;;;26,93
2025/03/03 18:57:00;A;;;;28,81
2025/03/03 18:58:00;A;;;;26,95
2025/03/03 19:00:00;P;;6,8;70,8;27,13
2025/03/03 19:01:00;A;;;;26,56
2025/03/03 19:02:00;A;;;;27,21
2025/03/03 19:05:00;A;;;;28,41
2025/03/03 19:06:00;A;;;;27,23
2025/03/03 19:09:00;A;;;;23,28
2025/03/03 19:10:00;A;;;;26,91
2025/03/03 19:11:00;A;;;;27,88
2025/03/03 19:12:00;A;;;;26,93
2025/03/03 19:13:00;A;;;;25,51
2025/03/03 19:14:00;A;;;;27,21
2025/03/03 19:15:00;A;;6,8;69,6;26,93
2025/03/03 19:15:01;P;;;;26,93
2025/03/03 19:17:00;A;;;;26,20
2025/03/03 19:18:00;A;;;;27,25
2025/03/03 19:19:00;A;;;;26,41
2025/03/03 19:20:00;A;;;;26,91
2025/03/03 19:22:00;A;;;;24,39
2025/03/03 19:23:00;A;;;;27,06
2025/03/03 19:24:00;A;;;;26,80
2025/03/03 19:25:00;A;;;;24,55
2025/03/03 19:26:00;A;;;;26,68
2025/03/03 19:27:00;A;;;;26,98
2025/03/03 19:30:00;P;;6,9;69,9;26,89
2025/03/03 19:33:00;A;;;;26,41
2025/03/03 19:34:00;A;;;;26,73
2025/03/03 19:35:00;A;;;;27,04
2025/03/03 19:36:00;A;;;;26,72
2025/03/03 19:37:00;A;;;;26,40
2025/03/03 19:38:00;A;;;;26,89
2025/03/03 19:39:00;A;;;;26,57
2025/03/03 19:40:00;A;;;;26,86
2025/03/03 19:42:00;A;;;;27,20
2025/03/03 19:43:00;A;;;;26,70
2025/03/03 19:44:00;A;;;;27,05
2025/03/03 19:45:00;A;;6,9;70,0;26,77
2025/03/03 19:45:01;P;;;;26,77
2025/03/03 19:46:00;A;;;;27,57
2025/03/03 19:47:00;A;;;;26,60
2025/03/03 19:48:00;A;;;;27,15
2025/03/03 19:49:00;A;;;;26,91
2025/03/03 19:50:00;A;;6,7;;24,26
2025/03/03 19:51:00;A;;;;26,67
2025/03/03 19:52:00;A;;;;26,44
2025/03/03 19:53:00;A;;;;26,84
2025/03/03 19:54:00;A;;;;26,23
2025/03/03 19:55:00;A;;;;26,98
2025/03/03 19:56:00;A;;;;26,77
2025/03/03 19:57:00;A;;;;27,60
2025/03/03 19:58:00;A;;;;26,63
2025/03/03 19:59:00;A;;;;26,29
2025/03/03 20:00:00;A;;6,9;69,2;27,10
2025/03/03 20:00:01;P;;6,9;;27,10
2025/03/03 20:01:00;A;;;;24,02
2025/03/03 20:05:00;A;;;0,0;
2025/03/03 20:15:00;P;;6,8;0,0;23,97
2025/03/03 20:30:00;P;;6,7;0,0;23,96
2025/03/03 20:45:00;P;;6,7;0,0;23,95
2025/03/03 21:00:00;P;;6,8;0,0;23,95
2025/03/03 21:15:00;P;;6,8;0,0;23,95
2025/03/03 21:30:00;P;;6,8;0,0;23,96
2025/03/03 21:45:00;P;;6,8;0,0;23,95
2025/03/03 22:00:00;P;;6,8;0,0;23,94
2025/03/03 22:15:00;P;;6,8;0,0;23,93
2025/03/03 22:30:00;P;;6,9;0,0;23,93
2025/03/03 22:45:00;P;;6,9;0,0;23,94
2025/03/03 23:00:00;P;;6,9;0,0;23,94
2025/03/03 23:15:00;P;;6,9;0,0;23,95
2025/03/03 23:30:00;P;;6,9;0,0;23,93
2025/03/03 23:45:00;P;;7,0;0,0;23,93
2025/03/04 00:00:00;P;;7,0;0,0;23,93
2025/03/04 00:15:00;P;;7,0;0,0;23,93
2025/03/04 00:30:00;P;;7,0;0,0;23,93
2025/03/04 00:45:00;P;;6,9;0,0;23,93
2025/03/04 01:00:00;P;;6,9;0,0;23,93
2025/03/04 01:15:00;P;;6,9;0,0;23,91
2025/03/04 01:30:00;P;;6,9;0,0;23,93
2025/03/04 01:45:00;P;;6,9;0,0;23,91
2025/03/04 02:00:00;P;;6,8;0,0;23,92
2025/03/04 02:15:00;P;;6,9;0,0;23,93
2025/03/04 02:30:00;P;;6,7;0,0;23,90
2025/03/04 02:45:00;P;;6,8;0,0;23,89
2025/03/04 03:00:00;P;;6,8;0,0;23,88
2025/03/04 03:15:00;P;;6,8;0,0;23,88
2025/03/04 03:30:00;P;;6,8;0,0;23,87
2025/03/04 03:45:00;P;;6,8;0,0;23,87
2025/03/04 04:00:00;P;;6,8;0,0;23,87
2025/03/04 04:15:00;P;;6,8;0,0;23,86
2025/03/04 04:30:00;P;;6,8;0,0;23,86
2025/03/04 04:45:00;P;;6,7;0,0;23,86
2025/03/04 05:00:00;P;;6,8;0,0;23,86
2025/03/04 05:15:00;P;;6,8;0,0;23,85
2025/03/04 05:30:00;P;;6,7;0,0;23,85
2025/03/04 05:45:00;P;;6,7;0,0;23,85
2025/03/04 06:00:00;P;;6,7;0,0;23,85
2025/03/04 06:01:00;A;;;;27,82
2025/03/04 06:02:00;A;;;;26,96
2025/03/04 06:04:00;A;;;;26,75
2025/03/04 06:05:00;A;;6,9;69,4;28,52
2025/03/04 06:06:00;A;;;;26,19
2025/03/04 06:07:00;A;;;;26,96
2025/03/04 06:08:00;A;;;;27,40
2025/03/04 06:09:00;A;;;;26,70
2025/03/04 06:10:00;A;;;;27,06
2025/03/04 06:11:00;A;;;;25,70
2025/03/04 06:12:00;A;;;;26,99
2025/03/04 06:14:00;A;;;;26,68
2025/03/04 06:15:00;A;;6,9;70,1;25,98
2025/03/04 06:15:01;P;;;;25,98
2025/03/04 06:16:00;A;;;;26,96
2025/03/04 06:17:00;A;;;;27,35
2025/03/04 06:18:00;A;;;;26,68
2025/03/04 06:19:00;A;;;;26,92
2025/03/04 06:20:00;A;;;;26,62
2025/03/04 06:21:00;A;;;;27,01
2025/03/04 06:23:00;A;;;;26,35
2025/03/04 06:24:00;A;;;;26,83
2025/03/04 06:28:00;A;;;;26,55
2025/03/04 06:30:00;A;;6,8;70,1;27,29
2025/03/04 06:30:01;P;;;;27,29
2025/03/04 06:31:00;A;;;;29,05
2025/03/04 06:32:00;A;;;;26,53
2025/03/04 06:33:00;A;;;;26,96
2025/03/04 06:34:00;A;;;;27,27
2025/03/04 06:35:00;A;;;;26,91
2025/03/04 06:39:00;A;;;;27,80
2025/03/04 06:40:00;A;;;;27,11
2025/03/04 06:41:00;A;;;;25,14
2025/03/04 06:42:00;A;;;;26,78
2025/03/04 06:44:00;A;;;;27,25
2025/03/04 06:45:00;A;;6,8;70,6;26,84
2025/03/04 06:45:01;P;;;;26,84
2025/03/04 06:46:00;A;;;;24,52
2025/03/04 06:47:00;A;;;;26,78
2025/03/04 06:50:00;A;;;;27,00
2025/03/04 06:56:00;A;;;;27,45
2025/03/04 06:57:00;A;;;;26,75
2025/03/04 06:58:00;A;;;;27,20
2025/03/04 06:59:00;A;;;;27,47
2025/03/04 07:00:00;A;;6,8;71,3;27,10
2025/03/04 07:00:01;P;;;;27,10
2025/03/04 07:03:00;A;;;;26,73
2025/03/04 07:04:00;A;;;;27,06
2025/03/04 07:06:00;A;;;;27,63
2025/03/04 07:07:00;A;;;;27,07
2025/03/04 07:10:00;A;;;;26,69
2025/03/04 07:14:00;A;;;;27,13
2025/03/04 07:15:00;A;;6,7;71,2;26,38
2025/03/04 07:15:01;P;;;;26,38
2025/03/04 07:16:00;A;;;;27,09
2025/03/04 07:18:00;A;;;;26,81
2025/03/04 07:19:00;A;;;;25,99
2025/03/04 07:20:00;A;;;;26,62
2025/03/04 07:21:00;A;;;;27,04
2025/03/04 07:22:00;A;;;;26,83
2025/03/04 07:23:00;A;;;;27,17
2025/03/04 07:24:00;A;;;;26,85
2025/03/04 07:25:00;A;;;;27,05
2025/03/04 07:26:00;A;;;;26,60
2025/03/04 07:27:00;A;;;;26,98
2025/03/04 07:28:00;A;;;;26,60
2025/03/04 07:29:00;A;;;;27,22
2025/03/04 07:30:00;A;;6,6;69,7;26,62
2025/03/04 07:30:01;P;;;;26,62
2025/03/04 07:31:00;A;;;;27,03
2025/03/04 07:32:00;A;;;;26,62
2025/03/04 07:33:00;A;;;;28,42
2025/03/04 07:34:00;A;;;;26,28
2025/03/04 07:35:00;A;;6,9;;27,28
2025/03/04 07:36:00;A;;;;26,72
2025/03/04 07:37:00;A;;;;26,98
2025/03/04 07:39:00;A;;;;26,72
2025/03/04 07:40:00;A;;;;27,14
2025/03/04 07:41:00;A;;;;28,17
2025/03/04 07:42:00;A;;;;26,69
2025/03/04 07:43:00;A;;;;26,89
2025/03/04 07:44:00;A;;;;27,22
2025/03/04 07:45:00;A;;6,8;70,0;26,70
2025/03/04 07:45:01;P;;;;26,70
2025/03/04 07:46:00;A;;;;27,20
2025/03/04 07:47:00;A;;;;26,79
2025/03/04 07:48:00;A;;;;27,23
2025/03/04 07:49:00;A;;;;27,47
2025/03/04 07:50:00;A;;;;26,99
2025/03/04 07:52:00;A;;;;26,33
2025/03/04 07:53:00;A;;;;26,06
2025/03/04 07:54:00;A;;;;26,66
2025/03/04 07:56:00;A;;;;26,89
2025/03/04 07:57:00;A;;;;27,09
2025/03/04 07:58:00;A;;;;27,49
2025/03/04 07:59:00;A;;;;26,86
2025/03/04 08:00:00;A;;6,8;70,5;27,64
2025/03/04 08:00:01;P;;;;27,64
2025/03/04 08:01:00;A;;;;26,59
2025/03/04 08:02:00;A;;;;26,96
2025/03/04 08:03:00;A;;;;27,18
2025/03/04 08:04:00;A;;;;26,97
2025/03/04 08:05:00;A;;;;26,08
2025/03/04 08:06:00;A;;;;26,84
2025/03/04 08:07:00;A;;;;26,47
2025/03/04 08:09:00;A;;;;26,96
2025/03/04 08:10:00;A;;;;26,74
2025/03/04 08:13:00;A;;;;27,16
2025/03/04 08:14:00;A;;;;26,53
2025/03/04 08:15:00;A;;6,9;69,9;26,81
2025/03/04 08:15:01;P;;;;26,81
2025/03/04 08:17:00;A;;;;26,30
2025/03/04 08:18:00;A;;;;26,94
2025/03/04 08:19:00;A;;;;26,60
2025/03/04 08:20:00;A;;6,6;;27,03
2025/03/04 08:22:00;A;;;;27,26
2025/03/04 08:24:00;A;;;;28,30
2025/03/04 08:25:00;A;;6,8;;26,10
2025/03/04 08:26:00;A;;;;27,13
2025/03/04 08:27:00;A;;;;26,41
2025/03/04 08:28:00;A;;;;26,72
2025/03/04 08:29:00;A;;;;27,08
2025/03/04 08:30:00;A;;6,8;69,8;26,67
2025/03/04 08:30:01;P;;;;26,67
2025/03/04 08:33:00;A;;;;25,89
2025/03/04 08:34:00;A;;;;25,52
2025/03/04 08:35:00;A;;;;26,75
2025/03/04 08:36:00;A;;;;27,26
2025/03/04 08:37:00;A;;;;26,89
2025/03/04 08:38:00;A;;;;26,63
2025/03/04 08:40:00;A;;;;26,24
2025/03/04 08:41:00;A;;;;26,71
2025/03/04 08:42:00;A;;;;26,99
2025/03/04 08:43:00;A;;;;29,75
2025/03/04 08:44:00;A;;;;27,22
2025/03/04 08:45:00;A;;6,8;70,6;27,01
2025/03/04 08:45:01;P;;;;27,01
2025/03/04 08:48:00;A;;;;26,80
2025/03/04 08:49:00;A;;;;27,95
2025/03/04 08:50:00;A;;;;26,92
2025/03/04 08:51:00;A;;;;27,17
2025/03/04 08:52:00;A;;;;26,93
2025/03/04 08:59:00;A;;;;27,59
2025/03/04 09:00:00;A;;6,8;70,4;27,10
2025/03/04 09:00:01;P;;;;27,10
2025/03/04 09:01:00;A;;;;26,79
2025/03/04 09:03:00;A;;;;27,11
2025/03/04 09:06:00;A;;;;26,90
2025/03/04 09:07:00;A;;;;26,23
2025/03/04 09:08:00;A;;;;27,24
2025/03/04 09:10:00;A;;;;26,52
2025/03/04 09:11:00;A;;;;27,50
2025/03/04 09:12:00;A;;;;26,89
2025/03/04 09:15:00;P;;6,7;70,5;26,96
2025/03/04 09:16:00;A;;;;24,48
2025/03/04 09:17:00;A;;;;26,99
2025/03/04 09:19:00;A;;;;26,12
2025/03/04 09:20:00;A;;;;27,59
2025/03/04 09:21:00;A;;;;26,39
2025/03/04 09:22:00;A;;;;26,69
2025/03/04 09:23:00;A;;;;29,68
2025/03/04 09:24:00;A;;;;27,15
2025/03/04 09:27:00;A;;;;27,38
2025/03/04 09:28:00;A;;;;24,85
2025/03/04 09:29:00;A;;;;26,86
2025/03/04 09:30:00;P;;6,7;70,0;26,91
2025/03/04 09:36:00;A;;;;26,41
2025/03/04 09:37:00;A;;;;26,82
2025/03/04 09:38:00;A;;;;27,48
2025/03/04 09:39:00;A;;;;26,43
2025/03/04 09:40:00;A;;;;27,08
2025/03/04 09:41:00;A;;;;26,55
2025/03/04 09:42:00;A;;;;25,54
2025/03/04 09:43:00;A;;;;26,93
2025/03/04 09:45:00;A;;6,8;70,5;27,43
2025/03/04 09:45:01;P;;;;27,43
2025/03/04 09:46:00;A;;;;26,93
2025/03/04 09:47:00;A;;;;27,68
2025/03/04 09:48:00;A;;;;26,97
2025/03/04 09:49:00;A;;;;26,50
2025/03/04 09:51:00;A;;;;27,67
2025/03/04 09:52:00;A;;;;26,94
2025/03/04 09:58:00;A;;;;27,19
2025/03/04 09:59:00;A;;;;26,65
2025/03/04 10:00:00;A;;6,9;69,9;26,86
2025/03/04 10:00:01;P;;;;26,86
2025/03/04 10:01:00;A;;;;27,40
2025/03/04 10:03:00;A;;;;23,31
2025/03/04 10:04:00;A;;;;26,68
2025/03/04 10:06:00;A;;;;26,41
2025/03/04 10:07:00;A;;;;27,10
2025/03/04 10:08:00;A;;;;26,73
2025/03/04 10:09:00;A;;;;27,84
2025/03/04 10:10:00;A;;;;26,76
2025/03/04 10:13:00;A;;;;27,16
2025/03/04 10:14:00;A;;;;23,21
2025/03/04 10:15:00;A;;6,9;69,2;26,68
2025/03/04 10:15:01;P;;;;26,68
2025/03/04 10:16:00;A;;;;25,37
2025/03/04 10:17:00;A;;;;26,63
2025/03/04 10:18:00;A;;;;27,20
2025/03/04 10:20:00;A;;;;27,50
2025/03/04 10:22:00;A;;;;27,01
2025/03/04 10:24:00;A;;;;27,24
2025/03/04 10:26:00;A;;;;25,20
2025/03/04 10:27:00;A;;;;26,93
2025/03/04 10:30:00;A;;6,8;70,5;27,17
2025/03/04 10:30:01;P;;;;27,17
2025/03/04 10:31:00;A;;;;26,77
2025/03/04 10:34:00;A;;;;27,55
2025/03/04 10:35:00;A;;;;27,11
2025/03/04 10:38:00;A;;;;27,53
2025/03/04 10:39:00;A;;;;26,73
2025/03/04 10:40:00;A;;;;27,23
2025/03/04 10:41:00;A;;;;26,85
2025/03/04 10:43:00;A;;;;27,07
2025/03/04 10:44:00;A;;;;26,76
2025/03/04 10:45:00;A;;6,8;69,4;28,31
2025/03/04 10:45:01;P;;;;28,31
2025/03/04 10:46:00;A;;;;26,77
2025/03/04 10:50:00;A;;;;27,69
2025/03/04 10:51:00;A;;;;25,34
2025/03/04 10:52:00;A;;;;26,89
2025/03/04 10:54:00;A;;;;28,87
2025/03/04 10:55:00;A;;;;28,44
2025/03/04 10:56:00;A;;;;26,77
2025/03/04 10:57:00;A;;;;27,01
2025/03/04 10:59:00;A;;;;27,30
2025/03/04 11:00:00;A;;6,9;70,2;26,52
2025/03/04 11:00:01;P;;;;26,52
2025/03/04 11:02:00;A;;;;25,03
2025/03/04 11:03:00;A;;;;27,03
2025/03/04 11:06:00;A;;;;27,46
2025/03/04 11:07:00;A;;;;26,59
2025/03/04 11:08:00;A;;;;27,19
2025/03/04 11:10:00;A;;6,7;;25,46
2025/03/04 11:11:00;A;;;;27,45
2025/03/04 11:12:00;A;;;;27,00
2025/03/04 11:13:00;A;;;;26,39
2025/03/04 11:14:00;A;;;;28,82
2025/03/04 11:15:00;A;;6,9;70,1;27,05
2025/03/04 11:15:01;P;;6,9;;27,05
2025/03/04 11:17:00;A;;;;22,14
2025/03/04 11:18:00;A;;;;27,05
2025/03/04 11:21:00;A;;;;26,45
2025/03/04 11:22:00;A;;;;28,02
2025/03/04 11:23:00;A;;;;27,17
2025/03/04 11:24:00;A;;;;26,17
2025/03/04 11:25:00;A;;;;26,73
2025/03/04 11:26:00;A;;;;27,27
2025/03/04 11:27:00;A;;;;26,88
2025/03/04 11:28:00;A;;;;26,62
2025/03/04 11:29:00;A;;;;26,21
2025/03/04 11:30:00;A;;6,8;70,3;26,99
2025/03/04 11:30:01;P;;;;26,99
2025/03/04 11:31:00;A;;;;26,54
2025/03/04 11:32:00;A;;;;26,83
2025/03/04 11:33:00;A;;;;27,16
2025/03/04 11:35:00;A;;;;26,52
2025/03/04 11:36:00;A;;;;27,02
2025/03/04 11:37:00;A;;;;26,48
2025/03/04 11:38:00;A;;;;26,88
2025/03/04 11:39:00;A;;;;27,49
2025/03/04 11:40:00;A;;;;27,14
2025/03/04 11:41:00;A;;;;28,78
2025/03/04 11:42:00;A;;;;27,07
2025/03/04 11:45:00;A;;6,8;70,1;26,36
2025/03/04 11:45:01;P;;;;26,36
2025/03/04 11:46:00;A;;;;27,21
2025/03/04 11:47:00;A;;;;26,23
2025/03/04 11:48:00;A;;;;26,90
2025/03/04 11:52:00;A;;;;26,69
2025/03/04 11:54:00;A;;;;27,27
2025/03/04 11:56:00;A;;;;25,80
2025/03/04 11:57:00;A;;;;29,19
2025/03/04 11:58:00;A;;;;26,64
2025/03/04 11:59:00;A;;;;26,97
2025/03/04 12:00:00;A;;6,8;70,5;26,53
2025/03/04 12:00:01;P;;;;26,53
2025/03/04 12:01:00;A;;;;26,88
2025/03/04 12:02:00;A;;;;26,49
2025/03/04 12:03:00;A;;;;26,74
2025/03/04 12:04:00;A;;;;27,15
2025/03/04 12:05:00;A;;;;26,28
2025/03/04 12:06:00;A;;;;27,42
2025/03/04 12:07:00;A;;;;26,49
2025/03/04 12:08:00;A;;;;28,37
2025/03/04 12:09:00;A;;;;26,78
2025/03/04 12:11:00;A;;;;27,02
2025/03/04 12:12:00;A;;;;26,76
2025/03/04 12:14:00;A;;;;27,23
2025/03/04 12:15:00;P;;6,6;70,9;27,08
2025/03/04 12:20:00;A;;;;26,37
2025/03/04 12:21:00;A;;;;27,49
2025/03/04 12:22:00;A;;;;27,17
2025/03/04 12:25:00;A;;6,8;;
2025/03/04 12:26:00;A;;;;27,54
2025/03/04 12:27:00;A;;;;26,59
2025/03/04 12:28:00;A;;;;27,40
2025/03/04 12:29:00;A;;;;26,91
2025/03/04 12:30:00;P;;6,8;68,9;26,81
2025/03/04 12:31:00;A;;;;27,26
2025/03/04 12:32:00;A;;;;26,95
2025/03/04 12:35:00;A;;;;26,56
2025/03/04 12:36:00;A;;;;27,02
2025/03/04 12:37:00;A;;;;26,51
2025/03/04 12:38:00;A;;;;27,05
2025/03/04 12:40:00;A;;;;27,41
2025/03/04 12:41:00;A;;;;26,38
2025/03/04 12:43:00;A;;;;27,05
2025/03/04 12:44:00;A;;;;27,91
2025/03/04 12:45:00;A;;6,8;70,3;26,68
2025/03/04 12:45:01;P;;;;26,68
2025/03/04 12:46:00;A;;;;27,10
2025/03/04 12:47:00;A;;;;26,88
2025/03/04 12:48:00;A;;;;26,12
2025/03/04 12:49:00;A;;;;27,24
2025/03/04 12:50:00;A;;;;26,79
2025/03/04 12:51:00;A;;;;27,36
2025/03/04 12:52:00;A;;;;26,65
2025/03/04 12:53:00;A;;;;27,11
2025/03/04 12:54:00;A;;;;26,85
2025/03/04 12:55:00;A;;;;27,42
2025/03/04 12:56:00;A;;;;29,89
2025/03/04 12:57:00;A;;;;26,55
2025/03/04 12:58:00;A;;;;27,19
2025/03/04 12:59:00;A;;;;26,89
2025/03/04 13:00:00;A;;6,8;70,2;26,68
2025/03/04 13:00:01;P;;;;26,68
2025/03/04 13:01:00;A;;;;26,92
2025/03/04 13:03:00;A;;;;27,14
2025/03/04 13:04:00;A;;;;28,46
2025/03/04 13:05:00;A;;;;27,15
2025/03/04 13:06:00;A;;;;26,83
2025/03/04 13:08:00;A;;;;25,36
2025/03/04 13:09:00;A;;;;28,77
2025/03/04 13:10:00;A;;;;26,77
2025/03/04 13:13:00;A;;;;26,41
