Date-time;Type;Metadato grafico storico;POZ004/12/13 - Ronco - Misura pressione rete pozzo 3 (bar);POZ004/12/13 - Ronco - Misura portata Ronco Totale (l/s);POZ004/12/13 - Ronco - Misura portata pozzo 1 (l/s);POZ004/12/13 - Ronco - Misura portata pozzo 2 (l/s);POZ004/12/13 - Ronco - Misura portata pozzo 3 (l/s);POZ004/12/13 - Ronco - Misura livello falda pozzo 1 (m);POZ004/12/13 - Ronco - Misura livello falda pozzo 2 (m);POZ004/12/13 - Ronco - Misura livello falda pozzo 3 (m)
2025/03/15 03:30:00;P;;8,3;0,2;0,0;0,2;0,0;9,11;8,60;9,15
2025/03/15 03:45:00;P;;8,3;0,2;0,0;0,2;0,0;9,11;8,58;9,15
2025/03/15 04:00:00;P;;8,2;0,3;0,0;0,1;0,3;9,11;8,60;9,14
2025/03/15 04:15:00;P;;8,2;0,2;0,0;0,2;0,0;9,10;8,60;9,14
2025/03/15 04:30:00;P;;8,3;0,4;0,0;0,2;0,2;9,10;8,59;9,14
2025/03/15 04:45:00;P;;8,2;0,3;0,0;0,2;0,1;9,09;8,58;9,15
2025/03/15 05:00:00;P;;8,2;0,2;0,0;0,2;0,0;9,09;8,60;9,14
2025/03/15 05:15:00;P;;8,2;0,6;0,0;0,2;0,4;9,09;8,59;9,13
2025/03/15 05:30:00;P;;8,3;0,2;0,0;0,2;0,0;9,10;8,58;9,13
2025/03/15 05:45:00;P;;8,2;0,4;0,0;0,1;0,5;9,10;8,59;9,13
2025/03/15 06:00:00;P;;8,2;0,4;0,0;0,2;0,2;9,11;8,60;9,13
2025/03/15 06:15:00;P;;8,1;0,4;0,0;0,2;0,1;9,11;8,58;9,13
2025/03/15 06:30:00;P;;8,1;0,3;0,0;0,1;0,2;9,11;8,58;9,14
2025/03/15 06:45:00;P;;8,1;0,2;0,0;0,2;0,0;9,11;8,60;9,13
2025/03/15 07:00:00;P;;7,9;0,5;0,0;0,2;0,3;9,11;8,58;9,13
2025/03/15 07:15:00;P;;7,8;0,4;0,0;0,2;0,1;9,11;8,60;9,13
2025/03/15 07:30:00;P;;7,7;0,5;0,0;0,2;0,4;9,11;8,59;9,13
2025/03/15 07:35:00;A;;7,5;;;;;;;
2025/03/15 07:45:00;P;;7,4;0,2;0,0;0,2;0,0;9,11;8,60;9,12
2025/03/15 07:55:00;A;;8,0;;;;;;;
2025/03/15 08:00:00;P;;7,8;0,4;0,0;0,2;0,1;9,10;8,60;9,14
2025/03/15 08:15:00;P;;7,7;0,5;0,0;0,2;0,3;9,10;8,58;9,13
2025/03/15 08:30:00;P;;7,8;0,2;0,0;0,2;0,0;9,11;8,59;9,14
2025/03/15 08:45:00;P;;7,6;0,2;0,0;0,2;0,0;9,11;8,61;9,13
2025/03/15 09:00:00;P;;7,7;0,4;0,0;0,2;0,2;9,11;8,61;9,13
2025/03/15 09:15:00;P;;7,7;0,4;0,0;0,2;0,2;9,13;8,60;9,15
2025/03/15 09:30:00;P;;7,7;0,5;0,0;0,2;0,2;9,13;8,60;9,14
2025/03/15 09:45:00;P;;7,5;0,3;0,0;0,1;0,1;9,12;8,61;9,14
2025/03/15 10:00:00;P;;7,7;0,5;0,0;0,2;0,4;9,12;8,62;9,14
2025/03/15 10:15:00;P;;7,7;0,4;0,0;0,3;0,2;9,11;8,61;9,13
2025/03/15 10:30:00;P;;7,7;0,5;0,0;0,2;0,2;9,11;8,59;9,14
2025/03/15 10:45:00;P;;7,7;0,2;0,0;0,1;0,0;9,11;8,61;9,14
2025/03/15 11:00:00;P;;7,7;0,4;0,0;0,1;0,3;9,11;8,62;9,13
2025/03/15 11:15:00;P;;7,7;0,4;0,0;0,2;0,0;9,12;8,62;9,13
2025/03/15 11:30:00;P;;7,8;0,4;0,0;0,2;0,3;9,12;8,59;9,12
2025/03/15 11:45:00;P;;7,8;0,3;0,0;0,1;0,2;9,12;8,60;9,13
2025/03/15 12:00:00;P;;7,7;0,2;0,0;0,2;0,0;9,12;8,61;9,13
2025/03/15 12:15:00;P;;7,7;0,3;0,0;0,2;0,1;9,12;8,60;9,13
2025/03/15 12:30:00;P;;7,7;0,3;0,0;0,2;0,2;9,12;8,59;9,12
2025/03/15 12:45:00;P;;7,7;0,3;0,0;0,1;0,2;9,11;8,60;9,12
2025/03/15 13:00:00;P;;7,7;0,2;0,0;0,2;0,0;9,11;8,61;9,12
2025/03/15 13:15:00;P;;7,7;0,5;0,0;0,2;0,3;9,10;8,60;9,12
2025/03/15 13:30:00;P;;7,7;0,5;0,0;0,2;0,2;9,10;8,59;9,12
2025/03/15 13:45:00;P;;7,8;0,3;0,0;0,2;0,1;9,10;8,60;9,11
2025/03/15 14:00:00;P;;7,8;0,5;0,0;0,1;0,3;9,10;8,60;9,11
2025/03/15 14:15:00;P;;7,8;0,6;0,0;0,2;0,4;9,11;8,60;9,10
2025/03/15 14:30:00;P;;7,8;0,5;0,0;0,2;0,3;9,10;8,58;9,11
2025/03/15 14:45:00;P;;7,7;0,3;0,0;0,1;0,1;9,11;8,58;9,10
2025/03/15 15:00:00;P;;7,8;0,2;0,0;0,1;0,1;9,11;8,59;9,10
2025/03/15 15:15:00;P;;7,8;0,3;0,0;0,2;0,1;9,11;8,61;9,10
2025/03/15 15:30:00;P;;7,8;0,4;0,0;0,2;0,2;9,10;8,60;9,10
2025/03/15 15:45:00;P;;7,9;0,3;0,0;0,2;0,1;9,09;8,57;9,09
2025/03/15 16:00:00;A;;7,6;0,5;0,0;0,1;0,4;9,09;8,57;9,10
2025/03/15 16:00:01;P;;7,6;;;;;;;
2025/03/15 16:15:00;P;;7,6;0,3;0,0;0,2;0,1;9,09;8,59;9,10
2025/03/15 16:30:00;P;;7,6;0,4;0,0;0,2;0,1;9,10;8,58;9,10
2025/03/15 16:45:00;P;;7,5;0,3;0,0;0,2;0,0;9,09;8,58;9,09
2025/03/15 17:00:00;P;;7,5;0,3;0,0;0,2;0,2;9,09;8,58;9,09
2025/03/15 17:15:00;P;;7,4;0,2;0,0;0,2;0,0;9,10;8,60;9,09
2025/03/15 17:30:00;P;;7,5;0,6;0,0;0,2;0,5;9,11;8,58;9,09
2025/03/15 17:45:00;P;;7,4;0,4;0,0;0,2;0,3;9,10;8,58;9,09
2025/03/15 18:00:00;P;;7,5;0,3;0,0;0,1;0,2;9,10;8,57;9,09
2025/03/15 18:15:00;P;;7,5;0,3;0,0;0,1;0,3;9,09;8,57;9,09
2025/03/15 18:30:00;P;;7,5;0,5;0,0;0,2;0,4;9,09;8,58;9,09
2025/03/15 18:45:00;P;;7,4;0,5;0,0;0,2;0,2;9,08;8,58;9,09
2025/03/15 18:50:00;A;;7,8;;;;;;;
2025/03/15 19:00:00;P;;7,8;0,3;0,0;0,2;0,1;9,09;8,58;9,09
2025/03/15 19:15:00;P;;7,7;0,2;0,0;0,2;0,0;9,10;8,58;9,09
2025/03/15 19:30:00;P;;7,8;0,4;0,0;0,1;0,3;9,10;8,59;9,10
2025/03/15 19:45:00;P;;7,8;0,4;0,0;0,2;0,2;9,10;8,60;9,09
2025/03/15 20:00:00;P;;7,8;0,4;0,0;0,2;0,1;9,10;8,59;9,09
2025/03/15 20:15:00;P;;7,8;0,7;0,0;0,2;0,4;9,09;8,58;9,09
2025/03/15 20:30:00;P;;7,8;0,3;0,0;0,1;0,2;9,10;8,58;9,09
2025/03/15 20:45:00;P;;7,8;0,4;0,0;0,1;0,3;9,09;8,59;9,09
2025/03/15 21:00:00;P;;7,7;0,3;0,0;0,1;0,2;9,08;8,60;9,08
2025/03/15 21:15:00;P;;7,7;0,4;0,0;0,2;0,2;9,08;8,59;9,08
2025/03/15 21:30:00;P;;7,9;0,3;0,0;0,2;0,1;9,10;8,57;9,08
2025/03/15 21:45:00;P;;7,9;0,3;0,0;0,2;0,1;9,09;8,57;9,08
2025/03/15 22:00:00;P;;8,0;0,4;0,0;0,1;0,2;9,09;8,59;9,08
2025/03/15 22:15:00;P;;7,9;0,3;0,0;0,2;0,2;9,10;8,58;9,08
2025/03/15 22:30:00;P;;8,0;0,5;0,0;0,2;0,3;9,10;8,57;9,07
2025/03/15 22:45:00;P;;8,0;0,3;0,0;0,2;0,2;9,09;8,57;9,07
2025/03/15 23:00:00;P;;8,1;0,5;0,0;0,1;0,3;9,09;8,58;9,07
2025/03/15 23:15:00;P;;8,1;0,3;0,0;0,2;0,2;9,08;8,58;9,07
2025/03/15 23:30:00;P;;8,1;0,4;0,0;0,2;0,1;9,07;8,57;9,07
2025/03/15 23:45:00;P;;8,2;0,3;0,0;0,2;0,0;9,08;8,56;9,07
2025/03/16 00:00:00;P;;8,2;0,4;0,0;0,2;0,1;9,09;8,56;9,06
2025/03/16 00:15:00;P;;8,2;0,3;0,0;0,1;0,2;9,09;8,57;9,07
2025/03/16 00:30:00;P;;8,3;0,2;0,0;0,1;0,1;9,09;8,57;9,06
2025/03/16 00:45:00;P;;8,2;0,3;0,0;0,2;0,2;9,09;8,57;9,07
2025/03/16 01:00:00;P;;8,2;0,5;0,0;0,2;0,2;9,07;8,58;9,06
2025/03/16 01:15:00;P;;8,3;0,4;0,0;0,2;0,2;9,07;8,56;9,07
2025/03/16 01:30:00;P;;8,3;0,2;0,0;0,2;0,0;9,06;8,56;9,06
2025/03/16 01:45:00;P;;8,3;0,2;0,0;0,2;0,0;9,08;8,57;9,06
2025/03/16 02:00:00;P;;8,3;0,4;0,0;0,2;0,2;9,08;8,57;9,06
2025/03/16 02:15:00;P;;8,3;0,3;0,0;0,2;0,1;9,08;8,56;9,06
2025/03/16 02:30:00;P;;8,3;0,3;0,0;0,2;0,1;9,08;8,55;9,05
2025/03/16 02:45:00;P;;8,3;0,3;0,0;0,1;0,1;9,08;8,55;9,06
2025/03/16 03:00:00;P;;8,3;0,2;0,0;0,1;0,1;9,07;8,56;9,05
2025/03/16 03:15:00;P;;8,4;0,2;0,0;0,2;0,0;9,08;8,56;9,05
2025/03/16 03:30:00;P;;8,3;0,6;0,0;0,2;0,4;9,07;8,55;9,05
2025/03/16 03:45:00;P;;8,3;0,4;0,0;0,2;0,2;9,07;8,54;9,05
2025/03/16 04:00:00;P;;8,3;0,3;0,0;0,1;0,2;9,06;8,55;9,05
2025/03/16 04:15:00;P;;8,3;0,3;0,0;0,1;0,2;9,06;8,56;9,05
2025/03/16 04:30:00;P;;8,3;0,3;0,0;0,2;0,1;9,06;8,56;9,05
2025/03/16 04:45:00;P;;8,3;0,4;0,0;0,2;0,1;9,07;8,55;9,04
2025/03/16 05:00:00;P;;8,3;0,2;0,0;0,2;0,0;9,07;8,54;9,04
2025/03/16 05:15:00;P;;8,3;0,3;0,0;0,1;0,2;9,07;8,54;9,04
2025/03/16 05:30:00;P;;8,3;0,4;0,0;0,1;0,2;9,07;8,54;9,04
2025/03/16 05:45:00;P;;8,3;0,4;0,0;0,2;0,2;9,06;8,56;9,04
2025/03/16 06:00:00;P;;8,3;0,6;0,0;0,1;0,4;9,06;8,55;9,04
2025/03/16 06:15:00;P;;8,3;0,4;0,0;0,3;0,1;9,05;8,56;9,04
2025/03/16 06:30:00;P;;8,2;0,3;0,0;0,1;0,2;9,05;8,54;9,04
2025/03/16 06:45:00;P;;8,1;0,5;0,0;0,1;0,4;9,06;8,56;9,04
2025/03/16 07:00:00;P;;8,1;0,5;0,0;0,2;0,3;9,07;8,56;9,03
2025/03/16 07:15:00;P;;8,0;0,4;0,0;0,2;0,2;9,07;8,55;9,04
2025/03/16 07:30:00;P;;7,9;0,4;0,0;0,2;0,0;9,07;8,54;9,04
2025/03/16 07:45:00;P;;7,8;0,3;0,0;0,1;0,1;9,07;8,54;9,05
2025/03/16 08:00:00;P;;7,6;0,3;0,0;0,1;0,2;9,06;8,55;9,03
2025/03/16 08:10:00;A;;7,4;;;;;;;
2025/03/16 08:15:00;P;;7,3;0,3;0,0;0,1;0,1;9,06;8,56;9,03
2025/03/16 08:20:00;A;;7,8;;;;;;;
2025/03/16 08:30:00;P;;7,7;0,3;0,0;0,2;0,0;9,06;8,56;9,04
2025/03/16 08:45:00;P;;7,7;0,3;0,0;0,2;0,1;9,06;8,54;9,05
2025/03/16 09:00:00;P;;7,7;0,4;0,0;0,1;0,3;9,06;8,54;9,04
2025/03/16 09:15:00;P;;7,6;0,2;0,0;0,1;0,0;9,07;8,55;9,05
2025/03/16 09:30:00;P;;7,6;0,3;0,0;0,1;0,2;9,07;8,57;9,05
2025/03/16 09:45:00;P;;7,6;0,2;0,0;0,2;0,0;9,07;8,57;9,05
2025/03/16 10:00:00;P;;7,5;0,3;0,0;0,2;0,1;9,07;8,55;9,05
2025/03/16 10:15:00;P;;7,6;0,4;0,0;0,2;0,2;9,06;8,55;9,05
2025/03/16 10:30:00;P;;7,7;0,3;0,0;0,2;0,0;9,07;8,55;9,04
2025/03/16 10:45:00;P;;7,6;0,3;0,0;0,1;0,2;9,06;8,55;9,05
2025/03/16 11:00:00;P;;7,7;0,2;0,0;0,2;0,1;9,07;8,57;9,04
2025/03/16 11:15:00;P;;7,7;0,5;0,0;0,1;0,4;9,08;8,57;9,04
2025/03/16 11:30:00;P;;7,7;0,3;0,0;0,2;0,0;9,08;8,56;9,04
2025/03/16 11:45:00;P;;7,7;0,4;0,0;0,2;0,1;9,07;8,55;9,04
2025/03/16 12:00:00;P;;7,6;0,2;0,0;0,2;0,0;9,06;8,55;9,04
2025/03/16 12:15:00;P;;7,7;0,3;0,0;0,2;0,1;9,05;8,55;9,03
2025/03/16 12:30:00;P;;7,7;0,4;0,0;0,1;0,2;9,06;8,56;9,04
2025/03/16 12:45:00;P;;7,7;0,3;0,0;0,2;0,1;9,07;8,56;9,03
2025/03/16 13:00:00;P;;7,7;0,4;0,0;0,2;0,1;9,07;8,56;9,03
2025/03/16 13:15:00;P;;7,7;0,3;0,0;0,2;0,2;9,08;8,54;9,03
2025/03/16 13:30:00;P;;7,8;0,4;0,0;0,1;0,3;9,07;8,54;9,03
2025/03/16 13:45:00;P;;7,7;0,5;0,0;0,2;0,3;9,07;8,56;9,04
2025/03/16 14:00:00;P;;7,8;0,4;0,0;0,2;0,2;9,07;8,55;9,03
2025/03/16 14:15:00;P;;7,8;0,4;0,0;0,2;0,2;9,05;8,54;9,03
2025/03/16 14:30:00;P;;7,8;0,3;0,0;0,2;0,1;9,05;8,53;9,03
2025/03/16 14:45:00;P;;7,8;0,3;0,0;0,2;0,1;9,05;8,54;9,02
2025/03/16 15:00:00;P;;7,8;0,4;0,0;0,0;0,2;9,05;8,55;9,03
2025/03/16 15:15:00;P;;7,8;0,6;0,0;0,2;0,4;9,05;8,55;9,02
2025/03/16 15:30:00;P;;7,8;0,4;0,0;0,2;0,2;9,07;8,54;9,02
2025/03/16 15:40:00;A;;7,6;;;;;;;
2025/03/16 15:45:00;P;;7,6;0,4;0,0;0,0;0,2;9,06;8,52;9,02
2025/03/16 16:00:00;P;;7,5;0,3;0,0;0,1;0,2;9,06;8,54;9,02
2025/03/16 16:15:00;P;;7,6;0,3;0,0;0,1;0,2;9,05;8,55;9,02
2025/03/16 16:30:00;P;;7,6;0,2;0,0;0,2;0,0;9,04;8,55;9,01
2025/03/16 16:45:00;P;;7,6;0,4;0,0;0,2;0,2;9,04;8,53;9,01
2025/03/16 17:00:00;P;;7,5;0,4;0,0;0,2;0,2;9,04;8,53;9,01
2025/03/16 17:15:00;P;;7,4;0,3;0,0;0,2;0,1;9,05;8,52;9,01
2025/03/16 17:30:00;P;;7,4;0,5;0,0;0,1;0,4;9,06;8,53;9,01
2025/03/16 17:45:00;A;;8,0;0,3;0,0;0,1;0,2;9,06;8,54;9,01
2025/03/16 17:45:01;P;;8,0;;;;;;;
2025/03/16 17:50:00;A;;7,7;;;;;;;
2025/03/16 18:00:00;P;;7,8;0,3;0,0;0,2;0,1;9,05;8,55;9,02
2025/03/16 18:15:00;P;;7,8;0,6;0,0;0,1;0,3;9,05;8,55;9,02
2025/03/16 18:30:00;P;;7,8;0,5;0,0;0,2;0,3;9,05;8,53;9,02
2025/03/16 18:45:00;P;;7,7;0,3;0,0;0,1;0,3;9,04;8,54;9,02
2025/03/16 19:00:00;P;;7,7;0,3;0,0;0,2;0,1;9,04;8,55;9,02
2025/03/16 19:15:00;P;;7,7;0,3;0,0;0,2;0,2;9,05;8,54;9,02
2025/03/16 19:30:00;P;;7,7;0,4;0,0;0,2;0,2;9,05;8,54;9,02
2025/03/16 19:45:00;P;;7,8;0,4;0,0;0,2;0,2;9,06;8,53;9,02
2025/03/16 20:00:00;P;;7,6;0,3;0,0;0,2;0,1;9,06;8,53;9,02
2025/03/16 20:15:00;P;;7,8;0,4;0,0;0,2;0,1;9,05;8,53;9,01
2025/03/16 20:30:00;P;;7,8;0,5;0,0;0,1;0,4;9,05;8,55;9,02
2025/03/16 20:45:00;P;;7,7;0,3;0,0;0,1;0,1;9,04;8,53;9,01
2025/03/16 21:00:00;P;;7,8;0,2;0,0;0,2;0,0;9,05;8,54;9,02
2025/03/16 21:15:00;P;;7,8;0,5;0,0;0,2;0,2;9,05;8,53;9,01
2025/03/16 21:30:00;P;;7,7;0,3;0,0;0,3;0,1;9,05;8,52;9,01
2025/03/16 21:45:00;P;;7,7;0,3;0,0;0,1;0,1;9,06;8,53;9,00
2025/03/16 22:00:00;A;;7,9;0,5;0,0;0,1;0,4;9,04;8,53;9,01
2025/03/16 22:00:01;P;;7,9;;;;;;;
2025/03/16 22:15:00;P;;7,9;0,3;0,0;0,2;0,2;9,04;8,54;9,00
2025/03/16 22:30:00;P;;8,0;0,7;0,0;0,2;0,4;9,03;8,53;9,00
2025/03/16 22:45:00;P;;8,0;0,4;0,0;0,2;0,2;9,03;8,52;9,00
2025/03/16 23:00:00;P;;8,1;0,3;0,0;0,2;0,2;9,03;8,52;9,00
2025/03/16 23:15:00;P;;8,1;0,3;0,0;0,1;0,2;9,04;8,53;9,00
2025/03/16 23:30:00;P;;8,2;0,4;0,0;0,1;0,3;9,04;8,54;9,00
2025/03/16 23:45:00;P;;8,2;0,4;0,0;0,2;0,2;9,05;8,54;8,99
2025/03/17 00:00:00;P;;8,2;0,5;0,0;0,1;0,2;9,05;8,51;8,99
2025/03/17 00:15:00;P;;8,2;0,3;0,0;0,2;0,2;9,03;8,51;8,99
2025/03/17 00:30:00;P;;8,3;0,3;0,0;0,2;0,2;9,03;8,51;8,99
2025/03/17 00:45:00;P;;8,3;0,3;0,0;0,1;0,2;9,03;8,52;8,99
2025/03/17 01:00:00;P;;8,3;0,3;0,0;0,2;0,1;9,04;8,52;8,99
2025/03/17 01:15:00;P;;8,3;0,4;0,0;0,3;0,2;9,03;8,53;8,99
2025/03/17 01:30:00;P;;8,3;0,5;0,0;0,2;0,3;9,04;8,52;8,99
2025/03/17 01:45:00;P;;8,4;0,3;0,0;0,2;0,2;9,04;8,51;8,99
2025/03/17 02:00:00;P;;8,3;0,3;0,0;0,1;0,2;9,04;8,50;8,98
2025/03/17 02:15:00;P;;8,3;0,3;0,0;0,1;0,2;9,03;8,51;8,99
2025/03/17 02:30:00;P;;8,4;0,3;0,0;0,1;0,2;9,02;8,52;8,99
2025/03/17 02:45:00;P;;8,4;0,3;0,0;0,2;0,1;9,02;8,52;8,98
2025/03/17 03:00:00;P;;8,3;0,2;0,0;0,2;0,0;9,03;8,51;8,99
2025/03/17 03:15:00;P;;8,4;0,3;0,0;0,2;0,1;9,03;8,52;8,98
2025/03/17 03:30:00;P;;8,3;0,4;0,0;0,2;0,2;9,03;8,50;8,98
2025/03/17 03:45:00;P;;8,3;0,2;0,0;0,2;0,0;9,03;8,50;8,97
2025/03/17 04:00:00;P;;8,3;0,3;0,0;0,1;0,1;9,02;8,50;8,97
2025/03/17 04:15:00;P;;8,3;0,3;0,0;0,1;0,1;9,02;8,52;8,97
2025/03/17 04:30:00;P;;8,3;0,3;0,0;0,2;0,2;9,02;8,52;8,98
2025/03/17 04:45:00;P;;8,1;0,4;0,0;0,2;0,2;9,03;8,52;8,98
2025/03/17 05:00:00;P;;8,2;0,3;0,0;0,3;0,1;9,03;8,51;8,98
2025/03/17 05:15:00;P;;8,2;0,4;0,0;0,2;0,2;9,02;8,50;8,98
2025/03/17 05:30:00;P;;8,3;0,3;0,0;0,1;0,2;9,03;8,51;8,98
2025/03/17 05:45:00;P;;8,2;0,2;0,0;0,2;0,0;9,02;8,51;8,98
2025/03/17 06:00:00;P;;8,1;0,3;0,0;0,2;0,1;9,02;8,51;8,98
2025/03/17 06:15:00;P;;8,0;0,3;0,0;0,2;0,1;9,03;8,52;8,98
2025/03/17 06:25:00;A;;7,7;;;;;;;
2025/03/17 06:30:00;P;;7,7;0,3;0,0;0,2;0,2;9,03;8,52;8,98
2025/03/17 06:35:00;A;;7,3;;;;;;;
2025/03/17 06:40:00;A;;7,9;;;;;;;
2025/03/17 06:45:00;P;;7,7;0,4;0,0;0,2;0,1;9,03;8,51;8,99
2025/03/17 07:00:00;P;;7,6;0,5;0,0;0,2;0,2;9,03;8,51;8,99
2025/03/17 07:15:00;P;;7,4;0,6;0,0;0,2;0,4;9,03;8,51;8,99
2025/03/17 07:30:00;P;;7,5;0,3;0,0;0,2;0,1;9,03;8,51;8,99
2025/03/17 07:45:00;A;;7,7;0,4;0,0;0,2;0,2;9,03;8,51;8,99
2025/03/17 07:45:01;P;;7,7;;;;;;;
2025/03/17 08:00:00;P;;7,8;0,4;0,0;0,1;0,2;9,04;8,52;8,98
2025/03/17 08:15:00;P;;7,6;0,3;0,0;0,2;0,1;9,04;8,52;9,00
2025/03/17 08:30:00;P;;7,6;0,4;0,0;0,2;0,2;9,04;8,52;8,99
2025/03/17 08:45:00;P;;7,7;0,5;0,0;0,2;0,3;9,03;8,52;8,99
2025/03/17 09:00:00;P;;7,8;0,4;0,0;0,2;0,2;9,03;8,51;8,98
2025/03/17 09:15:00;P;;7,8;0,5;0,0;0,2;0,4;9,03;8,51;8,99
2025/03/17 09:30:00;P;;7,8;0,3;0,0;0,3;0,2;9,03;8,51;8,99
2025/03/17 09:45:00;P;;7,8;0,2;0,0;0,2;0,1;9,04;8,52;8,98
2025/03/17 10:00:00;P;;7,8;0,2;0,0;0,2;0,0;9,02;8,52;8,98
2025/03/17 10:15:00;P;;7,8;0,6;0,0;0,1;0,4;9,03;8,53;8,99
2025/03/17 10:30:00;P;;7,8;0,4;0,0;0,2;0,1;9,02;8,52;8,99
2025/03/17 10:45:00;P;;7,9;0,4;0,0;0,2;0,3;9,02;8,51;8,99
2025/03/17 11:00:00;P;;7,9;0,3;0,0;0,2;0,2;9,02;8,50;8,98
2025/03/17 11:15:00;P;;7,8;0,3;0,0;0,1;0,2;9,03;8,52;8,98
2025/03/17 11:30:00;P;;7,8;0,5;0,0;0,2;0,4;9,03;8,53;8,98
2025/03/17 11:45:00;P;;7,8;0,2;0,0;0,2;0,0;9,04;8,52;8,98
2025/03/17 12:00:00;P;;7,9;0,4;0,0;0,2;0,2;9,04;8,52;8,97
2025/03/17 12:15:00;P;;7,9;0,4;0,0;0,2;0,2;9,03;8,52;8,98
2025/03/17 12:30:00;P;;7,8;0,3;0,0;0,2;0,1;9,02;8,50;8,97
2025/03/17 12:45:00;P;;7,8;0,2;0,0;0,1;0,0;9,01;8,51;8,98
2025/03/17 13:00:00;P;;7,8;0,3;0,0;0,1;0,2;9,03;8,51;8,98
2025/03/17 13:15:00;P;;7,8;0,5;0,0;0,1;0,4;9,03;8,52;8,98
2025/03/17 13:30:00;P;;7,8;0,4;0,0;0,2;0,2;9,03;8,52;8,98
2025/03/17 13:45:00;P;;7,8;0,4;0,0;0,2;0,2;9,03;8,51;8,97
2025/03/17 14:00:00;P;;7,8;0,4;0,0;0,1;0,1;9,02;8,50;8,98
2025/03/17 14:15:00;P;;7,8;0,4;0,0;0,1;0,2;9,01;8,51;8,98
2025/03/17 14:30:00;P;;7,9;0,3;0,0;0,1;0,2;9,02;8,51;8,98
2025/03/17 14:45:00;P;;7,9;0,3;0,0;0,1;0,2;9,03;8,52;8,98
2025/03/17 15:00:00;P;;7,8;0,4;0,0;0,2;0,2;9,03;8,51;8,98
2025/03/17 15:15:00;P;;7,7;0,4;0,0;0,2;0,2;9,03;8,51;8,98
2025/03/17 15:30:00;P;;7,7;0,5;0,0;0,1;0,3;9,03;8,50;8,97
2025/03/17 15:45:00;P;;7,7;0,2;0,0;0,2;0,1;9,03;8,51;8,97
2025/03/17 16:00:00;P;;7,7;0,3;0,0;0,2;0,2;9,02;8,52;8,97
2025/03/17 16:15:00;P;;7,7;0,3;0,0;0,2;0,1;9,01;8,51;8,97
2025/03/17 16:30:00;P;;7,8;0,4;0,0;0,2;0,2;9,01;8,49;8,97
2025/03/17 16:45:00;P;;7,6;0,2;0,0;0,2;0,1;9,01;8,51;8,97
2025/03/17 17:00:00;P;;7,6;0,2;0,0;0,2;0,0;9,02;8,49;8,97
2025/03/17 17:15:00;P;;7,6;0,3;0,0;0,1;0,1;9,01;8,50;8,97
2025/03/17 17:30:00;P;;7,5;0,5;0,0;0,2;0,2;9,01;8,50;8,97
2025/03/17 17:45:00;P;;7,5;0,5;0,0;0,1;0,4;9,01;8,51;8,97
2025/03/17 17:55:00;A;;7,8;;;;;;;
2025/03/17 18:00:00;P;;7,8;0,4;0,0;0,2;0,2;9,01;8,51;8,97
2025/03/17 18:15:00;P;;7,8;0,4;0,0;0,2;0,2;9,03;8,51;8,98
2025/03/17 18:30:00;P;;7,8;0,3;0,0;0,2;0,1;9,03;8,50;8,98
2025/03/17 18:45:00;P;;7,7;0,2;0,0;0,2;0,0;9,03;8,51;8,98
2025/03/17 19:00:00;P;;7,6;0,2;0,0;0,2;0,0;9,02;8,52;8,98
2025/03/17 19:15:00;P;;7,6;0,3;0,0;0,2;0,2;9,01;8,52;8,97
2025/03/17 19:30:00;P;;7,7;0,4;0,0;0,2;0,2;9,02;8,52;8,98
2025/03/17 19:45:00;P;;7,6;0,4;0,0;0,2;0,1;9,03;8,51;8,98
2025/03/17 20:00:00;P;;7,6;0,6;0,0;0,2;0,4;9,04;8,50;8,97
2025/03/17 20:15:00;P;;7,7;0,5;0,0;0,1;0,3;9,03;8,51;8,98
2025/03/17 20:30:00;P;;7,7;0,2;0,0;0,2;0,1;9,03;8,53;8,97
2025/03/17 20:45:00;P;;7,7;0,3;0,0;0,2;0,1;9,02;8,52;8,98
2025/03/17 21:00:00;P;;7,8;0,6;0,0;0,2;0,4;9,02;8,52;8,98
2025/03/17 21:15:00;P;;7,8;0,4;0,0;0,2;0,1;9,03;8,51;8,97
2025/03/17 21:30:00;P;;7,8;0,5;0,0;0,2;0,3;9,02;8,50;8,98
2025/03/17 21:45:00;P;;7,9;0,3;0,0;0,1;0,2;9,03;8,51;8,98
2025/03/17 22:00:00;P;;7,8;0,1;0,0;0,1;0,0;9,03;8,51;8,98
2025/03/17 22:15:00;P;;7,8;0,3;0,0;0,1;0,1;9,02;8,52;8,97
2025/03/17 22:30:00;P;;8,0;0,5;0,0;0,2;0,3;9,03;8,52;8,97
2025/03/17 22:45:00;P;;8,0;0,5;0,0;0,2;0,2;9,01;8,51;8,97
2025/03/17 23:00:00;P;;8,1;0,4;0,0;0,2;0,1;9,02;8,50;8,97
2025/03/17 23:15:00;P;;8,2;0,6;0,0;0,2;0,4;9,03;8,49;8,97
2025/03/17 23:30:00;P;;8,2;0,4;0,0;0,2;0,2;9,03;8,49;8,97
2025/03/17 23:45:00;P;;8,2;0,3;0,0;0,2;0,1;9,01;8,49;8,97
2025/03/18 00:00:00;P;;8,2;0,4;0,0;0,2;0,1;9,01;8,49;8,97
2025/03/18 00:15:00;P;;8,2;0,4;0,0;0,2;0,2;9,01;8,51;8,97
2025/03/18 00:30:00;P;;8,3;0,2;0,0;0,2;0,0;9,02;8,51;8,96
