Date-time;Type;Metadato grafico storico;POZ002 - Parma - Misura pressione rete (bar);POZ002 - Parma - Misura portata rete modbus (l/s);POZ002 - Parma - Misura livello falda (m)
2025/03/17 09:45:00;A;;8,5;42,6;8,90
2025/03/17 09:45:01;P;;;42,6;
2025/03/17 09:47:00;A;;;;9,27
2025/03/17 09:48:00;A;;;;8,88
2025/03/17 09:50:00;A;;;40,9;
2025/03/17 09:55:00;A;;;41,9;
2025/03/17 10:00:00;P;;8,7;41,9;8,89
2025/03/17 10:05:00;A;;;;8,68
2025/03/17 10:10:00;A;;;40,1;
2025/03/17 10:11:00;A;;;;8,89
2025/03/17 10:15:00;A;;8,7;42,5;8,89
2025/03/17 10:15:01;P;;;42,5;
2025/03/17 10:20:00;A;;;40,1;
2025/03/17 10:29:00;A;;;;8,29
2025/03/17 10:30:00;A;;8,6;40,8;8,74
2025/03/17 10:30:01;P;;;40,8;8,74
2025/03/17 10:31:00;A;;;;9,07
2025/03/17 10:34:00;A;;;;8,86
2025/03/17 10:40:00;A;;;41,4;
2025/03/17 10:45:00;A;;8,6;40,3;8,85
2025/03/17 10:45:01;P;;;40,3;
2025/03/17 10:48:00;A;;;;8,47
2025/03/17 10:49:00;A;;;;8,86
2025/03/17 10:55:00;A;;;42,3;
2025/03/17 11:00:00;A;;8,7;39,7;9,06
2025/03/17 11:00:01;P;;;39,7;9,06
2025/03/17 11:02:00;A;;;;8,85
2025/03/17 11:08:00;A;;;;9,27
2025/03/17 11:09:00;A;;;;8,51
2025/03/17 11:10:00;A;;;;8,84
2025/03/17 11:15:00;P;;8,6;39,7;8,83
2025/03/17 11:20:00;A;;;40,5;
2025/03/17 11:25:00;A;;;39,6;
2025/03/17 11:30:00;A;;8,6;40,8;8,83
2025/03/17 11:30:01;P;;;40,8;
2025/03/17 11:32:00;A;;;;9,04
2025/03/17 11:33:00;A;;;;8,73
2025/03/17 11:34:00;A;;;;8,40
2025/03/17 11:35:00;A;;;;8,87
2025/03/17 11:39:00;A;;;;9,15
2025/03/17 11:40:00;A;;;;8,86
2025/03/17 11:45:00;A;;8,6;39,7;8,70
2025/03/17 11:45:01;P;;;39,7;
2025/03/17 11:46:00;A;;;;9,03
2025/03/17 11:50:00;A;;;40,3;
2025/03/17 11:55:00;A;;;39,6;8,69
2025/03/17 12:00:00;A;;8,6;40,2;8,85
2025/03/17 12:00:01;P;;;40,2;
2025/03/17 12:10:00;A;;;41,4;
2025/03/17 12:15:00;A;;8,5;40,2;8,86
2025/03/17 12:15:01;P;;;40,2;
2025/03/17 12:20:00;A;;;41,4;9,11
2025/03/17 12:21:00;A;;;;8,89
2025/03/17 12:25:00;A;;;44,1;
2025/03/17 12:30:00;P;;8,6;43,7;8,88
2025/03/17 12:35:00;A;;;41,2;
2025/03/17 12:40:00;A;;;41,8;
2025/03/17 12:45:00;A;;8,6;44,2;8,89
2025/03/17 12:45:01;P;;;44,2;
2025/03/17 12:48:00;A;;;;8,53
2025/03/17 12:49:00;A;;;;8,90
2025/03/17 12:50:00;A;;;42,2;
2025/03/17 12:58:00;A;;;;8,69
2025/03/17 12:59:00;A;;;;8,90
2025/03/17 13:00:00;P;;8,6;42,6;8,92
2025/03/17 13:10:00;A;;;;9,14
2025/03/17 13:11:00;A;;;;8,88
2025/03/17 13:15:00;P;;8,6;42,7;8,88
2025/03/17 13:20:00;A;;;41,5;
2025/03/17 13:21:00;A;;;;8,66
2025/03/17 13:22:00;A;;;;8,89
2025/03/17 13:30:00;A;;8,5;42,6;8,49
2025/03/17 13:30:01;P;;;42,6;8,49
2025/03/17 13:31:00;A;;;;8,87
2025/03/17 13:36:00;A;;;;8,61
2025/03/17 13:37:00;A;;;;8,88
2025/03/17 13:45:00;A;;8,6;41,9;8,89
2025/03/17 13:45:01;P;;;41,9;
2025/03/17 13:55:00;A;;;42,5;
2025/03/17 14:00:00;P;;8,6;42,6;8,87
2025/03/17 14:05:00;A;;;40,7;
2025/03/17 14:10:00;A;;;41,4;
2025/03/17 14:11:00;A;;;;8,51
2025/03/17 14:12:00;A;;;;8,85
2025/03/17 14:15:00;A;;8,5;39,6;8,83
2025/03/17 14:15:01;P;;;39,6;
2025/03/17 14:20:00;A;;;40,7;9,06
2025/03/17 14:21:00;A;;;;8,85
2025/03/17 14:27:00;A;;;;9,27
2025/03/17 14:28:00;A;;;;8,83
2025/03/17 14:30:00;A;;8,6;40,1;8,90
2025/03/17 14:30:01;P;;;40,1;
2025/03/17 14:40:00;A;;;40,7;9,23
2025/03/17 14:41:00;A;;;;8,76
2025/03/17 14:45:00;A;;8,6;38,7;8,83
2025/03/17 14:45:01;P;;;38,7;
2025/03/17 15:00:00;A;;8,6;41,0;8,88
2025/03/17 15:00:01;P;;;41,0;
2025/03/17 15:03:00;A;;;;8,61
2025/03/17 15:04:00;A;;;;8,84
2025/03/17 15:05:00;A;;;36,8;
2025/03/17 15:10:00;A;;;44,4;9,56
2025/03/17 15:11:00;A;;;;8,91
2025/03/17 15:15:00;P;;8,6;44,1;8,90
2025/03/17 15:18:00;A;;;;8,48
2025/03/17 15:19:00;A;;;;8,91
2025/03/17 15:25:00;A;;;45,2;
2025/03/17 15:30:00;A;;8,6;44,0;8,91
2025/03/17 15:30:01;P;;;44,0;
2025/03/17 15:35:00;A;;;45,4;
2025/03/17 15:40:00;A;;;44,6;9,31
2025/03/17 15:41:00;A;;;;8,92
2025/03/17 15:45:00;P;;8,6;44,3;8,92
2025/03/17 15:50:00;A;;;45,2;
2025/03/17 16:00:00;A;;8,6;44,6;9,01
2025/03/17 16:00:01;P;;;44,6;
2025/03/17 16:10:00;A;;;43,4;
2025/03/17 16:15:00;A;;8,5;44,7;8,91
2025/03/17 16:15:01;P;;;44,7;
2025/03/17 16:19:00;A;;;;8,55
2025/03/17 16:20:00;A;;;45,8;8,93
2025/03/17 16:25:00;A;;;45,1;
2025/03/17 16:27:00;A;;;;8,48
2025/03/17 16:28:00;A;;;;8,91
2025/03/17 16:30:00;A;;8,6;43,9;8,90
2025/03/17 16:30:01;P;;;43,9;
2025/03/17 16:35:00;A;;;44,5;
2025/03/17 16:45:00;A;;8,5;45,1;8,95
2025/03/17 16:45:01;P;;;45,1;
2025/03/17 16:53:00;A;;;;8,75
2025/03/17 16:55:00;A;;;46,5;
2025/03/17 16:56:00;A;;8,3;;8,95
2025/03/17 16:57:00;A;;8,5;;
2025/03/17 17:00:00;A;;8,5;45,4;8,92
2025/03/17 17:00:01;P;;;45,4;
2025/03/17 17:09:00;A;;;;9,22
2025/03/17 17:10:00;A;;;;8,93
2025/03/17 17:15:00;P;;8,5;45,4;8,93
2025/03/17 17:18:00;A;;;;9,58
2025/03/17 17:19:00;A;;;;8,95
2025/03/17 17:20:00;A;;;46,9;
2025/03/17 17:25:00;A;;;45,9;
2025/03/17 17:30:00;P;;8,4;46,0;8,93
2025/03/17 17:35:00;A;;;46,6;
2025/03/17 17:45:00;P;;8,4;46,3;8,92
2025/03/17 17:50:00;A;;;47,0;
2025/03/17 17:52:00;A;;8,6;;
2025/03/17 17:55:00;A;;;43,0;
2025/03/17 18:00:00;A;;8,6;42,4;8,90
2025/03/17 18:00:01;P;;;42,4;
2025/03/17 18:15:00;A;;8,5;43,8;8,90
2025/03/17 18:15:01;P;;;43,8;
2025/03/17 18:20:00;A;;;42,8;
2025/03/17 18:30:00;A;;8,6;42,3;8,90
2025/03/17 18:30:01;P;;;42,3;
2025/03/17 18:33:00;A;;;;9,14
2025/03/17 18:34:00;A;;;;8,91
2025/03/17 18:35:00;A;;;44,1;
2025/03/17 18:40:00;A;;;44,7;
2025/03/17 18:45:00;A;;8,6;43,3;8,89
2025/03/17 18:45:01;P;;;43,3;
2025/03/17 18:48:00;A;;;;9,25
2025/03/17 18:50:00;A;;;44,3;8,91
2025/03/17 19:00:00;A;;8,5;45,3;8,95
2025/03/17 19:00:01;P;;;45,3;
2025/03/17 19:04:00;A;;;;8,71
2025/03/17 19:05:00;A;;;45,9;8,94
2025/03/17 19:06:00;A;;;;9,17
2025/03/17 19:07:00;A;;;;8,92
2025/03/17 19:10:00;A;;;44,6;
2025/03/17 19:15:00;A;;8,6;45,2;8,85
2025/03/17 19:15:01;P;;;45,2;
2025/03/17 19:26:00;A;;;;9,07
2025/03/17 19:30:00;A;;8,6;44,1;8,91
2025/03/17 19:30:01;P;;;44,1;
2025/03/17 19:35:00;A;;;45,0;
2025/03/17 19:40:00;A;;;44,3;
2025/03/17 19:45:00;A;;8,5;45,2;9,09
2025/03/17 19:45:01;P;;;45,2;
2025/03/17 19:46:00;A;;;;9,30
2025/03/17 19:47:00;A;;;;8,56
2025/03/17 19:48:00;A;;;;8,92
2025/03/17 19:55:00;A;;;44,5;
2025/03/17 20:00:00;A;;8,5;45,5;8,90
2025/03/17 20:00:01;P;;;45,5;
2025/03/17 20:10:00;A;;;44,9;
2025/03/17 20:15:00;P;;8,5;45,2;8,91
2025/03/17 20:20:00;A;;;44,3;
2025/03/17 20:25:00;A;;;45,3;
2025/03/17 20:30:00;A;;8,6;44,1;8,92
2025/03/17 20:30:01;P;;;44,1;
2025/03/17 20:40:00;A;;;42,9;
2025/03/17 20:44:00;A;;;;9,35
2025/03/17 20:45:00;A;;8,6;45,2;8,92
2025/03/17 20:45:01;P;;;45,2;8,92
2025/03/17 20:47:00;A;;;;9,62
2025/03/17 20:48:00;A;;;;8,93
2025/03/17 20:50:00;A;;;44,4;
2025/03/17 20:55:00;A;;;42,5;
2025/03/17 20:57:00;A;;;;8,43
2025/03/17 20:58:00;A;;;;8,89
2025/03/17 21:00:00;P;;8,7;42,1;8,90
2025/03/17 21:05:00;A;;;43,4;
2025/03/17 21:10:00;A;;;41,4;
2025/03/17 21:15:00;A;;8,6;42,3;8,79
2025/03/17 21:15:01;P;;;42,3;
2025/03/17 21:17:00;A;;;;9,08
2025/03/17 21:18:00;A;;;;8,85
2025/03/17 21:20:00;A;;;40,4;
2025/03/17 21:27:00;A;;;;9,07
2025/03/17 21:28:00;A;;;;8,85
2025/03/17 21:30:00;P;;8,7;40,8;8,87
2025/03/17 21:31:00;A;;;;8,54
2025/03/17 21:32:00;A;;;;8,90
2025/03/17 21:40:00;A;;;39,8;8,66
2025/03/17 21:42:00;A;;;;8,87
2025/03/17 21:45:00;A;;8,6;37,1;8,83
2025/03/17 21:45:01;P;;;37,1;
2025/03/17 21:50:00;A;;;44,4;9,08
2025/03/17 21:52:00;A;;;;8,75
2025/03/17 21:55:00;A;;;42,4;
2025/03/17 21:58:00;A;;;;9,35
2025/03/17 21:59:00;A;;;;8,92
2025/03/17 22:00:00;A;;8,6;41,5;8,87
2025/03/17 22:00:01;P;;;41,5;
2025/03/17 22:05:00;A;;;39,3;
2025/03/17 22:10:00;A;;;35,4;
2025/03/17 22:12:00;A;;;;9,13
2025/03/17 22:13:00;A;;;;8,83
2025/03/17 22:15:00;A;;8,6;39,2;8,85
2025/03/17 22:15:01;P;;;39,2;
2025/03/17 22:20:00;A;;;37,0;
2025/03/17 22:25:00;A;;;35,5;
2025/03/17 22:30:00;A;;8,6;33,7;8,79
2025/03/17 22:30:01;P;;;33,7;
2025/03/17 22:35:00;A;;;30,8;
2025/03/17 22:38:00;A;;;;9,13
2025/03/17 22:39:00;A;;;;8,73
2025/03/17 22:43:00;A;;;;8,99
2025/03/17 22:45:00;A;;8,7;29,1;8,73
2025/03/17 22:45:01;P;;;29,1;8,73
2025/03/17 22:50:00;A;;;29,7;
2025/03/17 22:59:00;A;;;;8,45
2025/03/17 23:00:00;A;;8,7;28,2;8,69
2025/03/17 23:00:01;P;;;28,2;8,69
2025/03/17 23:05:00;A;;;25,8;
2025/03/17 23:10:00;A;;;23,8;
2025/03/17 23:15:00;A;;8,7;23,1;8,59
2025/03/17 23:15:01;P;;;23,1;
2025/03/17 23:20:00;A;;;20,9;
2025/03/17 23:25:00;A;;;20,3;
2025/03/17 23:27:00;A;;;;8,88
2025/03/17 23:28:00;A;;;;8,61
2025/03/17 23:30:00;A;;8,7;20,9;8,62
2025/03/17 23:30:01;P;;;20,9;
2025/03/17 23:35:00;A;;;19,6;
2025/03/17 23:36:00;A;;;;8,91
2025/03/17 23:37:00;A;;;;8,63
2025/03/17 23:39:00;A;;8,4;;
2025/03/17 23:40:00;A;;;16,4;8,89
2025/03/17 23:41:00;A;;8,9;;8,51
2025/03/17 23:42:00;A;;8,6;;8,15
2025/03/17 23:43:00;A;;;;8,77
2025/03/17 23:44:00;A;;;;8,47
2025/03/17 23:45:00;A;;8,6;14,4;8,54
2025/03/17 23:45:01;P;;;14,4;
2025/03/17 23:47:00;A;;;;8,14
2025/03/17 23:49:00;A;;;;8,54
2025/03/17 23:54:00;A;;8,8;;8,23
2025/03/17 23:55:00;A;;;16,7;8,50
2025/03/17 23:57:00;A;;;;8,72
2025/03/18 00:00:00;A;;8,6;21,1;8,59
2025/03/18 00:00:01;P;;;21,1;
2025/03/18 00:05:00;A;;;22,5;
2025/03/18 00:10:00;A;;;13,2;8,39
2025/03/18 00:15:00;A;;8,7;13,5;8,15
2025/03/18 00:15:01;P;;;;8,15
2025/03/18 00:16:00;A;;;;8,51
2025/03/18 00:20:00;A;;;10,6;
2025/03/18 00:22:00;A;;;;8,30
2025/03/18 00:25:00;A;;;6,1;
2025/03/18 00:30:00;A;;8,7;5,2;8,44
2025/03/18 00:30:01;P;;;5,2;
2025/03/18 00:35:00;A;;;4,1;
2025/03/18 00:40:00;A;;;1,6;
2025/03/18 00:43:00;A;;;;8,07
2025/03/18 00:44:00;A;;;;8,37
2025/03/18 00:45:00;P;;8,7;1,9;8,41
2025/03/18 00:46:00;A;;;;8,71
2025/03/18 00:48:00;A;;;;8,22
2025/03/18 00:55:00;A;;;;8,50
2025/03/18 01:00:00;A;;8,7;0,7;8,58
2025/03/18 01:00:01;P;;;0,7;
2025/03/18 01:01:00;A;;;;8,37
2025/03/18 01:10:00;A;;;0,0;
2025/03/18 01:15:00;P;;8,5;0,0;8,37
2025/03/18 01:30:00;P;;8,5;0,0;8,35
2025/03/18 01:45:00;P;;8,5;0,0;8,35
2025/03/18 02:00:00;P;;8,5;0,0;8,34
2025/03/18 02:15:00;P;;8,6;0,0;8,33
2025/03/18 02:30:00;P;;8,6;0,0;8,34
2025/03/18 02:45:00;P;;8,6;0,0;8,34
2025/03/18 03:00:00;P;;8,6;0,0;8,33
2025/03/18 03:15:00;P;;8,6;0,0;8,34
2025/03/18 03:30:00;P;;8,6;0,0;8,34
2025/03/18 03:45:00;P;;8,5;0,0;8,34
2025/03/18 04:00:00;P;;8,5;0,0;8,34
2025/03/18 04:15:00;P;;8,5;0,0;8,34
2025/03/18 04:30:00;P;;8,5;0,0;8,35
2025/03/18 04:34:00;A;;8,7;;
2025/03/18 04:35:00;A;;;5,7;
2025/03/18 04:41:00;A;;;;8,08
2025/03/18 04:42:00;A;;;;8,30
2025/03/18 04:43:00;A;;;;8,50
2025/03/18 04:45:00;A;;8,7;6,3;8,70
2025/03/18 04:45:01;P;;;6,3;
2025/03/18 04:46:00;A;;;;8,41
2025/03/18 04:55:00;A;;;3,7;
2025/03/18 04:57:00;A;;;;8,20
2025/03/18 04:58:00;A;;;;8,56
2025/03/18 04:59:00;A;;;;8,35
2025/03/18 05:00:00;A;;8,7;7,2;8,41
2025/03/18 05:00:01;P;;;7,2;
2025/03/18 05:02:00;A;;;;8,06
2025/03/18 05:03:00;A;;;;8,39
2025/03/18 05:14:00;A;;;;8,07
2025/03/18 05:15:00;A;;8,7;9,4;8,42
2025/03/18 05:15:01;P;;;9,4;8,42
2025/03/18 05:25:00;A;;;11,3;
2025/03/18 05:30:00;A;;8,7;10,7;8,66
2025/03/18 05:30:01;P;;;10,7;8,66
2025/03/18 05:31:00;A;;;;8,46
2025/03/18 05:35:00;A;;;14,5;
2025/03/18 05:40:00;A;;;15,1;
2025/03/18 05:41:00;A;;;;8,23
2025/03/18 05:43:00;A;;;;8,48
2025/03/18 05:45:00;P;;8,7;14,8;8,46
2025/03/18 05:48:00;A;;9,0;;
2025/03/18 05:49:00;A;;8,7;;
2025/03/18 05:50:00;A;;8,4;18,3;
2025/03/18 05:52:00;A;;8,6;;
2025/03/18 05:53:00;A;;;;8,18
2025/03/18 05:54:00;A;;;;8,52
2025/03/18 05:55:00;A;;;21,8;
2025/03/18 06:00:00;P;;8,6;21,9;8,64
2025/03/18 06:03:00;A;;;;9,00
2025/03/18 06:04:00;A;;;;8,66
2025/03/18 06:05:00;A;;;29,4;8,40
2025/03/18 06:06:00;A;;;;8,64
2025/03/18 06:10:00;A;;;31,2;
2025/03/18 06:15:00;A;;8,7;35,5;8,71
2025/03/18 06:15:01;P;;;35,5;
2025/03/18 06:18:00;A;;;;9,11
2025/03/18 06:19:00;A;;;;8,81
2025/03/18 06:20:00;A;;;40,0;
2025/03/18 06:25:00;A;;;43,1;
2025/03/18 06:30:00;A;;8,5;45,5;8,86
2025/03/18 06:30:01;P;;;45,5;
2025/03/18 06:35:00;A;;8,2;47,7;
2025/03/18 06:40:00;A;;;49,6;
2025/03/18 06:43:00;A;;;;9,07
2025/03/18 06:45:00;P;;8,1;50,0;9,00
2025/03/18 06:47:00;A;;7,9;;
2025/03/18 06:48:00;A;;8,6;;8,80
2025/03/18 06:50:00;A;;;41,9;
2025/03/18 07:00:00;A;;8,6;43,6;8,88
2025/03/18 07:00:01;P;;;43,6;
2025/03/18 07:05:00;A;;;30,6;
2025/03/18 07:07:00;A;;;;8,59
2025/03/18 07:10:00;A;;;32,5;
2025/03/18 07:11:00;A;;;;8,80
2025/03/18 07:15:00;A;;8,6;30,9;8,71
2025/03/18 07:15:01;P;;;30,9;
2025/03/18 07:16:00;A;;;;9,04
2025/03/18 07:17:00;A;;;;8,73
2025/03/18 07:30:00;A;;8,7;30,0;9,07
2025/03/18 07:30:01;P;;;30,0;9,07
2025/03/18 07:31:00;A;;;;8,68
2025/03/18 07:35:00;A;;;31,5;
2025/03/18 07:40:00;A;;;29,8;
2025/03/18 07:41:00;A;;;;9,08
2025/03/18 07:42:00;A;;;;8,53
2025/03/18 07:44:00;A;;;;8,79
2025/03/18 07:45:00;P;;8,6;29,8;8,71
2025/03/18 07:50:00;A;;;;8,94
2025/03/18 07:51:00;A;;;;8,72
2025/03/18 07:55:00;A;;;28,4;
2025/03/18 08:00:00;A;;8,6;31,5;8,70
2025/03/18 08:00:01;P;;;31,5;
2025/03/18 08:05:00;A;;;37,6;
2025/03/18 08:10:00;A;;;41,5;
2025/03/18 08:15:00;A;;8,6;40,4;8,94
2025/03/18 08:15:01;P;;;40,4;8,94
2025/03/18 08:19:00;A;;;;8,66
2025/03/18 08:21:00;A;;;;8,87
2025/03/18 08:25:00;A;;;42,3;
2025/03/18 08:30:00;A;;8,7;39,9;8,86
2025/03/18 08:30:01;P;;;39,9;
2025/03/18 08:35:00;A;;;40,8;
2025/03/18 08:40:00;A;;;39,3;
2025/03/18 08:43:00;A;;;;9,13
2025/03/18 08:44:00;A;;;;8,78
2025/03/18 08:45:00;A;;8,7;36,5;8,79
2025/03/18 08:45:01;P;;;36,5;
2025/03/18 08:50:00;A;;;37,0;
2025/03/18 08:55:00;A;;;38,7;
2025/03/18 09:00:00;A;;8,6;33,9;8,70
2025/03/18 09:00:01;P;;;33,9;
2025/03/18 09:10:00;A;;;31,2;
2025/03/18 09:15:00;A;;8,6;31,9;8,74
2025/03/18 09:15:01;P;;;31,9;
2025/03/18 09:20:00;A;;;31,2;
2025/03/18 09:25:00;A;;;33,2;
2025/03/18 09:30:00;P;;8,5;33,5;8,76
2025/03/18 09:35:00;A;;;33,0;
2025/03/18 09:37:00;A;;;;8,54
2025/03/18 09:38:00;A;;;;8,82
2025/03/18 09:40:00;A;;;30,1;
2025/03/18 09:41:00;A;;;;8,51
2025/03/18 09:42:00;A;;;;8,72
2025/03/18 09:43:00;A;;;;8,24
2025/03/18 09:44:00;A;;;;8,77
2025/03/18 09:45:00;A;;8,6;28,8;8,70
2025/03/18 09:45:01;P;;;28,8;
2025/03/18 09:50:00;A;;;29,6;
2025/03/18 09:55:00;A;;;32,7;
2025/03/18 09:58:00;A;;;;8,46
2025/03/18 09:59:00;A;;;;8,87
2025/03/18 10:00:00;A;;8,7;28,9;8,69
2025/03/18 10:00:01;P;;;28,9;
2025/03/18 10:05:00;A;;;27,1;
2025/03/18 10:10:00;A;;;27,8;
2025/03/18 10:15:00;A;;8,6;28,5;8,72
2025/03/18 10:15:01;P;;;28,5;
2025/03/18 10:20:00;A;;;27,5;
2025/03/18 10:25:00;A;;;29,3;
2025/03/18 10:28:00;A;;;;8,49
2025/03/18 10:30:00;A;;8,6;27,7;8,70
2025/03/18 10:30:01;P;;;27,7;8,70
2025/03/18 10:35:00;A;;;26,7;
2025/03/18 10:38:00;A;;;;8,47
2025/03/18 10:39:00;A;;;;8,77
2025/03/18 10:40:00;A;;;28,8;
2025/03/18 10:45:00;A;;8,6;27,5;8,68
2025/03/18 10:45:01;P;;;27,5;
2025/03/18 10:48:00;A;;;;8,42
2025/03/18 10:49:00;A;;;;8,78
2025/03/18 10:54:00;A;;;;8,25
2025/03/18 10:55:00;A;;;26,7;8,68
2025/03/18 10:56:00;A;;;;8,94
2025/03/18 10:57:00;A;;;;8,52
2025/03/18 11:00:00;A;;8,6;27,9;8,71
2025/03/18 11:00:01;P;;;27,9;
2025/03/18 11:05:00;A;;;27,3;
2025/03/18 11:15:00;A;;8,6;26,7;8,65
2025/03/18 11:15:01;P;;;26,7;
2025/03/18 11:20:00;A;;;28,0;
2025/03/18 11:25:00;A;;;;9,02
2025/03/18 11:26:00;A;;;;8,69
2025/03/18 11:30:00;P;;8,7;27,6;8,57
2025/03/18 11:36:00;A;;;;8,26
2025/03/18 11:37:00;A;;;;9,06
2025/03/18 11:38:00;A;;;;8,68
2025/03/18 11:40:00;A;;;26,7;
2025/03/18 11:45:00;A;;8,6;28,2;8,70
2025/03/18 11:45:01;P;;;28,2;
2025/03/18 11:47:00;A;;;;8,43
2025/03/18 11:48:00;A;;;;8,69
2025/03/18 11:50:00;A;;;30,1;
2025/03/18 11:51:00;A;;;;8,91
2025/03/18 11:55:00;A;;;28,2;
2025/03/18 11:56:00;A;;;;8,68
2025/03/18 11:59:00;A;;;;9,07
2025/03/18 12:00:00;A;;8,6;24,7;8,66
2025/03/18 12:00:01;P;;;24,7;8,66
2025/03/18 12:02:00;A;;;;8,45
2025/03/18 12:03:00;A;;;;8,70
2025/03/18 12:10:00;A;;;29,0;
2025/03/18 12:11:00;A;;;;8,29
2025/03/18 12:12:00;A;;;;8,71
2025/03/18 12:15:00;P;;8,6;29,5;8,72
2025/03/18 12:19:00;A;;;;9,09
2025/03/18 12:20:00;A;;;30,3;8,73
2025/03/18 12:22:00;A;;;;8,31
2025/03/18 12:23:00;A;;;;8,74
2025/03/18 12:25:00;A;;;32,2;
2025/03/18 12:30:00;A;;8,7;28,7;8,71
2025/03/18 12:30:01;P;;;28,7;
2025/03/18 12:31:00;A;;;;8,91
2025/03/18 12:35:00;A;;;32,0;
2025/03/18 12:36:00;A;;;;8,30
2025/03/18 12:37:00;A;;;;8,69
2025/03/18 12:40:00;A;;;30,3;
2025/03/18 12:41:00;A;;;;8,43
2025/03/18 12:42:00;A;;;;8,72
2025/03/18 12:45:00;A;;8,6;28,3;8,79
2025/03/18 12:45:01;P;;;28,3;
2025/03/18 12:46:00;A;;;;8,44
2025/03/18 12:47:00;A;;;;8,85
2025/03/18 12:48:00;A;;;;8,52
2025/03/18 12:49:00;A;;;;8,72
2025/03/18 12:50:00;A;;;31,4;
2025/03/18 12:53:00;A;;;;8,40
2025/03/18 12:54:00;A;;;;8,75
2025/03/18 12:55:00;A;;;28,0;
2025/03/18 13:00:00;A;;8,6;30,3;8,74
2025/03/18 13:00:01;P;;;30,3;
2025/03/18 13:05:00;A;;;29,4;
2025/03/18 13:10:00;A;;;30,9;9,06
2025/03/18 13:11:00;A;;;;8,74
2025/03/18 13:15:00;A;;8,7;30,2;8,69
2025/03/18 13:15:01;P;;;30,2;
2025/03/18 13:20:00;A;;;31,8;
2025/03/18 13:25:00;A;;;35,2;
2025/03/18 13:30:00;A;;8,7;31,6;8,74
2025/03/18 13:30:01;P;;;31,6;
2025/03/18 13:35:00;A;;;33,0;8,37
2025/03/18 13:36:00;A;;;;8,75
2025/03/18 13:39:00;A;;;;8,96
2025/03/18 13:40:00;A;;;33,5;
2025/03/18 13:42:00;A;;;;8,76
2025/03/18 13:44:00;A;;;;9,02
2025/03/18 13:45:00;A;;8,6;32,0;8,80
2025/03/18 13:45:01;P;;;32,0;8,80
2025/03/18 13:47:00;A;;;;8,55
2025/03/18 13:51:00;A;;;;8,75
2025/03/18 13:55:00;A;;;30,9;
2025/03/18 14:00:00;P;;8,6;31,0;8,74
2025/03/18 14:05:00;A;;;30,1;
2025/03/18 14:10:00;A;;;27,4;
2025/03/18 14:15:00;A;;8,6;28,3;8,66
2025/03/18 14:15:01;P;;;28,3;
2025/03/18 14:20:00;A;;;29,4;
2025/03/18 14:23:00;A;;;;8,28
2025/03/18 14:24:00;A;;;;8,68
2025/03/18 14:25:00;A;;;27,4;
2025/03/18 14:30:00;A;;8,6;28,2;8,84
2025/03/18 14:30:01;P;;;28,2;
2025/03/18 14:32:00;A;;;;8,51
2025/03/18 14:33:00;A;;;;8,92
2025/03/18 14:34:00;A;;;;8,66
2025/03/18 14:35:00;A;;;23,5;
2025/03/18 14:40:00;A;;;26,8;
2025/03/18 14:45:00;A;;8,6;29,0;8,71
2025/03/18 14:45:01;P;;;29,0;
2025/03/18 14:47:00;A;;;;8,47
2025/03/18 14:48:00;A;;;;8,74
2025/03/18 14:50:00;A;;;27,6;
2025/03/18 14:57:00;A;;;;8,33
2025/03/18 14:58:00;A;;;;8,70
2025/03/18 15:00:00;A;;8,7;26,4;8,68
2025/03/18 15:00:01;P;;;26,4;
2025/03/18 15:02:00;A;;;;9,14
2025/03/18 15:03:00;A;;;;8,64
2025/03/18 15:05:00;A;;;24,7;
2025/03/18 15:06:00;A;;;;8,42
2025/03/18 15:07:00;A;;;;8,66
2025/03/18 15:10:00;A;;;27,2;
2025/03/18 15:14:00;A;;;;8,26
2025/03/18 15:15:00;A;;8,6;24,0;8,65
2025/03/18 15:15:01;P;;;24,0;8,65
2025/03/18 15:20:00;A;;;19,6;
2025/03/18 15:25:00;A;;;21,7;8,39
2025/03/18 15:27:00;A;;;;8,64
2025/03/18 15:27:12;A;;;22,5;
2025/03/18 15:28:26;A;;;22,0;
2025/03/18 15:30:00;A;;8,7;20,4;8,60
2025/03/18 15:30:01;P;;;20,4;
2025/03/18 15:35:00;A;;;25,2;
2025/03/18 15:36:00;A;;;;8,26
2025/03/18 15:38:00;A;;;;8,60
2025/03/18 15:40:00;A;;;21,4;
2025/03/18 15:44:00;A;;;;8,27
2025/03/18 15:45:00;A;;8,6;21,8;8,61
2025/03/18 15:45:01;P;;;;8,61
2025/03/18 15:54:00;A;;;;8,82
2025/03/18 15:55:00;A;;;21,3;
2025/03/18 15:56:00;A;;;;8,62
2025/03/18 15:57:00;A;;;;8,98
2025/03/18 15:58:00;A;;;;8,62
2025/03/18 16:00:00;A;;8,6;20,9;8,92
2025/03/18 16:00:01;P;;;;8,92
2025/03/18 16:01:00;A;;;;8,59
2025/03/18 16:10:00;A;;;18,9;
2025/03/18 16:15:00;A;;8,7;23,0;8,70
2025/03/18 16:15:01;P;;;23,0;
2025/03/18 16:20:00;A;;;25,8;
2025/03/18 16:25:00;A;;;24,5;
2025/03/18 16:30:00;A;;8,6;26,5;8,68
2025/03/18 16:30:01;P;;;26,5;
2025/03/18 16:34:00;A;;;;9,00
2025/03/18 16:35:00;A;;;24,3;
2025/03/18 16:36:00;A;;;;8,69
