Date-time;Type;Metadato grafico storico;POZ002 - Parma - Misura pressione rete (bar);POZ002 - Parma - Misura portata rete modbus (l/s);POZ002 - Parma - Misura livello falda (m)
2025/03/07 06:59:00;A;;;;9,03
2025/03/07 07:00:00;P;;8,7;43,2;9,03
2025/03/07 07:01:00;A;;9,0;;
2025/03/07 07:05:00;A;;;39,5;8,79
2025/03/07 07:08:00;A;;;;9,00
2025/03/07 07:09:00;A;;;;9,26
2025/03/07 07:10:00;A;;;;9,00
2025/03/07 07:15:00;P;;8,9;40,4;9,00
2025/03/07 07:24:00;A;;;;8,50
2025/03/07 07:25:00;A;;;;9,01
2025/03/07 07:30:00;P;;8,9;40,9;9,02
2025/03/07 07:35:00;A;;;;8,60
2025/03/07 07:36:00;A;;;;9,01
2025/03/07 07:45:00;P;;8,9;41,0;9,02
2025/03/07 07:52:00;A;;;;8,63
2025/03/07 07:53:00;A;;;;9,00
2025/03/07 08:00:00;P;;8,8;41,5;9,02
2025/03/07 08:15:00;P;;8,9;40,5;9,02
2025/03/07 08:16:00;A;;;;9,30
2025/03/07 08:17:00;A;;;;9,03
2025/03/07 08:25:00;A;;;;9,35
2025/03/07 08:26:00;A;;;;9,04
2025/03/07 08:30:00;P;;8,8;41,1;9,02
2025/03/07 08:45:00;P;;8,8;39,5;9,01
2025/03/07 08:46:00;A;;;;9,27
2025/03/07 08:47:00;A;;;;9,01
2025/03/07 08:49:00;A;;;;9,27
2025/03/07 08:50:00;A;;;;9,02
2025/03/07 08:58:00;A;;;;8,81
2025/03/07 09:00:00;P;;9,0;39,4;8,99
2025/03/07 09:02:00;A;;;;9,24
2025/03/07 09:03:00;A;;;;9,00
2025/03/07 09:15:00;P;;8,9;40,6;9,02
2025/03/07 09:27:00;A;;;;8,75
2025/03/07 09:29:00;A;;;;9,00
2025/03/07 09:30:00;P;;8,9;40,5;8,95
2025/03/07 09:45:00;P;;8,9;39,7;8,99
2025/03/07 09:56:00;A;;;;8,66
2025/03/07 09:57:00;A;;;;9,15
2025/03/07 09:59:00;A;;;;8,59
2025/03/07 10:00:00;A;;8,9;38,5;9,00
2025/03/07 10:00:01;P;;;;9,00
2025/03/07 10:01:00;A;;;;9,28
2025/03/07 10:02:00;A;;;;8,97
2025/03/07 10:09:00;A;;;;8,74
2025/03/07 10:10:00;A;;;;8,98
2025/03/07 10:15:00;P;;9,0;38,9;9,01
2025/03/07 10:30:00;P;;9,0;38,1;8,98
2025/03/07 10:41:00;A;;;;8,70
2025/03/07 10:42:00;A;;;;8,94
2025/03/07 10:45:00;P;;9,0;38,2;9,00
2025/03/07 10:51:00;A;;;;8,57
2025/03/07 10:52:00;A;;;;9,14
2025/03/07 11:00:00;P;;9,0;38,7;8,99
2025/03/07 11:05:00;A;;;;8,72
2025/03/07 11:06:00;A;;;;9,20
2025/03/07 11:07:00;A;;;;8,99
2025/03/07 11:12:00;A;;;;8,75
2025/03/07 11:13:00;A;;;;9,00
2025/03/07 11:15:00;P;;9,0;37,9;8,98
2025/03/07 11:30:00;P;;9,0;38,2;8,92
2025/03/07 11:43:00;A;;;;9,14
2025/03/07 11:45:00;A;;8,9;38,7;8,83
2025/03/07 11:45:01;P;;;;8,83
2025/03/07 11:49:00;A;;;;9,04
2025/03/07 11:54:00;A;;;;8,83
2025/03/07 12:00:00;P;;9,0;37,9;8,98
2025/03/07 12:02:00;A;;;;8,74
2025/03/07 12:03:00;A;;;;8,95
2025/03/07 12:11:00;A;;;;9,17
2025/03/07 12:15:00;A;;9,0;38,3;8,79
2025/03/07 12:15:01;P;;;;8,79
2025/03/07 12:16:00;A;;;;9,01
2025/03/07 12:30:00;P;;8,9;39,0;8,97
2025/03/07 12:45:00;P;;8,9;39,2;9,01
2025/03/07 12:53:00;A;;;;8,72
2025/03/07 12:54:00;A;;;;8,93
2025/03/07 13:00:00;P;;9,0;38,6;8,99
2025/03/07 13:01:00;A;;;;9,28
2025/03/07 13:02:00;A;;;;8,97
2025/03/07 13:03:00;A;;;;9,32
2025/03/07 13:05:00;A;;;;9,00
2025/03/07 13:06:00;A;;;;9,24
2025/03/07 13:07:00;A;;;;8,99
2025/03/07 13:11:00;A;;;;9,26
2025/03/07 13:12:00;A;;;;8,83
2025/03/07 13:14:00;A;;;;9,03
2025/03/07 13:15:00;P;;9,0;38,4;8,99
2025/03/07 13:17:00;A;;;;8,77
2025/03/07 13:18:00;A;;;;9,01
2025/03/07 13:24:00;A;;;;8,60
2025/03/07 13:25:00;A;;;;9,02
2025/03/07 13:30:00;P;;8,9;39,3;8,97
2025/03/07 13:45:00;P;;8,9;38,6;8,98
2025/03/07 13:56:00;A;;;;8,58
2025/03/07 13:57:00;A;;;;8,97
2025/03/07 14:00:00;P;;9,0;38,5;8,82
2025/03/07 14:14:00;A;;;;9,07
2025/03/07 14:15:00;P;;9,1;37,5;9,08
2025/03/07 14:24:00;A;;;;8,81
2025/03/07 14:30:00;P;;9,0;37,4;8,97
2025/03/07 14:40:00;A;;;;9,18
2025/03/07 14:43:00;A;;;;8,89
2025/03/07 14:45:00;P;;9,0;37,3;8,98
2025/03/07 14:48:00;A;;;;9,24
2025/03/07 14:49:00;A;;;;8,97
2025/03/07 14:58:00;A;;;;8,56
2025/03/07 15:00:00;A;;9,0;36,4;8,97
2025/03/07 15:00:01;P;;;;8,97
2025/03/07 15:15:00;P;;9,1;36,9;8,97
2025/03/07 15:16:00;A;;;;8,77
2025/03/07 15:18:00;A;;;;8,98
2025/03/07 15:30:00;P;;9,1;36,5;9,17
2025/03/07 15:34:00;A;;;;8,96
2025/03/07 15:45:00;P;;9,0;37,2;8,97
2025/03/07 15:51:00;A;;;;9,19
2025/03/07 15:52:00;A;;;;8,97
2025/03/07 16:00:00;P;;9,1;36,5;8,97
2025/03/07 16:15:00;P;;9,0;36,4;8,89
2025/03/07 16:21:00;A;;;;9,11
2025/03/07 16:22:00;A;;;;9,36
2025/03/07 16:23:00;A;;;;8,98
2025/03/07 16:30:00;P;;9,1;36,3;8,96
2025/03/07 16:36:00;A;;;;8,69
2025/03/07 16:37:00;A;;;;8,95
2025/03/07 16:45:00;P;;9,1;36,3;8,97
2025/03/07 16:47:00;A;;;;8,56
2025/03/07 16:48:00;A;;;;8,99
2025/03/07 16:57:00;A;;;;9,35
2025/03/07 16:58:00;A;;;;8,97
2025/03/07 17:00:00;P;;9,1;36,8;9,14
2025/03/07 17:05:00;A;;;;8,57
2025/03/07 17:06:00;A;;;;8,97
2025/03/07 17:13:00;A;;;;9,60
2025/03/07 17:14:00;A;;;;8,98
2025/03/07 17:15:00;P;;9,0;37,3;8,98
2025/03/07 17:30:00;P;;9,0;37,7;9,01
2025/03/07 17:45:00;P;;9,0;37,5;8,89
2025/03/07 18:00:00;P;;9,0;38,1;9,00
2025/03/07 18:06:00;A;;;;9,20
2025/03/07 18:07:00;A;;;;8,91
2025/03/07 18:15:00;P;;9,1;37,4;8,98
2025/03/07 18:30:00;P;;9,0;38,6;8,99
2025/03/07 18:32:00;A;;;;8,70
2025/03/07 18:33:00;A;;;;9,00
2025/03/07 18:36:00;A;;;;8,76
2025/03/07 18:37:00;A;;;;8,96
2025/03/07 18:45:00;P;;9,0;39,0;9,00
2025/03/07 18:51:00;A;;;;9,22
2025/03/07 18:52:00;A;;;;8,87
2025/03/07 18:57:00;A;;;;9,24
2025/03/07 18:58:00;A;;;;8,88
2025/03/07 19:00:00;A;;8,9;38,5;9,39
2025/03/07 19:00:01;P;;;;9,39
2025/03/07 19:01:00;A;;;;9,00
2025/03/07 19:09:00;A;;;;9,37
2025/03/07 19:10:00;A;;;;9,00
2025/03/07 19:15:00;P;;8,9;39,0;9,01
2025/03/07 19:30:00;P;;9,0;38,6;8,85
2025/03/07 19:31:00;A;;;;9,23
2025/03/07 19:32:00;A;;;;9,02
2025/03/07 19:45:00;P;;9,1;37,9;9,00
2025/03/07 20:00:00;P;;9,0;38,0;8,96
2025/03/07 20:15:00;P;;9,1;38,2;8,95
2025/03/07 20:18:00;A;;;;8,47
2025/03/07 20:19:00;A;;;;9,01
2025/03/07 20:24:00;A;;;;9,44
2025/03/07 20:25:00;A;;;;8,99
2025/03/07 20:30:00;P;;8,9;38,8;8,84
2025/03/07 20:33:00;A;;;;9,08
2025/03/07 20:37:00;A;;;;9,38
2025/03/07 20:38:00;A;;;;9,00
2025/03/07 20:39:00;A;;;;9,23
2025/03/07 20:41:00;A;;;;8,98
2025/03/07 20:45:00;A;;9,0;38,2;9,22
2025/03/07 20:45:01;P;;;;9,22
2025/03/07 20:46:00;A;;;;8,97
2025/03/07 20:47:00;A;;;;8,72
2025/03/07 20:48:00;A;;;;8,98
2025/03/07 21:00:00;P;;9,0;37,0;8,98
2025/03/07 21:01:00;A;;7,8;;8,58
2025/03/07 21:05:00;A;;;0,0;
2025/03/07 21:15:00;P;;8,0;0,0;8,58
2025/03/07 21:30:00;P;;8,0;0,0;8,57
2025/03/07 21:45:00;P;;7,9;0,0;8,57
2025/03/07 21:58:00;A;;8,2;;
2025/03/07 22:00:00;P;;8,0;0,0;8,57
2025/03/07 22:15:00;P;;8,1;0,0;8,57
2025/03/07 22:30:00;P;;8,1;0,0;8,57
2025/03/07 22:45:00;P;;8,1;0,0;8,57
2025/03/07 22:56:00;A;;8,3;;
2025/03/07 23:00:00;P;;8,2;0,0;8,57
2025/03/07 23:15:00;P;;8,2;0,0;8,56
2025/03/07 23:19:00;A;;8,4;;
2025/03/07 23:30:00;P;;8,4;0,0;8,56
2025/03/07 23:45:00;P;;8,4;0,0;8,56
2025/03/08 00:00:00;P;;8,5;0,0;8,56
2025/03/08 00:15:00;P;;8,5;0,0;8,55
2025/03/08 00:30:00;P;;8,5;0,0;8,57
2025/03/08 00:45:00;P;;8,5;0,0;8,57
2025/03/08 01:00:00;P;;8,6;0,0;8,56
2025/03/08 01:15:00;P;;8,6;0,0;8,56
2025/03/08 01:30:00;P;;8,6;0,0;8,59
2025/03/08 01:45:00;P;;8,6;0,0;8,55
2025/03/08 02:00:00;P;;8,6;0,0;8,56
2025/03/08 02:15:00;P;;8,7;0,0;8,55
2025/03/08 02:30:00;P;;8,6;0,0;8,55
2025/03/08 02:45:00;P;;8,7;0,0;8,56
2025/03/08 03:00:00;P;;8,6;0,0;8,54
2025/03/08 03:15:00;P;;8,6;0,0;8,55
2025/03/08 03:30:00;P;;8,6;0,0;8,56
2025/03/08 03:45:00;P;;8,6;0,0;8,56
2025/03/08 04:00:00;P;;8,7;0,0;8,55
2025/03/08 04:15:00;P;;8,6;0,0;8,55
2025/03/08 04:30:00;P;;8,6;0,0;8,56
2025/03/08 04:45:00;P;;8,6;0,0;8,55
2025/03/08 05:00:00;P;;8,6;0,0;8,55
2025/03/08 05:01:00;A;;9,1;;
2025/03/08 05:02:00;A;;;;8,82
2025/03/08 05:05:00;A;;;30,7;
2025/03/08 05:12:00;A;;;;9,06
2025/03/08 05:15:00;P;;9,1;32,0;8,87
2025/03/08 05:17:00;A;;;;8,46
2025/03/08 05:18:00;A;;;;8,83
2025/03/08 05:30:00;P;;9,2;31,1;8,86
2025/03/08 05:33:00;A;;;;9,11
2025/03/08 05:36:00;A;;;;8,86
2025/03/08 05:44:00;A;;;;8,58
2025/03/08 05:45:00;A;;9,1;30,9;8,88
2025/03/08 05:45:01;P;;;;8,88
2025/03/08 05:46:00;A;;;;8,55
2025/03/08 05:47:00;A;;;;8,87
2025/03/08 06:00:00;A;;9,2;30,8;8,65
2025/03/08 06:00:01;P;;;;8,65
2025/03/08 06:03:00;A;;;;8,85
2025/03/08 06:15:00;P;;9,1;29,7;8,87
2025/03/08 06:30:00;A;;9,2;35,9;9,03
2025/03/08 06:30:01;P;;;35,9;
2025/03/08 06:33:00;A;;;;8,58
2025/03/08 06:34:00;A;;;;8,95
2025/03/08 06:45:00;P;;9,0;37,8;8,98
2025/03/08 06:51:00;A;;;;8,70
2025/03/08 06:52:00;A;;;;9,16
2025/03/08 07:00:00;P;;9,0;37,9;8,99
2025/03/08 07:01:00;A;;;;9,21
2025/03/08 07:02:00;A;;;;8,98
2025/03/08 07:03:00;A;;;;8,71
2025/03/08 07:04:00;A;;;;9,05
2025/03/08 07:15:00;A;;9,1;37,7;8,76
2025/03/08 07:15:01;P;;;;8,76
2025/03/08 07:16:00;A;;;;9,01
2025/03/08 07:30:00;P;;8,9;38,4;8,98
2025/03/08 07:45:00;P;;9,0;38,7;8,99
2025/03/08 07:52:00;A;;;;9,32
2025/03/08 07:53:00;A;;;;9,00
2025/03/08 08:00:00;P;;8,8;39,9;9,01
2025/03/08 08:15:00;P;;8,9;40,3;9,02
2025/03/08 08:23:00;A;;;;9,25
2025/03/08 08:24:00;A;;;;8,76
2025/03/08 08:26:00;A;;;;9,03
2025/03/08 08:30:00;P;;8,8;41,5;9,00
2025/03/08 08:31:00;A;;;;8,62
2025/03/08 08:32:00;A;;;;9,02
2025/03/08 08:45:00;P;;8,9;41,0;9,03
2025/03/08 08:46:00;A;;;;8,77
2025/03/08 08:47:00;A;;;;9,07
2025/03/08 08:49:00;A;;;;9,63
2025/03/08 08:50:00;A;;8,7;;9,18
2025/03/08 08:51:00;A;;;;8,91
2025/03/08 09:00:00;P;;8,8;41,8;9,02
2025/03/08 09:06:00;A;;;;8,80
2025/03/08 09:07:00;A;;;;9,07
2025/03/08 09:10:00;A;;;;9,32
2025/03/08 09:11:00;A;;;;9,04
2025/03/08 09:13:00;A;;;;8,63
2025/03/08 09:14:00;A;;;;9,05
2025/03/08 09:15:00;P;;8,8;41,4;9,12
2025/03/08 09:29:00;A;;;;8,90
2025/03/08 09:30:00;P;;8,7;42,0;9,05
2025/03/08 09:37:00;A;;;;9,25
2025/03/08 09:38:00;A;;;;9,03
2025/03/08 09:44:00;A;;;;9,32
2025/03/08 09:45:00;A;;8,7;42,5;9,06
2025/03/08 09:45:01;P;;;;9,06
2025/03/08 09:59:00;A;;;;9,34
2025/03/08 10:00:00;A;;8,8;41,8;9,05
2025/03/08 10:00:01;P;;;;9,05
2025/03/08 10:07:00;A;;;;9,34
2025/03/08 10:08:00;A;;;;9,02
2025/03/08 10:15:00;P;;8,9;40,6;9,02
2025/03/08 10:18:00;A;;;;9,42
2025/03/08 10:19:00;A;;;;9,01
2025/03/08 10:23:00;A;;;;9,42
2025/03/08 10:24:00;A;;;;9,03
2025/03/08 10:30:00;P;;9,0;38,5;9,01
2025/03/08 10:34:00;A;;;;8,79
2025/03/08 10:35:00;A;;;;8,99
2025/03/08 10:45:00;P;;8,9;38,8;9,01
2025/03/08 11:00:00;P;;9,0;38,4;8,99
2025/03/08 11:01:00;A;;;;8,77
2025/03/08 11:02:00;A;;;;9,40
2025/03/08 11:03:00;A;;;;9,03
2025/03/08 11:15:00;P;;9,0;38,2;8,99
2025/03/08 11:30:00;P;;9,0;37,8;8,87
2025/03/08 11:42:00;A;;;;9,11
2025/03/08 11:45:00;P;;9,0;37,8;9,06
2025/03/08 11:48:00;A;;;;9,32
2025/03/08 11:49:00;A;;;;8,97
2025/03/08 11:50:00;A;;;;8,71
2025/03/08 11:51:00;A;;;;8,99
2025/03/08 12:00:00;A;;9,0;37,5;9,34
2025/03/08 12:00:01;P;;;;9,34
2025/03/08 12:01:00;A;;;;9,04
2025/03/08 12:07:00;A;;;;8,78
2025/03/08 12:08:00;A;;;;8,99
2025/03/08 12:13:00;A;;;;8,79
2025/03/08 12:14:00;A;;;;9,00
2025/03/08 12:15:00;P;;9,0;38,2;8,99
2025/03/08 12:28:00;A;;;;8,78
2025/03/08 12:29:00;A;;;;8,99
2025/03/08 12:30:00;P;;9,0;37,6;9,05
2025/03/08 12:45:00;P;;9,0;38,3;9,00
2025/03/08 13:00:00;P;;9,0;38,2;9,01
2025/03/08 13:11:00;A;;;;8,69
2025/03/08 13:12:00;A;;;;8,98
2025/03/08 13:15:00;P;;9,0;38,1;8,96
2025/03/08 13:30:00;P;;9,0;37,3;8,96
2025/03/08 13:31:00;A;;;;9,47
2025/03/08 13:32:00;A;;;;8,97
2025/03/08 13:34:00;A;;;;9,29
2025/03/08 13:35:00;A;;;;8,98
2025/03/08 13:40:00;A;;;;9,44
2025/03/08 13:41:00;A;;;;9,03
2025/03/08 13:45:00;P;;9,0;37,6;8,99
2025/03/08 13:57:00;A;;;;9,21
2025/03/08 13:58:00;A;;;;8,97
2025/03/08 13:59:00;A;;;;8,64
2025/03/08 14:00:00;A;;9,0;38,0;9,04
2025/03/08 14:00:01;P;;;;9,04
2025/03/08 14:01:00;A;;;;8,71
2025/03/08 14:03:00;A;;;;8,98
2025/03/08 14:10:00;A;;;;9,24
2025/03/08 14:11:00;A;;;;8,95
2025/03/08 14:15:00;P;;9,0;37,4;8,96
2025/03/08 14:30:00;P;;9,0;37,9;8,98
2025/03/08 14:35:00;A;;;;9,35
2025/03/08 14:36:00;A;;;;8,98
2025/03/08 14:45:00;P;;9,0;37,1;8,99
2025/03/08 14:54:00;A;;;;8,73
2025/03/08 14:55:00;A;;;;9,33
2025/03/08 14:56:00;A;;;;9,12
2025/03/08 14:57:00;A;;;;9,34
2025/03/08 14:58:00;A;;;;8,97
2025/03/08 15:00:00;P;;8,9;37,5;8,95
2025/03/08 15:04:00;A;;;;8,74
2025/03/08 15:05:00;A;;;;8,98
2025/03/08 15:07:00;A;;;;8,65
2025/03/08 15:08:00;A;;;;8,96
2025/03/08 15:15:00;P;;8,9;37,5;8,98
2025/03/08 15:17:00;A;;9,1;;
2025/03/08 15:22:00;A;;;;8,39
2025/03/08 15:23:00;A;;;;8,95
2025/03/08 15:30:00;A;;9,1;37,0;9,23
2025/03/08 15:30:01;P;;;;9,23
2025/03/08 15:31:00;A;;;;8,74
2025/03/08 15:34:00;A;;;;8,99
2025/03/08 15:45:00;P;;9,1;37,0;8,97
2025/03/08 16:00:00;P;;9,1;36,0;8,96
2025/03/08 16:15:00;P;;9,1;37,3;8,97
2025/03/08 16:22:00;A;;;;8,73
2025/03/08 16:24:00;A;;;;8,96
2025/03/08 16:30:00;P;;9,0;36,5;8,97
2025/03/08 16:45:00;P;;9,1;36,4;8,97
2025/03/08 16:51:00;A;;;;8,76
2025/03/08 16:54:00;A;;;;9,00
2025/03/08 16:57:00;A;;;;8,67
2025/03/08 16:58:00;A;;;;8,96
2025/03/08 17:00:00;P;;9,1;36,3;9,00
2025/03/08 17:15:00;P;;9,1;37,2;8,97
2025/03/08 17:16:00;A;;;;8,75
2025/03/08 17:17:00;A;;;;8,97
2025/03/08 17:23:00;A;;;;8,77
2025/03/08 17:24:00;A;;;;9,03
2025/03/08 17:30:00;P;;9,0;38,3;8,99
2025/03/08 17:45:00;P;;9,0;38,2;9,09
2025/03/08 18:00:00;P;;9,1;37,8;8,99
2025/03/08 18:03:00;A;;;;9,35
2025/03/08 18:04:00;A;;;;8,99
2025/03/08 18:05:00;A;;;;8,75
2025/03/08 18:06:00;A;;;;9,00
2025/03/08 18:15:00;P;;9,0;38,5;9,00
2025/03/08 18:30:00;P;;9,0;38,0;9,00
2025/03/08 18:33:00;A;;;;8,76
2025/03/08 18:34:00;A;;;;9,00
2025/03/08 18:39:00;A;;;;8,74
2025/03/08 18:40:00;A;;;;9,00
2025/03/08 18:42:00;A;;;;9,39
2025/03/08 18:43:00;A;;;;8,95
2025/03/08 18:45:00;P;;9,0;39,3;9,01
2025/03/08 18:48:00;A;;;;8,73
2025/03/08 18:49:00;A;;;;9,41
2025/03/08 18:50:00;A;;;;9,12
2025/03/08 19:00:00;P;;9,0;37,8;8,98
2025/03/08 19:03:00;A;;;;8,77
2025/03/08 19:04:00;A;;;;8,98
2025/03/08 19:15:00;P;;9,0;38,3;8,98
2025/03/08 19:30:00;P;;8,9;38,7;8,97
2025/03/08 19:44:00;A;;9,2;;
2025/03/08 19:45:00;P;;9,0;37,4;8,97
2025/03/08 19:48:00;A;;;;8,75
2025/03/08 19:49:00;A;;;;8,98
2025/03/08 20:00:00;P;;9,1;38,5;8,98
2025/03/08 20:13:00;A;;;;9,42
2025/03/08 20:14:00;A;;;;8,92
2025/03/08 20:15:00;P;;9,0;37,6;8,95
2025/03/08 20:30:00;P;;9,0;37,9;8,77
2025/03/08 20:33:00;A;;;;8,98
2025/03/08 20:45:00;P;;9,0;38,9;8,99
2025/03/08 20:48:00;A;;;;8,71
2025/03/08 20:49:00;A;;;;8,97
2025/03/08 21:00:00;P;;9,0;37,9;8,79
2025/03/08 21:01:00;A;;7,8;;8,58
2025/03/08 21:05:00;A;;;0,0;
2025/03/08 21:15:00;P;;7,9;0,0;8,55
2025/03/08 21:30:00;P;;7,9;0,0;8,56
2025/03/08 21:45:00;P;;7,9;0,0;8,57
2025/03/08 21:51:00;A;;8,2;;
2025/03/08 22:00:00;P;;8,2;0,0;8,57
2025/03/08 22:15:00;P;;8,2;0,0;8,56
2025/03/08 22:30:00;P;;8,2;0,0;8,56
2025/03/08 22:45:00;P;;8,3;0,0;8,55
2025/03/08 23:00:00;P;;8,2;0,0;8,56
2025/03/08 23:15:00;P;;8,3;0,0;8,56
2025/03/08 23:30:00;P;;8,3;0,0;8,56
2025/03/08 23:45:00;P;;8,4;0,0;8,55
2025/03/09 00:00:00;P;;8,4;0,0;8,54
2025/03/09 00:15:00;P;;8,5;0,0;8,54
2025/03/09 00:30:00;P;;8,5;0,0;8,55
2025/03/09 00:45:00;P;;8,5;0,0;8,54
2025/03/09 01:00:00;P;;8,6;0,0;8,54
2025/03/09 01:15:00;P;;8,6;0,0;8,55
2025/03/09 01:30:00;P;;8,6;0,0;8,54
2025/03/09 01:45:00;P;;8,7;0,0;8,55
2025/03/09 02:00:00;P;;8,7;0,0;8,54
2025/03/09 02:15:00;P;;8,6;0,0;8,55
2025/03/09 02:30:00;P;;8,6;0,0;8,55
2025/03/09 02:45:00;P;;8,7;0,0;8,53
2025/03/09 03:00:00;P;;8,6;0,0;8,54
2025/03/09 03:15:00;P;;8,7;0,0;8,54
2025/03/09 03:30:00;P;;8,7;0,0;8,53
2025/03/09 03:45:00;P;;8,6;0,0;8,54
2025/03/09 04:00:00;P;;8,6;0,0;8,53
2025/03/09 04:15:00;P;;8,6;0,0;8,54
2025/03/09 04:30:00;P;;8,6;0,0;8,54
2025/03/09 04:45:00;P;;8,6;0,0;8,54
2025/03/09 05:00:00;P;;8,6;0,0;8,53
2025/03/09 05:04:00;A;;9,0;;8,74
2025/03/09 05:05:00;A;;;28,1;
2025/03/09 05:11:00;A;;;;9,05
2025/03/09 05:15:00;A;;9,1;35,0;8,90
2025/03/09 05:15:01;P;;;35,0;
2025/03/09 05:30:00;P;;9,2;34,0;9,01
2025/03/09 05:40:00;A;;;;9,38
2025/03/09 05:41:00;A;;;;8,87
2025/03/09 05:45:00;P;;9,1;33,5;8,90
2025/03/09 06:00:00;P;;9,2;33,9;8,88
2025/03/09 06:02:00;A;;;;8,67
2025/03/09 06:04:00;A;;;;8,87
2025/03/09 06:05:00;A;;;30,7;
2025/03/09 06:11:00;A;;;;9,27
2025/03/09 06:12:00;A;;;;8,85
2025/03/09 06:13:00;A;;;;9,11
2025/03/09 06:14:00;A;;;;8,87
2025/03/09 06:15:00;P;;9,2;32,0;8,87
2025/03/09 06:17:00;A;;;;8,59
2025/03/09 06:18:00;A;;;;8,85
2025/03/09 06:30:00;P;;9,1;33,1;8,90
2025/03/09 06:35:00;A;;;36,3;
2025/03/09 06:45:00;P;;9,0;37,3;8,94
2025/03/09 06:54:00;A;;;;8,72
2025/03/09 06:56:00;A;;;;8,97
2025/03/09 07:00:00;P;;9,1;37,2;8,95
2025/03/09 07:01:00;A;;;;9,23
2025/03/09 07:02:00;A;;;;8,88
2025/03/09 07:15:00;P;;9,1;37,2;8,78
2025/03/09 07:21:00;A;;;;9,00
2025/03/09 07:30:00;A;;9,0;37,2;8,80
2025/03/09 07:30:01;P;;;;8,80
2025/03/09 07:45:00;P;;9,1;37,3;8,95
2025/03/09 08:00:00;P;;8,9;38,5;8,97
2025/03/09 08:15:00;P;;9,0;39,0;8,97
2025/03/09 08:30:00;A;;8,9;40,6;8,73
2025/03/09 08:30:01;P;;;;8,73
2025/03/09 08:31:00;A;;;;8,98
2025/03/09 08:33:00;A;;;;9,19
2025/03/09 08:35:00;A;;;;8,93
2025/03/09 08:45:00;P;;8,8;41,5;9,09
2025/03/09 09:00:00;P;;8,8;41,7;9,01
2025/03/09 09:08:00;A;;;;9,24
2025/03/09 09:09:00;A;;;;9,03
2025/03/09 09:15:00;A;;8,7;42,2;8,79
2025/03/09 09:15:01;P;;;;8,79
2025/03/09 09:16:00;A;;;;9,01
2025/03/09 09:20:00;A;;;;8,81
2025/03/09 09:24:00;A;;;;9,05
2025/03/09 09:30:00;P;;8,7;43,0;9,03
2025/03/09 09:45:00;P;;8,7;42,3;9,03
2025/03/09 10:00:00;P;;8,8;41,7;8,87
2025/03/09 10:06:00;A;;;;9,22
2025/03/09 10:14:00;A;;;;8,86
2025/03/09 10:15:00;A;;8,8;41,3;9,09
2025/03/09 10:15:01;P;;;;9,09
2025/03/09 10:17:00;A;;;;8,77
2025/03/09 10:18:00;A;;;;9,03
2025/03/09 10:30:00;P;;8,8;40,8;8,99
2025/03/09 10:45:00;P;;8,9;40,1;8,99
2025/03/09 11:00:00;P;;9,0;39,1;8,99
2025/03/09 11:15:00;P;;8,9;39,2;8,99
2025/03/09 11:20:00;A;;;;9,39
2025/03/09 11:21:00;A;;;;8,98
2025/03/09 11:29:00;A;;;;9,22
2025/03/09 11:30:00;A;;9,0;39,0;8,98
2025/03/09 11:30:01;P;;;;8,98
2025/03/09 11:45:00;P;;9,0;38,3;9,10
2025/03/09 12:00:00;P;;9,0;38,7;9,20
2025/03/09 12:01:00;A;;;;8,98
2025/03/09 12:07:00;A;;;;9,39
2025/03/09 12:08:00;A;;;;8,97
2025/03/09 12:14:00;A;;;;9,30
2025/03/09 12:15:00;A;;9,0;38,6;8,99
2025/03/09 12:15:01;P;;;;8,99
2025/03/09 12:29:00;A;;;;8,61
2025/03/09 12:30:00;A;;9,0;38,6;8,98
2025/03/09 12:30:01;P;;;;8,98
2025/03/09 12:36:00;A;;;;8,75
2025/03/09 12:37:00;A;;;;9,04
2025/03/09 12:45:00;P;;9,0;38,9;8,98
2025/03/09 12:54:00;A;;;;9,24
2025/03/09 12:55:00;A;;;;8,99
2025/03/09 13:00:00;P;;9,1;37,7;8,97
2025/03/09 13:04:00;A;;;;9,26
2025/03/09 13:05:00;A;;;;8,81
2025/03/09 13:15:00;P;;9,0;37,7;8,96
2025/03/09 13:22:00;A;;;;8,48
2025/03/09 13:23:00;A;;;;8,97
2025/03/09 13:30:00;P;;9,0;38,3;8,97
2025/03/09 13:45:00;P;;8,9;37,5;8,94
2025/03/09 14:00:00;P;;9,1;37,4;8,98
2025/03/09 14:15:00;A;;9,1;37,3;9,29
2025/03/09 14:15:01;P;;;;9,29
2025/03/09 14:16:00;A;;;;8,95
2025/03/09 14:30:00;P;;9,1;37,1;8,94
2025/03/09 14:40:00;A;;;;8,63
2025/03/09 14:41:00;A;;;;8,96
2025/03/09 14:44:00;A;;;;8,72
2025/03/09 14:45:00;A;;9,0;37,9;8,96
2025/03/09 14:45:01;P;;;;8,96
2025/03/09 15:00:00;P;;9,0;36,9;8,96
2025/03/09 15:04:00;A;;;;8,73
2025/03/09 15:05:00;A;;;;8,94
2025/03/09 15:07:00;A;;;;8,72
2025/03/09 15:08:00;A;;;;8,94
2025/03/09 15:11:00;A;;;;9,36
2025/03/09 15:12:00;A;;;;8,96
2025/03/09 15:15:00;P;;9,0;36,8;8,95
2025/03/09 15:23:00;A;;;;8,66
2025/03/09 15:24:00;A;;;;8,94
2025/03/09 15:30:00;P;;9,1;36,7;8,93
2025/03/09 15:42:00;A;;;;9,16
