Date-time;Type;Metadato grafico storico;POZ005 - Battisti - Misura pressione rete (bar);POZ005 - Battisti - Misura portata rete modbus (l/s);POZ005 - Battisti - Misura livello falda (m)
2025/03/05 17:22:00;A;;;;11,28
2025/03/05 17:24:00;A;;;;11,89
2025/03/05 17:25:00;A;;;51,8;11,56
2025/03/05 17:26:00;A;;;;11,26
2025/03/05 17:28:00;A;;;;11,70
2025/03/05 17:29:00;A;;;;11,43
2025/03/05 17:30:00;A;;8,6;58,7;10,11
2025/03/05 17:30:01;P;;;58,7;10,11
2025/03/05 17:31:00;A;;;;11,46
2025/03/05 17:32:00;A;;;;10,75
2025/03/05 17:33:00;A;;;;11,56
2025/03/05 17:40:00;A;;;55,3;
2025/03/05 17:45:00;A;;8,7;60,2;11,39
2025/03/05 17:45:01;P;;;60,2;
2025/03/05 17:48:00;A;;;;12,37
2025/03/05 17:49:00;A;;;;11,50
2025/03/05 17:50:00;A;;;63,3;
2025/03/05 18:00:00;P;;8,7;62,8;11,57
2025/03/05 18:15:00;P;;8,7;63,1;11,57
2025/03/05 18:30:00;A;;8,7;66,5;11,62
2025/03/05 18:30:01;P;;;66,5;
2025/03/05 18:40:00;A;;;;11,27
2025/03/05 18:41:00;A;;8,5;;11,51
2025/03/05 18:45:00;A;;8,7;68,2;11,58
2025/03/05 18:45:01;P;;8,7;;
2025/03/05 18:57:00;A;;8,5;;
2025/03/05 19:00:00;P;;8,5;68,8;11,71
2025/03/05 19:15:00;P;;8,5;69,8;11,66
2025/03/05 19:24:00;A;;;;11,40
2025/03/05 19:25:00;A;;;;11,66
2025/03/05 19:30:00;P;;8,7;69,3;11,68
2025/03/05 19:33:00;A;;;;10,72
2025/03/05 19:34:00;A;;;;11,64
2025/03/05 19:40:00;A;;;;10,81
2025/03/05 19:41:00;A;;;;11,67
2025/03/05 19:42:00;A;;;;12,13
2025/03/05 19:43:00;A;;;;11,62
2025/03/05 19:45:00;P;;8,6;69,2;11,60
2025/03/05 20:00:00;P;;8,7;71,2;11,76
2025/03/05 20:11:00;A;;;;11,51
2025/03/05 20:14:00;A;;;;11,74
2025/03/05 20:15:00;P;;8,5;71,4;11,63
2025/03/05 20:17:00;A;;;;11,91
2025/03/05 20:19:00;A;;;;11,66
2025/03/05 20:30:00;P;;8,6;70,5;11,67
2025/03/05 20:36:00;A;;;;11,25
2025/03/05 20:37:00;A;;;;11,76
2025/03/05 20:45:00;P;;8,5;70,0;11,74
2025/03/05 20:53:00;A;;8,7;;
2025/03/05 21:00:00;A;;8,8;64,6;10,97
2025/03/05 21:00:01;P;;;64,6;10,97
2025/03/05 21:01:00;A;;7,7;;
2025/03/05 21:05:00;A;;;0,0;
2025/03/05 21:15:00;P;;7,8;0,0;10,78
2025/03/05 21:30:00;P;;7,9;0,0;10,78
2025/03/05 21:45:00;P;;7,8;0,0;10,77
2025/03/05 22:00:00;P;;8,0;0,0;10,77
2025/03/05 22:15:00;P;;8,1;0,0;10,78
2025/03/05 22:30:00;P;;8,0;0,0;10,77
2025/03/05 22:45:00;P;;8,2;0,0;10,78
2025/03/05 23:00:00;P;;8,3;0,0;10,77
2025/03/05 23:15:00;P;;8,3;0,0;10,77
2025/03/05 23:30:00;P;;8,3;0,0;10,77
2025/03/05 23:45:00;P;;8,4;0,0;10,77
2025/03/06 00:00:00;P;;8,5;0,0;10,76
2025/03/06 00:15:00;P;;8,5;0,0;10,77
2025/03/06 00:30:00;P;;8,5;0,0;10,77
2025/03/06 00:45:00;P;;8,6;0,0;10,77
2025/03/06 01:00:00;P;;8,6;0,0;10,77
2025/03/06 01:15:00;P;;8,6;0,0;10,77
2025/03/06 01:30:00;P;;8,6;0,0;10,76
2025/03/06 01:45:00;P;;8,6;0,0;10,76
2025/03/06 02:00:00;P;;8,6;0,0;10,77
2025/03/06 02:15:00;P;;8,6;0,0;10,77
2025/03/06 02:30:00;P;;8,7;0,0;10,76
2025/03/06 02:45:00;P;;8,6;0,0;10,76
2025/03/06 03:00:00;P;;8,7;0,0;10,76
2025/03/06 03:15:00;P;;8,7;0,0;10,76
2025/03/06 03:30:00;P;;8,6;0,0;10,76
2025/03/06 03:45:00;P;;8,6;0,0;10,76
2025/03/06 04:00:00;P;;8,7;0,0;10,76
2025/03/06 04:15:00;P;;8,6;0,0;10,76
2025/03/06 04:30:00;P;;8,6;0,0;10,75
2025/03/06 04:45:00;P;;8,5;0,0;10,76
2025/03/06 05:00:00;P;;8,5;0,0;10,76
2025/03/06 05:01:00;A;;8,7;;
2025/03/06 05:15:00;P;;8,7;0,0;10,76
2025/03/06 05:30:00;P;;8,7;0,0;10,76
2025/03/06 05:45:00;P;;8,6;0,0;10,76
2025/03/06 06:00:00;P;;8,6;0,0;10,76
2025/03/06 06:15:00;P;;8,6;0,0;10,76
2025/03/06 06:30:00;P;;8,5;0,0;10,76
2025/03/06 06:37:00;A;;8,2;;
2025/03/06 06:45:00;P;;8,3;0,0;10,76
2025/03/06 06:55:00;A;;8,0;;
2025/03/06 07:00:00;P;;8,0;0,0;10,76
2025/03/06 07:01:00;A;;8,7;;11,41
2025/03/06 07:04:00;A;;;;10,02
2025/03/06 07:05:00;A;;;64,2;11,60
2025/03/06 07:09:00;A;;;;12,04
2025/03/06 07:10:00;A;;;69,9;11,56
2025/03/06 07:11:00;A;;;;11,06
2025/03/06 07:12:00;A;;;;11,71
2025/03/06 07:15:00;P;;8,5;71,2;11,70
2025/03/06 07:23:00;A;;;;11,23
2025/03/06 07:24:00;A;;;;11,62
2025/03/06 07:30:00;P;;8,6;70,5;11,74
2025/03/06 07:33:00;A;;;;11,50
2025/03/06 07:34:00;A;;;;10,91
2025/03/06 07:35:00;A;;;;11,86
2025/03/06 07:38:00;A;;;;13,27
2025/03/06 07:39:00;A;;;;11,71
2025/03/06 07:42:00;A;;;;11,23
2025/03/06 07:43:00;A;;;;11,73
2025/03/06 07:45:00;P;;8,5;71,2;11,75
2025/03/06 08:00:00;P;;8,6;71,9;11,71
2025/03/06 08:06:00;A;;;;12,44
2025/03/06 08:07:00;A;;;;11,65
2025/03/06 08:15:00;A;;8,5;68,7;11,62
2025/03/06 08:15:01;P;;;68,7;
2025/03/06 08:30:00;P;;8,6;70,0;11,74
2025/03/06 08:32:00;A;;;;12,18
2025/03/06 08:33:00;A;;;;11,64
2025/03/06 08:36:00;A;;;;11,87
2025/03/06 08:38:00;A;;8,3;;11,56
2025/03/06 08:39:00;A;;8,7;;11,81
2025/03/06 08:43:00;A;;;;11,57
2025/03/06 08:44:00;A;;;;11,81
2025/03/06 08:45:00;P;;8,6;70,0;11,71
2025/03/06 09:00:00;P;;8,6;69,7;11,64
2025/03/06 09:02:00;A;;;;12,55
2025/03/06 09:03:00;A;;;;11,63
2025/03/06 09:15:00;P;;8,6;71,3;11,75
2025/03/06 09:25:00;A;;;67,0;
2025/03/06 09:26:00;A;;;;12,31
2025/03/06 09:27:00;A;;;;11,74
2025/03/06 09:30:00;P;;8,6;68,1;11,66
2025/03/06 09:37:00;A;;;;11,91
2025/03/06 09:39:00;A;;;;11,66
2025/03/06 09:42:00;A;;;;12,11
2025/03/06 09:43:00;A;;;;11,57
2025/03/06 09:45:00;P;;8,5;70,7;11,63
2025/03/06 09:49:00;A;;;;11,43
2025/03/06 09:50:00;A;;;63,7;11,66
2025/03/06 09:55:00;A;;;60,1;
2025/03/06 09:59:00;A;;;;11,46
2025/03/06 10:00:00;A;;8,6;61,2;12,06
2025/03/06 10:00:01;P;;;;12,06
2025/03/06 10:01:00;A;;;;11,59
2025/03/06 10:07:00;A;;;;11,79
2025/03/06 10:10:00;A;;;65,3;
2025/03/06 10:11:00;A;;;;11,57
2025/03/06 10:15:00;P;;8,7;65,9;11,56
2025/03/06 10:22:00;A;;;;12,02
2025/03/06 10:23:00;A;;;;11,53
2025/03/06 10:25:00;A;;;60,4;
2025/03/06 10:29:00;A;;;;9,95
2025/03/06 10:30:00;A;;8,7;68,4;11,68
2025/03/06 10:30:01;P;;;68,4;11,68
2025/03/06 10:35:00;A;;;57,5;
2025/03/06 10:38:00;A;;;;11,46
2025/03/06 10:45:00;A;;8,6;54,3;11,52
2025/03/06 10:45:01;P;;;54,3;
2025/03/06 10:46:00;A;;;;10,42
2025/03/06 10:48:00;A;;;;10,20
2025/03/06 10:49:00;A;;;;10,59
2025/03/06 10:50:00;A;;;;11,42
2025/03/06 10:53:00;A;;;;11,70
2025/03/06 10:54:00;A;;;;11,39
2025/03/06 10:59:00;A;;;;11,18
2025/03/06 11:00:00;P;;8,7;52,7;11,34
2025/03/06 11:01:00;A;;;;11,88
2025/03/06 11:02:00;A;;;;11,42
2025/03/06 11:11:00;A;;;;11,83
2025/03/06 11:13:00;A;;;;11,22
2025/03/06 11:15:00;P;;8,7;52,7;11,19
2025/03/06 11:18:00;A;;;;11,46
2025/03/06 11:21:00;A;;;;10,37
2025/03/06 11:22:00;A;;;;11,47
2025/03/06 11:25:00;A;;;59,1;
2025/03/06 11:30:00;A;;8,7;51,9;12,06
2025/03/06 11:30:01;P;;;51,9;12,06
2025/03/06 11:31:00;A;;;;11,34
2025/03/06 11:34:00;A;;;;12,36
2025/03/06 11:35:00;A;;;;11,35
2025/03/06 11:40:00;A;;;56,4;12,00
2025/03/06 11:41:00;A;;;;11,30
2025/03/06 11:42:00;A;;;;11,51
2025/03/06 11:45:00;P;;8,6;58,2;11,53
2025/03/06 11:53:00;A;;;;10,36
2025/03/06 11:54:00;A;;;;11,52
2025/03/06 11:55:00;A;;;;11,26
2025/03/06 11:56:00;A;;;;11,79
2025/03/06 11:57:00;A;;;;11,52
2025/03/06 12:00:00;P;;8,5;59,6;11,52
2025/03/06 12:01:00;A;;8,7;;
2025/03/06 12:06:00;A;;;;11,32
2025/03/06 12:13:00;A;;;;11,53
2025/03/06 12:15:00;A;;8,7;65,2;11,56
2025/03/06 12:15:01;P;;;65,2;
2025/03/06 12:29:00;A;;;;12,96
2025/03/06 12:30:00;A;;8,7;66,0;11,62
2025/03/06 12:30:01;P;;;;11,62
2025/03/06 12:37:00;A;;;;13,55
2025/03/06 12:38:00;A;;;;11,58
2025/03/06 12:40:00;A;;;60,1;
2025/03/06 12:42:00;A;;;;10,92
2025/03/06 12:43:00;A;;;;11,88
2025/03/06 12:44:00;A;;;;11,62
2025/03/06 12:45:00;A;;8,6;65,0;11,45
2025/03/06 12:45:01;P;;;65,0;
2025/03/06 12:50:00;A;;;68,5;11,73
2025/03/06 12:55:00;A;;;61,8;
2025/03/06 12:57:00;A;;;;11,48
2025/03/06 13:00:00;A;;8,7;66,4;11,65
2025/03/06 13:00:01;P;;;66,4;
2025/03/06 13:07:00;A;;;;11,37
2025/03/06 13:09:00;A;;;;11,70
2025/03/06 13:14:00;A;;;;11,40
2025/03/06 13:15:00;A;;8,6;62,4;11,62
2025/03/06 13:15:01;P;;;62,4;11,62
2025/03/06 13:30:00;A;;8,6;65,4;13,12
2025/03/06 13:30:01;P;;;;13,12
2025/03/06 13:31:00;A;;;;11,70
2025/03/06 13:35:00;A;;;68,9;
2025/03/06 13:40:00;A;;;63,3;
2025/03/06 13:45:00;A;;8,6;68,3;11,63
2025/03/06 13:45:01;P;;;68,3;
2025/03/06 13:51:00;A;;;;12,41
2025/03/06 13:52:00;A;;;;11,64
2025/03/06 13:53:00;A;;;;11,99
2025/03/06 13:54:00;A;;;;11,57
2025/03/06 13:55:00;A;;;64,3;
2025/03/06 13:58:00;A;;;;11,95
2025/03/06 13:59:00;A;;;;11,56
2025/03/06 14:00:00;A;;8,6;65,1;12,03
2025/03/06 14:00:01;P;;;;12,03
2025/03/06 14:01:00;A;;;;10,33
2025/03/06 14:02:00;A;;;;11,47
2025/03/06 14:05:00;A;;;61,8;
2025/03/06 14:10:00;A;;;64,8;11,99
2025/03/06 14:11:00;A;;;;11,53
2025/03/06 14:13:00;A;;;;12,29
2025/03/06 14:14:00;A;;;;11,64
2025/03/06 14:15:00;P;;8,7;62,8;11,60
2025/03/06 14:20:00;A;;;66,8;
2025/03/06 14:26:00;A;;;;11,18
2025/03/06 14:27:00;A;;;;11,63
2025/03/06 14:30:00;A;;8,7;62,3;11,67
2025/03/06 14:30:01;P;;;62,3;
2025/03/06 14:34:00;A;;;;11,46
2025/03/06 14:35:00;A;;;54,1;11,67
2025/03/06 14:36:00;A;;;;11,29
2025/03/06 14:39:00;A;;;;11,89
2025/03/06 14:40:00;A;;;50,3;11,25
2025/03/06 14:44:00;A;;;;11,46
2025/03/06 14:45:00;A;;8,7;48,2;12,17
2025/03/06 14:45:01;P;;;;12,17
2025/03/06 14:46:00;A;;;;11,47
2025/03/06 14:47:00;A;;;;11,18
2025/03/06 14:51:00;A;;;;11,40
2025/03/06 14:55:00;A;;;;11,12
2025/03/06 14:57:00;A;;;;11,37
2025/03/06 15:00:00;P;;8,7;46,9;11,38
2025/03/06 15:01:00;A;;;;11,14
2025/03/06 15:02:00;A;;;;10,72
2025/03/06 15:04:00;A;;;;11,23
2025/03/06 15:07:00;A;;;;10,59
2025/03/06 15:08:00;A;;;;11,34
2025/03/06 15:15:00;P;;8,7;44,6;11,32
2025/03/06 15:30:00;P;;8,6;43,2;11,20
2025/03/06 15:38:00;A;;;;11,41
2025/03/06 15:40:00;A;;;48,1;
2025/03/06 15:45:00;P;;8,7;49,0;11,27
2025/03/06 15:47:00;A;;;;12,26
2025/03/06 15:48:00;A;;;;11,35
2025/03/06 15:50:00;A;;;45,1;12,12
2025/03/06 15:51:00;A;;;;11,27
2025/03/06 15:58:00;A;;;;10,99
2025/03/06 15:59:00;A;;;;11,28
2025/03/06 16:00:00;P;;8,6;45,8;11,25
2025/03/06 16:02:00;A;;;;11,72
2025/03/06 16:03:00;A;;;;11,40
2025/03/06 16:09:00;A;;;;11,17
2025/03/06 16:10:00;A;;;52,7;11,54
2025/03/06 16:15:00;P;;8,7;51,6;11,47
2025/03/06 16:17:00;A;;;;11,26
2025/03/06 16:19:00;A;;;;11,58
2025/03/06 16:20:00;A;;;56,0;
2025/03/06 16:22:00;A;;;;11,34
2025/03/06 16:24:00;A;;;;11,62
2025/03/06 16:27:00;A;;;;11,38
2025/03/06 16:30:00;P;;8,7;58,5;11,42
2025/03/06 16:35:00;A;;;46,0;
2025/03/06 16:38:00;A;;;;11,18
2025/03/06 16:39:00;A;;;;11,56
2025/03/06 16:40:00;A;;;;11,33
2025/03/06 16:45:00;P;;8,6;47,6;11,26
2025/03/06 16:46:00;A;;;;10,90
2025/03/06 16:47:00;A;;;;11,46
2025/03/06 16:48:00;A;;;;10,87
2025/03/06 16:49:00;A;;;;12,72
2025/03/06 16:50:00;A;;;;11,32
2025/03/06 17:00:00;A;;8,6;51,8;11,46
2025/03/06 17:00:01;P;;;51,8;
2025/03/06 17:01:00;A;;;;11,70
2025/03/06 17:02:00;A;;;;10,35
2025/03/06 17:03:00;A;;;;11,25
2025/03/06 17:06:00;A;;;;11,74
2025/03/06 17:07:00;A;;;;11,38
2025/03/06 17:15:00;P;;8,7;51,6;11,49
2025/03/06 17:16:00;A;;;;11,28
2025/03/06 17:24:00;A;;;;10,91
2025/03/06 17:25:00;A;;;;11,39
2025/03/06 17:27:00;A;;;;10,08
2025/03/06 17:28:00;A;;;;11,27
2025/03/06 17:30:00;A;;8,7;55,8;11,43
2025/03/06 17:30:01;P;;;55,8;
2025/03/06 17:33:00;A;;;;11,14
2025/03/06 17:34:00;A;;;;11,36
2025/03/06 17:36:00;A;;;;11,59
2025/03/06 17:40:00;A;;;59,5;
2025/03/06 17:41:00;A;;;;10,31
2025/03/06 17:42:00;A;;;;11,43
2025/03/06 17:45:00;P;;8,5;57,9;11,31
2025/03/06 17:46:00;A;;;;11,58
2025/03/06 17:55:00;A;;;61,1;
2025/03/06 17:57:00;A;;;;13,52
2025/03/06 17:58:00;A;;;;11,50
2025/03/06 18:00:00;A;;8,7;68,5;11,58
2025/03/06 18:00:01;P;;;68,5;
2025/03/06 18:01:00;A;;;;11,88
2025/03/06 18:02:00;A;;;;11,64
2025/03/06 18:15:00;P;;8,7;66,9;11,59
2025/03/06 18:23:00;A;;;;11,80
2025/03/06 18:30:00;A;;8,5;70,2;11,73
2025/03/06 18:30:01;P;;;70,2;
2025/03/06 18:36:00;A;;;;9,77
2025/03/06 18:37:00;A;;;;11,58
2025/03/06 18:42:00;A;;;;10,84
2025/03/06 18:43:00;A;;;;12,48
2025/03/06 18:44:00;A;;;;11,67
2025/03/06 18:45:00;P;;8,6;68,8;11,73
2025/03/06 18:57:00;A;;;;11,39
2025/03/06 19:00:00;A;;8,6;69,8;11,66
2025/03/06 19:00:01;P;;;;11,66
2025/03/06 19:01:00;A;;;;10,44
2025/03/06 19:02:00;A;;;;11,89
2025/03/06 19:04:00;A;;;;11,65
2025/03/06 19:15:00;P;;8,6;69,5;11,66
2025/03/06 19:27:00;A;;;;11,93
2025/03/06 19:28:00;A;;;;11,60
2025/03/06 19:30:00;P;;8,7;69,1;11,64
2025/03/06 19:33:00;A;;;;12,14
2025/03/06 19:34:00;A;;;;11,62
2025/03/06 19:45:00;P;;8,6;67,8;11,57
2025/03/06 19:48:00;A;;;;11,20
2025/03/06 19:49:00;A;;;;11,62
2025/03/06 19:50:00;A;;;71,8;
2025/03/06 19:55:00;A;;;67,6;
2025/03/06 20:00:00;A;;8,6;72,5;11,72
2025/03/06 20:00:01;P;;;72,5;
2025/03/06 20:15:00;P;;8,5;70,2;11,66
2025/03/06 20:16:00;A;;;;12,32
2025/03/06 20:17:00;A;;;;11,67
2025/03/06 20:19:00;A;;;;12,23
2025/03/06 20:20:00;A;;;;11,69
2025/03/06 20:27:00;A;;8,7;;
2025/03/06 20:30:00;A;;8,5;70,4;11,79
2025/03/06 20:30:01;P;;8,5;;
2025/03/06 20:32:00;A;;;;12,06
2025/03/06 20:33:00;A;;;;11,61
2025/03/06 20:34:00;A;;8,7;;12,23
2025/03/06 20:35:00;A;;;;11,69
2025/03/06 20:38:00;A;;8,5;;
2025/03/06 20:41:00;A;;;;12,02
2025/03/06 20:42:00;A;;;;11,68
2025/03/06 20:45:00;P;;8,6;69,8;11,69
2025/03/06 20:55:00;A;;;;9,96
2025/03/06 20:56:00;A;;;;11,67
2025/03/06 20:59:00;A;;;;11,45
2025/03/06 21:00:00;A;;8,7;65,9;11,69
2025/03/06 21:00:01;P;;;65,9;11,69
2025/03/06 21:01:00;A;;7,8;;10,81
2025/03/06 21:05:00;A;;;0,0;
2025/03/06 21:15:00;P;;7,9;0,0;10,79
2025/03/06 21:30:00;P;;7,9;0,0;10,78
2025/03/06 21:45:00;P;;7,8;0,0;10,78
2025/03/06 22:00:00;P;;7,9;0,0;10,78
2025/03/06 22:09:00;A;;8,1;;
2025/03/06 22:15:00;P;;8,1;0,0;10,78
2025/03/06 22:30:00;P;;8,2;0,0;10,78
2025/03/06 22:45:00;P;;8,2;0,0;10,78
2025/03/06 23:00:00;P;;8,3;0,0;10,77
2025/03/06 23:15:00;P;;8,3;0,0;10,77
2025/03/06 23:30:00;P;;8,3;0,0;10,77
2025/03/06 23:45:00;P;;8,5;0,0;10,77
2025/03/07 00:00:00;P;;8,5;0,0;10,77
2025/03/07 00:15:00;P;;8,5;0,0;10,77
2025/03/07 00:30:00;P;;8,5;0,0;10,77
2025/03/07 00:45:00;P;;8,6;0,0;10,77
2025/03/07 01:00:00;P;;8,6;0,0;10,76
2025/03/07 01:15:00;P;;8,7;0,0;10,76
2025/03/07 01:30:00;P;;8,6;0,0;10,77
2025/03/07 01:45:00;P;;8,6;0,0;10,76
2025/03/07 02:00:00;P;;8,6;0,0;10,76
2025/03/07 02:15:00;P;;8,6;0,0;10,76
2025/03/07 02:30:00;P;;8,6;0,0;10,76
2025/03/07 02:45:00;P;;8,7;0,0;10,76
2025/03/07 03:00:00;P;;8,7;0,0;10,76
2025/03/07 03:15:00;P;;8,7;0,0;10,76
2025/03/07 03:30:00;P;;8,6;0,0;10,76
2025/03/07 03:45:00;P;;8,6;0,0;10,76
2025/03/07 04:00:00;P;;8,5;0,0;10,76
2025/03/07 04:15:00;P;;8,6;0,0;10,76
2025/03/07 04:30:00;P;;8,5;0,0;10,76
2025/03/07 04:45:00;P;;8,5;0,0;10,75
2025/03/07 05:00:00;P;;8,4;0,0;10,76
2025/03/07 05:05:00;A;;8,7;;
2025/03/07 05:15:00;P;;8,5;0,0;10,76
2025/03/07 05:30:00;P;;8,6;0,0;10,76
2025/03/07 05:45:00;P;;8,6;0,0;10,76
2025/03/07 06:00:00;P;;8,5;0,0;10,76
2025/03/07 06:15:00;P;;8,5;0,0;10,76
2025/03/07 06:30:00;P;;8,4;0,0;10,76
2025/03/07 06:39:00;A;;8,1;;
2025/03/07 06:45:00;P;;8,0;0,0;10,76
2025/03/07 07:00:00;P;;8,0;0,0;10,77
2025/03/07 07:01:00;A;;8,7;;11,40
2025/03/07 07:04:00;A;;;;11,66
2025/03/07 07:05:00;A;;;69,6;
2025/03/07 07:15:00;P;;8,6;69,9;11,70
2025/03/07 07:20:00;A;;;;11,48
2025/03/07 07:21:00;A;;;;11,82
2025/03/07 07:30:00;P;;8,6;70,4;11,69
2025/03/07 07:39:00;A;;;;12,33
2025/03/07 07:40:00;A;;;;11,66
2025/03/07 07:45:00;P;;8,5;70,7;11,70
2025/03/07 07:53:00;A;;;;13,22
2025/03/07 07:54:00;A;;;;11,64
2025/03/07 08:00:00;P;;8,5;70,5;11,72
2025/03/07 08:15:00;P;;8,6;71,7;11,63
2025/03/07 08:30:00;P;;8,5;70,2;11,62
2025/03/07 08:32:00;A;;;;12,06
2025/03/07 08:33:00;A;;;;11,71
2025/03/07 08:43:00;A;;;;12,61
2025/03/07 08:44:00;A;;;;11,47
2025/03/07 08:45:00;A;;8,6;70,7;11,67
2025/03/07 08:45:01;P;;;;11,67
2025/03/07 09:00:00;P;;8,5;67,9;11,72
2025/03/07 09:05:00;A;;;;10,87
2025/03/07 09:06:00;A;;;;11,70
2025/03/07 09:08:00;A;;;;11,50
2025/03/07 09:10:00;A;;;70,9;
2025/03/07 09:12:00;A;;;;11,76
2025/03/07 09:15:00;P;;8,5;72,3;11,76
2025/03/07 09:20:00;A;;;69,1;11,09
2025/03/07 09:21:00;A;;;;11,58
2025/03/07 09:25:00;A;;;;13,18
2025/03/07 09:26:00;A;;;;11,73
2025/03/07 09:30:00;P;;8,5;71,9;11,66
2025/03/07 09:37:00;A;;;;10,01
2025/03/07 09:38:00;A;;;;11,70
2025/03/07 09:40:00;A;;;68,4;
2025/03/07 09:43:00;A;;8,7;;
2025/03/07 09:44:00;A;;8,5;;
2025/03/07 09:45:00;A;;8,6;70,6;11,92
2025/03/07 09:45:01;P;;;;11,92
2025/03/07 09:46:00;A;;;;13,04
2025/03/07 09:47:00;A;;;;11,65
2025/03/07 09:50:00;A;;;67,1;
2025/03/07 09:57:00;A;;;;12,25
2025/03/07 09:58:00;A;;;;11,60
2025/03/07 10:00:00;P;;8,7;68,7;11,59
2025/03/07 10:05:00;A;;;73,1;
2025/03/07 10:10:00;A;;;69,7;
2025/03/07 10:15:00;P;;8,7;70,1;11,72
2025/03/07 10:19:00;A;;;;11,49
2025/03/07 10:20:00;A;;;;11,71
2025/03/07 10:27:00;A;;;;11,50
2025/03/07 10:30:00;A;;8,7;59,5;11,49
2025/03/07 10:30:01;P;;;59,5;
2025/03/07 10:31:00;A;;8,5;;
2025/03/07 10:32:00;A;;8,7;;
2025/03/07 10:45:00;A;;8,6;62,5;11,58
2025/03/07 10:45:01;P;;;62,5;
2025/03/07 10:53:00;A;;;;11,05
2025/03/07 10:54:00;A;;;;11,47
2025/03/07 10:58:00;A;;;;11,77
2025/03/07 10:59:00;A;;;;11,48
2025/03/07 11:00:00;A;;8,7;62,0;12,01
2025/03/07 11:00:01;P;;;;12,01
2025/03/07 11:01:00;A;;;;11,65
2025/03/07 11:06:00;A;;;;11,12
2025/03/07 11:07:00;A;;;;11,62
2025/03/07 11:15:00;A;;8,7;59,2;11,41
2025/03/07 11:15:01;P;;;;11,41
2025/03/07 11:17:00;A;;8,5;;11,64
2025/03/07 11:18:00;A;;;;10,97
2025/03/07 11:19:00;A;;;;11,54
2025/03/07 11:20:00;A;;;55,9;
2025/03/07 11:21:00;A;;8,7;;10,95
2025/03/07 11:22:00;A;;;;11,50
2025/03/07 11:30:00;A;;8,7;57,6;11,75
2025/03/07 11:30:01;P;;;;11,75
2025/03/07 11:31:00;A;;;;11,45
2025/03/07 11:35:00;A;;;62,0;11,66
2025/03/07 11:43:00;A;;;;11,44
2025/03/07 11:45:00;P;;8,7;60,9;11,52
2025/03/07 11:50:00;A;;;64,2;10,75
2025/03/07 11:51:00;A;;;;11,59
2025/03/07 12:00:00;P;;8,6;62,9;11,62
2025/03/07 12:09:00;A;;;;11,39
2025/03/07 12:10:00;A;;;;11,71
2025/03/07 12:15:00;A;;8,7;64,7;11,46
2025/03/07 12:15:01;P;;;;11,46
2025/03/07 12:16:00;A;;;;11,71
2025/03/07 12:19:00;A;;;;12,38
2025/03/07 12:20:00;A;;;;11,49
2025/03/07 12:26:00;A;;;;13,17
2025/03/07 12:27:00;A;;;;11,68
2025/03/07 12:30:00;P;;8,7;65,4;11,56
2025/03/07 12:40:00;A;;;61,5;
2025/03/07 12:45:00;A;;8,6;69,0;11,63
2025/03/07 12:45:01;P;;;69,0;
2025/03/07 13:00:00;A;;8,7;65,6;11,73
2025/03/07 13:00:01;P;;;65,6;
2025/03/07 13:01:00;A;;;;10,74
2025/03/07 13:02:00;A;;;;11,71
2025/03/07 13:05:00;A;;;;10,17
2025/03/07 13:06:00;A;;;;11,62
2025/03/07 13:12:00;A;;;;12,34
2025/03/07 13:13:00;A;;;;13,15
2025/03/07 13:14:00;A;;;;11,64
2025/03/07 13:15:00;P;;8,7;64,3;11,67
2025/03/07 13:17:00;A;;;;12,44
2025/03/07 13:18:00;A;;;;11,66
2025/03/07 13:25:00;A;;;71,2;
2025/03/07 13:28:00;A;;;;11,08
2025/03/07 13:29:00;A;;;;12,17
2025/03/07 13:30:00;A;;8,6;69,3;11,68
2025/03/07 13:30:01;P;;;;11,68
2025/03/07 13:44:00;A;;;;11,46
2025/03/07 13:45:00;P;;8,6;67,3;11,65
2025/03/07 13:47:00;A;;;;12,63
2025/03/07 13:48:00;A;;;;11,59
2025/03/07 13:51:00;A;;;;12,47
2025/03/07 13:52:00;A;;;;11,57
2025/03/07 13:55:00;A;;;63,5;
2025/03/07 13:59:00;A;;;;11,91
2025/03/07 14:00:00;A;;8,7;65,2;11,43
2025/03/07 14:00:01;P;;;;11,43
2025/03/07 14:01:00;A;;;;11,64
2025/03/07 14:04:00;A;;;;11,37
2025/03/07 14:05:00;A;;;61,6;
2025/03/07 14:08:00;A;;;;11,60
2025/03/07 14:10:00;A;;;;11,39
2025/03/07 14:15:00;P;;8,6;61,0;11,53
2025/03/07 14:21:00;A;;;;11,06
2025/03/07 14:22:00;A;;;;11,38
2025/03/07 14:25:00;A;;;53,4;
2025/03/07 14:26:00;A;;;;11,06
2025/03/07 14:27:00;A;;;;10,28
2025/03/07 14:28:00;A;;;;11,47
2025/03/07 14:30:00;A;;8,7;49,8;11,45
2025/03/07 14:30:01;P;;;49,8;
2025/03/07 14:35:00;A;;;53,2;11,24
2025/03/07 14:37:00;A;;;;11,51
2025/03/07 14:39:00;A;;;;9,83
2025/03/07 14:40:00;A;;;56,9;11,44
2025/03/07 14:44:00;A;;;;12,40
2025/03/07 14:45:00;A;;8,6;56,8;11,42
2025/03/07 14:45:01;P;;;;11,42
2025/03/07 14:50:00;A;;;53,7;
2025/03/07 15:00:00;A;;8,7;47,5;11,26
2025/03/07 15:00:01;P;;;47,5;
2025/03/07 15:01:00;A;;;;11,63
2025/03/07 15:02:00;A;;;;10,88
