Date-time;Type;Metadato grafico storico;POZ009 - Petrarca - Misura pressione rete (bar);POZ009 - Petrarca - Misura portata rete modbus (l/s);POZ009 - Petrarca - Misura livello falda (m)
2025/03/16 19:18:00;A;;;;34,92
2025/03/16 19:30:00;P;;6,2;75,1;34,93
2025/03/16 19:45:00;P;;6,3;75,1;34,91
2025/03/16 20:00:00;P;;6,3;75,2;34,91
2025/03/16 20:13:00;A;;;;35,12
2025/03/16 20:14:00;A;;;;34,91
2025/03/16 20:15:00;P;;6,2;75,0;34,97
2025/03/16 20:30:00;P;;6,2;75,2;34,94
2025/03/16 20:45:00;P;;6,2;75,3;34,98
2025/03/16 21:00:00;P;;6,3;75,1;34,81
2025/03/16 21:15:00;P;;6,3;75,0;34,94
2025/03/16 21:30:00;P;;6,2;75,2;34,96
2025/03/16 21:45:00;P;;6,2;75,4;34,98
2025/03/16 22:00:00;P;;6,3;75,0;34,90
2025/03/16 22:15:00;P;;6,4;74,4;34,91
2025/03/16 22:30:00;P;;6,4;74,3;34,90
2025/03/16 22:45:00;P;;6,4;74,0;34,86
2025/03/16 23:00:00;P;;6,5;73,7;34,90
2025/03/16 23:15:00;P;;6,4;73,5;34,90
2025/03/16 23:30:00;P;;6,4;73,2;34,87
2025/03/16 23:45:00;P;;6,5;73,4;34,89
2025/03/17 00:00:00;P;;6,5;73,1;34,88
2025/03/17 00:15:00;P;;6,5;73,2;34,88
2025/03/17 00:30:00;P;;6,5;73,0;34,88
2025/03/17 00:45:00;P;;6,6;72,8;35,05
2025/03/17 00:49:00;A;;;;34,83
2025/03/17 01:00:00;P;;6,6;72,8;34,92
2025/03/17 01:15:00;P;;6,6;73,0;34,85
2025/03/17 01:30:00;P;;6,6;72,8;34,86
2025/03/17 01:45:00;P;;6,6;72,2;34,87
2025/03/17 02:00:00;P;;6,6;72,8;34,87
2025/03/17 02:05:00;A;;;;35,07
2025/03/17 02:06:00;A;;;;34,87
2025/03/17 02:15:00;P;;6,5;72,7;34,88
2025/03/17 02:30:00;P;;6,6;72,9;34,85
2025/03/17 02:45:00;P;;6,6;72,7;34,86
2025/03/17 03:00:00;P;;6,5;72,9;34,85
2025/03/17 03:15:00;P;;6,6;72,9;34,87
2025/03/17 03:30:00;P;;6,5;72,6;34,82
2025/03/17 03:45:00;P;;6,6;73,1;34,79
2025/03/17 04:00:00;P;;6,5;72,8;34,85
2025/03/17 04:15:00;P;;6,5;73,0;34,96
2025/03/17 04:30:00;P;;6,5;72,9;34,84
2025/03/17 04:45:00;P;;6,4;73,2;34,88
2025/03/17 05:00:00;P;;6,5;73,0;34,78
2025/03/17 05:04:00;A;;;;34,99
2025/03/17 05:09:00;A;;;;34,79
2025/03/17 05:15:00;P;;6,5;73,0;34,85
2025/03/17 05:30:00;P;;6,6;73,2;34,86
2025/03/17 05:45:00;P;;6,5;73,4;34,89
2025/03/17 06:00:00;P;;6,5;73,5;34,84
2025/03/17 06:15:00;P;;6,4;73,8;34,88
2025/03/17 06:30:00;P;;6,3;74,6;35,04
2025/03/17 06:39:00;A;;;;34,81
2025/03/17 06:45:00;P;;6,4;74,5;34,88
2025/03/17 07:00:00;P;;6,3;74,8;34,92
2025/03/17 07:15:00;P;;6,2;75,3;34,89
2025/03/17 07:30:00;P;;6,2;75,2;35,00
2025/03/17 07:45:00;P;;6,1;75,0;34,91
2025/03/17 08:00:00;P;;6,3;74,7;34,90
2025/03/17 08:15:00;P;;6,2;75,1;34,98
2025/03/17 08:30:00;P;;6,2;74,7;35,08
2025/03/17 08:31:00;A;;;;34,81
2025/03/17 08:45:00;P;;6,3;74,9;34,91
2025/03/17 09:00:00;P;;6,2;74,6;34,95
2025/03/17 09:15:00;P;;6,2;74,6;34,89
2025/03/17 09:30:00;P;;6,3;75,0;34,87
2025/03/17 09:45:00;P;;6,3;75,1;34,98
2025/03/17 09:46:00;A;;;;34,75
2025/03/17 09:49:00;A;;;;34,97
2025/03/17 10:00:00;P;;6,3;75,1;34,90
2025/03/17 10:07:00;A;;;;35,10
2025/03/17 10:10:00;A;;;;34,90
2025/03/17 10:15:00;P;;6,2;75,1;34,91
2025/03/17 10:30:00;P;;6,2;74,9;34,95
2025/03/17 10:45:00;P;;6,2;74,8;34,78
2025/03/17 10:52:00;A;;;;35,06
2025/03/17 11:00:00;A;;6,2;75,0;34,82
2025/03/17 11:00:01;P;;;;34,82
2025/03/17 11:15:00;P;;6,2;74,9;34,87
2025/03/17 11:30:00;P;;6,3;74,8;34,91
2025/03/17 11:45:00;P;;6,3;74,3;34,90
2025/03/17 12:00:00;P;;6,3;74,6;34,88
2025/03/17 12:15:00;P;;6,3;74,9;34,91
2025/03/17 12:30:00;P;;6,2;75,7;34,90
2025/03/17 12:45:00;P;;6,2;75,2;34,81
2025/03/17 13:00:00;P;;6,3;74,7;34,89
2025/03/17 13:15:00;P;;6,3;74,9;34,87
2025/03/17 13:30:00;P;;6,3;75,0;34,91
2025/03/17 13:45:00;P;;6,3;75,2;34,83
2025/03/17 14:00:00;P;;6,2;75,0;34,91
2025/03/17 14:15:00;P;;6,3;74,5;34,87
2025/03/17 14:30:00;P;;6,3;74,9;34,93
2025/03/17 14:45:00;P;;6,3;74,7;34,90
2025/03/17 15:00:00;P;;6,2;75,2;34,92
2025/03/17 15:15:00;P;;6,3;75,1;34,92
2025/03/17 15:30:00;P;;6,2;74,9;34,89
2025/03/17 15:45:00;P;;6,3;74,8;34,89
2025/03/17 16:00:00;P;;6,3;75,2;34,90
2025/03/17 16:15:00;P;;6,3;74,9;34,83
2025/03/17 16:30:00;P;;6,3;75,0;34,89
2025/03/17 16:45:00;P;;6,3;75,0;34,90
2025/03/17 17:00:00;P;;6,2;75,0;34,89
2025/03/17 17:15:00;P;;6,3;74,9;34,90
2025/03/17 17:30:00;P;;6,3;75,5;34,78
2025/03/17 17:45:00;P;;6,3;75,3;34,89
2025/03/17 18:00:00;P;;6,3;75,0;34,87
2025/03/17 18:15:00;P;;6,2;74,7;34,85
2025/03/17 18:30:00;P;;6,3;75,4;34,91
2025/03/17 18:45:00;P;;6,2;75,3;34,93
2025/03/17 19:00:00;P;;6,2;75,2;34,90
2025/03/17 19:09:00;A;;;;35,11
2025/03/17 19:10:00;A;;;;34,91
2025/03/17 19:15:00;P;;6,2;75,5;34,89
2025/03/17 19:30:00;P;;6,2;75,2;34,92
2025/03/17 19:45:00;P;;6,2;75,3;34,91
2025/03/17 20:00:00;P;;6,2;75,6;34,91
2025/03/17 20:15:00;P;;6,2;75,5;35,05
2025/03/17 20:20:00;A;;;;34,78
2025/03/17 20:30:00;P;;6,3;75,4;34,89
2025/03/17 20:45:00;P;;6,2;75,2;34,92
2025/03/17 21:00:00;P;;6,2;75,1;34,88
2025/03/17 21:15:00;P;;6,2;75,3;34,92
2025/03/17 21:30:00;P;;6,3;75,4;34,85
2025/03/17 21:45:00;P;;6,3;74,7;34,73
2025/03/17 21:48:00;A;;;;34,95
2025/03/17 22:00:00;P;;6,3;74,9;34,88
2025/03/17 22:15:00;P;;6,2;74,3;34,82
2025/03/17 22:30:00;A;;6,4;74,0;34,83
2025/03/17 22:30:01;P;;6,4;;
2025/03/17 22:45:00;P;;6,4;73,6;34,84
2025/03/17 23:00:00;P;;6,5;73,5;34,81
2025/03/17 23:15:00;P;;6,4;73,6;34,92
2025/03/17 23:30:00;P;;6,4;73,3;34,82
2025/03/17 23:45:00;P;;6,4;73,1;34,85
2025/03/18 00:00:00;P;;6,5;73,2;34,80
2025/03/18 00:15:00;P;;6,5;73,4;34,87
2025/03/18 00:30:00;P;;6,5;73,1;34,85
2025/03/18 00:45:00;P;;6,4;72,9;34,84
2025/03/18 01:00:00;P;;6,5;72,7;34,87
2025/03/18 01:15:00;P;;6,5;72,8;34,82
2025/03/18 01:30:00;P;;6,5;72,8;34,85
2025/03/18 01:45:00;P;;6,5;72,8;34,84
2025/03/18 02:00:00;P;;6,5;72,9;34,64
2025/03/18 02:02:00;A;;;;34,92
2025/03/18 02:15:00;P;;6,5;72,7;34,89
2025/03/18 02:30:00;P;;6,6;72,8;34,70
2025/03/18 02:45:00;P;;6,6;72,8;34,80
2025/03/18 03:00:00;P;;6,5;72,8;34,83
2025/03/18 03:15:00;P;;6,5;72,8;34,74
2025/03/18 03:19:00;A;;;;34,96
2025/03/18 03:25:00;A;;;;34,72
2025/03/18 03:28:00;A;;;;34,98
2025/03/18 03:30:00;A;;6,6;72,7;34,75
2025/03/18 03:30:01;P;;;;34,75
2025/03/18 03:45:00;P;;6,4;73,0;34,83
2025/03/18 04:00:00;P;;6,5;73,1;34,79
2025/03/18 04:15:00;P;;6,5;73,0;34,84
2025/03/18 04:30:00;P;;6,5;73,4;34,82
2025/03/18 04:45:00;P;;6,5;73,1;34,79
2025/03/18 05:00:00;P;;6,5;73,0;34,86
2025/03/18 05:15:00;P;;6,4;72,9;34,85
2025/03/18 05:30:00;P;;6,5;73,1;34,86
2025/03/18 05:45:00;P;;6,5;73,3;34,85
2025/03/18 06:00:00;P;;6,5;73,6;34,99
2025/03/18 06:01:00;A;;;;34,78
2025/03/18 06:15:00;P;;6,3;74,0;34,85
2025/03/18 06:22:00;A;;;;35,09
2025/03/18 06:23:00;A;;;;34,87
2025/03/18 06:30:00;P;;6,4;74,4;34,78
2025/03/18 06:45:00;P;;6,2;75,4;34,80
2025/03/18 07:00:00;P;;6,3;75,1;34,90
2025/03/18 07:15:00;P;;6,3;74,9;34,83
2025/03/18 07:30:00;P;;6,3;74,4;34,85
2025/03/18 07:45:00;P;;6,3;74,6;34,89
2025/03/18 08:00:00;P;;6,3;75,0;34,89
2025/03/18 08:15:00;P;;6,2;74,8;34,83
2025/03/18 08:30:00;P;;6,3;74,9;34,88
2025/03/18 08:45:00;A;;6,3;74,7;35,11
2025/03/18 08:45:01;P;;;;35,11
2025/03/18 08:46:00;A;;;;34,86
2025/03/18 08:56:00;A;;;;35,13
2025/03/18 08:57:00;A;;;;34,83
2025/03/18 09:00:00;P;;6,4;74,4;34,92
2025/03/18 09:15:00;P;;6,3;75,0;34,89
2025/03/18 09:26:00;A;;;;35,10
2025/03/18 09:27:00;A;;;;34,87
2025/03/18 09:30:00;P;;6,2;75,2;34,95
2025/03/18 09:45:00;P;;6,3;74,3;34,92
2025/03/18 10:00:00;P;;6,3;74,9;34,88
2025/03/18 10:15:00;P;;6,3;74,9;34,87
2025/03/18 10:30:00;P;;6,3;74,7;34,89
2025/03/18 10:45:00;P;;6,3;74,8;34,86
2025/03/18 11:00:00;P;;6,3;74,5;34,92
2025/03/18 11:15:00;P;;6,3;74,2;34,85
2025/03/18 11:30:00;P;;6,3;74,7;34,89
2025/03/18 11:45:00;P;;6,3;74,6;34,89
2025/03/18 12:00:00;P;;6,3;74,6;34,89
2025/03/18 12:15:00;P;;6,3;74,7;34,89
2025/03/18 12:30:00;P;;6,1;74,8;34,88
2025/03/18 12:45:00;P;;6,3;74,4;34,93
2025/03/18 13:00:00;P;;6,4;74,7;34,88
2025/03/18 13:15:00;P;;6,3;74,9;34,83
2025/03/18 13:30:00;P;;6,2;74,5;34,88
2025/03/18 13:45:00;P;;6,3;74,7;34,76
2025/03/18 13:47:00;A;;;;34,99
2025/03/18 13:56:00;A;;;;34,68
2025/03/18 13:57:00;A;;;;35,03
2025/03/18 13:58:00;A;;;;34,78
2025/03/18 14:00:00;P;;6,2;74,7;34,83
2025/03/18 14:15:00;P;;6,3;74,8;34,83
2025/03/18 14:29:00;A;;;;35,04
2025/03/18 14:30:00;A;;6,3;74,5;34,84
2025/03/18 14:30:01;P;;;;34,84
2025/03/18 14:45:00;P;;6,3;74,6;34,89
2025/03/18 15:00:00;P;;6,4;74,1;34,85
2025/03/18 15:15:00;P;;6,3;74,3;34,94
2025/03/18 15:28:00;A;;;;34,72
2025/03/18 15:30:00;P;;6,3;73,9;34,92
2025/03/18 15:45:00;P;;6,4;73,8;34,83
2025/03/18 16:00:00;P;;6,4;74,1;34,81
2025/03/18 16:11:00;A;;;;35,02
2025/03/18 16:15:00;P;;6,3;74,1;34,86
2025/03/18 16:30:00;P;;6,4;73,9;34,88
2025/03/18 16:45:00;P;;6,4;74,2;34,84
2025/03/18 17:00:00;P;;6,4;74,3;34,84
2025/03/18 17:15:00;P;;6,3;74,5;34,85
2025/03/18 17:30:00;P;;6,3;74,4;34,85
2025/03/18 17:45:00;P;;6,3;74,3;34,89
2025/03/18 18:00:00;P;;6,3;74,3;34,85
2025/03/18 18:15:00;P;;6,2;74,6;34,86
2025/03/18 18:30:00;P;;6,3;74,6;34,99
2025/03/18 18:38:00;A;;;;34,71
2025/03/18 18:45:00;P;;6,4;74,7;34,85
2025/03/18 19:00:00;P;;6,2;75,0;34,86
2025/03/18 19:15:00;P;;6,3;74,9;34,85
2025/03/18 19:30:00;P;;6,2;75,3;34,87
2025/03/18 19:45:00;P;;6,2;75,0;34,89
2025/03/18 20:00:00;P;;6,3;75,2;34,81
2025/03/18 20:15:00;P;;6,3;75,0;34,87
2025/03/18 20:30:00;P;;6,3;74,7;34,87
2025/03/18 20:45:00;P;;6,2;75,2;34,81
2025/03/18 21:00:00;P;;6,3;74,9;34,71
2025/03/18 21:11:00;A;;;;34,98
2025/03/18 21:15:00;P;;6,3;74,7;34,79
2025/03/18 21:30:00;P;;6,4;74,0;34,86
2025/03/18 21:41:00;A;;;;34,65
2025/03/18 21:44:00;A;;;;34,85
2025/03/18 21:45:00;P;;6,4;74,0;34,86
2025/03/18 22:00:00;P;;6,4;73,8;34,90
2025/03/18 22:15:00;P;;6,2;75,1;34,96
2025/03/18 22:30:00;P;;6,4;74,1;34,87
2025/03/18 22:45:00;P;;6,4;74,2;34,89
2025/03/18 23:00:00;P;;6,4;73,6;34,86
2025/03/18 23:15:00;P;;6,5;73,7;34,85
2025/03/18 23:30:00;P;;6,4;73,7;34,85
2025/03/18 23:45:00;P;;6,4;73,5;34,77
2025/03/19 00:00:00;P;;6,5;73,5;34,97
2025/03/19 00:15:00;P;;6,5;73,6;34,86
2025/03/19 00:30:00;P;;6,5;73,2;34,80
2025/03/19 00:45:00;P;;6,5;73,3;34,78
2025/03/19 01:00:00;P;;6,5;73,2;34,83
2025/03/19 01:15:00;P;;6,5;73,0;34,77
2025/03/19 01:30:00;P;;6,5;72,9;34,86
2025/03/19 01:45:00;P;;6,5;73,0;34,80
2025/03/19 02:00:00;P;;6,6;73,0;34,81
2025/03/19 02:15:00;P;;6,6;72,9;34,76
2025/03/19 02:30:00;P;;6,5;72,9;34,70
2025/03/19 02:45:00;P;;6,6;73,2;34,87
2025/03/19 02:54:00;A;;;;34,66
2025/03/19 03:00:00;P;;6,5;73,1;34,80
2025/03/19 03:15:00;P;;6,5;73,0;34,80
2025/03/19 03:30:00;P;;6,5;72,7;34,80
2025/03/19 03:45:00;P;;6,5;73,0;34,79
2025/03/19 03:50:00;A;;6,1;0,0;33,50
2025/03/19 04:00:00;P;;6,1;0,0;33,42
2025/03/19 04:15:00;P;;6,1;0,0;33,39
2025/03/19 04:30:00;P;;6,1;0,0;33,40
2025/03/19 04:45:00;P;;6,1;0,0;33,39
2025/03/19 05:00:00;P;;6,1;0,0;33,38
2025/03/19 05:15:00;P;;6,1;0,0;33,37
2025/03/19 05:30:00;P;;6,0;0,0;33,37
2025/03/19 05:45:00;P;;6,1;0,0;33,38
2025/03/19 06:00:00;P;;6,1;0,0;33,38
2025/03/19 06:15:00;P;;5,9;0,0;33,37
2025/03/19 06:30:00;P;;5,9;0,0;33,37
2025/03/19 06:45:00;P;;5,9;0,0;33,37
2025/03/19 07:00:00;P;;5,8;0,0;33,38
2025/03/19 07:15:00;P;;5,8;0,0;33,38
2025/03/19 07:16:00;A;;;;34,72
2025/03/19 07:20:00;A;;6,3;75,1;
2025/03/19 07:30:00;P;;6,3;75,0;34,83
2025/03/19 07:45:00;P;;6,3;75,1;34,86
2025/03/19 08:00:00;P;;6,3;75,3;34,86
2025/03/19 08:15:00;P;;6,2;75,2;34,86
2025/03/19 08:19:00;A;;;;35,06
2025/03/19 08:20:00;A;;;;34,85
2025/03/19 08:30:00;P;;6,3;74,5;34,83
2025/03/19 08:45:00;P;;6,3;75,1;34,85
2025/03/19 09:00:00;P;;6,3;74,7;34,84
2025/03/19 09:15:00;P;;6,3;74,6;34,82
2025/03/19 09:30:00;P;;6,2;74,9;34,84
2025/03/19 09:45:00;P;;6,2;75,2;34,86
2025/03/19 10:00:00;P;;6,3;74,4;34,85
2025/03/19 10:15:00;P;;6,3;75,0;34,86
2025/03/19 10:30:00;P;;6,2;75,0;34,87
2025/03/19 10:45:00;P;;6,3;74,6;34,84
2025/03/19 11:00:00;P;;6,3;74,5;34,86
2025/03/19 11:15:00;P;;6,3;74,7;34,79
2025/03/19 11:30:00;P;;6,3;75,0;34,90
2025/03/19 11:45:00;P;;6,3;74,5;34,89
2025/03/19 12:00:00;P;;6,4;74,5;34,83
2025/03/19 12:15:00;P;;6,3;74,5;34,84
2025/03/19 12:30:00;P;;6,3;74,8;34,87
2025/03/19 12:45:00;P;;6,2;75,0;34,88
2025/03/19 13:00:00;P;;6,3;74,9;34,83
2025/03/19 13:15:00;P;;6,3;75,1;34,85
2025/03/19 13:30:00;P;;6,3;74,8;34,85
2025/03/19 13:45:00;P;;6,3;75,0;34,80
2025/03/19 13:47:00;A;;;;35,01
2025/03/19 13:51:00;A;;;;34,79
2025/03/19 14:00:00;P;;6,3;75,0;34,75
2025/03/19 14:10:00;A;;6,5;;
2025/03/19 14:15:00;P;;6,4;73,7;34,84
2025/03/19 14:30:00;P;;6,4;73,6;34,81
2025/03/19 14:45:00;P;;6,4;74,0;34,81
2025/03/19 15:00:00;P;;6,5;73,5;34,84
2025/03/19 15:15:00;P;;6,4;74,0;34,83
2025/03/19 15:30:00;P;;6,3;74,6;34,83
2025/03/19 15:45:00;P;;6,3;75,1;34,83
2025/03/19 16:00:00;P;;6,3;74,9;34,93
2025/03/19 16:15:00;P;;6,2;75,0;34,82
2025/03/19 16:30:00;P;;6,2;75,1;34,86
2025/03/19 16:45:00;P;;6,3;75,1;34,85
2025/03/19 17:00:00;P;;6,2;74,9;34,83
2025/03/19 17:15:00;P;;6,3;75,1;34,83
2025/03/19 17:30:00;P;;6,2;75,2;34,84
2025/03/19 17:45:00;P;;6,2;75,5;34,81
2025/03/19 18:00:00;P;;6,3;75,2;34,82
2025/03/19 18:15:00;P;;6,3;75,4;34,87
2025/03/19 18:28:00;A;;;;34,63
2025/03/19 18:30:00;P;;6,3;75,0;34,72
2025/03/19 18:32:00;A;;;;34,93
2025/03/19 18:45:00;P;;6,3;75,0;34,88
2025/03/19 19:00:00;P;;6,2;76,0;34,84
2025/03/19 19:15:00;P;;6,2;75,4;34,87
2025/03/19 19:30:00;P;;6,2;75,3;34,84
2025/03/19 19:45:00;P;;6,3;75,2;34,85
2025/03/19 20:00:00;P;;6,2;75,3;34,87
2025/03/19 20:15:00;P;;6,2;75,4;34,91
2025/03/19 20:30:00;P;;6,2;75,2;34,87
2025/03/19 20:45:00;P;;6,3;75,1;34,90
2025/03/19 21:00:00;P;;6,2;75,1;34,84
2025/03/19 21:15:00;P;;6,2;74,5;34,85
2025/03/19 21:30:00;P;;6,2;75,2;34,82
2025/03/19 21:45:00;P;;6,2;74,9;34,86
2025/03/19 22:00:00;P;;6,3;75,1;34,92
2025/03/19 22:15:00;P;;6,3;74,9;34,85
2025/03/19 22:30:00;P;;6,4;74,3;34,83
2025/03/19 22:45:00;P;;6,3;74,1;34,83
2025/03/19 23:00:00;P;;6,4;73,9;34,81
2025/03/19 23:15:00;P;;6,4;74,1;34,81
2025/03/19 23:30:00;P;;6,4;73,6;34,81
2025/03/19 23:45:00;P;;6,5;73,7;34,84
2025/03/20 00:00:00;P;;6,4;73,4;34,71
2025/03/20 00:15:00;P;;6,5;73,5;34,81
2025/03/20 00:30:00;P;;6,5;73,3;34,90
2025/03/20 00:39:00;A;;;;34,66
2025/03/20 00:45:00;P;;6,5;73,2;34,80
2025/03/20 01:00:00;P;;6,5;72,9;34,80
2025/03/20 01:15:00;P;;6,5;73,0;34,79
2025/03/20 01:30:00;P;;6,5;73,1;34,70
2025/03/20 01:45:00;P;;6,5;72,6;34,63
2025/03/20 01:51:00;A;;;;34,84
2025/03/20 02:00:00;P;;6,5;72,9;34,80
2025/03/20 02:15:00;P;;6,5;73,0;34,79
2025/03/20 02:30:00;P;;6,6;72,7;34,75
2025/03/20 02:45:00;P;;6,6;72,6;34,78
2025/03/20 03:00:00;P;;6,6;72,8;34,79
2025/03/20 03:15:00;P;;6,5;72,4;34,76
2025/03/20 03:30:00;P;;6,6;73,0;34,84
2025/03/20 03:45:00;P;;6,5;73,2;34,77
2025/03/20 04:00:00;P;;6,4;73,3;34,82
2025/03/20 04:15:00;P;;6,5;73,0;34,76
2025/03/20 04:30:00;P;;6,5;73,2;34,73
2025/03/20 04:45:00;P;;6,5;73,1;34,79
2025/03/20 05:00:00;P;;6,5;73,3;34,78
2025/03/20 05:15:00;P;;6,5;73,4;34,72
2025/03/20 05:30:00;P;;6,5;73,3;34,78
2025/03/20 05:45:00;P;;6,5;73,5;34,79
2025/03/20 06:00:00;P;;6,4;73,9;34,79
2025/03/20 06:15:00;P;;6,4;74,4;34,84
2025/03/20 06:30:00;P;;6,3;74,6;34,81
2025/03/20 06:45:00;P;;6,3;74,6;34,81
2025/03/20 07:00:00;P;;6,4;74,5;34,82
2025/03/20 07:15:00;P;;6,2;76,2;34,84
2025/03/20 07:30:00;P;;6,2;75,1;34,83
2025/03/20 07:45:00;P;;6,2;75,2;34,83
2025/03/20 08:00:00;P;;6,2;75,2;34,82
2025/03/20 08:15:00;P;;6,3;75,0;34,84
2025/03/20 08:30:00;P;;6,3;75,0;34,87
2025/03/20 08:45:00;P;;6,3;75,2;34,84
2025/03/20 09:00:00;P;;6,3;75,0;34,83
2025/03/20 09:15:00;P;;6,4;74,7;34,87
2025/03/20 09:30:00;P;;6,3;74,7;34,83
2025/03/20 09:45:00;P;;6,3;75,0;34,78
2025/03/20 10:00:00;P;;6,2;75,0;34,84
2025/03/20 10:15:00;P;;6,4;74,9;34,83
2025/03/20 10:30:00;P;;6,3;74,9;34,83
2025/03/20 10:45:00;P;;6,3;75,1;34,85
2025/03/20 11:00:00;P;;6,3;75,1;34,82
2025/03/20 11:15:00;P;;6,3;74,8;34,89
2025/03/20 11:30:00;P;;6,3;74,9;34,83
2025/03/20 11:45:00;P;;6,3;74,7;34,84
2025/03/20 12:00:00;P;;6,3;75,3;34,79
2025/03/20 12:15:00;P;;6,3;74,7;34,85
2025/03/20 12:30:00;P;;6,2;74,7;34,87
2025/03/20 12:45:00;P;;6,3;74,9;34,83
2025/03/20 13:00:00;P;;6,3;75,1;34,83
2025/03/20 13:15:00;P;;6,2;75,4;34,72
2025/03/20 13:30:00;P;;6,2;75,0;34,83
2025/03/20 13:45:00;P;;6,2;75,0;34,83
2025/03/20 14:00:00;P;;6,3;75,0;34,82
2025/03/20 14:15:00;P;;6,2;75,2;34,84
2025/03/20 14:30:00;P;;6,3;74,8;34,83
2025/03/20 14:45:00;P;;6,3;74,4;34,82
2025/03/20 15:00:00;P;;6,3;74,9;34,81
2025/03/20 15:15:00;P;;6,3;75,2;34,73
2025/03/20 15:27:00;A;;;;34,95
2025/03/20 15:30:00;P;;6,3;75,1;34,93
2025/03/20 15:45:00;P;;6,3;75,1;34,88
2025/03/20 16:00:00;P;;6,1;75,3;34,75
2025/03/20 16:15:00;P;;6,3;75,1;34,82
2025/03/20 16:30:00;P;;6,3;75,2;34,94
2025/03/20 16:45:00;P;;6,2;75,2;34,89
2025/03/20 17:00:00;P;;6,2;75,4;34,84
2025/03/20 17:15:00;P;;6,2;75,3;34,84
2025/03/20 17:30:00;P;;6,2;75,0;34,82
2025/03/20 17:45:00;P;;6,3;75,5;34,79
2025/03/20 18:00:00;P;;6,2;75,3;34,82
2025/03/20 18:15:00;P;;6,2;75,3;34,90
2025/03/20 18:30:00;P;;6,3;75,1;34,83
2025/03/20 18:45:00;P;;6,2;75,4;34,85
2025/03/20 19:00:00;P;;6,2;75,6;34,94
2025/03/20 19:15:00;P;;6,2;75,5;34,84
2025/03/20 19:30:00;P;;6,3;75,5;34,81
2025/03/20 19:45:00;P;;6,2;75,2;34,85
2025/03/20 20:00:00;P;;6,1;75,7;34,86
2025/03/20 20:15:00;P;;6,2;75,5;34,84
2025/03/20 20:30:00;P;;6,2;75,6;34,85
2025/03/20 20:45:00;P;;6,3;75,1;34,84
2025/03/20 21:00:00;P;;6,2;75,5;34,80
2025/03/20 21:11:00;A;;;;35,01
2025/03/20 21:12:00;A;;;;34,74
2025/03/20 21:15:00;P;;6,2;75,5;34,84
2025/03/20 21:30:00;P;;6,3;75,4;34,97
2025/03/20 21:32:00;A;;;;34,71
2025/03/20 21:33:00;A;;;;34,91
2025/03/20 21:45:00;P;;6,2;75,4;34,85
2025/03/20 22:00:00;P;;6,2;75,3;34,83
2025/03/20 22:15:00;P;;6,3;75,0;34,79
2025/03/20 22:30:00;P;;6,4;74,5;34,83
2025/03/20 22:45:00;P;;6,4;74,4;34,82
2025/03/20 23:00:00;P;;6,4;74,3;34,81
2025/03/20 23:15:00;P;;6,4;73,8;34,81
2025/03/20 23:30:00;P;;6,5;73,6;34,80
2025/03/20 23:45:00;P;;6,5;73,9;34,75
2025/03/21 00:00:00;P;;6,5;73,6;34,79
