Date-time;Type;Metadato grafico storico;POZ009 - Petrarca - Misura pressione rete (bar);POZ009 - Petrarca - Misura portata rete modbus (l/s);POZ009 - Petrarca - Misura livello falda (m)
2025/03/08 00:44:00;A;;;;34,85
2025/03/08 00:45:00;P;;6,3;73,8;34,98
2025/03/08 01:00:00;P;;6,4;73,4;34,97
2025/03/08 01:15:00;P;;6,5;73,3;34,92
2025/03/08 01:30:00;P;;6,5;73,5;34,97
2025/03/08 01:45:00;P;;6,5;73,6;34,97
2025/03/08 02:00:00;P;;6,4;73,4;34,95
2025/03/08 02:15:00;P;;6,5;73,5;34,98
2025/03/08 02:30:00;P;;6,5;73,2;34,99
2025/03/08 02:45:00;P;;6,4;73,5;34,99
2025/03/08 03:00:00;P;;6,5;73,4;34,97
2025/03/08 03:15:00;P;;6,4;73,1;34,97
2025/03/08 03:30:00;P;;6,5;73,4;34,95
2025/03/08 03:45:00;P;;6,4;73,5;34,93
2025/03/08 04:00:00;P;;6,5;73,5;34,90
2025/03/08 04:15:00;P;;6,4;73,7;34,95
2025/03/08 04:30:00;P;;6,4;73,2;34,96
2025/03/08 04:45:00;P;;6,5;73,6;34,95
2025/03/08 05:00:00;P;;6,4;73,8;34,97
2025/03/08 05:15:00;P;;6,5;73,4;34,97
2025/03/08 05:30:00;P;;6,4;73,2;35,02
2025/03/08 05:45:00;P;;6,5;73,5;34,95
2025/03/08 06:00:00;P;;6,4;73,4;34,92
2025/03/08 06:15:00;P;;6,5;72,6;34,96
2025/03/08 06:30:00;P;;6,5;73,3;34,99
2025/03/08 06:45:00;P;;6,5;73,7;34,98
2025/03/08 07:00:00;P;;6,4;73,9;35,04
2025/03/08 07:15:00;P;;6,4;73,9;35,05
2025/03/08 07:20:00;A;;6,0;0,0;33,72
2025/03/08 07:30:00;P;;6,1;0,0;33,61
2025/03/08 07:45:00;P;;6,0;0,0;33,58
2025/03/08 08:00:00;P;;6,0;0,0;33,59
2025/03/08 08:15:00;P;;5,9;0,0;33,58
2025/03/08 08:30:00;P;;5,9;0,0;33,59
2025/03/08 08:45:00;P;;6,0;0,0;33,59
2025/03/08 09:00:00;P;;5,9;0,0;33,58
2025/03/08 09:10:00;A;;6,3;74,9;34,89
2025/03/08 09:15:00;P;;6,3;74,9;35,00
2025/03/08 09:30:00;P;;6,3;74,6;35,02
2025/03/08 09:45:00;P;;6,3;75,1;35,05
2025/03/08 10:00:00;P;;6,3;74,5;35,03
2025/03/08 10:14:00;A;;;;35,28
2025/03/08 10:15:00;A;;6,3;74,6;35,04
2025/03/08 10:15:01;P;;;;35,04
2025/03/08 10:30:00;P;;6,4;74,0;35,07
2025/03/08 10:45:00;P;;6,3;74,4;35,04
2025/03/08 10:52:00;A;;;;34,82
2025/03/08 10:55:00;A;;;;35,02
2025/03/08 11:00:00;P;;6,5;73,7;35,01
2025/03/08 11:15:00;P;;6,4;73,9;35,02
2025/03/08 11:30:00;P;;6,4;73,7;35,00
2025/03/08 11:45:00;P;;6,4;74,0;35,03
2025/03/08 12:00:00;P;;6,5;73,7;35,11
2025/03/08 12:01:00;A;;;;34,89
2025/03/08 12:12:00;A;;;;35,11
2025/03/08 12:15:00;P;;6,5;73,8;34,99
2025/03/08 12:22:00;A;;;;35,23
2025/03/08 12:23:00;A;;;;35,01
2025/03/08 12:30:00;P;;6,5;74,1;35,02
2025/03/08 12:45:00;P;;6,3;74,1;35,10
2025/03/08 13:00:00;P;;6,4;73,8;35,00
2025/03/08 13:15:00;P;;6,4;73,9;35,03
2025/03/08 13:30:00;P;;6,4;73,8;35,09
2025/03/08 13:45:00;P;;6,5;73,6;35,03
2025/03/08 14:00:00;P;;6,4;73,5;35,02
2025/03/08 14:15:00;P;;6,5;73,4;35,01
2025/03/08 14:30:00;P;;6,4;73,9;35,01
2025/03/08 14:45:00;P;;6,4;73,5;35,04
2025/03/08 15:00:00;P;;6,5;73,6;35,01
2025/03/08 15:15:00;P;;6,4;73,7;34,99
2025/03/08 15:30:00;P;;6,4;73,9;35,01
2025/03/08 15:45:00;P;;6,5;73,3;35,01
2025/03/08 16:00:00;P;;6,5;73,3;35,14
2025/03/08 16:01:00;A;;;;34,94
2025/03/08 16:15:00;P;;6,5;73,7;34,98
2025/03/08 16:30:00;P;;6,5;73,3;34,96
2025/03/08 16:45:00;P;;6,5;73,3;34,94
2025/03/08 17:00:00;P;;6,5;73,3;34,97
2025/03/08 17:15:00;P;;6,4;73,6;35,00
2025/03/08 17:18:00;A;;;;33,71
2025/03/08 17:20:00;A;;6,1;0,0;
2025/03/08 17:30:00;P;;6,0;0,0;33,62
2025/03/08 17:45:00;P;;6,1;0,0;33,60
2025/03/08 18:00:00;P;;6,1;0,0;33,60
2025/03/08 18:15:00;P;;6,0;0,0;33,59
2025/03/08 18:30:00;P;;6,0;0,0;33,59
2025/03/08 18:45:00;P;;6,0;0,0;33,59
2025/03/08 19:00:00;P;;6,1;0,0;33,59
2025/03/08 19:15:00;P;;6,0;0,0;33,59
2025/03/08 19:30:00;P;;6,0;0,0;33,59
2025/03/08 19:45:00;P;;6,1;0,0;33,59
2025/03/08 20:00:00;P;;6,0;0,0;33,58
2025/03/08 20:15:00;P;;5,9;0,0;33,56
2025/03/08 20:24:00;A;;;;34,87
2025/03/08 20:25:00;A;;6,3;74,8;
2025/03/08 20:30:00;P;;6,3;74,6;34,99
2025/03/08 20:45:00;P;;6,3;74,4;34,97
2025/03/08 21:00:00;P;;6,3;74,4;35,00
2025/03/08 21:15:00;P;;6,2;75,1;35,00
2025/03/08 21:30:00;P;;6,1;74,9;34,99
2025/03/08 21:44:00;A;;;;34,75
2025/03/08 21:45:00;A;;6,2;75,0;35,13
2025/03/08 21:45:01;P;;;;35,13
2025/03/08 22:00:00;P;;6,2;74,8;34,98
2025/03/08 22:15:00;P;;6,3;74,7;35,03
2025/03/08 22:30:00;P;;6,3;74,8;35,01
2025/03/08 22:45:00;P;;6,3;74,7;34,99
2025/03/08 23:00:00;P;;6,3;74,6;35,05
2025/03/08 23:11:00;A;;;;34,82
2025/03/08 23:15:00;P;;6,2;74,8;34,98
2025/03/08 23:30:00;P;;6,3;74,3;34,97
2025/03/08 23:45:00;P;;6,4;74,2;34,95
2025/03/09 00:00:00;P;;6,4;74,1;34,96
2025/03/09 00:15:00;P;;6,4;73,9;34,91
2025/03/09 00:30:00;P;;6,4;74,1;35,02
2025/03/09 00:45:00;P;;6,3;73,8;34,95
2025/03/09 01:00:00;P;;6,4;73,5;34,96
2025/03/09 01:15:00;P;;6,5;73,7;34,94
2025/03/09 01:30:00;P;;6,4;73,4;34,80
2025/03/09 01:33:00;A;;;;35,02
2025/03/09 01:45:00;P;;6,4;73,2;34,97
2025/03/09 02:00:00;P;;6,5;73,3;34,87
2025/03/09 02:15:00;P;;6,5;73,1;34,91
2025/03/09 02:30:00;P;;6,4;73,2;34,94
2025/03/09 02:45:00;P;;6,4;73,5;34,94
2025/03/09 03:00:00;P;;6,4;73,2;34,83
2025/03/09 03:06:00;A;;;;35,03
2025/03/09 03:15:00;P;;6,5;73,3;35,00
2025/03/09 03:30:00;P;;6,5;73,4;34,96
2025/03/09 03:45:00;P;;6,4;73,6;34,87
2025/03/09 04:00:00;P;;6,5;73,6;34,93
2025/03/09 04:15:00;P;;6,4;73,3;34,94
2025/03/09 04:30:00;P;;6,5;73,5;34,87
2025/03/09 04:45:00;P;;6,5;73,2;34,94
2025/03/09 05:00:00;P;;6,5;73,4;34,90
2025/03/09 05:12:00;A;;;;33,63
2025/03/09 05:15:00;A;;6,1;0,0;33,57
2025/03/09 05:15:01;P;;6,1;0,0;
2025/03/09 05:30:00;P;;6,1;0,0;33,53
2025/03/09 05:45:00;P;;6,1;0,0;33,52
2025/03/09 06:00:00;P;;6,1;0,0;33,52
2025/03/09 06:15:00;P;;6,2;0,0;33,54
2025/03/09 06:30:00;P;;6,1;0,0;33,54
2025/03/09 06:45:00;P;;6,1;0,0;33,54
2025/03/09 07:00:00;P;;6,1;0,0;33,54
2025/03/09 07:15:00;P;;6,1;0,0;33,54
2025/03/09 07:30:00;P;;6,1;0,0;33,54
2025/03/09 07:45:00;P;;6,0;0,0;33,55
2025/03/09 08:00:00;P;;6,0;0,0;33,56
2025/03/09 08:15:00;P;;6,0;0,0;33,55
2025/03/09 08:30:00;P;;6,0;0,0;33,55
2025/03/09 08:45:00;P;;6,0;0,0;33,55
2025/03/09 09:00:00;P;;6,0;0,0;33,55
2025/03/09 09:15:00;P;;5,9;0,0;33,54
2025/03/09 09:30:00;P;;5,9;0,0;33,55
2025/03/09 09:42:00;A;;;;34,89
2025/03/09 09:45:00;A;;6,3;74,9;35,02
2025/03/09 09:45:01;P;;6,3;74,9;
2025/03/09 10:00:00;P;;6,3;74,1;34,90
2025/03/09 10:11:00;A;;;;35,14
2025/03/09 10:15:00;P;;6,3;74,4;34,99
2025/03/09 10:30:00;P;;6,3;74,3;34,96
2025/03/09 10:45:00;P;;6,4;74,2;34,99
2025/03/09 11:00:00;P;;6,4;74,0;34,97
2025/03/09 11:15:00;P;;6,4;74,1;35,00
2025/03/09 11:30:00;P;;6,4;74,0;34,98
2025/03/09 11:45:00;P;;6,3;74,1;34,99
2025/03/09 11:55:00;A;;;;35,23
2025/03/09 11:56:00;A;;;;34,98
2025/03/09 12:00:00;P;;6,4;73,7;35,00
2025/03/09 12:15:00;P;;6,4;73,8;35,04
2025/03/09 12:30:00;P;;6,4;73,9;35,09
2025/03/09 12:45:00;P;;6,4;73,6;35,03
2025/03/09 13:00:00;P;;6,4;73,6;34,99
2025/03/09 13:15:00;P;;6,4;73,6;34,87
2025/03/09 13:19:00;A;;;;35,07
2025/03/09 13:30:00;P;;6,4;73,8;35,00
2025/03/09 13:45:00;P;;6,4;73,7;34,96
2025/03/09 14:00:00;P;;6,5;73,6;35,10
2025/03/09 14:11:00;A;;;;34,88
2025/03/09 14:15:00;P;;6,4;73,5;34,89
2025/03/09 14:30:00;P;;6,4;73,4;35,06
2025/03/09 14:45:00;P;;6,4;73,9;34,96
2025/03/09 15:00:00;P;;6,4;73,5;34,98
2025/03/09 15:15:00;P;;6,4;73,6;34,99
2025/03/09 15:30:00;P;;6,4;73,4;34,99
2025/03/09 15:45:00;P;;6,4;73,4;34,98
2025/03/09 16:00:00;P;;6,5;73,4;34,98
2025/03/09 16:15:00;P;;6,5;73,3;34,96
2025/03/09 16:30:00;P;;6,5;73,5;35,00
2025/03/09 16:45:00;P;;6,5;73,3;34,92
2025/03/09 16:58:00;A;;;;35,12
2025/03/09 17:00:00;P;;6,5;73,3;34,94
2025/03/09 17:08:00;A;;;;35,14
2025/03/09 17:12:00;A;;;;34,94
2025/03/09 17:15:00;P;;6,4;73,2;35,00
2025/03/09 17:30:00;A;;6,0;0,0;33,67
2025/03/09 17:30:01;P;;6,0;0,0;33,67
2025/03/09 17:45:00;P;;6,1;0,0;33,59
2025/03/09 18:00:00;P;;6,0;0,0;33,57
2025/03/09 18:15:00;P;;6,0;0,0;33,57
2025/03/09 18:30:00;P;;6,0;0,0;33,58
2025/03/09 18:45:00;P;;6,0;0,0;33,57
2025/03/09 19:00:00;P;;5,9;0,0;33,57
2025/03/09 19:15:00;P;;6,0;0,0;33,57
2025/03/09 19:30:00;P;;6,0;0,0;33,56
2025/03/09 19:45:00;P;;6,0;0,0;33,56
2025/03/09 19:52:00;A;;;;34,88
2025/03/09 19:55:00;A;;6,4;73,9;
2025/03/09 20:00:00;P;;6,4;74,1;34,97
2025/03/09 20:15:00;P;;6,3;75,1;34,99
2025/03/09 20:30:00;P;;6,3;74,7;34,98
2025/03/09 20:45:00;P;;6,3;74,5;34,98
2025/03/09 21:00:00;P;;6,3;75,3;34,98
2025/03/09 21:15:00;P;;6,2;75,6;34,95
2025/03/09 21:30:00;P;;6,2;75,3;35,01
2025/03/09 21:45:00;P;;6,2;75,4;35,09
2025/03/09 22:00:00;P;;6,3;74,9;34,95
2025/03/09 22:15:00;P;;6,3;74,8;35,00
2025/03/09 22:30:00;P;;6,3;75,0;34,92
2025/03/09 22:45:00;P;;6,2;74,6;34,97
2025/03/09 23:00:00;P;;6,3;74,8;34,97
2025/03/09 23:15:00;P;;6,4;74,2;34,96
2025/03/09 23:23:00;A;;;;35,19
2025/03/09 23:24:00;A;;;;34,93
2025/03/09 23:30:00;P;;6,4;74,0;35,02
2025/03/09 23:45:00;P;;6,4;74,0;34,92
2025/03/10 00:00:00;P;;6,4;74,0;34,94
2025/03/10 00:14:00;A;;;;35,15
2025/03/10 00:15:00;A;;6,5;73,6;34,93
2025/03/10 00:15:01;P;;;;34,93
2025/03/10 00:30:00;P;;6,5;73,6;34,94
2025/03/10 00:45:00;P;;6,5;73,5;34,99
2025/03/10 01:00:00;P;;6,4;73,4;34,95
2025/03/10 01:15:00;P;;6,5;73,4;34,90
2025/03/10 01:30:00;P;;6,4;73,2;34,94
2025/03/10 01:45:00;P;;6,5;73,4;34,92
2025/03/10 02:00:00;P;;6,5;73,3;34,94
2025/03/10 02:15:00;P;;6,4;73,3;34,93
2025/03/10 02:30:00;P;;6,5;73,4;34,95
2025/03/10 02:45:00;P;;6,5;73,4;34,93
2025/03/10 03:00:00;P;;6,5;73,1;34,92
2025/03/10 03:15:00;P;;6,4;73,5;34,93
2025/03/10 03:17:00;A;;;;34,69
2025/03/10 03:18:00;A;;;;34,97
2025/03/10 03:30:00;P;;6,5;73,1;34,92
2025/03/10 03:45:00;P;;6,5;73,3;34,92
2025/03/10 04:00:00;P;;6,5;73,1;34,90
2025/03/10 04:15:00;P;;6,5;73,7;34,89
2025/03/10 04:30:00;P;;6,5;73,4;34,91
2025/03/10 04:45:00;P;;6,4;73,8;34,91
2025/03/10 05:00:00;P;;6,4;73,7;34,88
2025/03/10 05:04:00;A;;;;35,08
2025/03/10 05:06:00;A;;;;34,85
2025/03/10 05:15:00;P;;6,5;73,3;34,92
2025/03/10 05:22:00;A;;;;33,62
2025/03/10 05:25:00;A;;6,0;0,0;
2025/03/10 05:30:00;P;;6,1;0,0;33,52
2025/03/10 05:45:00;P;;6,0;0,0;33,50
2025/03/10 06:00:00;P;;6,0;0,0;33,49
2025/03/10 06:15:00;P;;6,0;0,0;33,51
2025/03/10 06:30:00;P;;6,0;0,0;33,52
2025/03/10 06:45:00;P;;5,9;0,0;33,52
2025/03/10 07:00:00;P;;5,8;0,0;33,54
2025/03/10 07:15:00;P;;5,8;0,0;33,53
2025/03/10 07:22:00;A;;;;34,93
2025/03/10 07:25:00;A;;6,3;74,8;
2025/03/10 07:30:00;P;;6,3;74,7;34,90
2025/03/10 07:45:00;P;;6,3;74,7;34,98
2025/03/10 08:00:00;P;;6,3;74,6;34,99
2025/03/10 08:15:00;P;;6,3;74,5;34,99
2025/03/10 08:30:00;P;;6,4;74,6;34,91
2025/03/10 08:39:00;A;;;;35,15
2025/03/10 08:42:00;A;;;;34,94
2025/03/10 08:45:00;P;;6,3;74,5;34,99
2025/03/10 09:00:00;P;;6,4;74,1;35,00
2025/03/10 09:15:00;P;;6,4;73,8;34,98
2025/03/10 09:30:00;P;;6,4;73,9;35,07
2025/03/10 09:34:00;A;;;;34,82
2025/03/10 09:35:00;A;;;;35,13
2025/03/10 09:44:00;A;;;;34,89
2025/03/10 09:45:00;P;;6,4;74,0;35,07
2025/03/10 10:00:00;P;;6,4;74,2;34,98
2025/03/10 10:15:00;P;;6,3;74,4;35,07
2025/03/10 10:30:00;P;;6,4;74,4;34,92
2025/03/10 10:45:00;P;;6,4;73,8;34,99
2025/03/10 11:00:00;P;;6,4;73,7;34,94
2025/03/10 11:15:00;P;;6,5;73,4;34,99
2025/03/10 11:30:00;P;;6,5;73,7;34,99
2025/03/10 11:45:00;P;;6,4;73,7;34,99
2025/03/10 12:00:00;P;;6,4;73,4;35,05
2025/03/10 12:15:00;P;;6,4;73,8;34,93
2025/03/10 12:28:00;A;;;;35,16
2025/03/10 12:29:00;A;;;;34,91
2025/03/10 12:30:00;P;;6,4;74,1;34,88
2025/03/10 12:45:00;P;;6,4;73,8;34,99
2025/03/10 13:00:00;P;;6,4;73,9;34,93
2025/03/10 13:15:00;P;;6,4;74,0;35,02
2025/03/10 13:30:00;P;;6,4;74,0;35,01
2025/03/10 13:45:00;P;;6,5;74,1;35,02
2025/03/10 14:00:00;P;;6,4;74,1;34,95
2025/03/10 14:15:00;P;;6,4;74,0;34,99
2025/03/10 14:30:00;P;;6,4;74,2;34,97
2025/03/10 14:45:00;P;;6,4;74,2;34,97
2025/03/10 15:00:00;P;;6,4;74,1;35,00
2025/03/10 15:15:00;P;;6,4;73,8;34,94
2025/03/10 15:30:00;P;;6,4;73,5;34,90
2025/03/10 15:45:00;P;;6,4;73,7;34,99
2025/03/10 16:00:00;P;;6,4;73,4;34,99
2025/03/10 16:15:00;P;;6,4;73,4;34,97
2025/03/10 16:30:00;P;;6,4;73,7;34,94
2025/03/10 16:45:00;P;;6,4;73,5;34,98
2025/03/10 17:00:00;P;;6,5;73,7;35,00
2025/03/10 17:15:00;P;;6,4;73,6;34,98
2025/03/10 17:30:00;P;;6,4;73,5;34,97
2025/03/10 17:45:00;P;;6,4;73,9;34,95
2025/03/10 18:00:00;P;;6,4;73,7;34,97
2025/03/10 18:15:00;P;;6,4;73,7;35,02
2025/03/10 18:20:00;A;;6,0;0,0;33,70
2025/03/10 18:30:00;P;;6,0;0,0;33,61
2025/03/10 18:45:00;P;;6,0;0,0;33,59
2025/03/10 19:00:00;P;;6,1;0,0;33,58
2025/03/10 19:15:00;P;;6,0;0,0;33,58
2025/03/10 19:30:00;P;;5,9;0,0;33,58
2025/03/10 19:45:00;P;;6,0;0,0;33,57
2025/03/10 20:00:00;P;;6,0;0,0;33,58
2025/03/10 20:15:00;P;;5,9;0,0;33,54
2025/03/10 20:18:00;A;;;;34,95
2025/03/10 20:20:00;A;;6,2;75,5;
2025/03/10 20:30:00;P;;6,3;74,9;34,97
2025/03/10 20:45:00;P;;6,3;74,8;34,98
2025/03/10 21:00:00;P;;6,3;75,0;34,88
2025/03/10 21:04:00;A;;;;35,15
2025/03/10 21:12:00;A;;;;34,93
2025/03/10 21:15:00;P;;6,2;75,3;34,94
2025/03/10 21:30:00;P;;6,2;75,6;34,98
2025/03/10 21:45:00;P;;6,2;75,1;34,97
2025/03/10 22:00:00;P;;6,2;75,3;34,95
2025/03/10 22:15:00;P;;6,3;75,0;34,99
2025/03/10 22:30:00;P;;6,2;75,1;34,95
2025/03/10 22:45:00;P;;6,2;74,8;35,05
2025/03/10 23:00:00;P;;6,3;74,9;34,98
2025/03/10 23:15:00;P;;6,3;74,7;34,97
2025/03/10 23:30:00;P;;6,4;74,0;34,95
2025/03/10 23:45:00;P;;6,4;73,8;34,95
2025/03/11 00:00:00;P;;6,4;73,9;34,95
2025/03/11 00:15:00;P;;6,4;73,9;34,94
2025/03/11 00:30:00;P;;6,4;73,3;34,95
2025/03/11 00:45:00;P;;6,4;73,5;35,02
2025/03/11 01:00:00;P;;6,5;73,5;34,95
2025/03/11 01:15:00;P;;6,5;73,3;34,89
2025/03/11 01:30:00;P;;6,5;73,4;34,89
2025/03/11 01:45:00;P;;6,4;73,6;34,96
2025/03/11 02:00:00;P;;6,5;73,4;34,92
2025/03/11 02:15:00;P;;6,4;73,2;34,92
2025/03/11 02:30:00;P;;6,5;73,2;34,89
2025/03/11 02:45:00;P;;6,5;73,3;34,92
2025/03/11 03:00:00;P;;6,4;73,3;34,91
2025/03/11 03:15:00;P;;6,5;73,4;34,91
2025/03/11 03:30:00;P;;6,5;73,2;35,02
2025/03/11 03:31:00;A;;;;34,81
2025/03/11 03:33:00;A;;;;35,08
2025/03/11 03:45:00;P;;6,4;73,5;34,92
2025/03/11 03:53:00;A;;;;34,71
2025/03/11 03:55:00;A;;;;34,92
2025/03/11 04:00:00;P;;6,4;73,5;34,95
2025/03/11 04:15:00;P;;6,4;73,5;34,91
2025/03/11 04:30:00;P;;6,4;73,5;34,89
2025/03/11 04:45:00;P;;6,5;73,6;34,88
2025/03/11 05:00:00;P;;6,5;73,7;34,92
2025/03/11 05:07:00;A;;;;34,72
2025/03/11 05:12:00;A;;;;34,92
2025/03/11 05:15:00;P;;6,5;73,3;35,00
2025/03/11 05:30:00;P;;6,5;73,3;34,93
2025/03/11 05:45:00;P;;6,5;73,4;34,92
2025/03/11 06:00:00;P;;6,4;73,7;34,93
2025/03/11 06:12:00;A;;;;33,63
2025/03/11 06:15:00;A;;6,1;0,0;33,58
2025/03/11 06:15:01;P;;6,1;0,0;
2025/03/11 06:30:00;P;;6,0;0,0;33,54
2025/03/11 06:45:00;P;;5,9;0,0;33,54
2025/03/11 07:00:00;P;;5,8;0,0;33,55
2025/03/11 07:15:00;P;;5,9;0,0;33,53
2025/03/11 07:30:00;P;;5,9;0,0;33,54
2025/03/11 07:45:00;P;;6,0;0,0;33,55
2025/03/11 07:52:00;A;;;;34,86
2025/03/11 07:55:00;A;;6,2;75,2;
2025/03/11 08:00:00;P;;6,3;74,2;34,95
2025/03/11 08:07:00;A;;;;35,15
2025/03/11 08:08:00;A;;;;34,92
2025/03/11 08:15:00;P;;6,4;74,6;34,99
2025/03/11 08:30:00;P;;6,4;74,1;35,14
2025/03/11 08:36:00;A;;;;34,92
2025/03/11 08:45:00;P;;6,3;74,6;34,99
2025/03/11 09:00:00;P;;6,4;73,9;34,99
2025/03/11 09:15:00;P;;6,4;74,0;34,92
2025/03/11 09:30:00;P;;6,4;74,1;35,03
2025/03/11 09:45:00;P;;6,4;73,9;35,00
2025/03/11 10:00:00;P;;6,4;74,0;34,99
2025/03/11 10:15:00;P;;6,3;74,2;35,02
2025/03/11 10:30:00;P;;6,5;73,8;34,99
2025/03/11 10:45:00;P;;6,5;73,5;34,99
2025/03/11 11:00:00;P;;6,4;73,9;35,00
2025/03/11 11:15:00;P;;6,4;73,7;35,00
2025/03/11 11:30:00;P;;6,5;73,5;35,07
2025/03/11 11:45:00;P;;6,4;74,0;35,00
2025/03/11 12:00:00;P;;6,4;73,9;35,10
2025/03/11 12:15:00;P;;6,3;73,8;34,97
2025/03/11 12:30:00;P;;6,4;73,7;35,01
2025/03/11 12:45:00;P;;6,4;73,4;34,98
2025/03/11 12:46:00;A;;;;35,20
2025/03/11 12:47:00;A;;;;34,99
2025/03/11 13:00:00;P;;6,4;73,4;34,88
2025/03/11 13:15:00;P;;6,4;74,1;35,00
2025/03/11 13:30:00;P;;6,3;73,9;35,01
2025/03/11 13:45:00;P;;6,4;73,7;34,95
2025/03/11 14:00:00;P;;6,4;74,1;34,94
2025/03/11 14:15:00;P;;6,4;73,7;34,84
2025/03/11 14:16:00;A;;;;35,07
2025/03/11 14:30:00;P;;6,4;73,6;34,98
2025/03/11 14:45:00;P;;6,4;73,8;34,96
2025/03/11 15:00:00;P;;6,3;73,8;35,00
2025/03/11 15:15:00;P;;6,5;73,7;34,96
2025/03/11 15:30:00;P;;6,4;73,3;34,99
2025/03/11 15:38:00;A;;;;35,21
2025/03/11 15:39:00;A;;;;35,00
2025/03/11 15:45:00;P;;6,4;73,5;34,97
2025/03/11 16:00:00;P;;6,4;73,4;34,99
2025/03/11 16:15:00;P;;6,3;74,3;35,17
2025/03/11 16:16:00;A;;;;34,96
2025/03/11 16:20:00;A;;6,5;;
2025/03/11 16:30:00;P;;6,4;73,9;34,99
2025/03/11 16:45:00;P;;6,5;73,4;34,99
2025/03/11 17:00:00;P;;6,4;73,5;34,98
2025/03/11 17:08:00;A;;;;33,68
2025/03/11 17:10:00;A;;6,0;0,0;
2025/03/11 17:15:00;P;;6,0;0,0;33,59
2025/03/11 17:30:00;P;;6,1;0,0;33,57
2025/03/11 17:45:00;P;;6,0;0,0;33,58
2025/03/11 18:00:00;P;;6,1;0,0;33,58
2025/03/11 18:15:00;P;;6,1;0,0;33,56
2025/03/11 18:30:00;P;;6,0;0,0;33,57
2025/03/11 18:45:00;P;;5,9;0,0;33,56
2025/03/11 19:00:00;P;;6,0;0,0;33,56
2025/03/11 19:15:00;P;;6,0;0,0;33,57
2025/03/11 19:30:00;P;;6,0;0,0;33,57
2025/03/11 19:42:00;A;;;;34,95
2025/03/11 19:45:00;A;;6,4;74,4;34,90
2025/03/11 19:45:01;P;;6,4;74,4;
2025/03/11 20:00:00;P;;6,4;74,2;34,94
2025/03/11 20:15:00;P;;6,2;75,0;34,89
2025/03/11 20:30:00;P;;6,3;74,9;34,95
2025/03/11 20:45:00;P;;6,3;74,3;34,97
2025/03/11 21:00:00;P;;6,3;74,5;35,06
2025/03/11 21:15:00;P;;6,2;75,4;35,00
2025/03/11 21:30:00;P;;6,2;75,4;34,99
2025/03/11 21:45:00;P;;6,2;75,0;35,00
2025/03/11 22:00:00;P;;6,3;75,1;34,96
2025/03/11 22:15:00;P;;6,2;75,0;35,06
2025/03/11 22:30:00;P;;6,3;74,9;34,97
2025/03/11 22:45:00;P;;6,3;74,7;34,97
2025/03/11 23:00:00;P;;6,3;74,7;34,98
2025/03/11 23:15:00;P;;6,3;74,6;34,97
2025/03/11 23:30:00;P;;6,4;74,4;35,04
2025/03/11 23:45:00;P;;6,4;74,1;34,98
2025/03/12 00:00:00;P;;6,4;73,9;34,95
2025/03/12 00:15:00;P;;6,5;73,6;34,91
2025/03/12 00:30:00;P;;6,4;74,0;34,93
2025/03/12 00:45:00;P;;6,4;73,4;34,96
2025/03/12 01:00:00;P;;6,4;73,6;34,92
2025/03/12 01:15:00;P;;6,4;73,5;34,93
2025/03/12 01:30:00;P;;6,4;73,6;34,93
2025/03/12 01:45:00;P;;6,4;73,8;34,92
2025/03/12 02:00:00;P;;6,5;73,0;35,00
2025/03/12 02:04:00;A;;;;34,80
2025/03/12 02:15:00;P;;6,5;73,0;34,95
2025/03/12 02:30:00;P;;6,5;73,4;34,91
2025/03/12 02:45:00;P;;6,5;73,3;34,90
2025/03/12 03:00:00;P;;6,4;73,5;34,87
2025/03/12 03:15:00;P;;6,5;73,7;34,92
2025/03/12 03:30:00;P;;6,4;73,8;34,89
2025/03/12 03:45:00;P;;6,4;73,8;34,88
2025/03/12 03:55:00;A;;;;35,09
2025/03/12 04:00:00;P;;6,4;73,6;34,92
2025/03/12 04:15:00;P;;6,3;74,1;34,92
2025/03/12 04:30:00;P;;6,4;74,3;34,87
2025/03/12 04:45:00;P;;6,4;73,9;35,03
2025/03/12 05:00:00;P;;6,4;74,2;34,99
2025/03/12 05:15:00;P;;6,4;73,9;34,88
2025/03/12 05:30:00;P;;6,4;73,7;34,98
2025/03/12 05:45:00;P;;6,4;74,1;34,93
2025/03/12 06:00:00;P;;6,4;74,3;34,93
2025/03/12 06:15:00;P;;6,4;73,6;34,94
2025/03/12 06:30:00;P;;6,4;74,6;34,93
2025/03/12 06:45:00;P;;6,3;74,6;34,93
2025/03/12 07:00:00;P;;6,3;74,9;35,00
2025/03/12 07:15:00;P;;6,3;75,0;35,07
2025/03/12 07:29:00;A;;;;34,86
2025/03/12 07:30:00;P;;6,3;74,8;35,01
2025/03/12 07:45:00;P;;6,3;74,4;35,03
2025/03/12 08:00:00;P;;6,4;75,1;35,00
2025/03/12 08:15:00;P;;6,3;74,8;35,00
2025/03/12 08:30:00;P;;6,3;74,5;35,00
2025/03/12 08:45:00;P;;6,3;74,6;35,00
2025/03/12 09:00:00;P;;6,3;74,2;35,00
2025/03/12 09:15:00;P;;6,2;74,9;35,02
2025/03/12 09:30:00;P;;6,3;74,9;34,90
2025/03/12 09:39:00;A;;;;35,24
2025/03/12 09:40:00;A;;;;35,01
2025/03/12 09:45:00;P;;6,3;74,5;35,03
2025/03/12 10:00:00;P;;6,3;74,3;35,01
2025/03/12 10:15:00;P;;6,3;74,1;35,02
2025/03/12 10:30:00;P;;6,3;74,7;35,01
