Date-time;Type;RTU IS150 - Ponte Druso - Pressione (bar);RTU IS150 - Ponte Druso - Portata (l/s)
2025/03/08 23:30:00;P;6,7;-4,2
2025/03/08 23:45:00;P;6,7;-5,7
2025/03/09 00:00:00;P;6,7;-4,5
2025/03/09 00:15:00;P;6,7;-5,8
2025/03/09 00:30:00;P;6,7;-6,4
2025/03/09 00:45:00;P;6,7;-6,5
2025/03/09 01:00:00;P;6,8;-6,7
2025/03/09 01:15:00;P;6,8;-6,4
2025/03/09 01:30:00;P;6,8;-6,5
2025/03/09 01:45:00;P;6,8;-8,1
2025/03/09 02:00:00;P;6,8;-7,3
2025/03/09 02:15:00;P;6,8;-9,0
2025/03/09 02:30:00;P;6,8;-8,7
2025/03/09 02:45:00;P;6,8;-8,8
2025/03/09 03:00:00;P;6,8;-9,2
2025/03/09 03:15:00;P;6,8;-9,6
2025/03/09 03:30:00;P;6,8;-9,2
2025/03/09 03:45:00;P;6,8;-10,1
2025/03/09 04:00:00;P;6,8;-8,6
2025/03/09 04:15:00;P;6,8;-8,9
2025/03/09 04:30:00;P;6,8;-8,9
2025/03/09 04:45:00;P;6,8;-7,5
2025/03/09 05:00:00;P;6,8;-6,6
2025/03/09 05:15:00;P;6,7;-7,8
2025/03/09 05:30:00;P;6,8;-8,7
2025/03/09 05:45:00;P;6,7;-8,3
2025/03/09 06:00:00;P;6,7;-7,8
2025/03/09 06:15:00;P;6,8;-4,0
2025/03/09 06:30:00;P;6,8;-6,2
2025/03/09 06:45:00;P;6,7;-7,8
2025/03/09 07:00:00;P;6,7;-7,4
2025/03/09 07:15:00;P;6,7;-4,3
2025/03/09 07:30:00;P;6,7;-2,3
2025/03/09 07:45:00;P;6,6;-3,9
2025/03/09 08:00:00;P;6,6;0,0
2025/03/09 08:15:00;P;6,6;0,0
2025/03/09 08:30:00;P;6,5;-2,5
2025/03/09 08:45:00;P;6,5;-5,2
2025/03/09 09:00:00;P;6,5;-5,6
2025/03/09 09:15:00;P;6,4;-8,2
2025/03/09 09:30:00;P;6,5;-10,1
2025/03/09 09:45:00;P;6,5;-4,6
2025/03/09 10:00:00;P;6,6;-2,5
2025/03/09 10:15:00;P;6,5;-3,6
2025/03/09 10:30:00;P;6,6;-1,6
2025/03/09 10:45:00;P;6,6;6,7
2025/03/09 11:00:00;P;6,7;10,1
2025/03/09 11:15:00;P;6,7;9,4
2025/03/09 11:30:00;P;6,6;8,3
2025/03/09 11:45:00;P;6,7;11,6
2025/03/09 12:00:00;P;6,7;8,3
2025/03/09 12:15:00;P;6,6;8,9
2025/03/09 12:30:00;P;6,7;8,1
2025/03/09 12:45:00;P;6,7;7,6
2025/03/09 13:00:00;P;6,7;7,4
2025/03/09 13:15:00;P;6,7;8,5
2025/03/09 13:30:00;P;6,7;6,8
2025/03/09 13:45:00;P;6,7;7,4
2025/03/09 14:00:00;P;6,7;5,8
2025/03/09 14:15:00;P;6,8;6,3
2025/03/09 14:30:00;P;6,8;7,8
2025/03/09 14:45:00;P;6,7;17,7
2025/03/09 15:00:00;P;6,7;16,6
2025/03/09 15:15:00;P;6,7;19,6
2025/03/09 15:30:00;P;6,7;19,5
2025/03/09 15:45:00;P;6,8;9,3
2025/03/09 16:00:00;P;6,8;5,8
2025/03/09 16:15:00;P;6,8;5,4
2025/03/09 16:30:00;P;6,7;5,4
2025/03/09 16:45:00;P;6,8;8,0
2025/03/09 17:00:00;P;6,7;7,1
2025/03/09 17:15:00;P;6,7;6,4
2025/03/09 17:30:00;P;6,6;5,8
2025/03/09 17:45:00;P;6,7;5,0
2025/03/09 18:00:00;P;6,6;2,8
2025/03/09 18:15:00;P;6,6;3,4
2025/03/09 18:30:00;P;6,6;4,5
2025/03/09 18:45:00;P;6,5;4,8
2025/03/09 19:00:00;P;6,6;0,7
2025/03/09 19:15:00;P;6,6;0,4
2025/03/09 19:30:00;P;6,6;1,7
2025/03/09 19:45:00;P;6,6;2,1
2025/03/09 20:00:00;P;6,6;9,0
2025/03/09 20:15:00;P;6,6;2,4
2025/03/09 20:30:00;P;6,6;2,1
2025/03/09 20:45:00;P;6,6;3,5
2025/03/09 21:00:00;P;6,6;4,7
2025/03/09 21:15:00;P;6,4;-8,8
2025/03/09 21:30:00;P;6,4;-10,1
2025/03/09 21:45:00;P;6,5;-7,2
2025/03/09 22:00:00;P;6,5;-8,1
2025/03/09 22:15:00;P;6,5;-5,3
2025/03/09 22:30:00;P;6,6;-1,7
2025/03/09 22:45:00;P;6,6;-3,8
2025/03/09 23:00:00;P;6,6;-2,5
2025/03/09 23:15:00;P;6,7;-4,7
2025/03/09 23:30:00;P;6,7;-5,0
2025/03/09 23:45:00;P;6,7;-7,0
2025/03/10 00:00:00;P;6,7;-6,7
2025/03/10 00:15:00;P;6,8;-6,2
2025/03/10 00:30:00;P;6,8;-7,2
2025/03/10 00:45:00;P;6,8;-8,8
2025/03/10 01:00:00;P;6,8;-8,0
2025/03/10 01:15:00;P;6,8;-8,8
2025/03/10 01:30:00;P;6,8;-9,1
2025/03/10 01:45:00;P;6,8;-8,6
2025/03/10 02:00:00;P;6,8;-9,3
2025/03/10 02:15:00;P;6,9;-9,4
2025/03/10 02:30:00;P;6,8;-11,1
2025/03/10 02:45:00;P;6,8;-9,3
2025/03/10 03:00:00;P;6,8;-9,8
2025/03/10 03:15:00;P;6,8;-10,9
2025/03/10 03:30:00;P;6,8;-11,1
2025/03/10 03:45:00;P;6,8;-9,8
2025/03/10 04:00:00;P;6,8;-8,9
2025/03/10 04:15:00;P;6,8;-7,8
2025/03/10 04:30:00;P;6,8;-8,2
2025/03/10 04:45:00;P;6,8;-8,7
2025/03/10 05:00:00;P;6,8;-6,3
2025/03/10 05:15:00;P;6,8;-6,1
2025/03/10 05:30:00;P;6,7;-5,5
2025/03/10 05:45:00;P;6,6;-9,2
2025/03/10 06:00:00;P;6,6;-7,6
2025/03/10 06:15:00;P;6,6;-6,4
2025/03/10 06:30:00;P;6,6;-8,2
2025/03/10 06:45:00;P;6,4;-10,9
2025/03/10 07:00:00;P;6,3;-10,1
2025/03/10 07:15:00;P;6,4;-5,1
2025/03/10 07:30:00;P;6,5;0,0
2025/03/10 07:45:00;P;6,5;-0,7
2025/03/10 08:00:00;P;6,5;0,0
2025/03/10 08:15:00;P;6,5;2,0
2025/03/10 08:30:00;P;6,5;4,5
2025/03/10 08:45:00;P;6,6;5,5
2025/03/10 09:00:00;P;6,6;12,1
2025/03/10 09:15:00;P;6,7;14,0
2025/03/10 09:30:00;P;6,7;14,2
2025/03/10 09:45:00;P;6,6;7,2
2025/03/10 10:00:00;P;6,6;5,5
2025/03/10 10:15:00;P;6,6;8,0
2025/03/10 10:30:00;P;6,6;10,2
2025/03/10 10:45:00;P;6,7;16,1
2025/03/10 11:00:00;P;6,7;16,7
2025/03/10 11:15:00;P;6,7;13,1
2025/03/10 11:30:00;P;6,7;14,2
2025/03/10 11:45:00;P;6,7;11,0
2025/03/10 12:00:00;P;6,7;13,4
2025/03/10 12:15:00;P;6,7;14,2
2025/03/10 12:30:00;P;6,6;12,6
2025/03/10 12:45:00;P;6,7;14,0
2025/03/10 13:00:00;P;6,7;15,5
2025/03/10 13:15:00;P;6,7;14,6
2025/03/10 13:30:00;P;6,7;13,4
2025/03/10 13:45:00;P;6,6;11,9
2025/03/10 14:00:00;P;6,7;15,3
2025/03/10 14:15:00;P;6,7;6,7
2025/03/10 14:30:00;P;6,6;3,2
2025/03/10 14:45:00;P;6,6;17,7
2025/03/10 15:00:00;P;6,7;25,0
2025/03/10 15:15:00;P;6,7;20,3
2025/03/10 15:30:00;P;6,7;21,4
2025/03/10 15:45:00;P;6,7;8,5
2025/03/10 16:00:00;P;6,8;11,5
2025/03/10 16:15:00;P;6,8;11,6
2025/03/10 16:30:00;P;6,7;11,2
2025/03/10 16:45:00;P;6,8;9,1
2025/03/10 17:00:00;P;6,7;8,8
2025/03/10 17:15:00;P;6,7;10,4
2025/03/10 17:30:00;P;6,7;9,0
2025/03/10 17:45:00;P;6,7;8,0
2025/03/10 18:00:00;P;6,7;7,6
2025/03/10 18:15:00;P;6,7;7,5
2025/03/10 18:30:00;P;6,6;4,3
2025/03/10 18:45:00;P;6,6;3,2
2025/03/10 19:00:00;P;6,6;2,5
2025/03/10 19:15:00;P;6,6;6,4
2025/03/10 19:30:00;P;6,5;0,9
2025/03/10 19:45:00;P;6,6;8,2
2025/03/10 20:00:00;P;6,5;1,9
2025/03/10 20:15:00;P;6,4;-5,3
2025/03/10 20:30:00;P;6,6;1,0
2025/03/10 20:45:00;P;6,6;2,2
2025/03/10 21:00:00;P;6,6;6,0
2025/03/10 21:15:00;P;6,4;-11,1
2025/03/10 21:30:00;P;6,4;-11,3
2025/03/10 21:45:00;P;6,5;-11,1
2025/03/10 22:00:00;P;6,5;-7,8
2025/03/10 22:15:00;P;6,5;-8,7
2025/03/10 22:30:00;P;6,5;-4,7
2025/03/10 22:45:00;P;6,6;-5,6
2025/03/10 23:00:00;P;6,6;-4,6
2025/03/10 23:15:00;P;6,6;-4,5
2025/03/10 23:30:00;P;6,7;-6,6
2025/03/10 23:45:00;P;6,7;-6,5
2025/03/11 00:00:00;P;6,7;-6,9
2025/03/11 00:15:00;P;6,7;-8,3
2025/03/11 00:30:00;P;6,8;-7,9
2025/03/11 00:45:00;P;6,8;-9,0
2025/03/11 01:00:00;P;6,8;-9,2
2025/03/11 01:15:00;P;6,8;-7,5
2025/03/11 01:30:00;P;6,8;-9,4
2025/03/11 01:45:00;P;6,8;-8,0
2025/03/11 02:00:00;P;6,8;-10,5
2025/03/11 02:15:00;P;6,8;-9,1
2025/03/11 02:30:00;P;6,8;-10,4
2025/03/11 02:45:00;P;6,8;-10,1
2025/03/11 03:00:00;P;6,8;-10,0
2025/03/11 03:15:00;P;6,8;-10,6
2025/03/11 03:30:00;P;6,8;-11,7
2025/03/11 03:45:00;P;6,8;-9,3
2025/03/11 04:00:00;P;6,8;-9,8
2025/03/11 04:15:00;P;6,8;-7,7
2025/03/11 04:30:00;P;6,8;-8,9
2025/03/11 04:45:00;P;6,8;-8,3
2025/03/11 05:00:00;P;6,8;-8,2
2025/03/11 05:15:00;P;6,8;-6,0
2025/03/11 05:30:00;P;6,8;-5,7
2025/03/11 05:45:00;P;6,8;-4,6
2025/03/11 06:00:00;P;6,8;-3,8
2025/03/11 06:15:00;P;6,7;-0,6
2025/03/11 06:30:00;P;6,6;-2,7
2025/03/11 06:45:00;P;6,4;-7,5
2025/03/11 07:00:00;P;6,4;-11,5
2025/03/11 07:15:00;P;6,4;0,0
2025/03/11 07:30:00;P;6,4;0,0
2025/03/11 07:45:00;P;6,5;0,7
2025/03/11 08:00:00;P;6,6;7,4
2025/03/11 08:15:00;P;6,6;10,3
2025/03/11 08:30:00;P;6,6;12,2
2025/03/11 08:45:00;P;6,6;14,5
2025/03/11 09:00:00;P;6,7;12,0
2025/03/11 09:15:00;P;6,7;14,9
2025/03/11 09:30:00;P;6,6;14,0
2025/03/11 09:45:00;P;6,7;12,0
2025/03/11 10:00:00;P;6,6;12,8
2025/03/11 10:15:00;P;6,6;3,9
2025/03/11 10:30:00;P;6,7;11,9
2025/03/11 10:45:00;P;6,7;14,2
2025/03/11 11:00:00;P;6,7;18,3
2025/03/11 11:15:00;P;6,7;14,8
2025/03/11 11:30:00;P;6,7;12,4
2025/03/11 11:45:00;P;6,7;16,4
2025/03/11 12:00:00;P;6,7;16,6
2025/03/11 12:15:00;P;6,7;13,4
2025/03/11 12:30:00;P;6,7;13,3
2025/03/11 12:45:00;P;6,7;10,3
2025/03/11 13:00:00;P;6,7;9,4
2025/03/11 13:15:00;P;6,6;13,3
2025/03/11 13:30:00;P;6,7;12,0
2025/03/11 13:45:00;P;6,6;14,3
2025/03/11 14:00:00;P;6,7;15,7
2025/03/11 14:15:00;P;6,7;14,5
2025/03/11 14:30:00;P;6,7;11,5
2025/03/11 14:45:00;P;6,8;15,1
2025/03/11 15:00:00;P;6,7;13,7
2025/03/11 15:15:00;P;6,7;9,4
2025/03/11 15:30:00;P;6,7;15,2
2025/03/11 15:45:00;P;6,7;12,3
2025/03/11 16:00:00;P;6,7;11,0
2025/03/11 16:15:00;P;6,6;-5,9
2025/03/11 16:30:00;P;6,7;8,0
2025/03/11 16:45:00;P;6,7;7,0
2025/03/11 17:00:00;P;6,7;7,7
2025/03/11 17:15:00;P;6,6;4,2
2025/03/11 17:30:00;P;6,6;7,2
2025/03/11 17:45:00;P;6,6;2,7
2025/03/11 18:00:00;P;6,6;7,1
2025/03/11 18:15:00;P;6,6;3,8
2025/03/11 18:30:00;P;6,6;2,3
2025/03/11 18:45:00;P;6,5;0,0
2025/03/11 19:00:00;P;6,5;-2,1
2025/03/11 19:15:00;P;6,5;2,5
2025/03/11 19:30:00;P;6,5;0,0
2025/03/11 19:45:00;P;6,6;7,6
2025/03/11 20:00:00;P;6,6;9,3
2025/03/11 20:15:00;P;6,5;0,0
2025/03/11 20:30:00;P;6,6;0,0
2025/03/11 20:45:00;P;6,6;1,8
2025/03/11 21:00:00;P;6,6;5,4
2025/03/11 21:15:00;P;6,4;-11,2
2025/03/11 21:30:00;P;6,5;-10,1
2025/03/11 21:45:00;P;6,5;-12,0
2025/03/11 22:00:00;P;6,5;-8,1
2025/03/11 22:15:00;P;6,5;-7,1
2025/03/11 22:30:00;P;6,5;-5,5
2025/03/11 22:45:00;P;6,6;-7,0
2025/03/11 23:00:00;P;6,6;-4,4
2025/03/11 23:15:00;P;6,6;-2,7
2025/03/11 23:30:00;P;6,7;-4,0
2025/03/11 23:45:00;P;6,8;-5,9
2025/03/12 00:00:00;P;6,7;-6,0
2025/03/12 00:15:00;P;6,8;-7,7
2025/03/12 00:30:00;P;6,8;-7,7
2025/03/12 00:45:00;P;6,8;-8,1
2025/03/12 01:00:00;P;6,8;-8,0
2025/03/12 01:15:00;P;6,8;-8,2
2025/03/12 01:30:00;P;6,8;-8,9
2025/03/12 01:45:00;P;6,8;-8,7
2025/03/12 02:00:00;P;6,8;-10,5
2025/03/12 02:15:00;P;6,8;-9,3
2025/03/12 02:30:00;P;6,8;-10,3
2025/03/12 02:45:00;P;6,8;-11,6
2025/03/12 03:00:00;P;6,8;-9,3
2025/03/12 03:15:00;P;6,7;-13,3
2025/03/12 03:30:00;P;6,7;-11,3
2025/03/12 03:45:00;P;6,7;-11,9
2025/03/12 04:00:00;P;6,8;-12,4
2025/03/12 04:15:00;P;6,7;-10,4
2025/03/12 04:30:00;P;6,7;-10,9
2025/03/12 04:45:00;P;6,7;-11,4
2025/03/12 05:00:00;P;6,7;-10,7
2025/03/12 05:15:00;P;6,8;-9,0
2025/03/12 05:30:00;P;6,7;-9,2
2025/03/12 05:45:00;P;6,7;-11,3
2025/03/12 06:00:00;P;6,7;-8,0
2025/03/12 06:15:00;P;6,7;-5,7
2025/03/12 06:30:00;P;6,6;-5,6
2025/03/12 06:45:00;P;6,5;-9,7
2025/03/12 07:00:00;P;6,5;-12,5
2025/03/12 07:15:00;P;6,5;-3,2
2025/03/12 07:30:00;P;6,5;1,9
2025/03/12 07:45:00;P;6,6;3,3
2025/03/12 08:00:00;P;6,5;3,6
2025/03/12 08:15:00;P;6,5;6,2
2025/03/12 08:30:00;P;6,6;2,8
2025/03/12 08:45:00;P;6,6;5,9
2025/03/12 09:00:00;P;6,6;14,4
2025/03/12 09:15:00;P;6,5;-0,8
2025/03/12 09:30:00;P;6,5;1,7
2025/03/12 09:45:00;P;6,5;1,6
2025/03/12 10:00:00;P;6,6;2,6
2025/03/12 10:15:00;P;6,6;-2,0
2025/03/12 10:30:00;P;6,5;2,2
2025/03/12 10:45:00;P;6,5;3,0
2025/03/12 11:00:00;P;6,5;21,8
2025/03/12 11:15:00;P;6,5;-0,8
2025/03/12 11:30:00;P;6,5;0,0
2025/03/12 11:45:00;P;6,5;-1,9
2025/03/12 12:00:00;P;6,5;1,5
2025/03/12 12:15:00;P;6,5;0,0
2025/03/12 12:30:00;P;6,5;0,7
2025/03/12 12:45:00;P;6,5;-5,0
2025/03/12 13:00:00;P;6,5;0,0
2025/03/12 13:15:00;P;6,5;-2,5
2025/03/12 13:30:00;P;6,5;1,3
2025/03/12 13:45:00;P;6,5;0,0
2025/03/12 14:00:00;P;6,5;0,0
2025/03/12 14:15:00;P;6,5;-1,8
2025/03/12 14:30:00;P;6,5;-0,6
2025/03/12 14:45:00;P;6,5;-1,4
2025/03/12 15:00:00;P;6,4;-8,9
2025/03/12 15:15:00;P;6,4;-6,8
2025/03/12 15:30:00;P;6,5;-7,1
2025/03/12 15:45:00;P;6,4;-10,5
2025/03/12 16:00:00;P;6,5;-8,4
2025/03/12 16:15:00;P;6,5;-7,8
2025/03/12 16:30:00;P;6,4;-9,8
2025/03/12 16:45:00;P;6,5;-7,9
2025/03/12 17:00:00;P;6,5;-6,1
2025/03/12 17:15:00;P;6,5;-8,1
2025/03/12 17:30:00;P;6,4;-10,6
2025/03/12 17:45:00;P;6,4;-12,2
2025/03/12 18:00:00;P;6,4;-2,9
2025/03/12 18:15:00;P;6,4;-2,2
2025/03/12 18:30:00;P;6,4;-2,4
2025/03/12 18:45:00;P;6,4;-5,7
2025/03/12 19:00:00;P;6,4;-3,2
2025/03/12 19:15:00;P;6,4;-4,0
2025/03/12 19:30:00;P;6,5;-2,6
2025/03/12 19:45:00;P;6,4;-2,4
2025/03/12 20:00:00;P;6,4;-5,2
2025/03/12 20:15:00;P;6,3;-9,0
2025/03/12 20:30:00;P;6,3;-8,1
2025/03/12 20:45:00;P;6,3;-9,2
2025/03/12 21:00:00;P;6,3;-10,1
2025/03/12 21:15:00;P;6,4;-8,7
2025/03/12 21:30:00;P;6,6;-9,7
2025/03/12 21:45:00;P;6,6;-6,7
2025/03/12 22:00:00;P;6,7;-5,2
2025/03/12 22:15:00;P;6,7;-8,5
2025/03/12 22:30:00;P;6,7;-8,5
2025/03/12 22:45:00;P;6,4;-15,8
2025/03/12 23:00:00;P;6,4;-15,9
2025/03/12 23:15:00;P;6,6;-14,0
2025/03/12 23:30:00;P;6,7;-13,5
2025/03/12 23:45:00;P;6,7;-13,4
2025/03/13 00:00:00;P;6,7;-12,7
2025/03/13 00:15:00;P;6,8;-12,8
2025/03/13 00:30:00;P;6,8;-9,4
2025/03/13 00:45:00;P;6,8;-9,1
2025/03/13 01:00:00;P;6,9;-9,5
2025/03/13 01:15:00;P;6,9;-8,8
2025/03/13 01:30:00;P;6,9;-9,1
2025/03/13 01:45:00;P;6,9;-10,0
2025/03/13 02:00:00;P;6,9;-8,7
2025/03/13 02:15:00;P;6,9;-9,1
2025/03/13 02:30:00;P;6,9;-9,2
2025/03/13 02:45:00;P;6,9;-8,7
2025/03/13 03:00:00;P;6,9;-9,1
2025/03/13 03:15:00;P;6,9;-8,2
2025/03/13 03:30:00;P;6,9;-9,6
2025/03/13 03:45:00;P;6,9;-9,1
2025/03/13 04:00:00;P;6,9;-9,0
2025/03/13 04:15:00;P;6,9;-8,9
2025/03/13 04:30:00;P;6,9;-9,0
2025/03/13 04:45:00;P;6,8;-10,3
2025/03/13 05:00:00;P;6,8;-11,8
2025/03/13 05:15:00;P;6,8;-10,4
2025/03/13 05:30:00;P;6,8;-9,3
2025/03/13 05:45:00;P;6,8;-10,2
2025/03/13 06:00:00;P;6,8;-10,3
2025/03/13 06:15:00;P;6,6;-12,2
2025/03/13 06:30:00;P;6,5;-13,7
2025/03/13 06:45:00;P;6,4;-13,4
2025/03/13 07:00:00;P;6,5;-9,5
2025/03/13 07:15:00;P;6,5;-2,9
2025/03/13 07:30:00;P;6,5;2,0
2025/03/13 07:45:00;P;6,3;-5,9
2025/03/13 08:00:00;P;6,5;-6,5
2025/03/13 08:15:00;P;6,5;-4,4
2025/03/13 08:30:00;P;6,5;-5,0
2025/03/13 08:45:00;P;6,5;-1,9
2025/03/13 09:00:00;P;6,5;-4,5
2025/03/13 09:15:00;P;6,5;-5,1
2025/03/13 09:30:00;P;6,5;1,4
2025/03/13 09:45:00;P;6,5;1,6
2025/03/13 10:00:00;P;6,6;2,0
2025/03/13 10:15:00;P;6,5;0,0
2025/03/13 10:30:00;P;6,5;0,0
2025/03/13 10:45:00;P;6,6;0,5
2025/03/13 11:00:00;P;6,5;7,4
2025/03/13 11:15:00;P;6,6;0,0
2025/03/13 11:30:00;P;6,6;0,0
2025/03/13 11:45:00;P;6,6;3,3
2025/03/13 12:00:00;P;6,6;3,3
2025/03/13 12:15:00;P;6,5;-0,8
2025/03/13 12:30:00;P;6,5;0,0
2025/03/13 12:45:00;P;6,5;4,9
2025/03/13 13:00:00;P;6,5;5,2
2025/03/13 13:15:00;P;6,5;0,0
2025/03/13 13:30:00;P;6,5;-5,2
2025/03/13 13:45:00;P;6,5;-2,9
2025/03/13 14:00:00;P;6,5;-0,7
2025/03/13 14:15:00;P;6,5;4,8
2025/03/13 14:30:00;P;6,6;1,8
2025/03/13 14:45:00;P;6,6;0,0
2025/03/13 15:00:00;P;6,6;0,0
2025/03/13 15:15:00;P;6,6;-3,4
2025/03/13 15:30:00;P;6,6;-2,6
2025/03/13 15:45:00;P;6,6;0,5
2025/03/13 16:00:00;P;6,6;5,4
2025/03/13 16:15:00;P;6,6;7,6
2025/03/13 16:30:00;P;6,6;5,2
2025/03/13 16:45:00;P;6,6;-1,9
2025/03/13 17:00:00;P;6,6;-3,6
2025/03/13 17:15:00;P;6,6;-1,8
2025/03/13 17:30:00;P;6,6;0,0
2025/03/13 17:45:00;P;6,5;0,0
2025/03/13 18:00:00;P;6,5;-2,0
2025/03/13 18:15:00;P;6,5;-3,7
2025/03/13 18:30:00;P;6,5;-4,2
2025/03/13 18:45:00;P;6,5;-4,1
2025/03/13 19:00:00;P;6,5;-3,5
2025/03/13 19:15:00;P;6,5;-0,8
2025/03/13 19:30:00;P;6,4;-2,9
2025/03/13 19:45:00;P;6,5;-4,4
2025/03/13 20:00:00;P;6,4;-5,6
2025/03/13 20:15:00;P;6,5;-4,1
2025/03/13 20:30:00;P;6,5;-4,6
2025/03/13 20:45:00;P;6,5;-3,2
2025/03/13 21:00:00;P;6,6;-2,9
2025/03/13 21:15:00;P;6,5;-9,1
2025/03/13 21:30:00;P;6,5;-7,4
2025/03/13 21:45:00;P;6,6;-4,0
2025/03/13 22:00:00;P;6,6;-5,3
2025/03/13 22:15:00;P;6,6;-9,6
2025/03/13 22:30:00;P;6,7;-9,7
2025/03/13 22:45:00;P;6,7;-9,3
2025/03/13 23:00:00;P;6,5;-14,6
2025/03/13 23:15:00;P;6,5;-13,3
2025/03/13 23:30:00;P;6,7;-13,8
2025/03/13 23:45:00;P;6,7;-13,6
2025/03/14 00:00:00;P;6,9;-1,5
2025/03/14 00:15:00;P;6,8;-10,7
2025/03/14 00:30:00;P;6,8;-11,0
2025/03/14 00:45:00;P;6,8;-11,0
2025/03/14 01:00:00;P;6,9;-9,6
2025/03/14 01:15:00;P;6,9;-10,1
2025/03/14 01:30:00;P;6,9;-10,0
2025/03/14 01:45:00;P;6,9;-9,8
2025/03/14 02:00:00;P;6,9;-9,5
2025/03/14 02:15:00;P;6,9;-8,6
2025/03/14 02:30:00;P;6,9;-9,3
2025/03/14 02:45:00;P;6,9;-8,6
2025/03/14 03:00:00;P;6,9;-8,6
2025/03/14 03:15:00;P;7,0;-0,6
2025/03/14 03:30:00;P;6,9;-9,4
2025/03/14 03:45:00;P;6,9;-9,2
2025/03/14 04:00:00;P;6,9;-8,8
2025/03/14 04:15:00;P;6,9;-9,1
2025/03/14 04:30:00;P;6,6;-15,9
2025/03/14 04:45:00;P;6,7;-15,0
2025/03/14 05:00:00;P;6,6;-15,1
2025/03/14 05:15:00;P;6,7;-13,3
2025/03/14 05:30:00;P;6,7;-14,0
2025/03/14 05:45:00;P;6,7;-14,5
2025/03/14 06:00:00;P;6,7;-13,6
2025/03/14 06:15:00;P;6,6;-13,8
2025/03/14 06:30:00;P;6,6;-8,9
2025/03/14 06:45:00;P;6,5;-10,1
2025/03/14 07:00:00;P;6,3;-12,8
2025/03/14 07:15:00;P;6,3;-3,3
2025/03/14 07:30:00;P;6,5;-2,2
2025/03/14 07:45:00;P;6,4;-0,8
2025/03/14 08:00:00;P;6,5;0,0
2025/03/14 08:15:00;P;6,5;-2,9
2025/03/14 08:30:00;P;6,5;0,0
2025/03/14 08:45:00;P;6,5;-0,5
2025/03/14 09:00:00;P;6,5;1,9
2025/03/14 09:15:00;P;6,5;-2,0
2025/03/14 09:30:00;P;6,5;-2,8
2025/03/14 09:45:00;P;6,5;-4,3
2025/03/14 10:00:00;P;6,5;0,9
2025/03/14 10:15:00;P;6,7;4,3
2025/03/14 10:30:00;P;6,6;0,5
2025/03/14 10:45:00;P;6,5;0,8
2025/03/14 11:00:00;P;6,6;2,3
2025/03/14 11:15:00;P;6,6;2,1
2025/03/14 11:30:00;P;6,6;1,0
2025/03/14 11:45:00;P;6,6;0,5
2025/03/14 12:00:00;P;6,5;2,5
2025/03/14 12:15:00;P;6,6;2,2
2025/03/14 12:30:00;P;6,5;1,2
2025/03/14 12:45:00;P;6,6;0,9
2025/03/14 13:00:00;P;6,5;0,0
2025/03/14 13:15:00;P;6,5;-2,0
2025/03/14 13:30:00;P;6,6;-0,9
2025/03/14 13:45:00;P;6,5;0,0
2025/03/14 14:00:00;P;6,4;-0,8
2025/03/14 14:15:00;P;6,5;0,0
2025/03/14 14:30:00;P;6,5;1,4
2025/03/14 14:45:00;P;6,6;-2,2
2025/03/14 15:00:00;P;6,6;0,6
2025/03/14 15:15:00;P;6,6;2,6
2025/03/14 15:30:00;P;6,6;-3,0
2025/03/14 15:45:00;P;6,6;-4,1
2025/03/14 16:00:00;P;6,7;-3,4
2025/03/14 16:15:00;P;6,6;-7,1
2025/03/14 16:30:00;P;6,6;-2,4
2025/03/14 16:45:00;P;6,6;-3,7
2025/03/14 17:00:00;P;6,6;-2,8
2025/03/14 17:15:00;P;6,6;-7,8
2025/03/14 17:30:00;P;6,6;-3,4
2025/03/14 17:45:00;P;6,6;0,0
2025/03/14 18:00:00;P;6,5;-5,0
2025/03/14 18:15:00;P;6,5;-5,5
2025/03/14 18:30:00;P;6,5;-4,7
2025/03/14 18:45:00;P;6,5;-4,6
2025/03/14 19:00:00;P;6,5;-4,4
2025/03/14 19:15:00;P;6,5;-5,4
2025/03/14 19:30:00;P;6,5;-5,2
2025/03/14 19:45:00;P;6,5;-3,4
2025/03/14 20:00:00;P;6,5;-5,6
2025/03/14 20:15:00;P;6,5;-3,3
2025/03/14 20:30:00;P;6,6;-5,3
2025/03/14 20:45:00;P;6,6;-1,1
2025/03/14 21:00:00;P;6,6;-4,3
2025/03/14 21:15:00;P;6,7;-3,7
2025/03/14 21:30:00;P;6,5;-10,3
2025/03/14 21:45:00;P;6,6;-10,7
2025/03/14 22:00:00;P;6,5;-9,2
2025/03/14 22:15:00;P;6,6;-6,4
2025/03/14 22:30:00;P;6,7;-10,0
2025/03/14 22:45:00;P;6,6;-11,3
2025/03/14 23:00:00;P;6,7;-11,8
2025/03/14 23:15:00;P;6,7;-11,7
2025/03/14 23:30:00;P;6,7;-10,2
2025/03/14 23:45:00;P;6,8;-9,5
2025/03/15 00:00:00;P;6,8;-9,8
2025/03/15 00:15:00;P;6,8;-10,5
2025/03/15 00:30:00;P;6,8;-9,6
2025/03/15 00:45:00;P;6,9;-8,8
2025/03/15 01:00:00;P;6,9;-8,5
2025/03/15 01:15:00;P;6,8;-8,8
2025/03/15 01:30:00;P;6,8;-9,2
2025/03/15 01:45:00;P;6,8;-8,9
2025/03/15 02:00:00;P;6,9;-10,3
2025/03/15 02:15:00;P;6,9;-8,5
2025/03/15 02:30:00;P;6,9;-8,9
2025/03/15 02:45:00;P;6,9;-7,8
