Date-time;Type;Metadato grafico storico;RIL003 - San Giorgio - Misura pressione rete (bar);RIL003 - San Giorgio - Misura pressione rilancio (bar);RIL003 - San Giorgio - Misura pressione Miramonti (bar);RIL003 - San Giorgio - Misura portata Miramonti (impulsiva) (mc);RIL003 - San Giorgio - Misura portata rete (impulsiva) (mc)
2025/03/10 13:30:01;P;;;;5,6;;
2025/03/10 13:35:00;A;;;;5,9;;
2025/03/10 13:40:00;A;;3,6;48,7;;;
2025/03/10 13:45:00;A;;3,5;48,0;5,5;0,00;0,0
2025/03/10 13:45:01;P;;;48,0;5,5;;
2025/03/10 14:00:00;A;;3,3;48,1;5,9;0,00;0,0
2025/03/10 14:00:01;P;;;;5,9;;
2025/03/10 14:10:00;A;;3,6;;;;
2025/03/10 14:15:00;A;;3,6;48,1;6,2;0,00;0,0
2025/03/10 14:15:01;P;;;;6,2;;
2025/03/10 14:20:00;A;;;;5,4;;
2025/03/10 14:25:00;A;;;;5,7;;
2025/03/10 14:30:00;A;;3,3;48,1;6,0;0,00;0,0
2025/03/10 14:30:01;P;;3,3;;6,0;;
2025/03/10 14:35:00;A;;;;5,4;;
2025/03/10 14:40:00;A;;;;5,9;;
2025/03/10 14:45:00;P;;3,4;48,1;6,0;0,00;0,0
2025/03/10 14:50:00;A;;;;5,7;;
2025/03/10 15:00:00;P;;3,5;48,1;5,5;0,00;0,0
2025/03/10 15:15:00;P;;3,6;48,1;5,4;0,00;0,0
2025/03/10 15:20:00;A;;;;5,7;;
2025/03/10 15:30:00;A;;3,6;48,0;6,1;0,00;0,0
2025/03/10 15:30:01;P;;;;6,1;;
2025/03/10 15:35:00;A;;;;5,6;;
2025/03/10 15:40:00;A;;;;6,0;;
2025/03/10 15:45:00;A;;3,6;48,0;5,4;0,00;0,0
2025/03/10 15:45:01;P;;;;5,4;;
2025/03/10 15:55:00;A;;;;6,0;;
2025/03/10 16:00:00;P;;3,6;48,1;5,9;0,00;0,0
2025/03/10 16:05:00;A;;;;5,5;;
2025/03/10 16:10:00;A;;;;5,7;;
2025/03/10 16:15:00;A;;3,6;48,1;6,0;0,00;0,0
2025/03/10 16:15:01;P;;;;6,0;;
2025/03/10 16:30:00;P;;3,6;48,1;5,9;0,00;0,0
2025/03/10 16:45:00;P;;3,6;48,1;5,8;0,00;0,0
2025/03/10 16:50:00;A;;3,3;;6,1;;
2025/03/10 16:55:00;A;;3,7;;;;
2025/03/10 17:00:00;A;;3,6;48,0;5,4;0,00;0,0
2025/03/10 17:00:01;P;;;;5,4;;
2025/03/10 17:05:00;A;;;;5,8;;
2025/03/10 17:15:00;A;;3,6;48,0;6,1;0,00;0,0
2025/03/10 17:15:01;P;;;;6,1;;
2025/03/10 17:25:00;A;;;;5,8;;
2025/03/10 17:30:00;P;;3,6;48,0;5,6;0,00;0,0
2025/03/10 17:45:00;P;;3,6;48,0;5,7;0,00;0,0
2025/03/10 17:55:00;A;;;;5,5;;
2025/03/10 18:00:00;A;;3,4;48,1;5,8;0,00;0,0
2025/03/10 18:00:01;P;;;;5,8;;
2025/03/10 18:10:00;A;;;;5,4;;
2025/03/10 18:15:00;A;;3,5;48,0;5,6;0,00;0,0
2025/03/10 18:15:01;P;;;;5,6;;
2025/03/10 18:30:00;P;;3,4;48,1;5,6;0,00;0,0
2025/03/10 18:35:00;A;;;;6,0;;
2025/03/10 18:45:00;A;;3,4;48,1;5,5;0,00;0,0
2025/03/10 18:45:01;P;;;;5,5;;
2025/03/10 19:00:00;A;;3,4;48,0;6,2;0,00;0,0
2025/03/10 19:00:01;P;;;;6,2;;
2025/03/10 19:15:00;A;;3,4;48,0;5,6;0,00;0,0
2025/03/10 19:15:01;P;;;;5,6;;
2025/03/10 19:20:00;A;;;;6,0;;
2025/03/10 19:25:00;A;;;;5,7;;
2025/03/10 19:30:00;A;;3,0;48,0;5,6;0,00;0,0
2025/03/10 19:30:01;P;;3,0;;;;
2025/03/10 19:35:00;A;;3,3;;;;
2025/03/10 19:40:00;A;;;;6,0;;
2025/03/10 19:45:00;A;;3,3;48,1;6,3;0,00;0,0
2025/03/10 19:45:01;P;;;;6,3;;
2025/03/10 19:50:00;A;;;;6,1;;
2025/03/10 19:55:00;A;;;;5,4;;
2025/03/10 20:00:00;A;;3,2;48,0;6,0;0,00;0,0
2025/03/10 20:00:01;P;;;;6,0;;
2025/03/10 20:10:00;A;;;;6,2;;
2025/03/10 20:15:00;P;;3,2;48,1;6,0;0,00;0,0
2025/03/10 20:25:00;A;;;;5,8;;
2025/03/10 20:30:00;P;;3,4;48,1;5,7;0,00;0,0
2025/03/10 20:45:00;A;;3,4;48,0;6,0;0,00;0,0
2025/03/10 20:45:01;P;;;;6,0;;
2025/03/10 20:50:00;A;;;;5,7;;
2025/03/10 21:00:00;P;;3,4;48,0;5,9;0,00;0,0
2025/03/10 21:05:00;A;;3,1;;6,2;;
2025/03/10 21:10:00;A;;;;5,7;;
2025/03/10 21:15:00;A;;3,1;48,0;5,5;0,00;0,0
2025/03/10 21:15:01;P;;;;5,5;;
2025/03/10 21:25:00;A;;;;5,9;;
2025/03/10 21:30:00;A;;3,1;48,0;5,5;0,00;0,0
2025/03/10 21:30:01;P;;;;5,5;;
2025/03/10 21:35:00;A;;;;6,2;;
2025/03/10 21:40:00;A;;;;5,9;;
2025/03/10 21:45:00;P;;3,1;48,0;5,8;0,00;0,0
2025/03/10 21:50:00;A;;;;6,1;;
2025/03/10 21:55:00;A;;;;5,5;;
2025/03/10 22:00:00;A;;3,2;48,0;6,1;0,00;0,0
2025/03/10 22:00:01;P;;;;6,1;;
2025/03/10 22:05:00;A;;;;5,6;;
2025/03/10 22:15:00;A;;3,1;48,0;6,2;0,00;0,0
2025/03/10 22:15:01;P;;;;6,2;;
2025/03/10 22:20:00;A;;;;6,0;;
2025/03/10 22:25:00;A;;;;5,5;;
2025/03/10 22:30:00;A;;3,2;48,0;5,8;0,00;0,0
2025/03/10 22:30:01;P;;;;5,8;;
2025/03/10 22:45:00;P;;3,4;48,0;5,9;0,00;0,0
2025/03/10 22:55:00;A;;;;5,5;;
2025/03/10 23:00:00;A;;3,3;48,1;6,1;0,00;0,0
2025/03/10 23:00:01;P;;;;6,1;;
2025/03/10 23:05:00;A;;;;5,6;;
2025/03/10 23:15:00;A;;3,4;48,1;5,9;0,00;0,0
2025/03/10 23:15:01;P;;;;5,9;;
2025/03/10 23:20:00;A;;;;5,7;;
2025/03/10 23:25:00;A;;;;5,9;;
2025/03/10 23:30:00;A;;3,5;48,0;5,5;0,00;0,0
2025/03/10 23:30:01;P;;;;5,5;;
2025/03/10 23:45:00;A;;3,6;48,0;6,1;0,00;0,0
2025/03/10 23:45:01;P;;;;6,1;;
2025/03/11 00:00:00;A;;3,6;48,0;5,5;0,00;0,0
2025/03/11 00:00:01;P;;;;5,5;;
2025/03/11 00:15:00;P;;3,6;48,0;5,6;0,00;0,0
2025/03/11 00:25:00;A;;;;6,1;;
2025/03/11 00:30:00;A;;3,6;48,0;5,6;0,00;0,0
2025/03/11 00:30:01;P;;;;5,6;;
2025/03/11 00:40:00;A;;;;5,9;;
2025/03/11 00:45:00;P;;3,7;48,0;5,9;0,00;0,0
2025/03/11 00:50:00;A;;;;5,4;;
2025/03/11 00:55:00;A;;;;5,6;;
2025/03/11 01:00:00;A;;3,8;48,0;6,2;0,00;0,0
2025/03/11 01:00:01;P;;;;6,2;;
2025/03/11 01:05:00;A;;;;5,5;;
2025/03/11 01:10:00;A;;3,6;51,6;;;
2025/03/11 01:15:00;P;;3,6;51,6;5,6;0,00;0,0
2025/03/11 01:30:00;P;;3,6;51,6;5,6;0,00;0,0
2025/03/11 01:35:00;A;;;;5,9;;
2025/03/11 01:40:00;A;;;;5,6;;
2025/03/11 01:45:00;A;;3,5;51,9;6,1;0,00;0,0
2025/03/11 01:45:01;P;;;51,9;6,1;;
2025/03/11 01:50:00;A;;;51,6;5,6;;
2025/03/11 02:00:00;P;;3,3;51,5;5,6;0,00;0,0
2025/03/11 02:05:00;A;;3,6;;;;
2025/03/11 02:10:00;A;;;;5,9;;
2025/03/11 02:15:00;A;;3,7;45,6;5,5;0,00;0,0
2025/03/11 02:15:01;P;;;45,6;5,5;;
2025/03/11 02:20:00;A;;;48,1;5,9;;
2025/03/11 02:30:00;P;;3,7;48,1;6,0;0,00;0,0
2025/03/11 02:35:00;A;;;;5,4;;
2025/03/11 02:40:00;A;;;;5,7;;
2025/03/11 02:45:00;P;;3,7;48,1;5,8;0,00;0,0
2025/03/11 02:55:00;A;;;;5,5;;
2025/03/11 03:00:00;A;;3,9;48,1;6,2;0,00;0,0
2025/03/11 03:00:01;P;;3,9;;6,2;;
2025/03/11 03:05:00;A;;3,7;;5,5;;
2025/03/11 03:10:00;A;;;;5,9;;
2025/03/11 03:15:00;P;;3,7;48,0;5,9;0,00;0,0
2025/03/11 03:20:00;A;;;;5,4;;
2025/03/11 03:25:00;A;;;;6,2;;
2025/03/11 03:30:00;A;;3,7;48,1;5,7;0,00;0,0
2025/03/11 03:30:01;P;;;;5,7;;
2025/03/11 03:45:00;A;;3,5;48,1;6,3;0,00;0,0
2025/03/11 03:45:01;P;;;;6,3;;
2025/03/11 03:50:00;A;;;;5,7;;
2025/03/11 03:55:00;A;;;;6,0;;
2025/03/11 04:00:00;A;;3,7;48,1;5,4;0,00;0,0
2025/03/11 04:00:01;P;;;;5,4;;
2025/03/11 04:10:00;A;;;;5,8;;
2025/03/11 04:15:00;A;;3,7;48,0;5,6;0,00;0,0
2025/03/11 04:15:01;P;;;;5,6;;
2025/03/11 04:30:00;P;;3,7;48,0;5,6;0,00;0,0
2025/03/11 04:35:00;A;;;;5,8;;
2025/03/11 04:45:00;A;;3,5;48,0;6,2;0,00;0,0
2025/03/11 04:45:01;P;;;;6,2;;
2025/03/11 04:55:00;A;;;;5,5;;
2025/03/11 05:00:00;A;;3,6;48,0;6,0;0,00;0,0
2025/03/11 05:00:01;P;;;;6,0;;
2025/03/11 05:05:00;A;;4,4;;;;
2025/03/11 05:10:00;A;;3,7;;;;
2025/03/11 05:15:00;A;;3,6;48,1;6,3;0,00;0,0
2025/03/11 05:15:01;P;;;;6,3;;
2025/03/11 05:25:00;A;;;;6,1;;
2025/03/11 05:30:00;A;;3,7;48,0;5,4;0,00;0,0
2025/03/11 05:30:01;P;;;;5,4;;
2025/03/11 05:40:00;A;;;;6,2;;
2025/03/11 05:45:00;A;;3,7;48,0;5,5;0,00;0,0
2025/03/11 05:45:01;P;;;;5,5;;
2025/03/11 05:55:00;A;;;;5,7;;
2025/03/11 06:00:00;P;;3,6;48,0;5,7;0,00;0,0
2025/03/11 06:05:00;A;;;;6,0;;
2025/03/11 06:15:00;P;;3,5;48,1;6,0;0,00;0,0
2025/03/11 06:30:00;A;;3,4;48,0;5,4;0,00;0,0
2025/03/11 06:30:01;P;;;;5,4;;
2025/03/11 06:35:00;A;;;;5,8;;
2025/03/11 06:45:00;A;;3,0;48,1;6,3;0,00;0,0
2025/03/11 06:45:01;P;;3,0;;6,3;;
2025/03/11 06:50:00;A;;;;5,5;;
2025/03/11 06:55:00;A;;2,1;;;;
2025/03/11 07:00:00;A;;2,9;48,0;6,2;0,00;0,0
2025/03/11 07:00:01;P;;2,9;;6,2;;
2025/03/11 07:05:00;A;;;;5,6;;
2025/03/11 07:10:00;A;;;;5,9;;
2025/03/11 07:15:00;A;;3,1;48,0;5,5;0,00;0,0
2025/03/11 07:15:01;P;;;;5,5;;
2025/03/11 07:20:00;A;;;;6,2;;
2025/03/11 07:25:00;A;;;;5,7;;
2025/03/11 07:30:00;P;;3,1;48,1;5,8;0,00;0,0
2025/03/11 07:45:00;A;;3,1;48,1;6,3;0,00;0,0
2025/03/11 07:45:01;P;;;;6,3;;
2025/03/11 07:50:00;A;;;;5,7;;
2025/03/11 07:55:00;A;;;;6,1;;
2025/03/11 08:00:00;A;;3,4;48,0;5,8;0,00;0,0
2025/03/11 08:00:01;P;;3,4;;5,8;;
2025/03/11 08:15:00;A;;3,3;48,1;5,5;0,00;0,0
2025/03/11 08:15:01;P;;;;5,5;;
2025/03/11 08:20:00;A;;;;5,8;;
2025/03/11 08:30:00;A;;3,4;48,0;5,5;0,00;0,0
2025/03/11 08:30:01;P;;;;5,5;;
2025/03/11 08:40:00;A;;;;6,1;;
2025/03/11 08:45:00;P;;3,5;48,1;6,2;0,00;0,0
2025/03/11 08:55:00;A;;;;5,9;;
2025/03/11 09:00:00;A;;3,5;48,1;6,1;0,00;0,0
2025/03/11 09:00:01;P;;;;6,1;;
2025/03/11 09:05:00;A;;;;5,9;;
2025/03/11 09:10:00;A;;;;6,1;;
2025/03/11 09:15:00;A;;3,6;48,0;6,4;0,00;0,0
2025/03/11 09:15:01;P;;;;6,4;;
2025/03/11 09:20:00;A;;;;5,5;;
2025/03/11 09:25:00;A;;3,4;;6,1;;
2025/03/11 09:30:00;A;;3,4;48,0;5,6;0,00;0,0
2025/03/11 09:30:01;P;;;;5,6;;
2025/03/11 09:40:00;A;;;;6,3;;
2025/03/11 09:45:00;A;;3,4;48,0;5,4;0,00;0,0
2025/03/11 09:45:01;P;;;;5,4;;
2025/03/11 09:55:00;A;;;;6,1;;
2025/03/11 10:00:00;A;;3,5;48,1;5,4;0,00;0,0
2025/03/11 10:00:01;P;;;;5,4;;
2025/03/11 10:05:00;A;;3,2;;5,6;;
2025/03/11 10:10:00;A;;3,5;;5,9;;
2025/03/11 10:15:00;A;;3,3;48,1;6,1;0,00;0,0
2025/03/11 10:15:01;P;;;;6,1;;
2025/03/11 10:20:00;A;;;;5,4;;
2025/03/11 10:30:00;A;;3,5;48,0;5,7;0,00;0,0
2025/03/11 10:30:01;P;;;;5,7;;
2025/03/11 10:35:00;A;;;;5,4;;
2025/03/11 10:45:00;P;;3,5;48,0;5,4;0,00;0,0
2025/03/11 10:50:00;A;;;;6,0;;
2025/03/11 10:55:00;A;;;;5,5;;
2025/03/11 11:00:00;P;;3,5;48,0;5,6;0,00;0,0
2025/03/11 11:05:00;A;;;;5,9;;
2025/03/11 11:15:00;P;;3,5;48,0;6,0;0,00;0,0
2025/03/11 11:20:00;A;;;;5,4;;
2025/03/11 11:30:00;P;;3,6;48,0;5,6;0,00;0,0
2025/03/11 11:45:00;A;;3,5;48,0;5,8;0,00;0,0
2025/03/11 11:45:01;P;;;;5,8;;
2025/03/11 11:55:00;A;;;;6,3;;
2025/03/11 12:00:00;A;;3,6;48,0;5,8;0,00;0,0
2025/03/11 12:00:01;P;;;;5,8;;
2025/03/11 12:10:00;A;;;;5,4;;
2025/03/11 12:15:00;A;;3,5;48,0;6,0;0,00;0,0
2025/03/11 12:15:01;P;;;;6,0;;
2025/03/11 12:25:00;A;;;;5,5;;
2025/03/11 12:30:00;P;;3,5;48,0;5,4;0,00;0,0
2025/03/11 12:35:00;A;;;;5,9;;
2025/03/11 12:40:00;A;;;;6,1;;
2025/03/11 12:45:00;P;;3,4;48,0;6,0;0,00;0,0
2025/03/11 12:55:00;A;;;;5,7;;
2025/03/11 13:00:00;A;;3,5;48,0;5,4;0,00;0,0
2025/03/11 13:00:01;P;;;;5,4;;
2025/03/11 13:05:00;A;;;;5,8;;
2025/03/11 13:10:00;A;;;;5,5;;
2025/03/11 13:15:00;A;;3,4;48,0;6,2;0,00;0,0
2025/03/11 13:15:01;P;;;;6,2;;
2025/03/11 13:20:00;A;;;;5,6;;
2025/03/11 13:30:00;P;;3,5;48,0;5,5;0,00;0,0
2025/03/11 13:35:00;A;;;;6,1;;
2025/03/11 13:40:00;A;;;;5,8;;
2025/03/11 13:45:00;A;;3,4;48,0;6,3;0,00;0,0
2025/03/11 13:45:01;P;;;;6,3;;
2025/03/11 13:50:00;A;;;;5,6;;
2025/03/11 13:55:00;A;;;;6,0;;
2025/03/11 14:00:00;A;;3,5;48,0;5,8;0,00;0,0
2025/03/11 14:00:01;P;;;;5,8;;
2025/03/11 14:05:00;A;;;;5,6;;
2025/03/11 14:10:00;A;;3,9;;6,0;;
2025/03/11 14:15:00;A;;3,5;48,0;6,1;0,00;0,0
2025/03/11 14:15:01;P;;3,5;;;;
2025/03/11 14:20:00;A;;;;5,5;;
2025/03/11 14:30:00;A;;3,5;48,0;6,1;0,00;0,0
2025/03/11 14:30:01;P;;;;6,1;;
2025/03/11 14:35:00;A;;;;5,8;;
2025/03/11 14:40:00;A;;;;5,5;;
2025/03/11 14:45:00;A;;3,5;51,1;5,5;0,00;0,0
2025/03/11 14:45:01;P;;;51,1;;;
2025/03/11 14:50:00;A;;;;6,2;;
2025/03/11 14:55:00;A;;;;5,6;;
2025/03/11 15:00:00;P;;3,5;51,1;5,4;0,00;0,0
2025/03/11 15:05:00;A;;;;5,8;;
2025/03/11 15:15:00;A;;3,5;51,0;5,6;0,00;0,0
2025/03/11 15:15:01;P;;;;5,6;;
2025/03/11 15:25:00;A;;;;5,8;;
2025/03/11 15:30:00;P;;3,5;51,0;5,9;0,00;0,0
2025/03/11 15:35:00;A;;;;5,7;;
2025/03/11 15:40:00;A;;;;6,0;;
2025/03/11 15:45:00;A;;3,5;51,1;5,7;0,00;0,0
2025/03/11 15:45:01;P;;;;5,7;;
2025/03/11 15:50:00;A;;;;5,5;;
2025/03/11 15:55:00;A;;;;6,1;;
2025/03/11 16:00:00;A;;3,6;48,2;6,1;0,00;0,0
2025/03/11 16:00:01;P;;;48,2;;;
2025/03/11 16:05:00;A;;3,2;;5,5;;
2025/03/11 16:15:00;P;;3,3;48,0;5,5;0,00;0,0
2025/03/11 16:20:00;A;;3,7;;;;
2025/03/11 16:30:00;A;;3,6;48,1;5,7;0,00;0,0
2025/03/11 16:30:01;P;;;;5,7;;
2025/03/11 16:40:00;A;;;;5,4;;
2025/03/11 16:45:00;A;;3,6;48,1;6,2;0,00;0,0
2025/03/11 16:45:01;P;;;;6,2;;
2025/03/11 16:50:00;A;;;;5,4;;
2025/03/11 17:00:00;A;;3,6;48,0;5,8;0,00;0,0
2025/03/11 17:00:01;P;;;;5,8;;
2025/03/11 17:05:00;A;;2,5;;5,5;;
2025/03/11 17:10:00;A;;3,5;;6,1;;
2025/03/11 17:15:00;P;;3,5;48,1;6,0;0,00;0,0
2025/03/11 17:25:00;A;;;;5,5;;
2025/03/11 17:30:00;A;;3,4;48,1;6,2;0,00;0,0
2025/03/11 17:30:01;P;;;;6,2;;
2025/03/11 17:35:00;A;;4,3;;;;
2025/03/11 17:40:00;A;;3,5;;5,6;;
2025/03/11 17:45:00;A;;3,4;48,1;5,4;0,00;0,0
2025/03/11 17:45:01;P;;;;5,4;;
2025/03/11 17:55:00;A;;;;6,1;;
2025/03/11 18:00:00;P;;3,5;48,1;5,9;0,00;0,0
2025/03/11 18:05:00;A;;;;5,6;;
2025/03/11 18:10:00;A;;;;5,8;;
2025/03/11 18:15:00;A;;3,4;48,1;6,1;0,00;0,0
2025/03/11 18:15:01;P;;;;6,1;;
2025/03/11 18:25:00;A;;;;5,6;;
2025/03/11 18:30:00;A;;3,3;48,1;5,8;0,00;0,0
2025/03/11 18:30:01;P;;;;5,8;;
2025/03/11 18:40:00;A;;;;6,0;;
2025/03/11 18:45:00;P;;3,3;48,0;6,1;0,00;0,0
2025/03/11 18:50:00;A;;;;5,7;;
2025/03/11 18:55:00;A;;;;6,1;;
2025/03/11 19:00:00;A;;3,3;48,1;5,6;0,00;0,0
2025/03/11 19:00:01;P;;;;5,6;;
2025/03/11 19:10:00;A;;;;5,9;;
2025/03/11 19:15:00;P;;3,4;48,1;6,1;0,00;0,0
2025/03/11 19:25:00;A;;3,1;;5,6;;
2025/03/11 19:30:00;A;;3,5;48,0;6,2;0,00;0,0
2025/03/11 19:30:01;P;;3,5;;6,2;;
2025/03/11 19:35:00;A;;;;5,8;;
2025/03/11 19:40:00;A;;;;5,6;;
2025/03/11 19:45:00;P;;3,4;48,0;5,6;0,00;0,0
2025/03/11 20:00:00;P;;3,4;48,1;5,5;0,00;0,0
2025/03/11 20:05:00;A;;;;5,9;;
2025/03/11 20:15:00;P;;3,3;48,1;5,9;0,00;0,0
2025/03/11 20:30:00;P;;3,4;48,0;6,0;0,00;0,0
2025/03/11 20:35:00;A;;;;5,8;;
2025/03/11 20:45:00;P;;3,4;48,0;5,6;0,00;0,0
2025/03/11 20:55:00;A;;;;5,9;;
2025/03/11 21:00:00;P;;3,4;48,0;5,9;0,00;0,0
2025/03/11 21:05:00;A;;2,8;;;;
2025/03/11 21:10:00;A;;;;5,5;;
2025/03/11 21:15:00;A;;3,0;48,0;5,8;0,00;0,0
2025/03/11 21:15:01;P;;;;5,8;;
2025/03/11 21:25:00;A;;;;5,5;;
2025/03/11 21:30:00;P;;2,9;48,0;5,6;0,00;0,0
2025/03/11 21:45:00;A;;3,1;48,0;5,9;0,00;0,0
2025/03/11 21:45:01;P;;;;5,9;;
2025/03/11 22:00:00;A;;3,2;48,0;5,5;0,00;0,0
2025/03/11 22:00:01;P;;;;5,5;;
2025/03/11 22:05:00;A;;;;6,2;;
2025/03/11 22:15:00;A;;3,2;48,1;5,6;0,00;0,0
2025/03/11 22:15:01;P;;;;5,6;;
2025/03/11 22:30:00;P;;3,2;48,1;5,4;0,00;0,0
2025/03/11 22:35:00;A;;;;5,9;;
2025/03/11 22:45:00;P;;3,3;48,0;6,0;0,00;0,0
2025/03/11 22:50:00;A;;;;5,5;;
2025/03/11 22:55:00;A;;;;6,0;;
2025/03/11 23:00:00;P;;3,4;48,0;6,0;0,00;0,0
2025/03/11 23:05:00;A;;;;5,6;;
2025/03/11 23:10:00;A;;;;6,2;;
2025/03/11 23:15:00;A;;3,4;48,1;5,8;0,00;0,0
2025/03/11 23:15:01;P;;;;5,8;;
2025/03/11 23:20:00;A;;;;6,0;;
2025/03/11 23:25:00;A;;;;5,7;;
2025/03/11 23:30:00;P;;3,5;48,1;5,6;0,00;0,0
2025/03/11 23:40:00;A;;;;5,4;;
2025/03/11 23:45:00;A;;3,5;48,0;6,0;0,00;0,0
2025/03/11 23:45:01;P;;;;6,0;;
2025/03/11 23:50:00;A;;;;5,5;;
2025/03/12 00:00:00;A;;3,6;48,0;5,7;0,00;0,0
2025/03/12 00:00:01;P;;;;5,7;;
2025/03/12 00:05:00;A;;;;5,4;;
2025/03/12 00:10:00;A;;;;5,9;;
2025/03/12 00:15:00;P;;3,6;48,0;6,0;0,00;0,0
2025/03/12 00:25:00;A;;;;5,6;;
2025/03/12 00:30:00;A;;3,5;48,1;6,2;0,00;0,0
2025/03/12 00:30:01;P;;;;6,2;;
2025/03/12 00:35:00;A;;3,7;;;;
2025/03/12 00:40:00;A;;;;5,4;;
2025/03/12 00:45:00;P;;3,7;48,0;5,5;0,00;0,0
2025/03/12 00:50:00;A;;;;6,0;;
2025/03/12 00:55:00;A;;;;5,6;;
2025/03/12 01:00:00;A;;3,7;48,0;5,8;0,00;0,0
2025/03/12 01:00:01;P;;;;5,8;;
2025/03/12 01:15:00;P;;3,7;48,0;5,7;0,00;0,0
2025/03/12 01:20:00;A;;;;5,9;;
2025/03/12 01:30:00;A;;3,5;47,9;6,3;0,00;0,0
2025/03/12 01:30:01;P;;;;6,3;;
2025/03/12 01:35:00;A;;;;5,5;;
2025/03/12 01:40:00;A;;;;5,7;;
2025/03/12 01:45:00;P;;3,7;48,0;5,8;0,00;0,0
2025/03/12 02:00:00;P;;3,7;48,0;5,7;0,00;0,0
2025/03/12 02:15:00;P;;3,7;48,0;5,6;0,00;0,0
2025/03/12 02:30:00;A;;3,7;48,0;5,9;0,00;0,0
2025/03/12 02:30:01;P;;;;5,9;;
2025/03/12 02:45:00;A;;3,7;48,0;5,5;0,00;0,0
2025/03/12 02:45:01;P;;;;5,5;;
2025/03/12 03:00:00;A;;3,7;48,0;5,7;0,00;0,0
2025/03/12 03:00:01;P;;;;5,7;;
2025/03/12 03:15:00;P;;3,6;48,0;5,5;0,00;0,0
2025/03/12 03:30:00;A;;3,5;48,0;6,0;0,00;0,0
2025/03/12 03:30:01;P;;;;6,0;;
2025/03/12 03:35:00;A;;;;5,4;;
2025/03/12 03:40:00;A;;;;5,6;;
2025/03/12 03:45:00;A;;3,6;48,0;6,0;0,00;0,0
2025/03/12 03:45:01;P;;;;6,0;;
2025/03/12 04:00:00;A;;3,6;48,0;5,4;0,00;0,0
2025/03/12 04:00:01;P;;;;5,4;;
2025/03/12 04:05:00;A;;;;5,9;;
2025/03/12 04:15:00;A;;3,6;48,0;5,6;0,00;0,0
2025/03/12 04:15:01;P;;;;5,6;;
2025/03/12 04:25:00;A;;;;6,2;;
2025/03/12 04:30:00;A;;3,6;48,0;5,5;0,00;0,0
2025/03/12 04:30:01;P;;;;5,5;;
2025/03/12 04:40:00;A;;;;6,0;;
2025/03/12 04:45:00;A;;3,6;48,0;5,4;0,00;0,0
2025/03/12 04:45:01;P;;;;5,4;;
2025/03/12 04:50:00;A;;;;5,8;;
2025/03/12 05:00:00;A;;3,5;47,9;6,0;0,00;0,0
2025/03/12 05:00:01;P;;;;6,0;;
2025/03/12 05:05:00;A;;;51,6;;;
2025/03/12 05:10:00;A;;;;5,5;;
2025/03/12 05:15:00;A;;3,4;51,7;5,9;0,00;0,0
2025/03/12 05:15:01;P;;;;5,9;;
2025/03/12 05:20:00;A;;;;5,4;;
2025/03/12 05:25:00;A;;;;5,7;;
2025/03/12 05:30:00;A;;3,6;51,6;6,0;0,00;0,0
2025/03/12 05:30:01;P;;;;6,0;;
2025/03/12 05:40:00;A;;3,3;;;;
2025/03/12 05:45:00;A;;3,5;51,6;5,7;0,00;0,0
2025/03/12 05:45:01;P;;3,5;;5,7;;
2025/03/12 06:00:00;P;;3,4;51,6;5,5;0,00;0,0
2025/03/12 06:10:00;A;;;48,2;;;
2025/03/12 06:15:00;A;;3,5;48,1;6,1;0,00;0,0
2025/03/12 06:15:01;P;;;;6,1;;
2025/03/12 06:20:00;A;;;;5,7;;
2025/03/12 06:25:00;A;;;;6,2;;
2025/03/12 06:30:00;A;;3,3;48,1;5,4;0,00;0,0
2025/03/12 06:30:01;P;;;;5,4;;
2025/03/12 06:35:00;A;;3,1;;5,8;;
2025/03/12 06:40:00;A;;;;6,2;;
2025/03/12 06:45:00;P;;3,3;48,1;6,1;0,00;0,0
2025/03/12 06:50:00;A;;;;5,7;;
2025/03/12 07:00:00;A;;3,0;48,0;5,7;0,00;0,0
2025/03/12 07:00:01;P;;3,0;;;;
2025/03/12 07:05:00;A;;3,3;;6,2;;
2025/03/12 07:15:00;A;;3,2;48,0;5,7;0,00;0,0
2025/03/12 07:15:01;P;;;;5,7;;
2025/03/12 07:20:00;A;;;;6,2;;
2025/03/12 07:25:00;A;;;;5,9;;
2025/03/12 07:30:00;A;;3,2;48,1;5,5;0,00;0,0
2025/03/12 07:30:01;P;;;;5,5;;
2025/03/12 07:40:00;A;;;;6,2;;
2025/03/12 07:45:00;A;;3,4;48,0;6,0;0,00;0,0
2025/03/12 07:45:01;P;;;;6,0;;
2025/03/12 07:50:00;A;;;;5,6;;
2025/03/12 07:55:00;A;;4,1;;6,0;;
2025/03/12 08:00:00;A;;3,3;48,0;5,7;0,00;0,0
2025/03/12 08:00:01;P;;3,3;;5,7;;
2025/03/12 08:10:00;A;;;;5,5;;
2025/03/12 08:15:00;A;;3,4;48,0;5,7;0,00;0,0
2025/03/12 08:15:01;P;;;;5,7;;
2025/03/12 08:30:00;A;;3,3;48,0;6,0;0,00;0,0
2025/03/12 08:30:01;P;;;;6,0;;
2025/03/12 08:35:00;A;;;;5,7;;
2025/03/12 08:45:00;A;;3,4;48,0;6,1;0,00;0,0
2025/03/12 08:45:01;P;;;;6,1;;
2025/03/12 08:55:00;A;;;;5,6;;
2025/03/12 09:00:00;A;;3,5;48,1;5,9;0,00;0,0
